
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3965
Pitchline loading         2.7095
Total-Total PR            5.0254
Total-Static PR           5.5853
Energy Extraction           342.3555
Corrected Speed           32.5766
Flow function           0.9440

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.16      78.08      68.85     -76.18     -40.91    0.3342    1.8800      0.3418
    1      Mean      -3.64      72.54      51.08     -64.35     -17.73    0.6975    1.5787      0.4161
    1       Tip      -5.18      80.09       2.60     -48.52      17.92    0.4902    0.9765      0.4588
    2       Hub     -61.68      73.68       1.93     -67.83     -14.29    0.4516    1.5441      0.3751
    2      Mean     -27.21      64.63      -6.62     -59.55       3.49    0.7023    1.1870      0.4236
    2       Tip      16.84      70.75     -48.49     -54.33      17.74    0.6426    0.8712      0.4865


Span station K = 19

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 162    257.456      200.915         309.746        9.933       186875.2          612.5    0.4233    0.7858      677.72      201.644       -0.260        5.052     1.05855    12.20832
 163    258.114      201.284         299.840       10.333       186714.7          612.5    0.4232    0.7702      675.01      202.015       -2.833        5.081     1.05770    12.21335
 164    261.586      203.249         290.302       10.632       186528.5          612.4    0.4276    0.7579      672.77      203.974       -5.359        5.062     1.05693    12.21725
 165    266.767      206.180         278.702       10.953       185356.3          611.4    0.4356    0.7451      669.58      206.897       -8.214        5.032     1.05152    12.22094
 166    269.333      207.647         266.032       11.132       184526.5          610.7    0.4421    0.7291      666.24      208.344      -11.230        4.968     1.04770    12.22874
 167    270.604      208.384         253.059       11.196       183743.7          610.2    0.4486    0.7117      662.86      209.061      -14.292        4.885     1.04410    12.23457
 168    270.775      208.495         239.365       11.282       182772.0          609.5    0.4559    0.6929      659.25      209.157      -17.443        4.810     1.03954    12.24349
 169    270.497      208.368         225.915       11.219       181825.7          608.9    0.4642    0.6746      655.84      209.001      -20.459        4.681     1.03513    12.25014
 170    269.475      207.829         212.094       11.031       180586.2          608.0    0.4736    0.6559      652.21      208.424      -23.488        4.522     1.02935    12.25982
 171    267.410      206.708         198.395       10.718       179346.2          607.1    0.4835    0.6368      648.69      207.259      -26.449        4.333     1.02354    12.26948
 172    265.279      205.554         185.156       10.310       177995.5          606.2    0.4944    0.6188      645.27      206.057      -29.213        4.114     1.01730    12.28017
 173    264.002      204.881         171.535        9.875       176422.5          605.0    0.5080    0.6020      641.85      205.337      -31.919        3.895     1.01009    12.29055
 174    262.941      204.331         157.109        9.356       174341.7          603.4    0.5245    0.5859      638.14      204.738      -34.584        3.650     1.00043    12.30103
 175    260.112      202.783         142.757        8.706       172100.1          601.7    0.5406    0.5690      634.35      203.142      -37.195        3.391     0.98994    12.31392
 176    256.606      200.850         129.227        8.018       170043.6          600.2    0.5559    0.5522      630.86      201.165      -39.646        3.136     0.98033    12.33086
 177    253.708      199.257         115.782        7.374       167849.4          598.5    0.5728    0.5367      627.43      199.530      -41.935        2.883     0.97016    12.34592
 178    251.630      198.122         101.786        6.755       165292.8          596.5    0.5925    0.5227      623.85      198.358      -44.114        2.636     0.95833    12.35753
 179    249.875      197.166          87.313        6.100       162328.5          594.1    0.6143    0.5103      620.07      197.368      -46.200        2.383     0.94456    12.36635
 180    248.154      196.225          72.879        5.362       159164.5          591.5    0.6371    0.4991      616.32      196.397      -48.178        2.112     0.92975    12.37683
 181    246.598      195.374          59.153        4.555       155956.2          589.0    0.6596    0.4891      612.73      195.519      -49.953        1.824     0.91472    12.38784
 182    244.572      194.251          46.766        3.760       152939.6          586.7    0.6799    0.4796      609.48      194.376      -51.551        1.545     0.90059    12.40128
 183    241.227      192.377          36.306        3.058       150303.7          584.9    0.6960    0.4690      606.67      192.489      -53.027        1.289     0.88821    12.41553
 184    236.742      189.857          28.161        2.574       148130.3          583.7    0.7071    0.4575      604.46      189.959      -54.333        1.078     0.87794    12.43600
 185    231.858      187.107          21.446        2.147       146340.7          582.9    0.7154    0.4460      602.65      187.204      -55.507        0.878     0.86951    12.46003
 186    227.880      184.866          14.739        1.738       144597.1          581.9    0.7247    0.4361      600.81      184.960      -56.558        0.694     0.86151    12.48306
 187    225.130      183.315           7.677        1.353       142730.2          580.7    0.7359    0.4287      598.91      183.409      -57.491        0.524     0.85301    12.50178
 188    223.137      182.187           0.531        1.018       140672.9          579.2    0.7481    0.4236      596.95      182.285      -58.351        0.366     0.84357    12.51963
 189    221.598      181.320          -6.147        0.920       138526.5          577.6    0.7601    0.4202      595.07      181.417      -59.119        0.303     0.83360    12.53363
 190    220.503      180.702         -11.954        0.811       136509.8          576.2    0.7709    0.4183      593.46      180.799      -59.756        0.224     0.82413    12.54484
 191    219.663      180.227         -16.570        0.534       134726.7          575.0    0.7796    0.4175      592.18      180.325      -60.254        0.073     0.81566    12.55026
 192    217.906      179.235         -19.949        0.239       133250.8          574.1    0.7855    0.4166      591.18      179.334      -60.716       -0.070     0.80851    12.55315
 193    215.542      177.889         -22.718       -0.267       132133.9          573.5    0.7898    0.4155      590.48      178.000      -61.186       -0.320     0.80296    12.55213
 194    213.586      176.763         -24.995       -0.785       131169.7          573.0    0.7933    0.4151      590.01      176.897      -61.581       -0.578     0.79804    12.55156
 195    211.755      175.723         -26.087       -1.050       130395.2          572.8    0.7947    0.4156      589.88      175.864      -61.881       -0.693     0.79385    12.54975
 196    208.805      174.060         -26.216       -1.153       129886.6          572.9    0.7934    0.4147      589.87      174.200      -62.185       -0.707     0.79085    12.55064
 197    206.875      172.976         -26.474       -1.137       129799.3          573.2    0.7927    0.4139      590.17      173.111      -62.362       -0.650     0.78989    12.55120
 198    204.015      171.370         -26.254       -1.073       129363.4          573.2    0.7906    0.4118      589.97      171.497      -62.617       -0.609     0.78739    12.54930
 199    202.334      170.430         -25.807       -0.915       129439.1          573.7    0.7885    0.4103      590.32      170.550      -62.670       -0.522     0.78723    12.55135
 200    198.812      168.448         -25.050       -0.601       129216.6          573.9    0.7847    0.4059      590.24      168.563      -62.931       -0.390     0.78561    12.54682
 201    198.537      168.295         -26.558       -0.141       129949.4          574.5    0.7867    0.4017      590.50      168.408      -62.965       -0.091     0.78917    12.55608
 202    193.335      165.319         -24.876        0.692       130231.1          575.3    0.7800    0.3915      590.50      165.473      -63.287        0.671     0.78995    12.54223
 203    171.156      152.551         -13.296        2.546       132036.0          579.2    0.7442    0.3752      593.22      152.962      -64.329        2.434     0.79549    12.57567
 204    146.913      138.458           5.877        4.223       135014.2          584.7    0.6931    0.3747      598.68      139.286      -65.038        4.629     0.80521    12.58344
 205    130.487      129.100          16.400        4.649       137732.7          588.4    0.6627    0.3728      602.33      130.020      -65.792        5.140     0.81550    12.64333
 206    138.980      134.026           9.490        4.344       138223.7          588.1    0.6790    0.3642      601.32      134.811      -64.989        3.624     0.81869    12.57717
 207    150.915      140.524          -1.113        5.162       136282.6          585.4    0.7050    0.3540      597.85      141.543      -64.548        3.332     0.81137    12.55261
 208    157.756      143.840         -10.008        7.368       135551.5          584.1    0.7251    0.3460      596.03      145.403      -64.667        4.000     0.80894    12.51197
 209    167.452      148.483         -18.150       11.077       133988.8          581.8    0.7460    0.3468      593.75      150.872      -64.429        5.037     0.80292    12.48913
 210    175.769      151.802         -26.224       16.251       132926.2          579.8    0.7663    0.3503      591.99      155.564      -64.355        6.508     0.79926    12.46693
 211    185.887      155.576         -33.529       22.963       131716.3          577.6    0.7865    0.3596      590.25      161.272      -64.068        8.215     0.79512    12.45241
 212    195.913      158.834         -38.613       30.198       130836.4          575.7    0.8024    0.3706      589.08      166.927      -63.645        9.867     0.79230    12.46768
 213    204.707      161.690         -40.946       36.527       130208.1          574.6    0.8122    0.3805      588.66      171.888      -63.140       11.242     0.78993    12.50095
 214    208.813      163.294         -40.345       39.385       129948.7          574.8    0.8129    0.3841      589.07      174.204      -62.786       12.003     0.78809    12.54293
 215    207.858      163.939         -37.708       37.804       129857.4          575.6    0.8067    0.3813      589.66      173.666      -62.660       11.837     0.78642    12.55926
 216    208.720      165.057         -36.315       36.838       130072.3          576.3    0.8040    0.3817      590.40      174.152      -62.481       11.461     0.78670    12.57725
 217    200.060      169.225         -54.096        3.732       132211.4          570.7    0.8365    0.3803      584.46      169.266      -64.340        1.263     0.80717    12.19988
 218    200.689      169.589         -54.037       -3.282       132181.5          570.5    0.8369    0.3811      584.29      169.621      -64.289       -1.109     0.80730    19.37050
 219    182.091      159.058         -54.990       -4.441       133489.2          571.7    0.8287    0.3602      584.06      159.130      -65.762       -1.630     0.81360    19.35328
 220    178.096      156.793         -55.981       -4.722       133744.8          571.6    0.8287    0.3565      583.79      156.876      -66.127       -1.764     0.81519    19.36955
 221    172.661      153.709         -56.907       -5.041       134038.5          571.8    0.8279    0.3511      583.57      153.810      -66.598       -1.935     0.81680    19.36292
 222    167.204      150.611         -57.849       -5.351       134389.0          572.0    0.8272    0.3459      583.46      150.732      -67.075       -2.118     0.81864    19.37455
 223    161.118      147.152         -58.770       -5.683       134647.3          572.1    0.8263    0.3401      583.27      147.299      -67.602       -2.334     0.81998    12.23090
 224    155.146      143.753         -59.692       -6.029       134961.0          572.4    0.8256    0.3346      583.18      143.930      -68.122       -2.575     0.82156    12.23956
 225    148.837      140.151         -60.642       -6.464       135194.6          572.5    0.8249    0.3289      583.04      140.371      -68.672       -2.888     0.82273    12.23788
 226    142.810      136.701         -61.837       -6.911       135464.8          572.7    0.8250    0.3241      583.00      136.971      -69.213       -3.235     0.82406    12.25020
 227    136.650      133.158         -63.254       -7.428       135626.8          572.8    0.8258    0.3196      582.91      133.497      -69.775       -3.669     0.82487    12.25039
 228    130.787      129.766         -64.817       -7.960       135787.2          572.9    0.8271    0.3160      582.86      130.189      -70.318       -4.161     0.82569    12.26298
 229    124.807      126.295         -66.390       -8.435       135834.3          573.0    0.8286    0.3128      582.78      126.816      -70.870       -4.707     0.82591    12.26564
 230    119.198      123.022         -68.087       -8.840       135882.0          573.0    0.8307    0.3105      582.77      123.652      -71.393       -5.285     0.82612    12.28343
 231    113.745      119.811         -70.097       -9.237       135818.0          572.9    0.8337    0.3093      582.69      120.576      -71.910       -5.973     0.82586    12.29626
 232    108.783      116.860         -72.677       -9.541       135749.0          572.8    0.8383    0.3102      582.68      117.776      -72.395       -6.707     0.82559    12.33007
 233    104.160      114.017         -75.837       -9.932       135540.7          572.6    0.8444    0.3131      582.68      115.168      -72.859       -7.720     0.82466    12.34862
 234     99.966      111.361         -79.159      -10.167       135303.4          572.3    0.8512    0.3175      582.75      112.803      -73.281       -8.882     0.82355    12.37697
 235     96.246      108.834         -82.974      -10.203       134870.5          571.9    0.8594    0.3239      582.80      110.704      -73.668      -10.424     0.82152    12.40407
 236     93.585      106.902         -85.377       -9.690       134392.5          571.5    0.8649    0.3286      582.75      109.203      -73.936      -11.520     0.81915    12.45885
 237     92.985      104.558         -92.328       -9.501       133790.6          570.1    0.8814    0.3443      582.52      108.864      -74.096      -12.814     0.81746    12.52336
 238     93.921      102.927         -76.171       -8.348       132865.6          570.8    0.8467    0.3120      581.49      109.393      -73.860      -11.334     0.81072    12.56251
 239     99.262      108.270         -50.438       -7.098       133828.8          572.6    0.7930    0.2868      582.45      112.406      -72.838       -9.962     0.81375    12.43211
 240    110.492      116.368         -47.308       -6.958       134276.2          573.0    0.7892    0.2954      583.22      118.741      -71.788       -7.581     0.81605    12.39980
 241    121.119      123.942         -50.318       -6.677       133858.2          572.3    0.7988    0.3108      583.04      124.735      -70.826       -5.592     0.81461    12.33920
 242    131.282      129.925         -51.788       -6.389       133424.0          571.6    0.8054    0.3263      583.07      130.468      -69.881       -4.358     0.81285    12.31937
 243    141.065      135.570         -52.282       -6.058       132947.9          571.0    0.8101    0.3384      583.04      135.987      -68.984       -3.504     0.81084    12.29836
 244    149.404      140.341         -52.114       -5.729       132540.0          570.5    0.8132    0.3477      583.05      140.691      -68.211       -2.976     0.80906    12.29993
 245    155.682      143.905         -51.670       -5.477       132173.2          570.1    0.8152    0.3542      582.99      144.233      -67.631       -2.688     0.80744    12.28963
 246    161.806      147.369         -51.813       -5.246       131797.5          569.6    0.8185    0.3613      583.02      147.687      -67.105       -2.466     0.80574    12.29112
 247    168.918      151.414         -52.622       -4.989       131278.3          569.0    0.8237    0.3697      582.98      151.699      -66.576       -2.183     0.80337    12.27986
 248    176.537      155.754         -52.809       -4.687       130820.2          568.5    0.8278    0.3775      583.03      155.997      -66.009       -1.870     0.80125    12.27976
 249    182.665      159.235         -51.934       -4.418       130412.7          568.1    0.8292    0.3825      582.97      159.454      -65.521       -1.655     0.79932    12.27248
 250    186.925      161.642         -51.295       -4.193       130162.2          567.8    0.8303    0.3862      583.02      161.857      -65.183       -1.535     0.79813    12.27628
 251    192.568      164.845         -51.242       -3.907       129724.6          567.4    0.8335    0.3924      583.06      165.040      -64.795       -1.349     0.79604    12.26998
 252    199.405      168.732         -50.049       -3.559       129255.8          566.9    0.8349    0.3984      583.11      168.897      -64.276       -1.118     0.79375    12.27067
 253    202.973      170.754         -47.758       -3.305       128973.9          566.6    0.8327    0.4000      583.01      170.910      -63.942       -1.005     0.79235    12.26485
 254    206.936      172.995         -46.676       -3.034       128760.4          566.4    0.8332    0.4040      583.18      173.145      -63.626       -0.899     0.79130    12.26679
 255    214.119      177.074         -44.646       -2.626       128169.4          565.8    0.8338    0.4104      583.21      177.197      -63.065       -0.686     0.78834    12.26137
 256    217.385      178.921         -41.317       -2.290       127929.8          565.6    0.8296    0.4115      583.12      179.039      -62.668       -0.571     0.78712    12.26657
 257    221.233      181.098         -39.368       -1.943       127765.6          565.4    0.8286    0.4151      583.37      181.211      -62.318       -0.448     0.78625    12.26230
 258    228.362      185.136         -36.636       -1.477       127079.2          564.7    0.8285    0.4219      583.31      185.232      -61.706       -0.262     0.78286    12.26426
 259    234.008      188.329         -33.356       -1.066       126703.1          564.3    0.8265    0.4266      583.40      188.417      -61.173       -0.117     0.78099    12.26096
 260    240.259      191.862         -28.471       -0.674       126316.9          564.0    0.8219    0.4308      583.56      191.943      -60.486        0.023     0.77891    12.26322
 261    238.281      190.739         -22.508       -0.455       126398.1          564.3    0.8096    0.4251      583.27      190.827      -60.200        0.071     0.77909    12.26243
 262    238.641      190.934         -21.323       -0.185       126727.8          564.6    0.8080    0.4262      583.65      191.030      -60.089        0.129     0.78088    12.26725
 263    250.837      197.829         -18.696        0.432       125426.1          563.0    0.8132    0.4410      583.70      197.910      -59.192        0.349     0.77450    12.26157
 264    258.319      202.056         -11.268        1.042       124381.4          561.9    0.8068    0.4476      583.23      202.131      -58.239        0.512     0.76923    12.26799
 265    259.285      202.597          -5.176        1.451       124653.1          562.3    0.7969    0.4469      583.66      202.676      -57.728        0.601     0.77046    12.26399
 266    262.811      204.584           0.881        1.873       124241.9          561.9    0.7899    0.4505      583.64      204.665      -57.053        0.694     0.76837    12.26692
 267    265.805      206.268           7.798        2.307       123914.2          561.6    0.7813    0.4538      583.71      206.354      -56.329        0.786     0.76666    12.26774
 268    269.015      208.075          14.995        2.746       123490.2          561.2    0.7727    0.4582      583.72      208.165      -55.525        0.880     0.76453    12.27214
 269    272.326      209.937          23.374        3.202       123010.1          560.7    0.7626    0.4634      583.79      210.033      -54.589        0.973     0.76207    12.27376
 270    273.666      210.686          32.474        3.659       122524.4          560.2    0.7501    0.4671      583.68      210.789      -53.655        1.054     0.75960    12.27895
 271    274.331      211.052          41.429        4.053       122224.7          559.9    0.7375    0.4710      583.74      211.164      -52.742        1.113     0.75815    12.28205
 272    277.159      212.638          51.594        4.467       121501.4          559.0    0.7258    0.4792      583.72      212.759      -51.538        1.155     0.75462    12.28631
 273    278.781      213.540          63.433        4.963       120567.4          557.9    0.7115    0.4880      583.50      213.674      -50.150        1.211     0.75000    12.29204
 274    278.228      213.214          75.062        5.405       119868.2          557.1    0.6956    0.4952      583.44      213.362      -48.803        1.259     0.74656    12.30027
 275    276.798      212.392          87.001        5.719       119135.4          556.3    0.6789    0.5030      583.37      212.555      -47.388        1.265     0.74293    12.30620
 276    275.635      211.722          99.404        5.942       118219.9          555.2    0.6623    0.5130      583.31      211.899      -45.777        1.253     0.73837    12.31514
 277    273.512      210.511         111.954        6.097       117196.2          554.1    0.6453    0.5235      583.18      210.702      -44.086        1.230     0.73324    12.32196
 278    270.184      208.619         124.531        6.205       116206.5          553.0    0.6272    0.5340      583.06      208.824      -42.332        1.201     0.72830    12.33359
 279    266.661      206.621         136.734        6.264       115173.1          551.9    0.6096    0.5451      582.95      206.837      -40.510        1.182     0.72317    12.34309
 280    262.871      204.475         149.040        6.314       114001.7          550.6    0.5922    0.5574      582.77      204.699      -38.568        1.174     0.71737    12.36329
 281    259.033      202.307         161.406        6.139       112716.3          549.1    0.5752    0.5709      582.62      202.534      -36.485        1.116     0.71096    12.36409
 282    255.113      200.094         173.711        5.767       111266.0          547.5    0.5587    0.5855      582.42      200.322      -34.277        0.998     0.70367    12.38170
 283    251.362      197.972         186.241        5.457       109710.9          545.9    0.5431    0.6016      582.32      198.206      -31.892        0.896     0.69578    12.38902
 284    248.026      196.082         199.102        5.204       107935.7          543.9    0.5284    0.6197      582.24      196.325      -29.276        0.815     0.68672    12.40083
 285    245.260      194.513         212.123        4.860       106006.1          541.9    0.5151    0.6395      582.25      194.764      -26.456        0.711     0.67680    12.41157
 286    242.947      193.204         225.141        4.311       103921.8          539.7    0.5036    0.6606      582.34      193.459      -23.482        0.559     0.66598    12.42275
 287    240.708      191.940         238.114        3.539       101688.6          537.4    0.4931    0.6825      582.41      192.197      -20.394        0.347     0.65430    12.43311
 288    239.135      191.048         250.575        2.529        99437.9          535.2    0.4845    0.7045      582.59      191.309      -17.286        0.069     0.64245    12.44518
 289    236.524      189.553         261.556        1.332        97216.7          533.1    0.4758    0.7234      582.64      189.836      -14.504       -0.289     0.63059    12.45473
 290    231.240      186.506         269.384       -0.144        95394.5          532.0    0.4649    0.7344      582.62      186.855      -12.577       -0.817     0.62056    12.47058
 291    223.457      182.005         273.836       -1.636        94274.5          532.0    0.4517    0.7367      582.82      182.465      -11.582       -1.465     0.61404    12.49019
 292    214.575      176.899         277.055       -2.627        93602.9          532.6    0.4378    0.7359      583.24      177.455      -10.895       -2.020     0.60989    12.51561
 293    206.988      172.575         280.794       -3.168        92980.7          533.1    0.4255    0.7373      583.79      173.174       -9.907       -2.379     0.60610    12.54111
 294    201.086      169.223         284.923       -3.553        92140.6          533.2    0.4160    0.7411      584.23      169.845       -8.702       -2.647     0.60120    12.56601
 295    195.898      166.247         288.713       -3.975        91278.6          533.1    0.4089    0.7450      584.67      166.919       -7.657       -2.977     0.59614    12.59037
 296    191.122      163.458         291.639       -4.523        90465.6          533.1    0.4040    0.7477      585.06      164.224       -6.932       -3.434     0.59127    12.61293
 297    186.872      160.937         293.717       -5.097        89748.7          533.1    0.4010    0.7493      585.42      161.827       -6.491       -3.948     0.58690    12.63973
 298    182.977      158.622         295.427       -5.507        89076.4          533.1    0.3994    0.7505      585.72      159.630       -6.232       -4.422     0.58277    12.66663
 299    180.791      157.316         296.848       -5.729        88479.4          533.0    0.3999    0.7523      586.05      158.397       -5.993       -4.718     0.57908    12.69932
 300    179.339      156.489         298.133       -5.852        88036.9          532.9    0.3999    0.7542      586.30      157.577       -5.693       -4.767     0.57628    12.72833
 301    177.742      155.596         299.518       -5.914        87753.8          533.0    0.3985    0.7559      586.66      156.677       -5.372       -4.765     0.57433    12.75525
 302    175.889      154.551         300.640       -6.008        87441.8          533.1    0.3962    0.7570      586.85      155.632       -5.088       -4.770     0.57223    12.77453
 303    174.126      153.546         301.267       -6.136        87377.7          533.5    0.3935    0.7569      587.22      154.637       -4.867       -4.774     0.57137    12.79635
 304    170.810      151.646         301.099       -6.305        87329.0          533.9    0.3886    0.7542      587.25      152.766       -4.901       -4.844     0.57064    12.80793
 305    167.985      150.034         300.390       -6.473        87708.2          534.9    0.3833    0.7502      587.70      151.173       -4.895       -4.808     0.57208    12.82856
 306    162.608      146.950         298.823       -6.682        87978.9          535.8    0.3748    0.7430      587.60      148.139       -5.326       -4.928     0.57299    12.83708
 307    159.454      145.102         299.031       -6.963        88867.3          537.0    0.3650    0.7402      588.20      146.360       -4.872       -4.887     0.57752    12.86480
 308    151.989      140.529         296.426       -8.038        89463.7          538.6    0.3517    0.7294      588.19      142.149       -5.877       -5.666     0.57984    12.86652
 309    134.553      129.712         289.463       -9.868        90500.3          541.7    0.3380    0.7047      588.69      132.313       -9.643       -7.826     0.58313    12.91613
 310    124.538      122.959         280.177      -11.481        91458.3          544.5    0.3411    0.6800      589.26      126.664      -13.138       -9.624     0.58610    12.93127
 311    117.465      118.456         274.032      -12.417        92104.8          546.3    0.3433    0.6633      589.65      122.674      -15.347      -10.613     0.58808    12.97230
 312    120.545      120.778         276.242      -12.608        92290.1          546.5    0.3398    0.6687      590.16      124.411      -14.139       -9.655     0.58895    18.87272
 313    124.634      123.474         280.106      -12.744        91746.5          545.5    0.3344    0.6782      589.82      126.718      -12.524       -8.817     0.58659    18.85939
 314    126.147      124.425         283.710      -13.000        91686.2          545.4    0.3281    0.6858      590.22      127.572      -11.258       -8.541     0.58635    18.82497
 315    129.340      126.312         287.297      -13.404        91276.0          544.7    0.3238    0.6944      590.20      129.373       -9.573       -8.226     0.58451    18.80485
 316    131.093      127.307         290.941      -13.789        91112.3          544.3    0.3191    0.7023      590.52      130.362       -7.964       -8.114     0.58384    18.77448
 317    134.111      129.003         294.550      -14.263        90755.1          543.6    0.3166    0.7110      590.61      132.064       -6.072       -7.968     0.58233    18.75763
 318    136.509      130.294         298.041      -14.794        90533.5          543.1    0.3146    0.7192      590.89      133.417       -4.257       -7.942     0.58146    18.73461
 319    139.478      131.951         301.455      -15.169        90181.2          542.3    0.3143    0.7277      590.97      135.091       -2.405       -7.822     0.58003    18.72757
 320    142.004      133.377         304.816      -15.404        89965.1          541.7    0.3142    0.7358      591.21      136.517       -0.633       -7.692     0.57929    18.71539
 321    144.757      134.945         307.715      -15.538        89658.8          541.0    0.3155    0.7433      591.33      138.070        0.906       -7.523     0.57806    18.72014
 322    148.123      136.747         310.777      -16.155        89377.7          540.2    0.3182    0.7514      591.48      139.968        2.488       -7.533     0.57704    18.71631
 323    171.652      153.202         338.221        3.461        89942.7          528.0    0.3515    0.8262      588.02      153.241       14.071        1.294     0.59352    17.81456
 324    170.816      152.533         338.260       -8.508        90001.8          528.0    0.3505    0.8258      588.00      152.770       14.126       -3.188     0.59388    12.12799
 325    151.913      141.940         342.639       -6.810        90534.6          528.9    0.3307    0.8253      588.93      142.107       16.957       -2.736     0.59639    12.12780
 326    148.572      140.092         343.545       -5.912        90759.1          529.3    0.3275    0.8255      589.35      140.222       17.554       -2.397     0.59747    12.12679
 327    145.849      138.577         344.574       -5.282        90612.1          529.1    0.3254    0.8267      589.35      138.685       18.164       -2.158     0.59669    12.12617
 328    142.544      136.727         345.758       -4.778        90776.0          529.3    0.3227    0.8277      589.75      136.821       18.902       -1.975     0.59751    12.12842
 329    139.175      134.833         347.045       -4.438        90664.0          529.2    0.3203    0.8292      589.84      134.921       19.713       -1.861     0.59694    12.12601
 330    135.965      133.022         348.436       -4.212        90794.4          529.3    0.3183    0.8309      590.29      133.110       20.570       -1.796     0.59760    12.13073
 331    132.366      130.988         349.943       -4.060        90718.8          529.2    0.3162    0.8329      590.51      131.080       21.545       -1.768     0.59721    12.12904
 332    129.210      129.198         351.488       -4.008        90856.7          529.4    0.3149    0.8351      591.04      129.300       22.503       -1.784     0.59792    12.13673
 333    125.346      127.003         353.130       -4.038        90765.4          529.3    0.3132    0.8376      591.32      127.120       23.624       -1.853     0.59745    12.13519
 334    121.983      125.083         354.868       -4.155        90844.0          529.3    0.3124    0.8403      591.86      125.223       24.739       -1.970     0.59786    12.14290
 335    117.839      122.716         356.776       -4.336        90688.1          529.1    0.3115    0.8436      592.17      122.885       26.083       -2.147     0.59706    12.14012
 336    114.471      120.778         358.759       -4.598        90727.9          529.1    0.3119    0.8472      592.78      120.985       27.352       -2.379     0.59729    12.14940
 337    110.341      118.398         360.926       -4.898        90554.8          528.9    0.3123    0.8514      593.21      118.655       28.857       -2.687     0.59642    12.14895
 338    107.066      116.488         363.045       -5.265        90578.2          528.8    0.3140    0.8556      593.89      116.808       30.185       -3.068     0.59660    12.16173
 339    102.808      113.997         365.409       -5.684        90341.1          528.5    0.3160    0.8606      594.38      114.406       31.817       -3.616     0.59540    12.16185
 340     99.381      111.937         367.803       -6.158        90264.9          528.3    0.3194    0.8659      595.10      112.472       33.253       -4.348     0.59509    12.17486
 341     94.946      109.231         370.520       -6.691        89896.6          527.8    0.3235    0.8722      595.65      109.971       35.033       -5.564     0.59321    12.17589
 342     91.889      107.088         373.453       -7.305        89717.9          527.4    0.3300    0.8794      596.52      108.247       36.379       -7.629     0.59243    12.19998
 343     90.013      104.470         377.823       -8.060        89226.8          526.6    0.3403    0.8904      597.57      107.188       37.638      -10.641     0.59005    12.23632
 344     93.825      102.284         377.895       -7.960        88757.7          526.1    0.3433    0.8922      597.49      109.338       36.671       -7.568     0.58747    12.31064
 345    117.752      119.507         368.288       -7.057        88561.3          526.3    0.3432    0.8779      595.74      122.836       30.141       -2.756     0.58580    12.23861
 346    130.496      129.069         361.282       -6.306        87884.3          524.8    0.3431    0.8687      593.06      130.025       21.490        2.032     0.58283    12.22730
 347    139.665      134.486         357.850       -5.987        87828.0          524.7    0.3488    0.8643      592.44      135.197       15.517        0.770     0.58256    12.20102
 348    149.225      139.970         354.054       -5.626        87474.8          524.2    0.3550    0.8604      591.24      140.590       12.935        0.536     0.58073    12.19676
 349    152.051      141.612         351.185       -5.225        87581.0          524.4    0.3558    0.8551      590.61      142.184       12.057        0.313     0.58124    12.18265
 350    158.168      145.077         349.574       -5.055        87264.0          523.9    0.3622    0.8550      590.10      145.635       10.974        0.320     0.57962    12.18406
 351    163.557      148.118         348.253       -4.890        86984.7          523.4    0.3685    0.8552      589.75      148.675        9.958        0.372     0.57820    12.17577
 352    172.010      152.889         346.971       -4.789        86511.3          522.7    0.3784    0.8576      589.43      153.443        8.743        0.489     0.57575    12.17651
 353    181.568      158.307         344.320       -4.556        86092.8          522.0    0.3872    0.8576      588.82      158.835        7.358        0.644     0.57354    12.16930
 354    186.029      160.864         340.182       -4.046        85932.0          521.9    0.3888    0.8517      587.55      161.352        6.263        0.754     0.57266    12.17109
 355    187.759      161.858         337.502       -3.631        86044.5          522.1    0.3891    0.8470      586.98      162.327        5.593        0.827     0.57327    12.16663
 356    193.847      165.295         335.877       -3.419        85628.9          521.4    0.3963    0.8480      586.45      165.762        4.771        0.933     0.57113    12.16827
 357    200.831      169.247         333.347       -3.115        85278.0          520.8    0.4036    0.8477      585.84      169.702        3.759        1.066     0.56928    12.16533
 358    205.817      172.076         329.653       -2.659        84992.8          520.4    0.4075    0.8439      584.76      172.514        2.630        1.222     0.56775    12.16660
 359    208.055      173.349         326.545       -2.195        84990.4          520.4    0.4089    0.8392      584.01      173.776        1.782        1.338     0.56776    12.16349
 360    214.138      176.785         324.365       -1.904        84617.0          519.8    0.4161    0.8396      583.44      177.208        0.976        1.449     0.56583    12.16320
 361    221.147      180.747         320.742       -1.493        84192.2          519.1    0.4235    0.8381      582.49      181.162       -0.180        1.605     0.56354    12.16137
 362    223.918      182.323         316.486       -0.935        84032.3          518.9    0.4253    0.8320      581.23      182.725       -1.235        1.735     0.56270    12.16236
 363    227.917      184.581         313.597       -0.515        83897.4          518.7    0.4299    0.8296      580.61      184.981       -2.059        1.852     0.56205    12.16024
