
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3965
Pitchline loading         2.7095
Total-Total PR            5.0254
Total-Static PR           5.5853
Energy Extraction           342.3555
Corrected Speed           32.5766
Flow function           0.9440

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.16      78.08      68.85     -76.18     -40.91    0.3342    1.8800      0.3418
    1      Mean      -3.64      72.54      51.08     -64.35     -17.73    0.6975    1.5787      0.4161
    1       Tip      -5.18      80.09       2.60     -48.52      17.92    0.4902    0.9765      0.4588
    2       Hub     -61.68      73.68       1.93     -67.83     -14.29    0.4516    1.5441      0.3751
    2      Mean     -27.21      64.63      -6.62     -59.55       3.49    0.7023    1.1870      0.4236
    2       Tip      16.84      70.75     -48.49     -54.33      17.74    0.6426    0.8712      0.4865


Span station K = 37

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 176    371.087      264.510         372.298       11.865       151551.2          583.5    0.7473    1.0204      701.58      265.745       -0.555        1.381     0.88436     0.00000
 177    399.431      280.697         375.974       11.415       149333.8          577.8    0.7873    1.0611      702.03      281.734       -0.617        1.417     0.87649     0.00000
 178    422.061      293.408         376.372       10.037       146253.5          574.9    0.8199    1.0845      704.41      294.500       -1.205        1.344     0.85990     0.00000
 179    434.198      300.154         368.283        9.824       143800.5          574.7    0.8333    1.0839      703.69      301.346       -2.176        1.482     0.84561     0.00000
 180    441.029      303.906         357.418        9.416       141323.0          570.8    0.8450    1.0829      697.10      305.199       -3.248        1.589     0.83429     0.00000
 181    451.048      309.692         345.663       10.429       138190.6          566.9    0.8560    1.0770      691.11      310.851       -4.592        1.778     0.81931     0.00000
 182    464.338      317.300         335.368       13.351       134245.5          561.8    0.8766    1.0801      686.24      318.348       -6.028        2.167     0.80116     0.00000
 183    477.797      324.858         319.672       15.220       131946.1          563.4    0.8771    1.0572      685.30      325.941       -7.785        2.491     0.78921     0.00000
 184    489.465      331.456         305.707       16.471       130155.6          564.7    0.8780    1.0378      683.43      332.523       -9.377        2.550     0.78061     0.00000
 185    494.298      334.186         289.553       17.616       128854.6          563.8    0.8743    1.0133      677.07      335.249      -11.088        2.562     0.77752     0.00000
 186    490.014      331.748         275.692       19.302       129579.9          565.0    0.8636    0.9866      672.09      332.832      -12.463        2.801     0.78486     0.00000
 187    487.473      330.446         259.509       19.765       131306.1          568.9    0.8479    0.9516      668.89      331.399      -14.071        2.852     0.79563     0.00000
 188    493.163      333.744         245.239       19.388       131495.1          569.6    0.8485    0.9330      665.06      334.609      -15.702        2.822     0.79813     0.00000
 189    501.196      338.199         233.017       20.000       130833.4          569.6    0.8553    0.9215      662.38      339.140      -17.263        2.971     0.79512     0.00000
 190    501.412      338.276         220.733       20.471       131535.5          571.0    0.8529    0.9016      659.69      339.262      -18.890        3.074     0.79870     0.00000
 191    499.640      337.258         207.910       20.853       132222.9          572.4    0.8493    0.8808      656.71      338.262      -20.492        3.162     0.80215     0.00000
 192    500.724      337.839         196.202       21.603       132016.9          572.9    0.8523    0.8671      654.18      338.874      -21.914        3.327     0.80098     0.00000
 193    499.761      337.276         184.626       22.451       131631.5          572.8    0.8555    0.8538      651.27      338.331      -23.338        3.515     0.79914     0.00000
 194    496.223      335.305         172.809       22.588       131468.0          572.9    0.8570    0.8385      648.19      336.335      -24.802        3.593     0.79845     0.00000
 195    496.127      335.287         161.111       22.373       130886.1          572.5    0.8633    0.8270      645.40      336.281      -26.189        3.597     0.79584     0.00000
 196    496.499      335.438         150.024       23.519       129750.9          571.7    0.8710    0.8174      642.60      336.490      -27.486        3.834     0.79035     0.00000
 197    490.824      332.185         139.629       24.339       129583.5          571.9    0.8719    0.8018      639.93      333.289      -28.867        4.033     0.78942     0.00000
 198    487.743      330.498         129.154       23.697       129452.6          571.8    0.8767    0.7895      637.62      331.551      -30.252        3.975     0.78895     0.00000
 199    485.904      329.428         118.950       24.382       128216.8          570.7    0.8844    0.7799      634.80      330.514      -31.635        4.153     0.78298     0.00000
 200    476.524      324.116         108.589       24.875       128508.7          571.3    0.8834    0.7610      632.28      325.223      -33.223        4.315     0.78420     0.00000
 201    471.435      321.327          99.034       24.107       128334.7          571.0    0.8875    0.7486      629.96      322.351      -34.546        4.237     0.78368     0.00000
 202    464.574      317.447          89.665       24.555       127467.7          570.1    0.8919    0.7352      627.04      318.482      -36.018        4.400     0.77966     0.00000
 203    445.604      306.778          78.647       24.157       128665.8          571.7    0.8848    0.7057      624.60      307.780      -38.149        4.458     0.78477     0.00000
 204    421.546      293.309          68.971       22.525       130392.9          574.1    0.8716    0.6705      622.41      294.209      -40.414        4.337     0.79192     0.00000
 205    399.476      280.782          63.201       23.207       131806.1          575.9    0.8563    0.6395      620.29      281.759      -42.243        4.683     0.79787     0.00000
 206    384.640      272.263          58.981       24.657       132923.2          577.1    0.8446    0.6179      618.37      273.390      -43.474        5.149     0.80316     0.00000
 207    372.288      265.239          54.002       24.984       132895.0          577.2    0.8380    0.6002      615.97      266.422      -44.611        5.356     0.80294     0.00000
 208    358.628      257.481          48.634       25.210       132626.8          576.9    0.8317    0.5810      613.14      258.716      -45.919        5.565     0.80166     0.00000
 209    342.484      248.287          44.368       25.619       132557.5          576.7    0.8214    0.5589      610.08      249.609      -47.317        5.863     0.80138     0.00000
 210    324.455      238.013          40.993       26.067       133139.0          577.3    0.8089    0.5353      607.82      239.439      -48.727        6.210     0.80392     0.00000
 211    307.745      228.516          40.674       26.182       133395.7          578.4    0.7951    0.5164      606.84      230.013      -49.617        6.494     0.80392     0.00000
 212    294.701      221.024          40.715       26.883       132145.8          578.9    0.7869    0.5051      606.18      222.654      -50.127        6.890     0.79597     0.00000
 213    287.480      216.425          36.307       30.614       131522.7          580.0    0.7896    0.4977      606.61      218.581      -50.858        7.991     0.79103     0.00000
 214    279.182      211.146          29.301       34.200       131753.8          580.5    0.7946    0.4877      606.02      213.900      -52.010        9.095     0.79200     0.00000
 215    276.415      209.486          21.263       34.679       133668.5          581.9    0.8006    0.4822      606.41      212.339      -52.901        9.289     0.80152     0.00000
 216    273.816      207.437          13.790       37.897       132093.0          580.6    0.8068    0.4789      604.05      210.873      -53.702       10.204     0.79383     0.00000
 217    294.730      219.064          70.843       39.914       129394.7          595.9    0.6977    0.4894      619.70      222.671      -48.057       10.162     0.75655     0.00000
 218    294.532      219.102          66.596       39.074       128328.1          595.8    0.7043    0.4866      619.30      222.559      -48.555        9.958     0.75047     0.00000
 219    253.860      195.565          62.294       40.008       131728.8          600.3    0.6787    0.4366      619.40      199.616      -52.112       11.334     0.76456     0.00000
 220    240.433      188.123          60.630       38.596       132616.8          602.7    0.6710    0.4198      620.39      192.041      -53.379       11.364     0.76670     0.00000
 221    230.352      181.983          59.241       40.127       132017.0          603.2    0.6665    0.4076      619.94      186.354      -54.363       12.152     0.76254     0.00000
 222    218.816      175.287          58.217       40.241       133041.4          605.1    0.6598    0.3937      620.81      179.847      -55.442       12.612     0.76599     0.00000
 223    212.412      171.491          56.311       40.614       132767.5          605.2    0.6593    0.3855      620.27      176.234      -56.190       12.978     0.76430     0.00000
 224    206.036      167.620          54.596       41.319       133236.2          606.0    0.6581    0.3774      620.46      172.638      -56.914       13.460     0.76599     0.00000
 225    201.254      164.831          52.957       41.354       133289.1          606.3    0.6581    0.3712      620.34      169.940      -57.492       13.678     0.76589     0.00000
 226    197.397      162.476          50.537       41.790       133564.8          606.5    0.6603    0.3657      620.15      167.764      -58.058       13.989     0.76720     0.00000
 227    192.586      159.688          48.924       41.729       133748.5          606.8    0.6604    0.3597      619.96      165.051      -58.628       14.190     0.76796     0.00000
 228    187.893      157.021          48.397       41.461       134056.8          607.5    0.6586    0.3542      620.30      162.403      -59.085       14.320     0.76883     0.00000
 229    180.153      152.632          47.447       40.977       134357.8          608.0    0.6560    0.3452      620.26      158.037      -59.852       14.537     0.76985     0.00000
 230    171.009      147.608          46.412       39.795       135060.2          608.9    0.6530    0.3345      620.50      152.878      -60.757       14.581     0.77272     0.00000
 231    157.351      140.097          45.422       38.053       135679.5          609.7    0.6482    0.3190      620.48      145.174      -62.092       14.671     0.77517     0.00000
 232    140.979      131.294          43.937       35.193       136727.6          610.7    0.6441    0.3008      620.65      135.938      -63.747       14.355     0.77977     0.00000
 233    120.727      120.288          41.443       32.057       137407.7          611.4    0.6423    0.2789      620.47      124.514      -65.857       13.939     0.78276     0.00000
 234     98.544      106.858          39.639       26.496       138137.4          612.2    0.6407    0.2598      620.79      112.000      -68.179        5.934     0.78576     0.00000
 235     98.938       89.919          41.381       21.508       137959.7          611.8    0.6362    0.2687      620.50      112.223      -67.992        3.196     0.78531     0.00000
 236     98.713       80.178          43.454       23.081       138276.7          610.9    0.6319    0.2785      619.84      112.096      -67.905        5.389     0.78841     0.00000
 237     88.671       79.674          48.758       25.406       138089.6          610.0    0.6187    0.2807      619.23      106.431      -68.783       10.578     0.78843     0.00000
 238     79.538       82.611          52.804       26.278       138455.5          610.9    0.6084    0.2825      620.16      101.279      -69.728       13.647     0.78932     0.00000
 239     96.485      101.199          50.092       29.894       136763.7          609.9    0.6209    0.2909      619.67      110.839      -66.942       13.374     0.78108     0.00000
 240    107.644      109.516          48.621       31.966       135455.1          608.5    0.6296    0.3038      618.91      117.134      -65.362       15.177     0.77534     0.00000
 241    112.226      114.497          44.397       32.012       135678.3          609.1    0.6403    0.3123      619.85      119.718      -64.974       16.780     0.77584     0.00000
 242    122.246      120.689          39.893       32.891       134902.3          608.4    0.6537    0.3217      619.53      125.371      -64.233       15.751     0.77232     0.00000
 243    127.163      123.404          36.656       33.859       134991.5          608.7    0.6611    0.3254      619.93      128.145      -64.031       15.358     0.77250     0.00000
 244    133.841      127.260          33.880       34.354       134389.2          608.2    0.6693    0.3303      619.68      131.912      -63.644       14.888     0.76968     0.00000
 245    136.123      128.493          31.669       34.790       134418.0          608.4    0.6738    0.3311      619.86      133.199      -63.664       14.890     0.76964     0.00000
 246    138.979      130.088          29.222       35.128       134108.7          608.3    0.6794    0.3333      619.81      134.810      -63.609       14.823     0.76805     0.00000
 247    140.963      131.152          26.995       35.514       134099.7          608.5    0.6835    0.3345      620.11      135.929      -63.645       14.831     0.76770     0.00000
 248    143.127      132.324          25.314       35.918       133811.1          608.5    0.6869    0.3357      620.13      137.150      -63.626       14.804     0.76609     0.00000
 249    144.655      133.226          24.608       35.933       133795.2          608.8    0.6882    0.3357      620.38      138.012      -63.621       14.692     0.76569     0.00000
 250    145.818      133.802          23.842       36.329       133468.8          608.6    0.6899    0.3360      620.28      138.668      -63.617       14.789     0.76399     0.00000
 251    145.455      133.545          22.818       36.494       133474.6          608.8    0.6911    0.3352      620.44      138.463      -63.777       14.864     0.76379     0.00000
 252    148.003      135.058          22.840       36.435       133134.8          608.7    0.6918    0.3367      620.44      139.901      -63.630       14.664     0.76199     0.00000
 253    147.840      134.918          23.266       36.609       133018.2          608.8    0.6907    0.3350      620.42      139.809      -63.703       14.743     0.76126     0.00000
 254    148.714      135.369          22.939       36.817       132837.4          608.7    0.6916    0.3357      620.48      140.302      -63.703       14.772     0.76026     0.00000
 255    151.029      136.674          23.479       37.022       132471.4          608.5    0.6915    0.3368      620.34      141.608      -63.584       14.697     0.75849     0.00000
 256    150.896      136.619          24.617       36.936       132292.9          608.3    0.6892    0.3348      620.11      141.533      -63.610       14.672     0.75764     0.00000
 257    151.974      137.238          24.910       36.972       132087.2          608.2    0.6892    0.3355      620.08      142.141      -63.581       14.626     0.75663     0.00000
 258    153.588      138.219          26.678       36.850       131693.0          607.9    0.6868    0.3353      619.75      143.051      -63.445       14.487     0.75480     0.00000
 259    150.270      136.427          28.944       36.302       131771.2          608.0    0.6811    0.3300      619.56      141.179      -63.617       14.478     0.75507     0.00000
 260    149.129      135.745          28.580       36.337       131612.5          607.8    0.6817    0.3303      619.45      140.536      -63.743       14.570     0.75437     0.00000
 261    154.381      138.668          28.905       36.884       130950.3          607.2    0.6839    0.3367      619.27      143.499      -63.395       14.478     0.75139     0.00000
 262    158.548      141.043          32.278       37.104       130316.0          606.7    0.6801    0.3402      619.07      145.849      -62.941       14.340     0.74832     0.00000
 263    159.968      141.857          35.773       37.160       130105.5          606.8    0.6746    0.3409      619.23      146.650      -62.658       14.297     0.74699     0.00000
 264    160.398      142.060          38.409       37.345       129746.7          606.6    0.6702    0.3408      619.11      146.893      -62.503       14.345     0.74507     0.00000
 265    160.877      142.420          41.528       37.034       129592.3          606.7    0.6650    0.3415      619.22      147.163      -62.288       14.210     0.74410     0.00000
 266    163.480      143.899          45.065       37.187       129038.6          606.3    0.6605    0.3450      619.09      148.632      -61.861       14.133     0.74135     0.00000
 267    163.705      143.994          49.312       37.331       128658.9          606.0    0.6534    0.3461      618.84      148.758      -61.573       14.168     0.73954     0.00000
 268    163.628      144.073          54.439       36.854       128330.1          605.5    0.6447    0.3479      618.53      148.715      -61.212       13.990     0.73815     0.00000
 269    163.267      143.888          60.162       36.758       127724.3          604.8    0.6353    0.3503      617.92      148.511      -60.826       13.971     0.73560     0.00000
 270    161.890      143.196          66.698       36.328       127228.0          604.3    0.6240    0.3526      617.66      147.735      -60.444       13.876     0.73325     0.00000
 271    160.533      142.532          73.507       35.833       126571.8          604.0    0.6123    0.3558      617.69      146.969      -60.016       13.759     0.72975     0.00000
 272    158.661      141.577          80.710       35.300       125917.1          603.9    0.5996    0.3596      617.86      145.913      -59.584       13.658     0.72610     0.00000
 273    156.696      140.610          88.412       34.592       125040.5          603.1    0.5865    0.3650      617.50      144.804      -59.068       13.494     0.72188     0.00000
 274    153.913      139.171          96.642       33.861       124142.7          601.8    0.5725    0.3710      616.76      143.234      -58.534       13.363     0.71810     0.00000
 275    150.871      137.632         105.347       32.921       123293.6          600.3    0.5578    0.3783      615.89      141.519      -57.915       13.166     0.71494     0.00000
 276    147.776      136.051         114.244       32.018       122153.0          598.4    0.5431    0.3872      614.77      139.773      -57.226       12.985     0.71051     0.00000
 277    144.144      134.205         123.615       30.905       121058.6          597.1    0.5272    0.3970      614.31      137.724      -56.459       12.741     0.70560     0.00000
 278    139.895      132.001         133.101       29.791       119954.7          595.9    0.5102    0.4074      613.98      135.327      -55.641       12.522     0.70048     0.00000
 279    135.671      129.802         142.494       28.705       118920.6          594.9    0.4931    0.4184      613.92      132.944      -54.751       12.298     0.69551     0.00000
 280    130.775      127.219         151.798       27.575       117621.5          593.8    0.4756    0.4295      613.69      130.182      -53.810       12.094     0.68916     0.00000
 281    124.190      123.656         161.030       26.466       116330.6          592.5    0.4566    0.4397      613.26      126.467      -52.901       11.966     0.68293     0.00000
 282    116.746      119.685         170.239       24.940       115138.8          591.3    0.4362    0.4498      612.83      122.269      -51.905       11.688     0.67729     0.00000
 283    109.141      115.650         179.219       23.243       113760.0          589.4    0.4160    0.4605      611.81      117.978      -50.755       11.327     0.67129     0.00000
 284    101.633      111.631         187.753       21.722       112210.8          587.3    0.3965    0.4713      610.55      113.743      -49.519       10.999     0.66455     0.00000
 285     94.642      107.899         195.853       20.224       110606.7          585.0    0.3776    0.4826      609.10      109.799      -48.191       10.609     0.65771     0.00000
 286     89.927      105.387         203.227       19.182       109007.2          582.3    0.3617    0.4947      607.35      107.140      -46.693       10.298     0.65122     0.00000
 287     86.336      103.459         209.873       18.465       107307.6          579.0    0.3479    0.5067      605.03      105.114      -45.192       10.090     0.64458     0.00000
 288     83.516      101.983         215.428       17.694       105668.7          575.8    0.3363    0.5174      602.56      103.523      -43.830        9.804     0.63823     0.00000
 289     80.719      100.503         219.626       17.007       104098.0          573.2    0.3265    0.5253      600.46      101.945      -42.853        9.549     0.63161     0.00000
 290     76.826       98.422         222.805       16.147       102738.4          571.2    0.3176    0.5304      598.80       99.749      -42.362        9.240     0.62558     0.00000
 291     72.269       95.986         225.087       15.110       101519.4          569.5    0.3100    0.5336      597.26       97.179      -42.385        8.842     0.62010     0.00000
 292     67.232       93.249         226.560       14.219       100420.1          568.0    0.3040    0.5351      595.69       94.337      -43.000        8.526     0.61519     0.00000
 293     62.041       90.434         227.412       13.249        99409.4          566.4    0.2998    0.5354      594.17       91.409      -44.036        8.138     0.61071     0.00000
 294     57.062       87.735         227.554       12.274        98524.1          565.1    0.2977    0.5345      592.79       88.600      -45.410        7.704     0.60678     0.00000
 295     52.047       84.989         227.215       11.477        97760.2          564.0    0.2972    0.5326      591.56       85.771      -47.089        7.378     0.60339     0.00000
 296     47.577       82.547         226.548       10.707        97190.1          563.2    0.2981    0.5302      590.66       83.249      -48.801        7.049     0.60086     0.00000
 297     43.998       80.598         225.642       10.050        96664.3          562.5    0.3003    0.5276      589.91       81.231      -50.407        6.791     0.59846     0.00000
 298     41.101       79.012         225.086        9.571        96275.2          562.1    0.3025    0.5258      589.55       79.597      -51.759        6.654     0.59658     0.00000
 299     39.737       78.297         224.403        9.088        95940.0          561.8    0.3056    0.5245      589.21       78.827      -52.824        6.457     0.59500     0.00000
 300     38.947       77.895         223.158        8.686        95794.9          561.6    0.3086    0.5220      588.84       78.381      -53.750        6.324     0.59437     0.00000
 301     37.749       77.258         221.931        8.292        95822.3          561.7    0.3102    0.5189      588.70       77.706      -54.486        6.184     0.59443     0.00000
 302     36.917       76.836         220.819        7.811        95885.3          562.0    0.3112    0.5159      588.63       77.236      -54.959        5.879     0.59463     0.00000
 303     36.326       76.537         219.463        7.438        96014.7          562.3    0.3120    0.5124      588.57       76.902      -55.330        5.693     0.59512     0.00000
 304     34.709       75.660         217.803        7.032        96204.5          562.8    0.3120    0.5075      588.53       75.991      -55.808        5.485     0.59581     0.00000
 305     33.651       75.105         215.946        6.542        96530.0          563.5    0.3124    0.5025      588.67       75.394      -56.230        5.183     0.59711     0.00000
 306     31.689       74.026         214.072        6.167        96786.6          564.1    0.3121    0.4969      588.64       74.287      -56.749        4.999     0.59811     0.00000
 307     30.270       73.241         213.278        5.946        97239.6          564.8    0.3100    0.4936      588.94       73.486      -57.069        4.835     0.60008     0.00000
 308     26.820       71.353         211.818        5.111        97532.8          565.4    0.3080    0.4883      588.92       71.541      -57.782        4.248     0.60123     0.00000
 309     22.262       68.840         208.961        4.108        98233.0          566.5    0.3100    0.4793      589.35       68.969      -58.464        3.419     0.60425     0.00000
 310     17.962       66.422         203.469        3.880        98655.1          567.2    0.3191    0.4659      589.18       66.544      -59.337        3.217     0.60608     0.00000
 311     15.749       65.162         200.527        4.115        99129.6          567.9    0.3245    0.4580      589.51       65.295      -59.579        3.680     0.60818     0.00000
 312     23.994       69.806         204.303        4.343        99107.3          568.0    0.3206    0.4689      590.28       69.946      -57.794        3.638     0.60797     0.00000
 313     32.836       74.800         209.900        4.427        98505.8          567.2    0.3142    0.4838      590.55       74.934      -55.708        3.448     0.60515     0.00000
 314     39.031       78.303         214.897        4.396        98145.8          566.9    0.3084    0.4962      591.05       78.429      -53.963        3.258     0.60338     0.00000
 315     45.790       82.125         219.435        4.348        97598.3          566.2    0.3045    0.5082      591.27       82.242      -52.087        3.082     0.60084     0.00000
 316     51.118       85.137         223.939        4.300        97114.8          565.6    0.3001    0.5193      591.58       85.247      -50.330        2.938     0.59853     0.00000
 317     57.385       88.686         227.873        4.106        96615.2          565.0    0.2979    0.5298      591.90       88.782      -48.464        2.688     0.59611     0.00000
 318     62.656       91.662         231.034        4.116        96026.7          564.2    0.2966    0.5384      591.90       91.755      -46.902        2.610     0.59329     0.00000
 319     68.259       94.858         233.730        3.302        95614.4          563.6    0.2966    0.5463      591.95       94.917      -45.348        1.985     0.59147     0.00000
 320     74.951       98.574         236.169        4.758        95068.7          563.1    0.2980    0.5541      592.16       98.691      -43.614        2.850     0.58864     0.00000
 321     79.843      101.443         237.258        1.191        94715.2          562.5    0.3002    0.5587      591.91      101.451      -42.516        0.640     0.58714     0.00000
 322     88.805      106.304         238.626        6.513        94431.2          562.9    0.3060    0.5654      593.08      106.506      -40.707        3.563     0.58490     0.00000
 323     97.820      111.530         253.279        3.709        94270.2          553.0    0.2952    0.6018      586.29      111.592      -34.715        1.903     0.59402     0.00000
 324     95.839      110.273         257.604       -6.670        94022.7          553.2    0.2878    0.6093      587.43      110.474      -33.452       -3.455     0.59216     0.00000
 325     56.472       88.145         257.658        4.617        95461.6          556.8    0.2489    0.5907      589.19       88.268      -39.633        3.033     0.59736     0.00000
 326     60.027       90.271         252.815        0.475        95458.0          558.8    0.2590    0.5813      590.24       90.272      -40.785        0.290     0.59525     0.00000
 327     61.795       91.252         250.222        1.734        95213.4          559.7    0.2646    0.5763      590.77       91.270      -41.371        1.104     0.59268     0.00000
 328     63.957       92.479         249.066        1.354        95293.1          560.7    0.2685    0.5745      591.58       92.490      -41.362        0.846     0.59220     0.00000
 329     67.073       94.242         248.930        0.968        95053.1          560.9    0.2722    0.5756      592.03       94.248      -40.835        0.597     0.59041     0.00000
 330     69.391       95.547         249.378        1.193        95022.8          561.4    0.2743    0.5774      592.75       95.555      -40.247        0.732     0.58973     0.00000
 331     72.459       97.281         250.154        0.902        94872.3          561.6    0.2769    0.5804      593.38       97.286      -39.425        0.545     0.58854     0.00000
 332     75.168       98.808         251.226        0.931        94777.1          561.9    0.2790    0.5839      594.10       98.814      -38.565        0.562     0.58765     0.00000
 333     78.112      100.470         252.516        0.830        94639.8          562.1    0.2812    0.5879      594.80      100.475      -37.592        0.498     0.58661     0.00000
 334     80.946      102.069         254.001        0.780        94507.1          562.2    0.2833    0.5924      595.51      102.074      -36.576        0.474     0.58563     0.00000
 335     83.895      103.732         255.704        0.691        94346.2          562.3    0.2855    0.5974      596.23      103.737      -35.462        0.427     0.58455     0.00000
 336     87.207      105.600         257.517        0.710        94178.7          562.4    0.2882    0.6028      596.99      105.605      -34.281        0.439     0.58345     0.00000
 337     90.541      107.480         259.409        0.803        93984.8          562.3    0.2912    0.6085      597.71      107.486      -33.086        0.493     0.58226     0.00000
 338     94.415      109.664         261.528        0.902        93796.9          562.3    0.2948    0.6149      598.51      109.671      -31.791        0.546     0.58114     0.00000
 339     98.536      111.987         263.757        0.954        93549.9          562.1    0.2989    0.6218      599.21      111.996      -30.473        0.575     0.57981     0.00000
 340    103.076      114.545         266.215        1.000        93317.0          562.0    0.3037    0.6292      600.08      114.557      -29.104        0.605     0.57851     0.00000
 341    107.939      117.284         268.595        1.082        92998.2          561.5    0.3092    0.6369      600.69      117.300      -27.821        0.646     0.57696     0.00000
 342    113.668      120.501         271.536        1.472        92708.8          561.3    0.3161    0.6460      601.73      120.532      -26.383        0.819     0.57541     0.00000
 343    118.995      123.464         273.767        2.399        92268.5          560.6    0.3226    0.6538      602.12      123.537      -25.308        1.184     0.57334     0.00000
 344    124.220      126.404         275.000        1.545        92080.6          560.0    0.3289    0.6596      602.27      126.485      -24.670        0.823     0.57279     0.00000
 345    130.695      129.911         277.363       -0.118        91796.0          559.4    0.3374    0.6683      602.94      130.137      -23.690        0.201     0.57161     0.00000
 346    135.621      132.716         280.610       -1.207        91315.0          558.5    0.3451    0.6781      603.48      132.916      -22.544       -0.187     0.56953     0.00000
 347    140.278      135.310         284.037       -2.158        90975.0          557.7    0.3530    0.6881      604.24      135.543      -21.406       -0.533     0.56818     0.00000
 348    145.475      138.041         287.564       -3.745        90591.4          556.9    0.3619    0.6987      605.10      138.475      -20.338       -1.021     0.56658     0.00000
 349    150.397      140.536         290.905       -5.615        90198.3          556.0    0.3706    0.7087      605.88      141.252      -19.432       -1.547     0.56493     0.00000
 350    155.345      143.105         294.145       -7.131        89759.1          555.1    0.3795    0.7187      606.62      144.043      -18.572       -1.939     0.56304     0.00000
 351    160.458      145.891         297.232       -8.127        89297.2          554.2    0.3887    0.7285      607.26      146.926      -17.798       -2.157     0.56107     0.00000
 352    165.633      148.705         300.100       -9.133        88820.0          553.2    0.3980    0.7380      607.87      149.846      -17.081       -2.366     0.55898     0.00000
 353    171.427      151.787         302.903      -10.375        88293.9          552.2    0.4081    0.7477      608.51      153.115      -16.429       -2.600     0.55660     0.00000
 354    177.031      154.720         305.446      -11.737        87775.4          551.2    0.4179    0.7570      609.04      156.276      -15.842       -2.857     0.55429     0.00000
 355    182.788      157.670         308.084      -13.426        87235.6          550.1    0.4281    0.7666      609.58      159.523      -15.276       -3.168     0.55189     0.00000
 356    188.819      160.810         310.828      -15.044        86618.3          548.9    0.4391    0.7768      610.14      162.925      -14.721       -3.445     0.54908     0.00000
 357    195.181      164.125         313.708      -16.698        85986.4          547.5    0.4508    0.7876      610.71      166.514      -14.174       -3.715     0.54626     0.00000
 358    201.606      167.385         316.358      -18.586        85283.4          546.2    0.4627    0.7981      611.27      170.139      -13.720       -4.004     0.54294     0.00000
 359    207.066      170.157         319.589      -20.403        84653.3          544.8    0.4743    0.8094      611.92      173.219      -13.151       -4.319     0.54013     0.00000
 360    215.158      174.336         322.617      -22.474        83814.7          543.1    0.4888    0.8223      612.56      177.784      -12.620       -4.613     0.53618     0.00000
 361    221.644      177.499         326.577      -24.570        82900.8          541.3    0.5029    0.8363      613.33      181.442      -12.015       -4.839     0.53180     0.00000
 362    227.022      180.361         329.987      -25.866        82153.1          539.8    0.5152    0.8483      614.14      184.476      -11.491       -5.020     0.52812     0.00000
 363    233.125      183.321         335.664      -27.982        81255.1          537.4    0.5315    0.8664      615.13      187.919      -10.536       -5.356     0.52422     0.00000
 364    238.044      185.736         338.858      -29.527        80468.6          535.8    0.5436    0.8781      615.77      190.694      -10.033       -5.546     0.52030     0.00000
 365    247.344      191.103         341.772      -30.159        79552.5          534.5    0.5594    0.8916      617.28      195.940       -9.668       -5.489     0.51513     0.00000
 366    251.256      193.549         351.749      -29.739        78846.0          530.1    0.5828    0.9217      618.63      198.147       -8.315       -5.408     0.51369     0.00000
 367    252.326      194.620         349.767      -28.581        78452.9          530.2    0.5828    0.9188      617.61      198.750       -8.151       -5.338     0.51123     0.00000
 368    267.773      203.615         350.088      -28.746        77200.7          532.2    0.5973    0.9243      622.05      207.464       -8.343       -5.094     0.50204     0.00000
 369    277.714      208.788         366.538      -30.610        76010.7          524.0    0.6379    0.9762      624.27      213.072       -6.637       -5.134     0.49982     0.00000
 370    272.085      205.632         373.091      -30.082        75448.5          514.0    0.6571    1.0103      616.65      209.896       -5.044       -5.271     0.50431     0.00000
 371    266.403      203.186         369.294      -27.104        75034.2          512.6    0.6421    0.9977      611.58      206.691       -4.317       -5.207     0.50384     0.00000
 372    272.958      206.787         359.939      -27.622        74517.3          514.2    0.6337    0.9766      609.61      210.389       -5.415       -5.343     0.49806     0.00000
 373    283.177      212.452         348.499      -28.495        74197.2          518.7    0.6301    0.9517      610.04      216.154       -7.138       -5.244     0.49311     0.00000
 374    298.772      220.933         349.027      -29.276        73428.6          518.2    0.6473    0.9607      612.00      224.951       -7.161       -4.995     0.48846     0.00000
 375    315.337      230.194         358.433      -29.736        71957.4          510.5    0.6847    1.0028      611.46      234.295       -6.300       -4.864     0.48354     0.00000
 376    325.422      235.986         367.523      -29.809        70697.5          502.8    0.7179    1.0446      609.77      239.984       -5.267       -4.888     0.47970     0.00000
 377    331.385      239.567         370.703      -29.777        69906.7          499.3    0.7353    1.0646      608.94      243.348       -4.744       -4.919     0.47607     0.00000
 378    337.350      243.084         371.786      -30.037        69086.5          497.6    0.7445    1.0732      608.24      246.713       -4.351       -4.981     0.47168     0.00000
 379    346.797      248.329         376.042      -30.984        67896.5          491.7    0.7724    1.1038      606.02      252.043       -3.838       -5.001     0.46690     0.00000
 380    350.563      250.415         374.388      -31.389        67118.1          486.2    0.7950    1.1266      600.89      254.166       -4.004       -5.060     0.46459     0.00000
