
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3965
Pitchline loading         2.7095
Total-Total PR            5.0254
Total-Static PR           5.5853
Energy Extraction           342.3555
Corrected Speed           32.5766
Flow function           0.9440

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.16      78.08      68.85     -76.18     -40.91    0.3342    1.8800      0.3418
    1      Mean      -3.64      72.54      51.08     -64.35     -17.73    0.6975    1.5787      0.4161
    1       Tip      -5.18      80.09       2.60     -48.52      17.92    0.4902    0.9765      0.4588
    2       Hub     -61.68      73.68       1.93     -67.83     -14.29    0.4516    1.5441      0.3751
    2      Mean     -27.21      64.63      -6.62     -59.55       3.49    0.7023    1.1870      0.4236
    2       Tip      16.84      70.75     -48.49     -54.33      17.74    0.6426    0.8712      0.4865


Span station K = 1

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
  60     92.967      104.324          76.006       31.074       320171.7          698.8    0.4653    0.2617      709.08      108.855      -62.638       15.825     1.59519     0.00000
  61     99.327      107.720          86.324       32.241       316891.4          697.4    0.4553    0.2787      708.93      112.442      -60.433       15.896     1.58179     0.00000
  62    105.352      110.915          97.632       33.418       313558.3          695.9    0.4444    0.2973      708.99      115.841      -57.962       15.992     1.56799     0.00000
  63    110.623      113.779         109.909       34.219       309313.5          694.1    0.4328    0.3174      708.83      118.815      -55.216       15.959     1.55036     0.00000
  64    114.286      115.725         122.905       34.921       304991.5          692.3    0.4198    0.3379      708.79      120.880      -52.255       16.011     1.53216     0.00000
  65    117.723      117.609         136.214       35.392       300174.7          690.4    0.4071    0.3597      708.77      122.820      -49.020       15.971     1.51165     0.00000
  66    119.166      118.451         149.911       35.418       294864.2          688.2    0.3932    0.3815      708.61      123.634      -45.607       15.885     1.48883     0.00000
  67    120.079      118.971         163.381       35.473       289557.1          686.3    0.3797    0.4033      708.64      124.148      -42.029       15.848     1.46567     0.00000
  68    120.468      119.305         176.662       35.119       283713.1          684.1    0.3667    0.4254      708.52      124.368      -38.307       15.677     1.44005     0.00000
  69    119.761      119.063         189.899       34.527       277786.0          682.0    0.3536    0.4472      708.54      123.969      -34.426       15.475     1.41371     0.00000
  70    119.061      118.763         203.169       34.141       271312.4          679.7    0.3415    0.4699      708.48      123.574      -30.319       15.364     1.38482     0.00000
  71    118.629      118.708         216.322       33.440       264512.8          677.4    0.3308    0.4930      708.50      123.330      -26.029       15.096     1.35419     0.00000
  72    117.321      118.218         229.440       32.450       257186.6          674.9    0.3207    0.5160      708.39      122.593      -21.601       14.757     1.32107     0.00000
  73    116.401      117.838         242.572       31.869       249763.7          672.5    0.3120    0.5397      708.49      122.074      -16.975       14.570     1.28714     0.00000
  74    116.745      118.281         255.639       30.958       241706.1          669.8    0.3062    0.5644      708.53      122.268      -12.194       14.153     1.25023     0.00000
  75    116.057      118.161         268.338       29.871       233501.7          667.1    0.3013    0.5881      708.59      121.880       -7.516       13.723     1.21231     0.00000
  76    115.404      117.988         278.843       29.041       225334.0          664.7    0.2981    0.6079      708.47      121.511       -3.676       13.399     1.17407     0.00000
  77    112.387      116.608         283.829       27.503       218130.2          663.3    0.2932    0.6162      707.97      119.810       -1.726       12.889     1.13954     0.00000
  78    105.302      112.965         282.630       25.511       213616.9          664.1    0.2844    0.6104      707.94      115.813       -1.826       12.376     1.11625     0.00000
  79     97.169      108.704         279.354       23.533       211126.2          665.9    0.2739    0.6001      708.39      111.225       -2.882       11.894     1.10201     0.00000
  80     90.829      105.445         278.788       21.655       208820.0          667.0    0.2632    0.5959      708.82      107.649       -3.196       11.338     1.08936     0.00000
  81     87.175      103.631         281.918       20.216       205277.7          666.7    0.2546    0.6003      708.83      105.587       -1.773       10.820     1.07213     0.00000
  82     85.094      102.667         286.067       19.006       200925.5          665.7    0.2505    0.6075      708.61      104.413        0.534       10.301     1.05153     0.00000
  83     82.667      101.517         288.052       17.663       196854.8          664.9    0.2509    0.6107      708.42      103.044        1.859        9.705     1.03183     0.00000
  84     79.047       99.664         287.049       16.369       193837.3          665.0    0.2539    0.6077      708.44      101.002        1.636        9.168     1.01636     0.00000
  85     75.447       97.845         284.232       14.875       191550.6          665.4    0.2584    0.6013      708.54       98.971        0.490        8.489     1.00396     0.00000
  86     71.227       95.640         281.224       13.501       189579.0          665.8    0.2618    0.5942      708.51       96.591       -0.777        7.882     0.99312     0.00000
  87     68.644       94.329         279.012       12.328       187895.8          666.3    0.2652    0.5892      708.71       95.134       -1.885        7.300     0.98362     0.00000
  88     66.003       92.989         277.580       11.037       185838.6          666.3    0.2669    0.5859      708.55       93.644       -2.669        6.634     0.97275     0.00000
  89     64.210       92.088         276.711       10.013       184289.5          666.6    0.2678    0.5837      708.79       92.632       -3.277        6.095     0.96402     0.00000
  90     62.423       91.180         276.079        8.997       182450.4          666.6    0.2670    0.5821      708.59       91.624       -3.812        5.523     0.95427     0.00000
  91     60.595       90.253         275.422        7.819       181604.2          667.2    0.2637    0.5801      708.88       90.593       -4.244        4.853     0.94876     0.00000
  92     57.452       88.551         274.622        6.892       180636.4          667.6    0.2575    0.5771      708.68       88.820       -4.645        4.373     0.94306     0.00000
  93     54.791       87.124         273.439        5.805       180805.2          669.0    0.2492    0.5732      709.23       87.319       -4.998        3.731     0.94201     0.00000
  94     48.100       83.409         271.352        4.732       180749.7          670.0    0.2354    0.5659      708.89       83.545       -5.581        3.201     0.94039     0.00000
  95     42.348       80.177         269.075        4.385       182819.1          672.0    0.2207    0.5580      709.39       80.300       -5.859        3.027     0.94858     0.00000
  96     28.422       72.432         259.915        1.169       184394.7          674.6    0.2064    0.5344      709.05       72.444       -9.772        0.857     0.95322     0.00000
  97     -4.137       54.028         236.083       -1.745       186508.8          679.1    0.2108    0.4783      708.62       54.077      -19.190       -0.981     0.95768     0.00000
  98    -24.403       42.405         209.804       -0.892       189616.7          683.3    0.2401    0.4225      709.25       42.645      -26.898        0.963     0.96720     0.00000
  99    -33.915       37.142         198.189       -1.460       191129.6          685.3    0.2506    0.3977      709.38       37.279      -31.335       -5.029     0.97167     0.00000
 100    -33.210       37.582         202.304       -2.030       191878.5          686.1    0.2340    0.4053      709.70       37.677      -32.216       -3.891     0.97422     0.00000
 101    -28.449       40.304         210.864       -1.869       191234.4          685.5    0.2117    0.4227      709.37       40.363      -31.974       -2.862     0.97185     0.00000
 102    -26.403       41.443         218.915       -2.267       190824.7          685.0    0.1904    0.4384      709.42       41.517      -31.353       -3.239     0.97052     0.00000
 103    -22.281       43.779         225.931       -2.204       190012.0          684.2    0.1739    0.4528      709.27       43.842      -29.831       -2.923     0.96772     0.00000
 104    -19.353       45.414         231.696       -2.591       189378.7          683.5    0.1605    0.4645      709.32       45.494      -28.174       -3.318     0.96551     0.00000
 105    -16.526       47.025         236.144       -2.357       188547.5          682.7    0.1499    0.4738      709.16       47.089      -26.823       -2.900     0.96240     0.00000
 106    -16.342       47.109         239.404       -2.728       188146.3          682.4    0.1405    0.4801      709.20       47.192      -26.435       -3.396     0.96091     0.00000
 107    -19.436       45.377         242.205       -2.448       187347.5          681.5    0.1310    0.4850      708.70       45.447      -27.073       -3.198     0.95802     0.00000
 108    -23.390       43.162         244.236       -2.105       187398.7          681.5    0.1217    0.4879      708.83       43.217      -29.791       -2.842     0.95833     0.00000
 109    -24.069       42.590         243.809       -4.281       186895.9          681.3    0.1183    0.4869      708.38       42.833      -36.042       -7.011     0.95600     0.00000
 110    -41.320       30.626         245.370        2.969       186484.5          680.2    0.1034    0.4869      707.28       33.102      -40.601       11.199     0.95530     0.00000
 111    -78.182       10.565         243.177       -6.313       190320.0          684.9    0.0783    0.4757      710.72       12.308      -72.110      -27.154     0.96819     0.00000
 112    -76.426       12.444         296.442       -4.691       189302.0          678.3    0.0396    0.5825      716.62       13.299       48.698      -19.429     0.97241     0.00000
 113    -34.859       -2.999         297.057        3.461       189767.6          675.6    0.0955    0.5910      715.22       36.747       23.605        8.392     0.97868     0.00000
 114      4.265      -25.929         322.149        1.546       188483.3          664.8    0.1778    0.6515      712.86       58.817       25.378        0.528     0.98821     0.00000
 115     19.978      -36.542         337.024        2.138       188077.9          659.1    0.2225    0.6871      713.00       67.681       25.050        1.784     0.99471     0.00000
 116     19.582      -37.530         334.446        1.415       189254.3          656.2    0.2266    0.6842      709.83       67.457       21.978        0.246     1.00550     0.00000
 117     14.137      -35.217         325.784        1.520       189513.6          654.9    0.2170    0.6674      706.12       64.386       18.609       -0.902     1.00878     0.00000
 118     13.895      -35.605         317.870        2.009       189663.8          654.4    0.2127    0.6522      703.49       64.249       14.170       -1.103     1.01038     0.00000
 119     16.574      -37.681         311.893        2.352       189800.0          652.7    0.2158    0.6418      700.50       65.760        9.466       -0.724     1.01376     0.00000
 120     18.906      -39.510         306.450        2.607       190215.9          650.9    0.2217    0.6324      697.55       67.076        5.596        0.984     1.01887     0.00000
 121     22.434      -41.979         301.800        3.057       190446.6          649.5    0.2304    0.6250      695.35       69.066        3.487        1.317     1.02228     0.00000
 122     26.062      -44.604         302.080        3.360       190430.9          647.9    0.2445    0.6279      694.36       71.113        4.351        1.461     1.02488     0.00000
 123     27.161      -45.818         305.172        3.103       190335.9          646.2    0.2587    0.6360      694.15       71.733        6.481        1.217     1.02705     0.00000
 124     24.755      -44.977         308.437        2.956       190477.4          645.2    0.2693    0.6433      694.45       70.376        8.856        1.627     1.02951     0.00000
 125     20.869      -42.827         312.912        2.461       190323.9          644.1    0.2797    0.6526      695.03       68.183       11.375       -1.187     1.03045     0.00000
 126     17.386      -39.093         317.884        1.995       190324.4          643.3    0.2893    0.6621      696.07       66.219       13.506       -0.814     1.03167     0.00000
 127     13.994      -34.389         323.580        1.246       190036.8          642.4    0.2986    0.6729      697.15       64.305       15.463       -0.954     1.03159     0.00000
 128      8.400      -27.778         329.668        0.212       189859.4          641.5    0.3083    0.6842      698.45       61.149       17.560       -1.791     1.03198     0.00000
 129      0.781      -19.479         335.663       -1.072       189366.7          640.3    0.3168    0.6951      699.30       56.852       19.758       -3.167     1.03122     0.00000
 130     -7.843       -9.105         341.067       -2.562       188971.0          639.2    0.3246    0.7050      700.10       51.987       21.762       -5.911     1.03088     0.00000
 131    -13.463        0.839         343.159       -3.253       188269.3          637.7    0.3272    0.7090      699.33       48.816       22.926       -6.345     1.02939     0.00000
 132    -16.130        9.457         339.253       -3.167       187549.2          637.5    0.3203    0.7003      697.74       47.312       22.918       -5.036     1.02571     0.00000
 133      4.178       14.828         322.899       -3.470       188052.7          639.1    0.3135    0.6689      695.08       58.768       12.358       -3.331     1.02581     0.00000
 134     14.412       20.447         306.223       -3.538       187896.0          639.6    0.3101    0.6371      691.49       64.541        2.924       -2.932     1.02381     0.00000
 135     12.876       26.135         296.344       -3.814       187666.9          640.0    0.2976    0.6165      688.90       63.674       -1.390       -3.365     1.02198     0.00000
 136     11.075       29.416         286.892       -3.790       187880.4          640.2    0.2927    0.5970      686.52       62.658       -6.332       -3.331     1.02294     0.00000
 137      8.281       33.640         280.128       -4.039       187708.3          640.3    0.2903    0.5831      684.91       61.082      -11.294       -3.895     1.02198     0.00000
 138      7.437       38.783         275.538       -4.440       187266.6          640.0    0.2933    0.5743      683.78       60.606      -16.236       -5.054     1.02002     0.00000
 139      6.746       44.546         272.890       -4.733       186670.0          639.9    0.2975    0.5698      683.45       60.217      -21.283       -6.860     1.01679     0.00000
 140      9.285       51.230         270.326       -5.079       186055.3          639.8    0.3040    0.5662      683.10       61.649      -25.216       -8.793     1.01366     0.00000
 141     13.435       57.918         265.433       -5.206       185567.7          639.6    0.3076    0.5583      681.88       63.990      -27.398      -10.107     1.01133     0.00000
 142     15.008       61.387         259.979       -5.295       185632.5          639.8    0.3051    0.5479      680.54       64.877      -28.073      -10.168     1.01133     0.00000
 143     19.910       65.606         256.677       -5.501       185673.1          639.9    0.3066    0.5427      679.91       67.642      -27.640       -8.963     1.01144     0.00000
 144     27.072       70.534         254.207       -5.902       185174.5          639.5    0.3116    0.5403      679.21       71.683      -27.578       -8.674     1.00934     0.00000
 145     34.854       75.506         250.389       -5.719       185103.9          639.5    0.3140    0.5352      678.33       76.073      -27.639       -8.518     1.00909     0.00000
 146     39.762       78.501         244.955       -5.482       185054.3          639.5    0.3117    0.5264      676.84       78.841      -27.760       -7.164     1.00879     0.00000
 147     43.028       80.368         240.358       -5.737       185438.2          639.8    0.3102    0.5183      675.91       80.683      -27.508       -5.776     1.01047     0.00000
 148     48.196       83.293         236.144       -5.910       185322.0          639.6    0.3118    0.5123      674.78       83.599      -27.785       -5.279     1.01013     0.00000
 149     51.988       85.449         230.419       -5.780       185538.5          639.7    0.3111    0.5029      673.40       85.738      -28.457       -4.837     1.01118     0.00000
 150     53.670       86.408         224.253       -5.638       185702.3          639.8    0.3089    0.4923      671.78       86.687      -29.109       -4.493     1.01205     0.00000
 151     55.873       87.665         218.692       -5.552       186038.0          639.8    0.3094    0.4832      670.49       87.929      -29.797       -4.241     1.01382     0.00000
 152     59.477       89.702         211.965       -5.520       186083.4          639.5    0.3113    0.4730      668.67       89.963      -31.191       -4.094     1.01453     0.00000
 153     58.352       89.055         204.611       -5.530       186387.1          639.4    0.3092    0.4599      666.73       89.328      -32.468       -3.938     1.01631     0.00000
 154     58.591       89.192         197.836       -5.130       186816.9          639.0    0.3105    0.4490      664.86       89.462      -33.689       -3.551     1.01913     0.00000
 155     59.833       89.885         190.255       -4.887       186885.3          638.0    0.3143    0.4375      662.31       90.163      -35.491       -3.419     1.02087     0.00000
 156     58.166       88.949         182.558       -4.781       187212.3          637.6    0.3162    0.4248      660.29       89.223      -37.246       -3.354     1.02314     0.00000
 157     56.575       88.066         175.319       -4.822       187226.7          637.6    0.3195    0.4136      659.04       88.325      -38.675       -3.278     1.02305     0.00000
 158     54.527       86.805         166.966       -4.752       187052.4          637.1    0.3235    0.4017      657.08       87.170      -40.736       -2.516     1.02284     0.00000
 159     54.480       85.737         158.070       -4.251       187005.8          634.7    0.3316    0.3903      653.26       87.143      -44.333       -2.003     1.02597     0.00000
 160     52.570       84.592         151.142       -4.061       187295.2          631.9    0.3386    0.3814      649.46       86.066      -46.713       -1.675     1.03144     0.00000
 161     49.179       83.428         146.943       -4.015       187691.3          630.2    0.3428    0.3761      647.25       84.153      -47.424       -1.508     1.03597     0.00000
 162     48.503       83.380         144.401       -4.283       187772.9          629.2    0.3478    0.3746      646.07       83.772      -47.302       -2.160     1.03784     0.00000
 163     49.152       83.814         141.805       -4.489       187496.5          628.1    0.3539    0.3738      644.94       84.138      -47.567       -2.578     1.03779     0.00000
 164     51.758       85.333         138.759       -4.230       187231.0          627.2    0.3619    0.3732      643.91       85.608      -47.894       -2.559     1.03766     0.00000
 165     55.523       87.482         135.640       -4.130       186621.5          626.1    0.3708    0.3729      642.69       87.732      -48.204       -2.571     1.03595     0.00000
 166     60.205       90.137         132.394       -4.078       186208.9          625.2    0.3803    0.3725      641.67       90.373      -48.488       -2.564     1.03503     0.00000
 167     66.488       93.692         128.439       -4.184       185379.0          624.1    0.3917    0.3719      640.38       93.917      -48.839       -2.613     1.03225     0.00000
 168     73.206       97.487         123.924       -4.495       184613.8          623.1    0.4041    0.3705      639.16       97.707      -49.312       -2.775     1.02962     0.00000
 169     80.766      101.748         119.046       -4.994       183585.8          621.9    0.4175    0.3692      637.76      101.972      -49.771       -3.030     1.02587     0.00000
 170     88.247      105.961         113.657       -5.453       182422.9          620.6    0.4312    0.3674      636.20      106.192      -50.346       -3.249     1.02155     0.00000
 171     96.418      110.574         107.766       -5.629       181059.4          619.2    0.4460    0.3660      634.53      110.801      -50.895       -3.281     1.01630     0.00000
 172    105.085      115.458         101.095       -5.963       179340.8          617.5    0.4624    0.3651      632.62      115.690      -51.445       -3.365     1.00944     0.00000
 173    112.735      119.770          93.699       -6.215       177379.0          615.6    0.4791    0.3642      630.51      120.006      -52.101       -3.399     1.00140     0.00000
 174    120.313      124.049          85.615       -6.314       175285.8          613.6    0.4970    0.3640      628.27      124.281      -52.802       -3.342     0.99274     0.00000
 175    127.973      128.362          76.590       -6.605       172828.5          611.2    0.5170    0.3648      625.81      128.602      -53.540       -3.366     0.98233     0.00000
 176    134.335      131.954          66.372       -6.666       169955.0          608.5    0.5385    0.3658      622.98      132.190      -54.410       -3.299     0.96989     0.00000
 177    139.870      135.085          55.794       -6.640       166954.0          605.7    0.5605    0.3680      620.07      135.313      -55.256       -3.199     0.95673     0.00000
 178    144.635      137.755          45.090       -7.096       163897.2          602.7    0.5830    0.3707      617.14      138.001      -56.140       -3.320     0.94324     0.00000
 179    148.329      139.827          33.413       -7.403       160614.8          599.5    0.6070    0.3734      614.00      140.085      -57.178       -3.387     0.92854     0.00000
 180    151.698      141.738          21.000       -7.324       156869.8          595.9    0.6329    0.3778      610.54      141.985      -58.173       -3.287     0.91152     0.00000
 181    154.020      143.041           9.007       -7.512       153160.1          592.4    0.6578    0.3822      607.20      143.295      -59.152       -3.308     0.89442     0.00000
 182    154.070      143.040          -1.825       -8.032       149900.8          589.4    0.6792    0.3832      604.15      143.323      -60.227       -3.479     0.87930     0.00000
 183    151.010      141.306         -10.076       -8.113       147421.6          587.3    0.6936    0.3789      601.61      141.597      -61.295       -3.490     0.86793     0.00000
 184    146.191      138.593         -15.429       -7.932       146076.5          586.4    0.7009    0.3700      599.94      138.879      -62.293       -3.413     0.86199     0.00000
 185    140.449      135.340         -19.527       -8.029       145134.2          585.8    0.7052    0.3582      598.44      135.640      -63.339       -3.468     0.85817     0.00000
 186    136.273      132.976         -24.308       -8.129       144204.2          585.2    0.7121    0.3483      597.05      133.284      -64.323       -3.526     0.85448     0.00000
 187    134.276      131.838         -29.827       -8.299       142551.6          583.8    0.7223    0.3429      595.27      132.157      -65.108       -3.607     0.84738     0.00000
 188    132.471      130.823         -35.747       -8.262       140701.5          582.1    0.7335    0.3397      593.42      131.139      -65.869       -3.600     0.83923     0.00000
 189    132.017      130.560         -41.934       -8.383       138746.1          580.5    0.7460    0.3380      591.63      130.883      -66.555       -3.632     0.83044     0.00000
 190    132.131      130.613         -47.494       -8.590       136758.1          578.8    0.7578    0.3371      589.87      130.947      -67.088       -3.677     0.82154     0.00000
 191    132.985      131.107         -51.947       -8.475       135125.4          577.4    0.7677    0.3378      588.57      131.429      -67.441       -3.579     0.81416     0.00000
 192    133.567      131.425         -56.267       -8.677       133397.8          576.0    0.7773    0.3387      587.17      131.757      -67.822       -3.626     0.80621     0.00000
