   -12.949311   -18.491997
   -13.014145   -18.637451
   -13.060081   -18.783015
   -13.087528   -18.928686
   -13.096202   -19.074464
   -13.094451   -19.128685
   -13.089885   -19.182922
   -13.083085   -19.237173
   -13.075554   -19.291427
   -13.067484   -19.345685
   -13.057946   -19.399951
   -13.046259   -19.454229
   -13.032628   -19.508519
   -13.018450   -19.562812
   -13.004502   -19.617103
   -12.989823   -19.671399
   -12.973824   -19.725702
   -12.956734   -19.780010
   -12.589152   -20.492955
   -12.221571   -20.907595
   -11.853989   -21.179417
   -11.486407   -21.357978
   -11.227206   -21.444828
   -10.958006   -21.494044
   -10.708805   -21.517666
   -10.449604   -21.518070
   -10.190403   -21.494884
    -9.931203   -21.451423
    -9.672002   -21.387636
    -9.412801   -21.304597
    -9.153600   -21.201770
    -8.894399   -21.079329
    -8.635199   -20.935980
    -8.375998   -20.771165
    -8.116797   -20.583659
    -7.857596   -20.371500
    -7.598395   -20.134159
    -7.339194   -19.868904
    -7.079994   -19.575184
    -6.820793   -19.251315
    -6.561592   -18.895593
    -6.302391   -18.508307
    -6.043191   -18.087966
    -5.783990   -17.635204
    -5.524789   -17.149553
    -5.265588   -16.631778
    -5.006387   -16.082417
    -4.747187   -15.502349
    -4.487986   -14.892743
    -4.228785   -14.254215
    -3.969584   -13.586929
    -3.710383   -12.891267
    -3.451183   -12.167556
    -3.191982   -11.416392
    -2.932781   -10.638920
    -2.673580    -9.837220
    -2.414379    -9.014562
    -2.155179    -8.174962
    -1.895978    -7.322318
    -1.636777    -6.460058
    -1.377576    -5.590808
    -1.118375    -4.715737
    -0.859175    -3.832921
    -0.599974    -2.936548
    -0.340773    -2.020067
    -0.253179    -1.706302
    -0.165585    -1.389960
    -0.077991    -1.068811
     0.009603    -0.740281
     0.097197    -0.400206
     0.184792    -0.043980
     0.188966    -0.019791
     0.189972     0.004731
     0.187794     0.029175
     0.182468     0.053131
     0.174083     0.076196
     0.162779     0.097984
     0.148746     0.118128
     0.132217     0.136291
     0.113471     0.152167
     0.092820     0.165491
     0.070611     0.176037
     0.047216     0.183629
     0.023026     0.188138
    -0.001553     0.189490
    -0.026109     0.187661
    -0.050231     0.182681
    -0.073514     0.174633
    -0.095569     0.163652
    -0.116025     0.149922
    -0.134539     0.133673
    -0.150801     0.115178
    -0.164538     0.094745
    -0.193910     0.003247
    -0.223283    -0.053901
    -0.252655    -0.113932
    -0.282028    -0.177720
    -0.311400    -0.241855
    -0.340773    -0.307068
    -0.599974    -0.863073
    -0.859175    -1.402345
    -1.118375    -1.937034
    -1.377576    -2.462909
    -1.636777    -2.978862
    -1.895978    -3.484983
    -2.155179    -3.980920
    -2.414379    -4.466231
    -2.673580    -4.940662
    -2.932781    -5.404243
    -3.191982    -5.857514
    -3.451183    -6.300999
    -3.710383    -6.735004
    -3.969584    -7.160073
    -4.228785    -7.576902
    -4.487986    -7.985707
    -4.747187    -8.387099
    -5.006387    -8.781797
    -5.265588    -9.169753
    -5.524789    -9.552010
    -5.783990    -9.928782
    -6.043191   -10.300467
    -6.302391   -10.667312
    -6.561592   -11.029343
    -6.820793   -11.386360
    -7.079994   -11.738000
    -7.339194   -12.083879
    -7.598395   -12.423695
    -7.857596   -12.757027
    -8.116797   -13.084601
    -8.375998   -13.405879
    -8.635199   -13.722966
    -8.894399   -14.035432
    -9.153600   -14.345715
    -9.412801   -14.653858
    -9.672002   -14.961177
    -9.931203   -15.267179
   -10.190403   -15.571901
   -10.449604   -15.872428
   -10.708805   -16.168200
   -10.968006   -16.454952
   -11.227206   -16.731870
   -11.486407   -16.998446
   -11.797863   -17.304954
   -12.109318   -17.602627
   -12.420773   -17.896405
   -12.732228   -18.194148
   -12.747580   -18.209788
   -12.762559   -18.225698
   -12.777158   -18.241886
   -12.791319   -18.258392
   -12.805035   -18.275223
   -12.818439   -18.292280
   -12.831587   -18.309525
   -12.844396   -18.327017
   -12.856845   -18.344771
   -12.869056   -18.362698
   -12.881095   -18.380751
   -12.892946   -18.398941
   -12.904601   -18.417274
   -12.916064   -18.435746
   -12.927338   -18.454357
   -12.938421   -18.473107
