
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3965
Pitchline loading         2.7099
Total-Total PR            5.0265
Total-Static PR           5.5864
Energy Extraction           342.3371
Corrected Speed           32.5765
Flow function           0.9440

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.16      78.08      68.94     -76.15     -40.86    0.3337    1.8782      0.3418
    1      Mean      -3.64      72.54      51.08     -64.31     -17.72    0.6973    1.5795      0.4162
    1       Tip      -5.12      80.10       2.55     -49.32      16.49    0.4884    0.9920      0.4572
    2       Hub     -61.59      73.68       1.83     -67.81     -14.27    0.4511    1.5417      0.3747
    2      Mean     -27.45      64.62      -6.70     -59.55       3.50    0.7021    1.1862      0.4233
    2       Tip      17.03      70.70     -48.29     -54.35      17.69    0.6753    0.8694      0.4861


Span station K = 19

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
  16    -12.140       49.685         -15.218        0.404       341588.2          707.4    0.6126    0.1096      708.96       49.691      -80.936        0.278     1.68258    12.15056
  17    -13.288       49.035         -16.524        0.423       341502.4          707.3    0.6152    0.1109      708.97       49.042      -81.077        0.282     1.68227    12.14899
  18    -14.513       48.341         -17.959        0.440       341366.5          707.2    0.6180    0.1126      708.97       48.349      -81.225        0.287     1.68177    12.15641
  19    -15.637       47.704         -19.393        0.456       341254.9          707.2    0.6208    0.1146      708.98       47.713      -81.361        0.281     1.68136    12.15501
  20    -16.828       47.030         -20.801        0.470       341099.5          707.1    0.6236    0.1167      708.98       47.040      -81.502        0.281     1.68078    12.16215
  21    -17.879       46.435         -22.021        0.480       340962.2          707.0    0.6261    0.1188      708.99       46.445      -81.624        0.260     1.68028    12.15860
  22    -18.985       45.809         -23.259        0.486       340781.6          706.9    0.6286    0.1210      708.99       45.820      -81.751        0.225     1.67959    12.16711
  23    -19.900       45.291         -24.440        0.490       340621.4          706.8    0.6310    0.1235      708.98       45.303      -81.855        0.119     1.67904    12.16630
  24    -20.882       44.734         -25.582        0.496       340405.3          706.8    0.6334    0.1260      708.98       44.747      -81.965       -0.129     1.67817    12.18051
  25    -21.759       44.053         -28.015        0.452       340228.6          706.6    0.6383    0.1309      709.01       44.251      -82.068       -1.806     1.67770    12.19223
  26    -20.565       43.535         -21.173        0.401       339915.3          706.8    0.6252    0.1191      708.93       44.926      -81.934       -2.004     1.67565    12.23008
  27    -19.579       44.573         -12.590        0.429       340207.9          707.0    0.6089    0.1108      709.05       45.484      -81.755       -2.229     1.67658    12.18199
  28    -14.951       47.900         -11.501        0.479       340308.3          707.0    0.6075    0.1128      709.15       48.101      -81.318       -0.692     1.67714    12.17121
  29     -9.705       51.042         -12.790        0.519       339903.8          706.7    0.6108    0.1205      709.10       51.068      -80.822       -0.383     1.67570    12.16183
  30     -4.599       53.933         -12.958        0.548       339664.1          706.6    0.6120    0.1270      709.12       53.956      -80.337       -0.450     1.67489    12.16838
  31     -1.052       55.938         -12.618        0.575       339327.0          706.4    0.6121    0.1315      709.06       55.962      -80.000       -0.379     1.67371    12.16403
  32      2.402       57.890         -12.707        0.605       339121.4          706.3    0.6130    0.1359      709.10       57.916      -79.680       -0.357     1.67299    12.16857
  33      6.373       60.135         -12.757        0.636       338610.9          706.0    0.6141    0.1407      709.02       60.162      -79.328       -0.376     1.67113    12.16262
  34     10.903       62.695         -13.003        0.671       338275.8          705.8    0.6158    0.1464      709.09       62.723      -78.932       -0.394     1.66989    12.16671
  35     17.736       66.561         -12.643        0.698       337660.6          705.5    0.6168    0.1527      709.07       66.588      -78.336       -0.483     1.66760    12.16309
  36     22.521       69.267         -11.219        0.703       337287.1          705.3    0.6154    0.1564      709.05       69.294      -77.884       -0.527     1.66619    12.17007
  37     25.944       71.202         -10.023        0.709       337028.0          705.1    0.6143    0.1596      709.06       71.230      -77.551       -0.546     1.66525    12.16740
  38     30.326       73.679          -9.465        0.724       336564.5          704.9    0.6147    0.1647      709.07       73.709      -77.158       -0.571     1.66353    12.17154
  39     36.546       77.197          -8.440        0.732       335932.1          704.6    0.6149    0.1706      709.09       77.226      -76.609       -0.623     1.66113    12.16760
  40     41.983       80.272          -6.428        0.719       335401.1          704.3    0.6132    0.1749      709.06       80.302      -76.081       -0.670     1.65910    12.17212
  41     45.545       82.286          -4.511        0.703       335084.3          704.1    0.6111    0.1780      709.05       82.316      -75.697       -0.700     1.65795    12.17060
  42     50.570       85.127          -3.371        0.697       334550.1          703.8    0.6111    0.1836      709.08       85.158      -75.229       -0.731     1.65599    12.17542
  43     57.341       88.958          -0.869        0.663       333716.0          703.4    0.6094    0.1897      709.09       88.988      -74.573       -0.790     1.65272    12.17427
  44     61.002       91.029           2.165        0.604       333271.0          703.2    0.6056    0.1927      709.00       91.058      -74.104       -0.834     1.65106    12.17854
  45     65.758       93.718           3.821        0.579       332975.2          702.9    0.6049    0.1981      709.09       93.748      -73.626       -0.878     1.65019    12.17692
  46     72.454       97.504           6.688        0.527       331794.4          702.3    0.6033    0.2049      709.00       97.535      -72.935       -0.939     1.64557    12.17980
  47     77.127      100.148          10.345        0.439       331260.7          702.1    0.5993    0.2095      709.03      100.178      -72.323       -0.991     1.64350    12.18149
  48     82.768      103.338          13.771        0.356       330590.5          701.7    0.5963    0.2158      709.11      103.369      -71.646       -1.053     1.64094    12.18283
  49     87.391      105.952          17.939        0.246       329713.9          701.4    0.5918    0.2211      709.10      105.983      -70.972       -1.114     1.63730    12.18487
  50     92.082      108.604          21.767        0.142       329181.3          701.2    0.5878    0.2268      709.32      108.636      -70.299       -1.172     1.63503    12.18743
  51     97.558      111.701          26.261        0.017       328049.7          700.6    0.5837    0.2339      709.27      111.734      -69.505       -1.244     1.63058    12.18734
  52    101.897      114.154          31.128       -0.128       327309.5          700.2    0.5782    0.2399      709.24      114.187      -68.727       -1.306     1.62786    12.19145
  53    107.189      117.146          36.023       -0.273       326278.3          699.6    0.5736    0.2476      709.18      117.181      -67.862       -1.370     1.62407    12.19154
  54    112.235      119.999          41.852       -0.445       325089.2          698.9    0.5675    0.2556      709.04      120.034      -66.891       -1.428     1.61970    12.19675
  55    116.879      122.624          47.931       -0.629       323992.0          698.2    0.5610    0.2638      708.96      122.661      -65.888       -1.489     1.61570    12.19768
  56    121.795      125.403          54.514       -0.829       322647.7          697.4    0.5541    0.2730      708.88      125.441      -64.768       -1.553     1.61064    12.20186
  57    126.773      128.217          61.819       -1.045       321151.7          696.6    0.5464    0.2833      708.89      128.256      -63.520       -1.614     1.60480    12.20269
  58    131.804      131.060          69.905       -1.280       319402.3          695.7    0.5380    0.2947      708.93      131.102      -62.114       -1.672     1.59788    12.20725
  59    136.571      133.754          78.839       -1.532       317444.1          694.7    0.5286    0.3073      708.97      133.798      -60.552       -1.730     1.59009    12.20938
  60    141.230      136.387          88.613       -1.794       315233.9          693.6    0.5184    0.3213      709.04      136.433      -58.796       -1.781     1.58128    12.21532
  61    145.415      138.751          99.280       -2.068       312683.1          692.3    0.5073    0.3366      709.07      138.800      -56.846       -1.835     1.57108    12.21779
  62    149.371      140.985         110.700       -2.343       309906.6          690.9    0.4956    0.3533      709.14      141.038      -54.675       -1.889     1.56001    12.22383
  63    152.508      142.754         122.953       -2.616       306701.4          689.2    0.4831    0.3713      709.11      142.812      -52.279       -1.944     1.54721    12.22500
  64    154.940      144.124         135.740       -2.873       303292.0          687.3    0.4702    0.3904      709.07      144.187      -49.664       -1.996     1.53364    12.23216
  65    156.646      145.084         149.030       -3.098       299641.4          685.4    0.4570    0.4105      709.08      145.152      -46.827       -2.043     1.51899    12.23429
  66    157.103      145.337         162.818       -3.281       295536.3          683.2    0.4430    0.4314      708.95      145.411      -43.745       -2.072     1.50240    12.24107
  67    157.098      145.329         176.473       -3.411       291478.0          681.0    0.4295    0.4526      708.94      145.407      -40.515       -2.088     1.48597    12.24512
  68    156.692      145.094         190.248       -3.484       287101.6          678.6    0.4165    0.4745      708.88      145.178      -37.079       -2.087     1.46814    12.24987
  69    156.076      144.740         204.295       -3.497       282430.8          676.2    0.4042    0.4976      708.86      144.829      -33.392       -2.064     1.44899    12.25317
  70    155.414      144.360         218.573       -3.454       277368.7          673.4    0.3930    0.5219      708.81      144.455      -29.473       -2.019     1.42813    12.25676
  71    154.842      144.029         233.059       -3.366       272016.3          670.6    0.3831    0.5472      708.79      144.132      -25.345       -1.953     1.40599    12.25981
  72    154.691      143.937         247.740       -3.250       266316.5          667.5    0.3748    0.5737      708.78      144.046      -21.019       -1.869     1.38233    12.26151
  73    155.030      144.120         262.612       -3.121       260284.1          664.2    0.3686    0.6013      708.77      144.238      -16.519       -1.774     1.35720    12.26315
  74    156.089      144.712         277.526       -3.022       254061.4          660.7    0.3647    0.6299      708.85      144.837      -11.939       -1.690     1.33119    12.26383
  75    157.140      145.300         291.921       -3.050       247669.3          657.2    0.3621    0.6579      708.83      145.431       -7.484       -1.658     1.30430    12.26241
  76    157.547      145.524         304.453       -3.337       241570.6          653.9    0.3594    0.6823      708.65      145.661       -3.532       -1.740     1.27845    12.26143
  77    156.292      144.800         314.161       -3.884       236527.9          651.5    0.3545    0.7003      708.44      144.952       -0.309       -1.958     1.25691    12.25962
  78    153.488      143.194         321.790       -4.445       232774.1          650.0    0.3476    0.7134      708.42      143.366        2.536       -2.209     1.24093    12.25817
  79    150.403      141.444         329.155       -4.726       229685.8          648.7    0.3409    0.7258      708.61      141.621        5.590       -2.322     1.22805    12.25394
  80    148.245      140.234         337.308       -4.665       226209.6          647.0    0.3369    0.7405      708.70      140.401        9.021       -2.253     1.21372    12.24769
  81    147.147      139.623         345.764       -4.456       222144.5          644.8    0.3362    0.7567      708.59      139.780       12.420       -2.123     1.19684    12.24180
  82    146.411      139.206         353.462       -4.316       218088.4          642.6    0.3374    0.7718      708.45      139.363       15.339       -2.070     1.17977    12.23758
  83    145.460      138.653         359.807       -4.311       214557.3          640.7    0.3391    0.7842      708.38      138.825       17.651       -2.122     1.16472    12.23354
  84    144.204      137.923         364.923       -4.368       211615.9          639.3    0.3406    0.7941      708.39      138.115       19.465       -2.225     1.15205    12.22868
  85    142.823      137.122         369.204       -4.393       209106.6          638.1    0.3421    0.8022      708.42      137.334       20.934       -2.318     1.14114    12.22426
  86    141.511      136.367         372.861       -4.348       206858.3          637.0    0.3438    0.8093      708.42      136.592       22.152       -2.368     1.13132    12.21946
  87    140.263      135.652         376.127       -4.237       204845.5          636.1    0.3457    0.8156      708.45      135.886       23.170       -2.384     1.12244    12.21627
  88    139.173      135.023         379.106       -4.103       202897.2          635.1    0.3477    0.8215      708.44      135.270       24.022       -2.400     1.11377    12.21101
  89    138.836      134.817         381.600       -3.975       201205.5          634.3    0.3503    0.8268      708.45      135.079       24.708       -2.401     1.10619    12.20888
  90    138.363      134.537         383.571       -3.880       199936.3          633.6    0.3518    0.8309      708.42      134.812       25.315       -2.369     1.10048    12.20348
  91    137.758      134.180         385.345       -3.816       199079.2          633.2    0.3525    0.8344      708.52      134.469       25.952       -2.342     1.09655    12.20179
  92    136.656      133.542         386.885       -3.792       198174.8          632.7    0.3521    0.8371      708.40      133.846       26.642       -2.330     1.09249    12.19708
  93    136.106      133.222         388.215       -3.764       197765.2          632.6    0.3519    0.8395      708.60      133.535       27.420       -2.270     1.09047    12.20118
  94    134.101      132.075         389.330       -3.775       197091.9          632.4    0.3490    0.8408      708.55      132.401       28.263       -2.274     1.08711    12.19258
  95    134.176      132.127         392.342       -3.737       197537.2          632.4    0.3466    0.8462      709.11      132.444       30.342       -2.084     1.08954    12.20111
  96    130.720      130.141         393.165       -3.888       197903.2          632.6    0.3390    0.8459      708.92      130.489       32.213       -2.164     1.09129    12.18008
  97    117.336      122.413         386.663       -4.607       199864.2          634.6    0.3215    0.8273      708.08      122.919       30.733       -2.937     1.09850    12.19809
  98    102.481      113.739         372.241       -5.519       203743.3          638.7    0.3084    0.7927      707.68      114.518       22.955       -4.159     1.11199    12.18516
  99     93.597      108.605         364.728       -5.849       208086.4          641.8    0.3046    0.7737      708.59      109.493       18.561       -4.590     1.12916    12.21870
 100    100.689      112.831         370.593       -5.180       208653.3          640.6    0.3082    0.7875      709.05      113.504       22.313       -3.337     1.13410    12.18865
 101    108.462      117.378         378.660       -4.367       205968.0          637.8    0.3124    0.8064      708.45      117.900       27.066       -2.380     1.12507    12.19771
 102    111.596      119.202         385.333       -3.801       204770.1          636.3    0.3150    0.8205      708.75      119.673       30.748       -1.977     1.12144    12.18130
 103    115.663      121.550         390.596       -3.305       203167.4          634.6    0.3211    0.8327      708.72      121.973       33.242       -1.635     1.11581    12.18298
 104    118.233      123.037         394.929       -2.853       201918.1          633.3    0.3261    0.8424      708.79      123.426       35.086       -1.388     1.11134    12.17446
 105    121.167      124.727         398.808       -2.401       200518.4          631.9    0.3321    0.8516      708.71      125.086       36.475       -1.138     1.10618    12.17861
 106    122.965      125.760         401.763       -1.991       199531.1          630.8    0.3364    0.8584      708.67      126.103       37.498       -0.943     1.10259    12.17301
 107    124.459      126.613         404.139       -1.610       198748.5          630.0    0.3402    0.8640      708.63      126.948       38.211       -0.774     1.09981    12.17545
 108    125.147      127.004         405.553       -1.267       198335.8          629.4    0.3422    0.8672      708.54      127.337       38.676       -0.641     1.09851    12.16950
 109    125.443      127.172         407.188       -0.905       198112.7          629.0    0.3443    0.8707      708.67      127.504       39.190       -0.506     1.09801    12.17269
 110    125.561      127.235         407.134       -0.611       197840.4          628.8    0.3442    0.8708      708.46      127.571       39.211       -0.403     1.09679    12.16962
 111    124.231      126.737         428.780        4.572       200108.8          621.9    0.3716    0.9167      708.90      126.819       45.595        2.065     1.12118    12.15550
 112    125.231      126.921         428.273      -10.855       200231.5          621.9    0.3716    0.9160      708.80      127.384       45.355       -4.871     1.12181    12.23809
 113     95.284      110.129         421.173       -8.338       202666.3          624.0    0.3378    0.8922      706.80      110.447       48.274       -4.295     1.13156    12.34154
 114     92.451      108.565         421.279       -7.733       202984.1          624.2    0.3361    0.8917      706.98      108.845       48.771       -4.017     1.13288    12.35487
 115     89.424      106.884         421.563       -7.190       202763.3          624.1    0.3348    0.8917      706.86      107.133       49.352       -3.769     1.13190    12.37282
 116     85.943      104.939         422.209       -6.744       202936.8          624.2    0.3339    0.8923      707.10      105.164       50.109       -3.581     1.13268    12.37764
 117     81.990      102.720         423.104       -6.390       202634.9          624.0    0.3333    0.8936      707.12      102.929       51.025       -3.459     1.13138    12.36886
 118     78.144      100.556         424.272       -6.120       202694.8          624.0    0.3334    0.8953      707.50      100.753       51.997       -3.390     1.13166    12.36265
 119     73.906       98.164         425.767       -5.938       202366.9          623.7    0.3341    0.8979      707.77       98.356       53.125       -3.406     1.13023    12.34801
 120     70.144       96.033         427.624       -5.855       202370.5          623.7    0.3361    0.9013      708.40       96.229       54.227       -3.509     1.13029    12.34336
 121     65.852       93.591         429.813       -5.860       201918.8          623.4    0.3387    0.9056      708.89       93.801       55.484       -3.748     1.12832    12.32560
 122     62.086       91.437         432.290       -5.906       201715.2          623.2    0.3424    0.9105      709.65       91.672       56.654       -4.062     1.12752    12.31917
 123     57.687       88.910         434.978       -5.984       201030.9          622.6    0.3467    0.9161      710.21       89.183       57.958       -4.554     1.12457    12.29993
 124     54.168       86.861         437.810       -6.106       200671.2          622.3    0.3519    0.9221      711.06       87.193       59.065       -5.201     1.12311    12.30164
 125     50.227       84.534         440.847       -6.272       199864.4          621.7    0.3578    0.9288      711.76       84.964       60.245       -6.277     1.11964    12.29211
 126     47.608       82.899         444.133       -6.484       199403.6          621.3    0.3649    0.9362      712.78       83.483       61.125       -7.799     1.11779    12.30714
 127     44.628       80.889         447.604       -6.720       198388.4          620.5    0.3726    0.9442      713.58       81.797       62.052      -10.696     1.11342    12.30586
 128     43.868       79.644         450.991       -6.885       197685.0          619.8    0.3806    0.9521      714.51       81.368       62.488      -13.634     1.11059    12.33530
 129     45.279       77.952         455.230       -7.095       196370.1          618.9    0.3905    0.9621      715.53       82.166       62.478      -11.810     1.10489    12.37650
 130     49.934       77.327         460.702       -7.550       195519.9          618.1    0.4035    0.9746      717.41       84.799       61.848      -10.662     1.10131    12.46595
 131     54.111       76.709         463.062       -7.357       194103.2          617.1    0.4102    0.9811      717.61       87.161       61.254       -8.605     1.09514    12.55453
 132     59.000       76.590         458.162       -6.732       192954.2          616.9    0.4023    0.9720      715.60       89.926       60.172       -7.445     1.08892    12.65566
 133     86.892       90.569         445.732       -4.895       194441.1          618.4    0.3894    0.9506      713.34      105.701       54.807       -0.175     1.09426    12.51225
 134     97.769       96.803         434.839       -3.163       194615.3          618.1    0.3753    0.9315      709.62      111.852       51.261        2.276     1.09556    12.47293
 135     96.800       99.468         429.874       -2.565       195582.8          619.0    0.3665    0.9211      708.86      111.304       50.508        2.997     1.09945    12.39115
 136    101.552      104.173         427.123       -2.095       195202.8          618.7    0.3656    0.9176      708.09      113.992       48.962        3.705     1.09759    12.35486
 137    104.699      109.038         424.456       -1.636       195007.3          618.6    0.3641    0.9139      707.59      115.772       47.427        4.821     1.09660    12.29836
 138    112.342      115.521         423.041       -1.274       193864.3          617.5    0.3680    0.9147      706.93      120.095       44.967        5.711     1.09166    12.27673
 139    121.915      122.820         422.500       -1.065       193096.0          616.8    0.3749    0.9174      707.05      125.509       41.607        6.095     1.08835    12.24422
 140    136.756      132.091         419.702       -0.552       191963.6          615.8    0.3822    0.9174      706.09      133.903       37.100        5.880     1.08332    12.23312
 141    141.948      135.586         414.829        0.171       192100.0          616.1    0.3799    0.9089      704.70      136.839       34.225        5.105     1.08374    12.21667
 142    147.330      138.854         411.901        0.604       192444.6          616.4    0.3812    0.9047      704.31      139.883       32.541        4.532     1.08516    12.21168
 143    155.865      143.848         410.727        0.825       191604.6          615.7    0.3883    0.9061      703.87      144.710       31.143        3.955     1.08144    12.20167
 144    166.512      149.948         409.560        1.061       190935.3          615.1    0.3970    0.9086      703.80      150.732       29.744        3.712     1.07843    12.20281
 145    177.005      155.947         406.028        1.569       190217.8          614.5    0.4020    0.9066      702.74      156.666       28.035        3.648     1.07514    12.19595
 146    180.143      157.751         400.772        2.224       190546.6          614.9    0.3984    0.8974      701.29      158.441       26.576        3.693     1.07644    12.19806
 147    184.525      160.269         398.073        2.563       190632.5          615.0    0.4000    0.8941      700.78      160.919       25.587        3.586     1.07682    12.19084
 148    193.883      165.583         395.980        2.864       189735.1          614.3    0.4070    0.8955      700.21      166.212       24.402        3.601     1.07274    12.19177
 149    200.588      169.395         391.385        3.421       189419.3          614.1    0.4084    0.8903      698.93      170.004       23.002        3.674     1.07117    12.18886
 150    203.248      170.903         386.582        3.953       189661.1          614.3    0.4061    0.8827      697.61      171.509       21.770        3.786     1.07226    12.19165
 151    209.705      174.554         383.308        4.346       189379.6          614.0    0.4099    0.8804      696.98      175.160       20.501        3.857     1.07092    12.18873
 152    218.011      179.243         377.121        5.037       188876.8          613.7    0.4126    0.8741      695.32      179.858       18.592        4.030     1.06842    12.19082
 153    210.894      175.217         367.927        5.875       190153.8          615.4    0.3961    0.8513      692.59      175.833       16.931        4.184     1.07356    12.19012
 154    205.135      171.963         366.058        5.951       191391.9          616.2    0.3890    0.8445      692.35      172.576       16.760        4.221     1.07937    12.19144
 155    219.666      180.165         366.489        5.939       189582.5          614.6    0.4069    0.8553      692.83      180.794       15.543        4.251     1.07129    12.18803
 156    236.441      189.633         360.829        6.549       187162.4          612.3    0.4220    0.8580      690.92      190.282       13.173        4.426     1.06032    12.19339
 157    240.680      192.009         352.045        7.319       187312.8          612.5    0.4206    0.8454      688.70      192.679       10.941        4.609     1.06089    12.19435
 158    242.476      193.007         344.055        7.929       187613.9          612.9    0.4180    0.8324      686.62      193.695        8.857        4.733     1.06218    12.19605
 159    246.793      195.440         336.742        8.433       187498.5          612.8    0.4196    0.8231      684.78      196.137        6.877        4.815     1.06167    12.19814
 160    251.222      197.929         328.399        8.962       187056.3          612.5    0.4216    0.8127      682.53      198.641        4.645        4.928     1.05951    12.20091
 161    253.989      199.481         319.352        9.479       186989.1          612.5    0.4222    0.7997      680.20      200.206        2.239        5.015     1.05913    12.20545
 162    256.439      200.862         309.765        9.944       186915.9          612.5    0.4232    0.7858      677.75      201.592       -0.253        5.057     1.05873    12.20793
 163    257.097      201.232         299.851       10.341       186754.6          612.5    0.4231    0.7702      675.03      201.964       -2.829        5.085     1.05787    12.21292
 164    260.544      203.188         290.311       10.638       186565.8          612.4    0.4275    0.7578      672.78      203.914       -5.355        5.064     1.05709    12.21676
 165    265.697      206.112         278.724       10.951       185395.9          611.4    0.4355    0.7450      669.60      206.828       -8.211        5.034     1.05169    12.22028
 166    268.276      207.586         266.085       11.147       184576.5          610.8    0.4419    0.7290      666.27      208.287      -11.217        4.979     1.04792    12.22806
 167    269.555      208.329         253.104       11.219       183793.8          610.2    0.4484    0.7117      662.91      209.010      -14.274        4.896     1.04431    12.23395
 168    269.687      208.426         239.368       11.258       182808.3          609.5    0.4557    0.6928      659.26      209.085      -17.441        4.796     1.03968    12.24259
 169    269.391      208.293         225.942       11.155       181859.9          608.9    0.4640    0.6744      655.84      208.917      -20.459        4.650     1.03527    12.24875
 170    268.429      207.788         212.140       10.946       180640.4          608.0    0.4735    0.6558      652.26      208.373      -23.487        4.482     1.02958    12.25823
 171    266.394      206.682         198.420       10.625       179415.8          607.2    0.4834    0.6367      648.75      207.223      -26.451        4.290     1.02384    12.26715
 172    264.242      205.513         185.176       10.191       178063.6          606.3    0.4942    0.6186      645.32      206.005      -29.217        4.066     1.01760    12.27779
 173    262.982      204.849         171.565        9.720       176492.5          605.0    0.5079    0.6019      641.90      205.292      -31.921        3.837     1.01040    12.28863
 174    261.952      204.315         157.129        9.157       174410.8          603.4    0.5244    0.5858      638.19      204.710      -34.587        3.583     1.00075    12.29868
 175    259.152      202.779         142.721        8.544       172137.5          601.7    0.5406    0.5689      634.37      203.127      -37.204        3.332     0.99009    12.31168
 176    255.659      200.844         129.150        7.988       170050.7          600.2    0.5560    0.5521      630.88      201.151      -39.659        3.106     0.98031    12.32908
 177    252.810      199.272         115.723        7.435       167865.2          598.6    0.5729    0.5366      627.47      199.539      -41.943        2.874     0.97018    12.34525
 178    250.836      198.191         101.726        6.897       165335.5          596.6    0.5926    0.5228      623.94      198.423      -44.115        2.646     0.95846    12.35940
 179    249.122      197.253          87.220        6.301       162390.9          594.2    0.6145    0.5104      620.21      197.453      -46.200        2.409     0.94476    12.37110
 180    247.309      196.260          72.745        5.556       159225.7          591.7    0.6373    0.4991      616.45      196.429      -48.185        2.142     0.92995    12.38246
 181    245.567      195.302          59.010        4.745       155990.6          589.1    0.6597    0.4889      612.81      195.443      -49.972        1.859     0.91479    12.39357
 182    243.380      194.087          46.664        3.974       152938.1          586.7    0.6798    0.4792      609.52      194.206      -51.577        1.592     0.90047    12.40611
 183    240.048      192.217          36.272        3.275       150277.8          584.9    0.6958    0.4687      606.69      192.322      -53.048        1.342     0.88795    12.41903
 184    235.784      189.810          28.166        2.481       148114.2          583.7    0.7070    0.4573      604.46      189.910      -54.336        1.026     0.87779    12.44021
 185    231.198      187.209          21.370        1.622       146372.3          582.9    0.7157    0.4460      602.62      187.317      -55.497        0.660     0.86971    12.46472
 186    227.396      185.057          14.522        1.067       144673.1          581.9    0.7253    0.4363      600.79      185.166      -56.545        0.417     0.86198    12.48620
 187    224.643      183.497           7.345        0.620       142820.6          580.6    0.7367    0.4290      598.89      183.609      -57.487        0.220     0.85359    12.50234
 188    222.536      182.298           0.177        0.218       140751.4          579.1    0.7490    0.4238      596.89      182.418      -58.357        0.028     0.84411    12.51860
 189    220.873      181.359          -6.444        0.099       138581.0          577.5    0.7608    0.4203      594.98      181.477      -59.130       -0.057     0.83402    12.53080
 190    219.775      180.737         -12.217       -0.056       136551.1          576.1    0.7715    0.4182      593.35      180.856      -59.765       -0.170     0.82450    12.53942
 191    219.087      180.339         -16.859       -0.413       134758.2          574.9    0.7804    0.4175      592.05      180.467      -60.250       -0.369     0.81600    12.54307
 192    217.511      179.441         -20.270       -0.757       133247.5          573.9    0.7864    0.4167      591.03      179.575      -60.698       -0.542     0.80868    12.54705
 193    215.342      178.206         -23.088       -1.080       132086.0          573.3    0.7909    0.4157      590.32      178.349      -61.156       -0.671     0.80290    12.54938
 194    213.559      177.189         -25.421       -1.269       131089.0          572.8    0.7946    0.4155      589.86      177.340      -61.542       -0.712     0.79778    12.55346
