
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3965
Pitchline loading         2.7099
Total-Total PR            5.0265
Total-Static PR           5.5864
Energy Extraction           342.3371
Corrected Speed           32.5765
Flow function           0.9440

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.16      78.08      68.94     -76.15     -40.86    0.3337    1.8782      0.3418
    1      Mean      -3.64      72.54      51.08     -64.31     -17.72    0.6973    1.5795      0.4162
    1       Tip      -5.12      80.10       2.55     -49.32      16.49    0.4884    0.9920      0.4572
    2       Hub     -61.59      73.68       1.83     -67.81     -14.27    0.4511    1.5417      0.3747
    2      Mean     -27.45      64.62      -6.70     -59.55       3.50    0.7021    1.1862      0.4233
    2       Tip      17.03      70.70     -48.29     -54.35      17.69    0.6753    0.8694      0.4861


Span station K = 37

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
  24    -52.869       19.084         -22.729        0.398       341376.8          708.0    0.6683    0.0948      709.22       26.656      -85.471        6.027     1.68013     0.00000
  25    -52.617       20.852         -23.672        0.550       341378.2          708.0    0.6701    0.0970      709.31       26.798      -85.464        6.466     1.68013     0.00000
  26    -52.701       22.350         -17.452        0.329       341155.7          708.7    0.6578    0.0856      709.80       26.751      -85.466        6.535     1.67730     0.00000
  27    -52.764       22.051          -9.661       -0.036       341491.0          709.4    0.6425    0.0769      710.45       26.715      -85.442        2.854     1.67718     0.00000
  28    -51.801       23.748          -7.043       -0.281       341597.6          709.6    0.6375    0.0781      710.65       27.260      -85.360        1.971     1.67731     0.00000
  29    -50.240       25.515          -7.345       -0.382       341487.8          709.6    0.6382    0.0827      710.71       28.143      -85.233        1.943     1.67680     0.00000
  30    -50.117       26.013          -7.558       -0.444       341383.0          709.5    0.6386    0.0852      710.61       28.212      -85.239        2.627     1.67656     0.00000
  31    -50.125       26.383          -7.259       -2.018       341483.6          709.4    0.6380    0.0863      710.55       28.208      -85.256        0.619     1.67722     0.00000
  32    -45.097       29.197          -7.053       -4.043       341241.4          709.2    0.6384    0.0909      710.42       31.052      -84.798       -1.604     1.67664     0.00000
  33    -41.273       31.590          -6.959       -4.612       340875.7          708.8    0.6389    0.0945      710.19       33.214      -84.460       -2.122     1.67567     0.00000
  34    -38.083       33.630          -7.007       -4.890       340705.0          708.6    0.6396    0.0979      710.10       35.019      -84.184       -2.237     1.67528     0.00000
  35    -34.306       36.080          -7.090       -5.411       340376.0          708.3    0.6404    0.1023      709.98       37.155      -83.865       -2.301     1.67428     0.00000
  36    -29.851       38.861          -6.513       -6.000       340139.5          708.2    0.6401    0.1066      709.95       39.674      -83.480       -2.673     1.67352     0.00000
  37    -26.111       41.141          -5.432       -6.604       339808.8          708.0    0.6388    0.1098      709.88       41.790      -83.138       -3.563     1.67230     0.00000
  38    -22.660       43.145          -4.715       -7.087       339637.5          708.0    0.6381    0.1131      709.97       43.741      -82.826       -5.410     1.67152     0.00000
  39    -18.202       45.626          -4.288       -7.593       339180.4          707.9    0.6382    0.1174      710.04       46.263      -82.435       -7.779     1.66951     0.00000
  40    -13.245       48.359          -3.168       -8.252       338895.7          707.9    0.6371    0.1214      710.22       49.066      -81.989       -8.420     1.66807     0.00000
  41     -9.321       50.518          -1.607       -8.795       338465.9          707.8    0.6350    0.1243      710.26       51.286      -81.602       -8.736     1.66610     0.00000
  42     -5.538       52.600          -0.772       -9.313       338302.5          707.8    0.6343    0.1281      710.47       53.425      -81.254       -9.051     1.66518     0.00000
  43      0.482       55.940           0.833       -9.990       337671.2          707.7    0.6329    0.1335      710.53       56.830      -80.698       -9.335     1.66249     0.00000
  44      3.741       57.712           3.002      -10.555       337352.4          707.6    0.6297    0.1361      710.58       58.673      -80.336       -9.673     1.66102     0.00000
  45      8.070       60.061           4.316      -11.319       337039.2          707.6    0.6285    0.1405      710.74       61.122      -79.921      -10.084     1.65958     0.00000
  46     13.792       63.211           6.364      -12.078       336306.9          707.4    0.6266    0.1460      710.85       64.357      -79.360      -10.255     1.65635     0.00000
  47     17.856       65.442           8.881      -12.645       335829.7          707.4    0.6232    0.1498      711.03       66.656      -78.900      -10.338     1.65397     0.00000
  48     22.694       68.076          11.367      -13.438       335344.7          707.5    0.6203    0.1548      711.37       69.392      -78.376      -10.606     1.65138     0.00000
  49     27.469       70.649          14.475      -14.346       334621.1          707.5    0.6163    0.1598      711.62       72.093      -77.806      -10.926     1.64776     0.00000
  50     32.189       73.211          17.347      -15.140       334091.1          707.5    0.6127    0.1651      711.96       74.762      -77.245      -11.167     1.64499     0.00000
  51     37.531       76.137          20.730      -15.915       333161.8          707.2    0.6089    0.1713      712.03       77.784      -76.591      -11.325     1.64099     0.00000
  52     41.664       78.379          24.448      -16.609       332456.2          707.0    0.6040    0.1765      712.04       80.121      -75.995      -11.465     1.63812     0.00000
  53     46.438       80.967          28.190      -17.422       331595.8          706.5    0.5996    0.1828      711.96       82.821      -75.334      -11.656     1.63485     0.00000
  54     51.594       83.725          32.767      -18.461       330553.1          705.9    0.5941    0.1900      711.77       85.737      -74.558      -11.943     1.63106     0.00000
  55     56.654       86.437          37.769      -19.448       329417.7          705.2    0.5879    0.1977      711.54       88.599      -73.726      -12.188     1.62698     0.00000
  56     61.729       89.196          43.145      -20.262       328154.7          704.4    0.5813    0.2060      711.31       91.470      -72.835      -12.316     1.62239     0.00000
  57     66.692       91.854          49.317      -21.229       326664.1          703.5    0.5736    0.2152      711.03       94.276      -71.848      -12.533     1.61692     0.00000
  58     71.881       94.647          56.160      -22.175       325013.7          702.6    0.5650    0.2256      710.83       97.211      -70.729      -12.689     1.61068     0.00000
  59     76.650       97.218          63.750      -23.025       323019.8          701.6    0.5553    0.2368      710.58       99.909      -69.516      -12.828     1.60296     0.00000
  60     81.553       99.827          72.207      -24.038       320955.1          700.6    0.5444    0.2495      710.54      102.682      -68.126      -13.034     1.59467     0.00000
  61     86.165      102.316          81.521      -24.841       318238.3          699.4    0.5324    0.2636      710.39      105.290      -66.574      -13.143     1.58357     0.00000
  62     89.867      104.323          91.496      -25.447       315548.4          698.3    0.5192    0.2784      710.43      107.383      -64.916      -13.205     1.57234     0.00000
  63     92.925      105.945         102.298      -26.097       312260.7          697.0    0.5048    0.2944      710.40      109.113      -63.071      -13.327     1.55847     0.00000
  64     95.113      107.104         113.674      -26.567       308766.3          695.6    0.4894    0.3114      710.42      110.351      -61.057      -13.414     1.54362     0.00000
  65     96.187      107.723         125.387      -26.594       304914.9          694.1    0.4730    0.3288      710.38      110.958      -58.911      -13.352     1.52720     0.00000
  66     95.285      107.198         137.506      -26.587       300841.5          692.6    0.4549    0.3463      710.31      110.448      -56.665      -13.417     1.50964     0.00000
  67     93.891      106.450         149.422      -26.331       296586.1          691.0    0.4368    0.3640      710.29      109.659      -54.299      -13.379     1.49110     0.00000
  68     90.924      104.873         161.128      -25.714       292101.7          689.5    0.4177    0.3811      710.19      107.981      -51.921      -13.283     1.47140     0.00000
  69     87.371      102.948         172.713      -25.129       287606.7          688.0    0.3982    0.3984      710.27      105.972      -49.420      -13.232     1.45131     0.00000
  70     83.288      100.769         184.042      -24.313       282571.8          686.4    0.3786    0.4158      710.17      103.663      -46.838      -13.098     1.42878     0.00000
  71     78.854       98.398         195.020      -23.444       277640.0          685.1    0.3590    0.4328      710.24      101.155      -44.199      -12.959     1.40638     0.00000
  72     74.922       96.318         205.679      -22.574       272293.9          683.5    0.3401    0.4501      710.22       98.931      -41.458      -12.772     1.38212     0.00000
  73     71.469       94.484         216.181      -21.843       266891.9          682.1    0.3218    0.4676      710.29       96.978      -38.596      -12.628     1.35745     0.00000
  74     69.163       93.340         226.293      -20.991       261227.4          680.6    0.3051    0.4852      710.37       95.674      -35.648      -12.318     1.33151     0.00000
  75     66.401       91.921         235.655      -20.179       255477.4          679.1    0.2890    0.5015      710.38       94.112      -32.916      -12.061     1.30503     0.00000
  76     64.048       90.706         243.463      -19.500       250046.3          678.0    0.2747    0.5150      710.45       92.781      -30.667      -11.842     1.27965     0.00000
  77     60.605       88.947         249.262      -18.405       244930.0          677.2    0.2610    0.5245      710.33       90.834      -29.255      -11.447     1.25561     0.00000
  78     56.031       86.517         253.582      -17.374       240876.8          676.9    0.2475    0.5307      710.50       88.247      -28.598      -11.151     1.23603     0.00000
  79     51.726       84.237         257.414      -16.348       236979.7          676.6    0.2351    0.5363      710.58       85.812      -28.249      -10.821     1.21736     0.00000
  80     47.727       82.134         261.409      -15.303       233258.6          676.2    0.2237    0.5424      710.71       83.550      -27.742      -10.429     1.19962     0.00000
  81     44.733       80.573         265.504      -14.424       229315.7          675.5    0.2145    0.5493      710.68       81.857      -26.828      -10.052     1.18115     0.00000
  82     42.179       79.251         269.074      -13.599       225524.8          674.8    0.2076    0.5555      710.66       80.412      -25.792       -9.661     1.16330     0.00000
  83     40.029       78.149         271.758      -12.821       222041.2          674.3    0.2031    0.5601      710.66       79.196      -24.953       -9.259     1.14671     0.00000
  84     37.807       77.003         273.729      -12.029       218950.7          673.9    0.2002    0.5634      710.69       77.940      -24.429       -8.837     1.13182     0.00000
  85     35.696       75.924         275.135      -11.189       216195.7          673.6    0.1985    0.5656      710.73       76.746      -24.218       -8.360     1.11839     0.00000
  86     33.343       74.689         276.065      -10.422       213735.1          673.3    0.1975    0.5669      710.73       75.415      -24.329       -7.932     1.10627     0.00000
  87     31.395       73.670         276.596       -9.740       211594.3          673.2    0.1976    0.5675      710.79       74.314      -24.678       -7.531     1.09553     0.00000
  88     29.508       72.679         276.722       -9.076       209563.7          673.0    0.1983    0.5675      710.73       73.246      -25.291       -7.126     1.08538     0.00000
  89     28.143       71.990         276.314       -8.337       208061.0          673.1    0.1994    0.5665      710.78       72.474      -26.158       -6.620     1.07749     0.00000
  90     26.229       70.977         275.551       -7.660       206857.1          673.2    0.1990    0.5646      710.70       71.392      -27.282       -6.159     1.07103     0.00000
  91     24.653       70.135         274.701       -7.154       206258.3          673.6    0.1979    0.5624      710.87       70.501      -28.432       -5.827     1.06717     0.00000
  92     22.749       69.115         273.776       -6.515       205496.5          673.9    0.1957    0.5600      710.73       69.423      -29.619       -5.385     1.06286     0.00000
  93     20.653       67.985         272.582       -5.849       205446.2          674.6    0.1924    0.5569      710.97       68.238      -30.803       -4.910     1.06145     0.00000
  94     17.650       66.331         271.353       -5.245       205148.4          675.1    0.1875    0.5533      710.88       66.539      -32.063       -4.520     1.05918     0.00000
  95     15.522       65.153         271.363       -4.856       205939.5          675.9    0.1802    0.5522      711.30       65.336      -32.712       -4.216     1.06200     0.00000
  96     10.948       62.640         269.137       -3.649       206511.1          676.6    0.1741    0.5462      711.09       62.749      -34.472       -3.317     1.06383     0.00000
  97     -4.319       54.061         259.506       -2.105       207965.5          678.4    0.1735    0.5229      710.35       54.115      -39.980       -2.514     1.06842     0.00000
  98    -18.652       45.971         245.646       -1.287       211034.5          681.1    0.1875    0.4921      710.34       46.008      -45.674       -2.093     1.07956     0.00000
  99    -28.405       40.483         239.154       -0.300       213384.8          682.7    0.1934    0.4767      710.56       40.492      -49.521       -0.641     1.08869     0.00000
 100    -27.017       41.274         242.255        0.290       213791.7          682.7    0.1850    0.4827      710.65       41.277      -50.419        0.339     1.09076     0.00000
 101    -23.401       43.320         247.892        0.300       212334.8          681.4    0.1736    0.4945      710.08       43.322      -50.087        0.376     1.08553     0.00000
 102    -21.464       44.415         252.907        0.451       211975.9          680.9    0.1636    0.5044      710.36       44.418      -49.535        0.602     1.08456     0.00000
 103    -20.228       45.114         256.895        0.423       210800.6          679.8    0.1555    0.5125      709.96       45.117      -48.883        0.562     1.08034     0.00000
 104    -19.435       45.561         260.038        0.584       210417.2          679.5    0.1492    0.5187      710.18       45.565      -48.139        0.785     1.07899     0.00000
 105    -20.511       44.953         262.781        0.513       209167.1          678.4    0.1430    0.5241      709.66       44.957      -47.789        0.700     1.07424     0.00000
 106    -18.851       45.891         265.368        0.602       209260.2          678.5    0.1394    0.5293      710.28       45.895      -46.274        0.803     1.07465     0.00000
 107    -20.391       45.022         267.353        0.489       208070.2          677.5    0.1349    0.5332      709.74       45.025      -45.894        0.648     1.07003     0.00000
 108    -18.181       46.272         267.995        0.430       209024.6          678.2    0.1352    0.5345      710.53       46.275      -45.099        0.546     1.07396     0.00000
 109    -25.149       42.330         267.449        0.548       207541.4          677.9    0.1302    0.5322      710.02       42.333      -48.337        0.772     1.06666     0.00000
 110    -28.773       40.282         270.529       -0.366       208974.8          681.1    0.1229    0.5363      713.81       40.284      -47.611       -0.604     1.06908     0.00000
 111    -26.873       41.179         268.544        3.850       208556.1          676.5    0.1257    0.5341      708.64       41.359      -49.690        5.318     1.07416     0.00000
 112    -21.760       44.248         278.341       -0.492       209314.7          678.3    0.1157    0.5533      712.85       44.250      -41.357       -0.637     1.07525     0.00000
 113    -34.678      -13.596         276.263        5.707       209481.5          676.4    0.1168    0.5512      711.34       36.944      -41.103        7.094     1.07903     0.00000
 114     14.621      -45.563         278.766        1.275       206573.8          666.4    0.1680    0.5681      703.05       64.826      -24.913        1.693     1.08020     0.00000
 115     34.472      -58.186         286.844        0.025       207915.7          665.3    0.1883    0.5897      704.87       76.054      -17.684       -0.565     1.08913     0.00000
 116     23.316      -52.536         289.029        0.108       207612.0          664.9    0.1792    0.5911      704.82       69.744      -14.934       -1.257     1.08817     0.00000
 117     12.726      -47.399         291.504        0.644       208726.2          664.8    0.1702    0.5932      705.13       63.755      -10.581       -0.190     1.09415     0.00000
 118      1.686      -41.302         295.224        0.430       209106.0          664.3    0.1621    0.5981      705.43       57.511       -7.390        0.213     1.09690     0.00000
 119     -9.609      -35.493         298.739        0.550       209607.4          664.1    0.1555    0.6028      706.00       51.123       -3.884        0.406     1.09986     0.00000
 120    -20.545      -29.369         301.861        0.462       209776.0          663.8    0.1515    0.6072      706.43       44.938       -0.439        0.400     1.10127     0.00000
 121    -29.776      -23.724         304.867        0.561       209892.5          663.5    0.1491    0.6118      706.85       39.717        2.503        1.415     1.10245     0.00000
 122    -35.831      -18.736         307.890        0.472       209860.6          663.0    0.1503    0.6170      707.27       36.292        4.675        1.246     1.10303     0.00000
 123    -39.736      -14.792         311.196        0.318       209753.0          662.5    0.1545    0.6232      707.80       34.084        6.566        0.639     1.10334     0.00000
 124    -42.555      -11.158         314.856        0.381       209488.8          661.8    0.1606    0.6305      708.27       32.489        8.166        0.451     1.10318     0.00000
 125    -45.656       -7.554         318.514        0.498       209265.0          661.1    0.1667    0.6378      708.82       30.735        9.756       -0.001     1.10315     0.00000
 126    -48.443       -3.569         321.933        0.571       208928.3          660.4    0.1727    0.6447      709.29       29.159       10.846        1.859     1.10255     0.00000
 127    -50.269        0.313         325.116        0.462       208581.4          659.8    0.1790    0.6513      709.83       28.127       11.705        0.579     1.10172     0.00000
 128    -50.849        4.066         328.243        0.152       208167.8          659.1    0.1857    0.6579      710.33       27.798       12.271       -0.818     1.10061     0.00000
 129    -50.737        7.329         331.672        0.100       207748.5          658.3    0.1929    0.6653      710.81       27.862       12.726        0.782     1.09972     0.00000
 130    -50.230       10.490         335.438       -0.084       207272.0          657.4    0.2004    0.6736      711.25       28.149       13.311       -0.101     1.09878     0.00000
 131    -49.287       13.365         338.638       -0.462       206916.7          656.7    0.2069    0.6806      711.75       28.682       13.783       -2.956     1.09807     0.00000
 132    -47.614       15.794         341.022        0.695       206421.0          655.9    0.2121    0.6860      711.96       29.628       13.942        4.370     1.09663     0.00000
 133    -45.527       18.129         343.090        3.020       206144.8          655.4    0.2173    0.6907      712.24       30.809       13.737        9.249     1.09611     0.00000
 134    -42.962       21.358         345.196        4.679       205761.9          654.8    0.2236    0.6957      712.58       32.259       13.491       13.536     1.09507     0.00000
 135    -41.408       24.145         347.046        5.177       205393.7          654.4    0.2291    0.6998      713.09       33.138       13.444       13.746     1.09363     0.00000
 136    -38.674       27.343         348.357        5.146       204954.3          654.3    0.2341    0.7029      713.63       34.684       13.187       11.307     1.09145     0.00000
 137    -35.419       30.442         349.175        5.012       204477.3          654.3    0.2384    0.7049      714.10       36.525       12.894       10.055     1.08890     0.00000
 138    -32.485       33.062         349.882        4.868       204016.1          654.4    0.2423    0.7066      714.57       38.185       12.563        9.194     1.08634     0.00000
 139    -28.315       36.128         350.711        4.627       203530.4          654.5    0.2471    0.7087      715.16       40.543       12.156        8.697     1.08361     0.00000
 140    -23.150       39.563         351.456        5.150       202912.2          654.4    0.2524    0.7110      715.65       43.464       11.681        9.766     1.08033     0.00000
 141    -19.527       41.861         352.108        6.198       202381.1          654.5    0.2565    0.7129      716.07       45.513       11.185        9.956     1.07749     0.00000
 142    -16.556       43.865         352.722        6.778       201946.1          654.5    0.2605    0.7146      716.53       47.194       10.576       10.207     1.07509     0.00000
 143    -13.338       46.060         353.378        7.031       201442.8          654.6    0.2649    0.7164      717.02       49.013       10.279       10.490     1.07234     0.00000
 144    -10.254       48.045         353.838        7.368       200893.3          654.7    0.2690    0.7178      717.53       50.758       10.594       10.132     1.06918     0.00000
 145     -7.547       49.575         354.145        7.688       200362.5          654.8    0.2727    0.7188      717.98       52.289       11.170        8.947     1.06613     0.00000
 146     -4.588       51.212         354.593        7.978       199871.2          654.9    0.2768    0.7202      718.42       53.962       11.729        8.323     1.06342     0.00000
 147     -2.187       52.576         355.064        8.318       199326.5          654.9    0.2808    0.7217      718.79       55.320       12.226        8.120     1.06053     0.00000
 148      0.126       53.896         355.483        8.544       198841.8          654.9    0.2848    0.7230      719.17       56.629       12.682        7.928     1.05795     0.00000
 149      3.028       55.545         355.970        8.779       198304.9          654.8    0.2893    0.7247      719.45       58.270       13.065        7.795     1.05533     0.00000
 150      5.852       57.138         356.486        9.034       197821.7          654.6    0.2937    0.7265      719.70       59.867       13.462        7.737     1.05305     0.00000
 151      9.104       58.935         356.849        9.225       197316.6          654.4    0.2981    0.7282      719.88       61.706       13.771        7.633     1.05073     0.00000
 152     12.692       60.890         357.088        9.572       196834.1          654.1    0.3025    0.7297      719.96       63.736       13.996        7.689     1.04860     0.00000
 153     15.824       62.614         357.217        9.594       196390.3          653.8    0.3063    0.7309      719.96       65.507       14.186        7.509     1.04673     0.00000
 154     20.085       64.983         357.149        9.310       196012.2          653.5    0.3105    0.7320      719.98       67.917       14.245        7.018     1.04512     0.00000
 155     25.137       67.768         356.838        9.238       195478.0          653.2    0.3149    0.7329      719.81       70.774       14.127        6.656     1.04286     0.00000
 156     30.333       70.731         356.273        8.816       195077.3          652.9    0.3192    0.7334      719.65       73.713       13.889        6.080     1.04121     0.00000
 157     37.083       74.553         355.960        8.700       194567.6          652.4    0.3243    0.7348      719.45       77.530       13.602        5.690     1.03923     0.00000
 158     43.780       78.331         355.649        8.784       194057.2          651.9    0.3291    0.7362      719.18       81.318       13.179        5.425     1.03730     0.00000
 159     52.299       83.270         354.815        8.602       193499.1          651.3    0.3355    0.7372      718.89       86.136       12.357        4.966     1.03512     0.00000
 160     61.613       88.666         353.786        8.621       192725.1          650.6    0.3431    0.7385      718.43       91.404       11.373        4.632     1.03213     0.00000
 161     72.737       95.122         352.984        8.570       191996.0          649.8    0.3523    0.7409      718.18       97.695       10.301        4.215     1.02937     0.00000
 162     85.666      102.604         352.750        8.807       190792.8          648.7    0.3638    0.7454      717.87      105.008        9.218        3.956     1.02466     0.00000
 163     99.698      110.688         352.335        9.292       189572.8          647.6    0.3775    0.7502      717.77      112.943        7.933        3.775     1.01977     0.00000
 164    116.482      120.304         351.898        9.903       187860.8          646.1    0.3954    0.7569      717.60      122.437        6.502        3.554     1.01291     0.00000
 165    134.590      130.695         352.551       10.424       185711.9          644.0    0.4164    0.7671      717.63      132.678        5.363        3.296     1.00434     0.00000
 166    154.496      141.996         354.972       11.353       183100.8          641.4    0.4408    0.7822      717.92      143.936        4.625        3.159     0.99416     0.00000
 167    177.292      154.866         359.085       13.192       180043.1          638.3    0.4692    0.8027      718.79      156.829        4.181        3.269     0.98207     0.00000
 168    200.481      167.976         364.152       14.846       176261.2          634.5    0.5002    0.8268      719.75      169.944        4.015        3.374     0.96670     0.00000
 169    222.770      180.371         371.873       16.999       172422.0          630.5    0.5320    0.8552      721.63      182.550        4.295        3.591     0.95089     0.00000
 170    245.180      192.812         378.871       20.638       168653.5          626.1    0.5632    0.8832      723.06      195.224        4.311        4.097     0.93551     0.00000
 171    265.242      204.009         381.672       23.311       164733.5          621.7    0.5898    0.9042      722.88      206.571        3.886        4.401     0.91880     0.00000
 172    289.407      218.001         386.666       22.417       161212.2          614.4    0.6372    0.9400      723.67      220.238        3.423        3.875     0.90711     0.00000
 173    317.136      234.125         390.837       19.518       158133.0          603.3    0.7111    0.9948      725.47      235.920        1.896        2.875     0.90111     0.00000
 174    323.265      237.977         379.895       15.093       156546.7          604.1    0.7130    0.9762      723.33      239.387        0.335        1.987     0.89269     0.00000
 175    344.713      250.272         374.113       12.368       154184.1          598.5    0.7111    0.9780      714.11      251.517       -0.136        1.498     0.88277     0.00000
 176    376.061      268.068         380.702       11.985       151375.5          583.8    0.7611    1.0428      707.15      269.247        0.027        1.482     0.87874     0.00000
 177    393.632      278.181         385.606       11.967       148934.2          575.8    0.8030    1.0853      705.59      279.185        0.093        1.650     0.87352     0.00000
 178    407.233      285.960         378.613       12.085       146581.9          577.4    0.8140    1.0778      707.71      286.877       -1.066        1.768     0.85901     0.00000
 179    416.035      290.911         362.113       11.897       144936.8          579.8    0.8090    1.0497      705.23      291.855       -3.017        1.833     0.84982     0.00000
 180    422.776      294.705         342.448       10.719       142848.4          577.7    0.7980    1.0169      695.86      295.667       -5.118        1.838     0.84275     0.00000
 181    429.600      298.588         325.820        9.628       140281.1          575.6    0.7937    0.9923      688.29      299.527       -6.938        1.709     0.83151     0.00000
 182    441.521      305.288         313.314        9.821       136582.9          570.8    0.8054    0.9866      681.64      306.269       -8.545        1.702     0.81540     0.00000
 183    457.856      314.455         301.290       12.699       133660.5          567.2    0.8231    0.9880      677.90      315.508      -10.154        2.017     0.80308     0.00000
 184    469.421      320.894         287.907       15.377       131591.8          566.0    0.8317    0.9786      674.04      322.049      -11.710        2.275     0.79367     0.00000
 185    479.381      326.432         277.914       18.032       129929.7          562.8    0.8480    0.9797      669.12      327.682      -12.922        2.564     0.78707     0.00000
 186    481.678      327.613         270.753       21.012       130524.4          564.0    0.8488    0.9692      667.57      328.981      -13.421        2.954     0.79221     0.00000
 187    481.501      327.790         258.277       20.817       132527.2          568.8    0.8342    0.9389      665.86      328.881      -14.325        2.980     0.80321     0.00000
 188    487.353      331.279         246.235       20.074       133220.2          571.1    0.8336    0.9217      664.17      332.191      -15.529        2.904     0.80706     0.00000
 189    494.442      335.144         234.434       21.183       132890.7          572.1    0.8395    0.9099      662.49      336.200      -16.989        3.120     0.80503     0.00000
 190    497.762      336.988         222.096       21.778       133172.4          573.6    0.8419    0.8946      660.74      338.078      -18.587        3.239     0.80571     0.00000
 191    500.245      338.453         210.164       21.674       133102.4          574.6    0.8445    0.8811      658.82      339.482      -19.994        3.260     0.80472     0.00000
 192    503.353      340.216         198.258       22.054       132469.8          574.9    0.8509    0.8703      656.65      341.240      -21.385        3.365     0.80117     0.00000
 193    503.981      340.551         186.242       22.750       131792.4          574.9    0.8562    0.8579      654.02      341.595      -22.851        3.529     0.79762     0.00000
