
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3965
Pitchline loading         2.7099
Total-Total PR            5.0265
Total-Static PR           5.5864
Energy Extraction           342.3371
Corrected Speed           32.5765
Flow function           0.9440

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.16      78.08      68.94     -76.15     -40.86    0.3337    1.8782      0.3418
    1      Mean      -3.64      72.54      51.08     -64.31     -17.72    0.6973    1.5795      0.4162
    1       Tip      -5.12      80.10       2.55     -49.32      16.49    0.4884    0.9920      0.4572
    2       Hub     -61.59      73.68       1.83     -67.81     -14.27    0.4511    1.5417      0.3747
    2      Mean     -27.45      64.62      -6.70     -59.55       3.50    0.7021    1.1862      0.4233
    2       Tip      17.03      70.70     -48.29     -54.35      17.69    0.6753    0.8694      0.4861


Span station K = 1

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 167     65.831       93.564         128.517       -4.170       185393.7          624.1    0.3914    0.3718      640.41       93.790      -48.849       -2.606     1.03228     0.00000
 168     72.536       97.361         123.913       -4.499       184643.6          623.1    0.4039    0.3703      639.19       97.582      -49.342       -2.780     1.02972     0.00000
 169     80.145      101.661         119.010       -4.995       183628.4          621.9    0.4174    0.3690      637.78      101.885      -49.800       -3.032     1.02604     0.00000
 170     87.681      105.916         113.617       -5.457       182470.2          620.6    0.4312    0.3672      636.23      106.147      -50.367       -3.252     1.02175     0.00000
 171     95.879      110.556         107.727       -5.635       181109.4          619.2    0.4461    0.3658      634.55      110.784      -50.911       -3.285     1.01654     0.00000
 172    104.554      115.457         101.053       -5.971       179392.0          617.5    0.4624    0.3650      632.64      115.690      -51.459       -3.369     1.00969     0.00000
 173    112.214      119.786          93.653       -6.223       177430.7          615.6    0.4792    0.3641      630.52      120.022      -52.112       -3.403     1.00167     0.00000
 174    119.795      124.077          85.570       -6.321       175337.1          613.6    0.4971    0.3639      628.28      124.310      -52.810       -3.345     0.99301     0.00000
 175    127.450      128.400          76.542       -6.611       172878.3          611.2    0.5171    0.3647      625.81      128.639      -53.547       -3.368     0.98260     0.00000
 176    133.811      132.001          66.318       -6.673       170005.0          608.5    0.5386    0.3658      622.98      132.237      -54.416       -3.301     0.97016     0.00000
 177    139.337      135.134          55.738       -6.648       167005.3          605.7    0.5607    0.3679      620.08      135.362      -55.261       -3.201     0.95702     0.00000
 178    144.088      137.803          45.031       -7.105       163949.7          602.7    0.5831    0.3707      617.14      138.049      -56.144       -3.323     0.94354     0.00000
 179    147.765      139.871          33.350       -7.411       160668.9          599.5    0.6071    0.3734      614.01      140.129      -57.182       -3.389     0.92885     0.00000
 180    151.113      141.775          20.942       -7.331       156925.3          595.9    0.6330    0.3778      610.55      142.023      -58.177       -3.289     0.91183     0.00000
 181    153.416      143.071           8.953       -7.517       153217.5          592.4    0.6579    0.3822      607.21      143.325      -59.157       -3.310     0.89475     0.00000
 182    153.452      143.063          -1.877       -8.038       149960.2          589.4    0.6793    0.3832      604.15      143.346      -60.232       -3.482     0.87964     0.00000
 183    150.405      141.332         -10.127       -8.122       147477.5          587.3    0.6937    0.3789      601.61      141.622      -61.299       -3.494     0.86826     0.00000
 184    145.638      138.640         -15.510       -7.942       146119.8          586.4    0.7011    0.3701      599.93      138.926      -62.295       -3.416     0.86226     0.00000
 185    139.954      135.412         -19.659       -8.039       145161.0          585.8    0.7056    0.3584      598.42      135.712      -63.340       -3.471     0.85836     0.00000
 186    135.812      133.060         -24.463       -8.138       144217.7          585.1    0.7125    0.3485      597.02      133.369      -64.323       -3.529     0.85462     0.00000
 187    133.815      131.920         -29.983       -8.306       142563.8          583.7    0.7226    0.3432      595.24      132.239      -65.107       -3.608     0.84750     0.00000
 188    132.000      130.897         -35.895       -8.268       140719.8          582.1    0.7339    0.3400      593.40      131.213      -65.867       -3.601     0.83938     0.00000
 189    131.538      130.629         -42.074       -8.390       138768.9          580.4    0.7463    0.3383      591.61      130.952      -66.554       -3.633     0.83061     0.00000
 190    131.651      130.681         -47.627       -8.599       136783.8          578.8    0.7581    0.3374      589.86      131.015      -67.086       -3.679     0.82172     0.00000
 191    132.511      131.180         -52.070       -8.486       135150.8          577.4    0.7680    0.3381      588.57      131.502      -67.437       -3.582     0.81434     0.00000
 192    133.092      131.498         -56.377       -8.688       133422.5          575.9    0.7775    0.3390      587.16      131.831      -67.817       -3.629     0.80639     0.00000
 193    133.664      131.810         -59.889       -8.902       131868.2          574.6    0.7856    0.3402      585.99      132.154      -68.101       -3.677     0.79914     0.00000
 194    133.889      131.926         -62.349       -9.091       130613.4          573.7    0.7913    0.3411      585.10      132.281      -68.330       -3.736     0.79317     0.00000
 195    132.973      131.404         -64.143       -9.141       129758.3          573.1    0.7949    0.3404      584.50      131.763      -68.599       -3.751     0.78898     0.00000
 196    132.388      131.075         -64.849       -9.125       129044.7          572.6    0.7964    0.3396      584.02      131.432      -68.757       -3.748     0.78543     0.00000
 197    131.166      130.382         -64.772       -9.153       128878.1          572.6    0.7957    0.3375      583.96      130.741      -68.880       -3.790     0.78439     0.00000
 198    129.652      129.512         -64.120       -9.359       128744.8          572.7    0.7934    0.3347      583.87      129.885      -68.998       -3.920     0.78355     0.00000
 199    126.996      127.985         -62.788       -9.620       129028.8          573.2    0.7893    0.3306      584.06      128.383      -69.106       -4.100     0.78464     0.00000
 200    122.960      125.726         -60.863       -9.277       129301.7          573.7    0.7830    0.3248      584.24      126.100      -69.313       -4.033     0.78560     0.00000
 201    122.331      125.355         -60.340       -9.433       129858.6          574.2    0.7812    0.3219      584.53      125.744      -69.270       -4.168     0.78822     0.00000
 202    115.366      121.468         -60.302       -8.462       130438.2          574.4    0.7777    0.3142      584.10      121.805      -69.683       -3.886     0.79145     0.00000
 203     99.205      112.439         -55.541       -6.076       132419.5          576.2    0.7601    0.3009      584.99      112.665      -70.389       -3.020     0.80064     0.00000
 204     78.630      100.815         -44.527       -5.437       135897.8          579.3    0.7274    0.2812      587.07      101.028      -71.339       -3.020     0.81681     0.00000
 205     64.383       92.742         -40.634       -6.317       140102.7          582.5    0.7101    0.2534      588.95       92.971      -73.236       -3.803     0.83703     0.00000
 206     71.112       96.495         -46.995       -7.338       140465.0          581.6    0.7245    0.2475      587.75       96.776      -73.243       -4.302     0.84065     0.00000
 207     82.044      102.651         -56.039       -7.928       137330.5          577.5    0.7481    0.2585      584.08      102.959      -72.820       -4.423     0.82825     0.00000
 208     86.735      105.274         -64.012       -8.417       135401.5          574.9    0.7667    0.2675      581.93      105.612      -72.863       -4.586     0.82036     0.00000
 209     89.024      106.531         -70.254       -8.934       133734.2          572.9    0.7809    0.2751      580.20      106.907      -72.981       -4.799     0.81324     0.00000
 210     88.825      106.368         -75.298       -9.514       132564.3          571.5    0.7917    0.2803      578.99      106.794      -73.230       -5.103     0.80819     0.00000
 211     87.239      105.426         -78.871       -9.966       131422.7          570.1    0.7991    0.2831      577.73      105.897      -73.514       -5.379     0.80319     0.00000
 212     85.250      104.187         -80.889      -11.059       130809.2          569.3    0.8029    0.2841      577.00      104.772      -73.753       -6.025     0.80050     0.00000
 213     80.900      101.573         -81.744      -12.274       130002.3          568.4    0.8037    0.2816      575.89      102.312      -74.135       -6.838     0.79690     0.00000
 214     77.863       99.808         -81.419      -12.547       130500.1          568.8    0.8014    0.2783      576.17      100.594      -74.364       -7.110     0.79932     0.00000
 215     76.413       98.637         -79.791      -15.017       130215.1          568.6    0.7973    0.2747      575.71       99.774      -74.417       -8.562     0.79796     0.00000
 216     70.481       95.603         -78.480      -12.509       130668.5          569.0    0.7919    0.2672      575.80       96.419      -74.858       -7.389     0.80009     0.00000
 217     56.573       87.040         -75.277      -16.299       133744.0          571.7    0.7785    0.2485      577.55       88.553      -75.922      -10.429     0.81517     0.00000
 218     62.971       90.696         -73.890      -16.428       133606.5          571.2    0.7778    0.2527      577.31       92.172      -75.316      -10.106     0.81495     0.00000
 219     59.150       88.863         -70.497      -14.330       133741.8          571.5    0.7694    0.2452      577.26       90.011      -75.529       -9.039     0.81543     0.00000
 220     52.528       84.860         -69.074      -15.509       133336.2          571.3    0.7641    0.2374      576.79       86.266      -76.038      -10.203     0.81312     0.00000
 221     46.183       81.432         -68.738      -14.295       133817.1          572.1    0.7608    0.2314      577.26       82.677      -76.575       -9.805     0.81504     0.00000
 222     41.313       78.657         -69.189      -14.168       133579.8          571.9    0.7604    0.2284      577.02       79.923      -77.017      -10.058     0.81379     0.00000
 223     34.846       75.070         -70.415      -13.451       133843.5          572.2    0.7611    0.2256      577.27       76.265      -77.629      -10.004     0.81493     0.00000
 224     28.584       71.610         -72.158      -12.677       133729.1          572.1    0.7635    0.2247      577.19       72.724      -78.236       -9.882     0.81436     0.00000
 225     19.782       66.690         -74.380      -11.910       133781.8          572.2    0.7666    0.2239      577.29       67.745      -79.077       -9.973     0.81459     0.00000
 226     10.129       61.353         -77.151      -10.737       133691.2          572.1    0.7715    0.2255      577.33       62.286      -79.989       -9.698     0.81419     0.00000
 227     -2.087       54.546         -80.357       -9.550       133524.8          571.9    0.7775    0.2291      577.42       55.377      -81.115       -9.499     0.81341     0.00000
 228    -11.483       46.275         -83.737       -7.805       133263.7          571.6    0.7846    0.2358      577.52       50.063      -81.953        0.481     0.81222     0.00000
 229      2.569       34.503         -86.754       -5.308       132745.4          570.8    0.7926    0.2465      577.38       58.010      -80.771        0.691     0.81014     0.00000
 230     24.914       20.253         -89.670       -2.590       132090.5          569.5    0.8031    0.2648      577.20       70.648      -78.919        1.319     0.80790     0.00000
 231     43.843        8.319         -93.223       -1.403       131260.0          568.0    0.8161    0.2877      577.13       81.353      -77.385        0.990     0.80492     0.00000
 232     51.498        3.439         -97.494       -1.564       130695.2          567.0    0.8282    0.3076      577.34       85.683      -76.735       -0.031     0.80291     0.00000
 233     50.191        4.199        -101.646       -2.277       130127.9          566.0    0.8381    0.3224      577.38       84.944      -76.781       -0.052     0.80068     0.00000
 234     44.146        9.125        -105.591       -3.767       129703.8          565.2    0.8463    0.3322      577.18       81.525      -77.188       -2.635     0.79919     0.00000
 235     36.067       16.968        -108.915       -5.555       129099.5          564.0    0.8529    0.3386      576.52       76.956      -77.762       -4.523     0.79701     0.00000
 236     31.944       25.993        -116.269       -7.220       128375.5          562.5    0.8692    0.3538      576.42       74.624      -78.158       -5.460     0.79459     0.00000
 237     37.587       33.641        -127.300       -9.292       127250.4          559.9    0.8963    0.3799      576.63       77.816      -78.012       -6.670     0.79109     0.00000
 238     40.248       42.939        -104.853       -8.939       125791.1          560.0    0.8470    0.3309      572.41       79.320      -77.761       -4.471     0.78130     0.00000
 239     33.472       44.936         -72.884      -11.628       128759.1          563.0    0.7746    0.2817      572.91       75.488      -77.970       -5.269     0.79589     0.00000
 240     32.603       53.290         -64.838      -13.569       129377.7          563.5    0.7577    0.2586      572.65       74.996      -78.067      -10.348     0.79922     0.00000
 241     32.085       65.560         -62.998      -14.029       128820.0          563.4    0.7548    0.2539      572.61       74.704      -78.343       -7.626     0.79582     0.00000
 242     38.413       72.462         -56.144      -15.350       128906.5          564.6    0.7410    0.2713      574.23       78.283      -77.809      -11.548     0.79452     0.00000
 243     45.987       79.995         -50.876      -16.228       128484.1          564.8    0.7319    0.2884      574.92       82.566      -77.173      -14.310     0.79157     0.00000
 244     54.956       85.751         -47.987      -17.235       128294.9          565.0    0.7278    0.2967      575.41       87.639      -76.171      -13.810     0.79009     0.00000
 245     64.050       90.928         -45.506      -18.120       128027.1          564.9    0.7246    0.3030      575.58       92.782      -75.028      -12.007     0.78850     0.00000
 246     73.520       96.260         -43.533      -18.867       127797.3          565.0    0.7231    0.3090      575.89       98.138      -73.896      -11.442     0.78702     0.00000
 247     80.612      100.195         -41.353      -19.722       127490.7          564.8    0.7207    0.3123      575.86      102.149      -72.973      -11.220     0.78532     0.00000
 248     87.913      104.328         -39.669      -20.143       127351.0          564.8    0.7196    0.3164      576.10      106.278      -72.089      -10.911     0.78440     0.00000
 249     97.155      109.485         -38.635      -21.043       126837.8          564.5    0.7211    0.3235      576.13      111.506      -71.096      -10.818     0.78169     0.00000
 250    104.924      113.790         -37.109      -21.922       126623.1          564.4    0.7209    0.3278      576.33      115.900      -70.250      -10.803     0.78040     0.00000
 251    110.894      117.102         -34.465      -22.597       126349.7          564.3    0.7180    0.3297      576.29      119.276      -69.504      -10.797     0.77886     0.00000
 252    115.865      119.834         -33.319      -23.300       126226.5          564.4    0.7176    0.3321      576.46      122.087      -68.951      -10.846     0.77806     0.00000
 253    122.730      123.762         -31.892      -23.422       125891.1          564.1    0.7179    0.3354      576.49      125.970      -68.296      -10.586     0.77620     0.00000
 254    127.450      126.360         -29.297      -24.069       125680.1          564.1    0.7149    0.3369      576.49      128.639      -67.727      -10.640     0.77499     0.00000
 255    133.005      129.429         -27.264      -24.752       125470.6          564.0    0.7135    0.3400      576.64      131.781      -67.140      -10.678     0.77376     0.00000
 256    137.883      132.193         -23.979      -24.980       125206.9          563.9    0.7094    0.3415      576.60      134.540      -66.532      -10.563     0.77225     0.00000
 257    141.527      134.185         -20.714      -25.548       125092.3          563.9    0.7048    0.3425      576.69      136.601      -66.009      -10.627     0.77151     0.00000
 258    146.588      137.001         -17.819      -26.063       124797.0          563.7    0.7020    0.3457      576.74      139.463      -65.412      -10.622     0.76988     0.00000
 259    152.118      140.111         -14.350      -26.451       124479.9          563.5    0.6984    0.3493      576.80      142.591      -64.744      -10.549     0.76813     0.00000
 260    157.192      142.951         -10.043      -26.876       124219.7          563.4    0.6931    0.3520      576.87      145.461      -64.045      -10.517     0.76664     0.00000
 261    159.128      144.003          -4.808      -27.206       124134.9          563.5    0.6842    0.3509      576.83      146.555      -63.497      -10.560     0.76601     0.00000
 262    160.286      144.627          -0.221      -27.436       124172.1          563.7    0.6761    0.3499      576.94      147.210      -63.046      -10.592     0.76603     0.00000
 263    163.355      146.389           4.771      -27.459       123969.0          563.6    0.6688    0.3518      576.98      148.947      -62.411      -10.487     0.76487     0.00000
 264    165.905      147.795          10.215      -27.788       123756.2          563.5    0.6604    0.3534      577.01      150.389      -61.752      -10.513     0.76365     0.00000
 265    168.013      148.974          15.885      -27.970       123599.5          563.5    0.6516    0.3552      577.09      151.581      -61.105      -10.499     0.76273     0.00000
 266    170.374      150.319          22.461      -28.040       123353.3          563.4    0.6415    0.3576      577.13      152.916      -60.321      -10.445     0.76134     0.00000
 267    169.948      150.084          29.573      -27.987       123211.5          563.4    0.6287    0.3575      577.07      152.675      -59.670      -10.442     0.76051     0.00000
 268    170.097      150.214          36.851      -27.751       123180.4          563.5    0.6160    0.3590      577.28      152.760      -58.902      -10.353     0.76020     0.00000
 269    170.166      150.219          44.650      -27.936       122769.4          563.1    0.6032    0.3619      577.13      152.799      -58.070      -10.434     0.75811     0.00000
 270    169.435      149.876          53.687      -27.514       122629.6          563.1    0.5877    0.3653      577.32      152.385      -57.119      -10.318     0.75731     0.00000
 271    168.947      149.646          63.547      -27.231       122094.3          562.6    0.5714    0.3707      577.22      152.109      -55.941      -10.254     0.75461     0.00000
 272    166.514      148.290          73.970      -26.997       121740.3          562.3    0.5529    0.3757      577.30      150.733      -54.742      -10.271     0.75276     0.00000
 273    163.995      146.972          85.122      -26.268       121222.5          561.9    0.5337    0.3827      577.41      149.308      -53.317      -10.114     0.75008     0.00000
 274    160.144      144.860          96.354      -25.697       120572.5          561.3    0.5139    0.3903      577.40      147.130      -51.829      -10.064     0.74677     0.00000
 275    155.056      142.099         108.515      -24.764       119869.8          560.7    0.4922    0.3992      577.47      144.252      -50.164       -9.946     0.74320     0.00000
 276    150.108      139.410         120.426      -23.868       118940.0          559.8    0.4712    0.4099      577.41      141.454      -48.200       -9.802     0.73847     0.00000
 277    142.881      135.414         132.298      -22.958       117868.8          558.8    0.4488    0.4200      577.21      137.367      -46.234       -9.764     0.73310     0.00000
 278    136.907      132.176         143.342      -21.831       117036.4          558.1    0.4288    0.4321      577.45      133.988      -43.957       -9.512     0.72867     0.00000
 279    125.812      126.050         150.603      -20.397       115475.3          556.7    0.4152    0.4359      576.78      127.713      -42.397       -9.316     0.72067     0.00000
 280    112.977      118.847         163.907      -19.380       114769.3          556.3    0.3894    0.4471      577.57      120.454      -40.274       -9.716     0.71629     0.00000
 281    115.571      120.390         178.634      -19.072       112660.5          554.5    0.3687    0.4760      577.71      121.921      -35.621       -9.250     0.70539     0.00000
 282    114.866      120.073         187.516      -18.532       110043.8          551.9    0.3610    0.4941      576.80      121.522      -31.769       -8.945     0.69219     0.00000
 283    107.927      116.216         198.591      -17.783       108925.5          551.1    0.3467    0.5107      577.63      117.598      -28.164       -8.909     0.68556     0.00000
 284    106.157      115.286         210.919      -17.251       106387.1          548.8    0.3350    0.5343      577.48      116.596      -23.426       -8.686     0.67216     0.00000
 285    103.278      113.703         222.755      -16.825       103952.6          546.7    0.3254    0.5568      577.51      114.968      -18.671       -8.581     0.65894     0.00000
 286    101.869      112.972         234.450      -16.339       101274.9          544.5    0.3189    0.5805      577.54      114.171      -13.713       -8.360     0.64434     0.00000
 287    101.394      112.739         245.592      -16.089        98360.1          542.0    0.3160    0.6042      577.43      113.903       -8.837       -8.222     0.62835     0.00000
 288    101.204      112.669         257.012      -15.845        95419.9          539.6    0.3154    0.6286      577.59      113.795       -4.059       -8.081     0.61197     0.00000
 289    102.284      113.316         267.950      -15.647        92234.0          537.0    0.3176    0.6530      577.62      114.406        0.305       -7.909     0.59405     0.00000
 290    101.168      112.723         274.696      -15.340        89255.9          535.0    0.3178    0.6674      577.12      113.775        2.995       -7.760     0.57698     0.00000
 291     94.161      108.838         274.190      -14.489        87584.6          535.4    0.3101    0.6624      576.81      109.812        3.312       -7.530     0.56657     0.00000
 292     82.889      102.551         269.358      -13.391        87245.9          537.5    0.2955    0.6459      577.07      103.437        1.843       -7.292     0.56325     0.00000
 293     73.214       97.162         265.689      -12.404        87249.3          539.3    0.2809    0.6333      577.49       97.965       -0.095       -7.032     0.56208     0.00000
 294     67.696       94.099         266.321      -11.769        86539.5          539.6    0.2700    0.6328      577.52       94.844       -0.099       -6.798     0.55769     0.00000
 295     64.839       92.526         270.290      -11.323        85242.3          538.7    0.2630    0.6412      577.44       93.228        3.512       -6.604     0.55051     0.00000
 296     62.833       91.343         274.433      -10.893        83828.8          537.6    0.2604    0.6506      577.28       92.094        8.339       -6.622     0.54277     0.00000
 297     61.180       89.750         277.160      -10.456        82707.0          536.8    0.2597    0.6567      577.18       91.159       10.827       -6.038     0.53651     0.00000
 298     58.653       88.108         278.769      -10.006        81863.4          536.4    0.2596    0.6600      577.20       89.730       12.250       -5.883     0.53164     0.00000
 299     55.785       86.884         280.053       -9.661        81166.5          536.0    0.2599    0.6629      577.27       88.108       13.405       -6.771     0.52755     0.00000
 300     54.807       86.669         280.791       -9.405        80602.4          535.6    0.2608    0.6654      577.28       87.555       14.024       -7.305     0.52419     0.00000
 301     54.945       86.740         281.010       -9.134        80251.6          535.5    0.2599    0.6665      577.26       87.633       14.160       -6.644     0.52196     0.00000
 302     54.606       86.522         280.944       -8.943        80043.8          535.5    0.2567    0.6660      577.22       87.441       14.106       -6.412     0.52047     0.00000
 303     53.731       86.078         280.331       -8.605        80001.3          535.9    0.2522    0.6638      577.23       86.946       13.938       -6.267     0.51980     0.00000
 304     51.292       84.843         278.514       -8.310        80170.2          536.6    0.2456    0.6578      577.18       85.566       13.347       -6.589     0.52019     0.00000
 305     46.662       82.423         275.177       -7.879        80772.8          538.1    0.2354    0.6471      577.29       82.948       12.539       -7.156     0.52276     0.00000
 306     39.007       78.259         270.041       -7.165        81739.4          540.2    0.2206    0.6304      577.26       78.619       10.691       -6.720     0.52722     0.00000
 307     30.060       73.219         264.646       -6.798        83098.5          542.5    0.2038    0.6125      577.39       73.558        8.587       -6.090     0.53390     0.00000
 308     17.336       66.156         257.137       -4.943        84350.4          544.5    0.1917    0.5895      577.13       66.362        4.802       -4.651     0.53997     0.00000
 309      6.054       59.861         244.675       -2.981        85591.3          546.6    0.2025    0.5579      577.08       59.981       -1.226       -2.933     0.54564     0.00000
 310     -3.325       54.515         230.077       -3.139        86820.0          548.5    0.2225    0.5242      577.02       54.677       -7.212       -3.524     0.55134     0.00000
 311     -8.974       51.245         226.560       -3.647        87923.9          549.9    0.2235    0.5124      577.40       51.482      -11.184       -4.884     0.55678     0.00000
 312     -0.823       55.898         234.937       -4.119        88054.9          549.5    0.2081    0.5323      577.70       56.092      -10.399       -4.333     0.55800     0.00000
 313      8.468       61.184         243.746       -4.187        87366.5          547.8    0.1950    0.5541      577.26       61.346       -7.963       -3.855     0.55548     0.00000
 314     14.971       64.869         250.911       -4.297        86931.9          546.7    0.1860    0.5712      577.38       65.025       -5.661       -3.769     0.55389     0.00000
 315     20.492       67.999         256.853       -4.340        86253.0          545.3    0.1804    0.5856      577.15       68.147       -3.007       -3.648     0.55102     0.00000
 316     24.407       70.206         261.989       -4.540        85843.7          544.4    0.1766    0.5976      577.27       70.361       -0.603       -3.776     0.54936     0.00000
 317     27.116       71.746         266.365       -4.486        85252.1          543.3    0.1738    0.6078      577.05       71.893        1.819       -3.661     0.54675     0.00000
 318     29.618       73.159         270.030       -4.598        84998.1          542.8    0.1729    0.6162      577.32       73.308        3.849       -3.673     0.54568     0.00000
 319     30.488       73.609         272.499       -5.154        84443.2          541.8    0.1717    0.6218      576.88       73.800        5.191       -4.160     0.54309     0.00000
 320     30.233       73.577         275.016       -3.298        84493.1          541.7    0.1705    0.6269      577.27       73.656        6.676       -2.546     0.54356     0.00000
 321     31.514       73.846         275.107       -8.812        84106.4          541.2    0.1716    0.6275      576.78       74.381        6.315       -6.917     0.54159     0.00000
 322     22.548       69.220         277.842        3.157        83975.4          541.3    0.1620    0.6302      577.24       69.310        8.506        2.600     0.54063     0.00000
 323    -28.696       39.916         282.698       -5.745        85821.2          540.8    0.0936    0.6278      576.32       40.327       18.724       -8.108     0.55291     0.00000
 324    -19.193       41.230         287.513      -19.717        86320.3          541.3    0.1083    0.6397      578.22       45.702       22.021      -23.337     0.55560     0.00000
 325      9.122       61.665         264.370       -0.732        85445.4          540.9    0.1409    0.5984      573.38       61.717       -7.947       -0.041     0.55035     0.00000
 326     -1.772       55.198         259.302       -6.068        85216.4          542.4    0.1300    0.5843      573.37       55.555      -14.506       -6.591     0.54745     0.00000
 327     -7.256       52.277         256.196       -4.044        85484.6          543.9    0.1262    0.5757      574.17       52.453      -19.029       -4.239     0.54757     0.00000
 328    -12.284       49.403         253.817       -4.030        85239.2          544.5    0.1240    0.5696      574.14       49.610      -23.486       -4.179     0.54545     0.00000
 329    -19.027       45.538         252.399       -4.311        85407.7          545.6    0.1209    0.5651      574.90       45.796      -28.358       -4.918     0.54540     0.00000
 330    -24.353       42.254         250.693       -3.510        85315.2          546.6    0.1220    0.5607      575.58       42.784      -33.001       -2.151     0.54378     0.00000
 331    -28.911       37.627         248.567       -3.376        85361.0          547.9    0.1244    0.5551      576.42       40.206      -36.605       -2.480     0.54281     0.00000
 332    -29.142       32.084         248.435       -2.214        85321.5          547.5    0.1255    0.5551      576.09       40.075      -36.531        1.025     0.54293     0.00000
 333    -20.166       23.416         251.896       -0.860        85254.3          544.5    0.1323    0.5653      573.96       45.152      -22.260        3.411     0.54563     0.00000
 334     -3.832       12.377         256.040        0.393        85101.8          540.3    0.1547    0.5795      571.19       54.390      -13.786        4.193     0.54896     0.00000
 335     12.540        1.597         259.101        0.671        84917.3          537.2    0.1793    0.5920      569.37       63.650      -10.291        3.461     0.55106     0.00000
 336     24.667       -6.138         262.051        0.293        84751.2          535.1    0.1991    0.6034      568.58       70.508       -7.824        2.040     0.55219     0.00000
 337     31.119      -10.633         265.456       -0.208        84664.2          533.4    0.2135    0.6142      568.24       74.157       -5.590        1.580     0.55336     0.00000
 338     33.754      -12.525         269.312       -0.733        84634.2          532.0    0.2245    0.6247      568.13       75.648       -3.211        0.951     0.55469     0.00000
 339     32.625      -12.289         273.830       -1.419        84669.4          530.8    0.2327    0.6354      568.35       75.009       -0.673       -0.004     0.55618     0.00000
 340     28.927      -10.036         279.043       -2.523        84703.0          529.9    0.2393    0.6467      568.90       72.917        2.303       -2.087     0.55743     0.00000
 341     21.165       -5.180         284.876       -4.470        84784.9          529.2    0.2440    0.6580      569.80       68.528        6.075       -4.934     0.55870     0.00000
 342     10.347        2.436         289.812       -6.653        84798.1          528.7    0.2462    0.6669      570.56       62.409       10.032       -9.371     0.55934     0.00000
 343     -1.068       12.879         292.694       -8.510        84792.1          528.0    0.2444    0.6713      570.48       55.953       13.450      -13.523     0.56007     0.00000
 344     -5.302       23.312         293.747       -9.704        84653.5          527.5    0.2434    0.6725      570.30       53.559       14.035      -14.497     0.55967     0.00000
 345      5.252       32.200         283.401       -8.737        84319.6          527.3    0.2482    0.6512      568.08       59.527        2.305       -9.317     0.55763     0.00000
 346      6.145       37.940         273.760       -7.197        84128.1          526.8    0.2560    0.6303      565.67       60.033       -6.744       -7.562     0.55694     0.00000
 347      6.161       43.516         272.580       -7.194        83921.2          526.7    0.2581    0.6280      565.52       60.042      -10.581       -8.695     0.55565     0.00000
 348      8.557       49.739         271.146       -6.989        83524.1          526.5    0.2659    0.6261      565.32       61.397      -14.217       -9.513     0.55326     0.00000
 349     12.338       55.999         270.447       -7.029        83148.1          526.2    0.2740    0.6262      565.32       63.535      -16.272      -10.565     0.55104     0.00000
 350     19.232       62.786         270.440       -7.106        82634.8          525.7    0.2847    0.6290      565.44       67.434      -17.786      -11.276     0.54808     0.00000
 351     30.238       70.961         269.698       -7.172        82201.2          525.5    0.2956    0.6309      565.70       73.659      -19.014      -11.052     0.54539     0.00000
 352     39.238       77.253         266.080       -6.803        81879.9          525.3    0.2983    0.6262      564.80       78.749      -20.081      -10.839     0.54342     0.00000
 353     43.479       80.337         262.209       -6.369        81994.6          525.7    0.2959    0.6189      564.10       81.148      -19.922      -10.004     0.54386     0.00000
 354     49.392       83.938         260.158       -6.532        81860.1          525.6    0.2984    0.6166      563.73       84.492      -19.797       -8.160     0.54303     0.00000
 355     56.509       88.062         258.519       -6.604        81644.9          525.4    0.3035    0.6157      563.48       88.517      -19.744       -6.673     0.54176     0.00000
 356     65.674       93.314         256.178       -6.399        81389.5          525.2    0.3099    0.6146      563.14       93.701      -20.226       -5.757     0.54024     0.00000
 357     72.943       97.481         252.201       -6.020        81225.3          525.2    0.3125    0.6092      562.28       97.812      -20.798       -5.050     0.53921     0.00000
 358     76.554       99.550         248.121       -5.841        81220.2          525.3    0.3120    0.6022      561.40       99.854      -21.102       -4.602     0.53908     0.00000
 359     81.229      102.223         245.342       -5.834        81133.5          525.3    0.3152    0.5987      560.94      102.498      -21.348       -4.304     0.53852     0.00000
 360     88.333      106.262         242.100       -5.762        80883.7          525.1    0.3209    0.5958      560.30      106.516      -21.999       -4.084     0.53709     0.00000
 361     92.350      108.555         237.402       -5.426        80802.5          525.1    0.3222    0.5883      559.27      108.788      -22.866       -3.777     0.53656     0.00000
 362     94.734      109.924         233.004       -5.035        80805.8          525.2    0.3226    0.5808      558.35      110.136      -23.449       -3.434     0.53652     0.00000
 363     98.517      112.075         229.544       -4.956        80696.5          525.1    0.3267    0.5762      557.71      112.276      -24.034       -3.304     0.53590     0.00000
 364    103.238      114.760         224.801       -4.645        80515.0          524.9    0.3315    0.5699      556.72      114.946      -25.225       -3.112     0.53490     0.00000
 365    106.154      116.421         219.463       -4.190        80424.8          524.9    0.3346    0.5614      555.59      116.595      -26.340       -2.835     0.53439     0.00000
