
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1527
Total-Total PR            4.9704
Total-Static PR           5.6019
Energy Extraction           402.6880
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.39      78.08     -77.04     -77.26     -38.20    0.3297    0.8282      0.3583
    1      Mean      -3.88      72.47      44.21     -66.36     -16.31    0.6261    1.6465      0.4253
    1       Tip      -5.43      79.36     -83.12     -51.26      24.16    0.4688    0.3283      0.4669
    2       Hub     -53.89      73.33      -1.64     -69.73     -22.59    0.4447    1.3810      0.3991
    2      Mean     -20.04      64.32     -10.53     -59.85      -0.63    0.6939    1.1643      0.4588
    2       Tip      26.36      70.09     -50.76     -55.34      12.40    0.6493    0.8302      0.5255


Span station K = 1

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
  17    -55.203       23.568         -10.529        0.806       342949.5          709.0    0.5496    0.0608      709.49       23.582      -85.209        2.029     1.68548     0.00000
  18    -57.771       22.215         -11.468        0.823       343009.1          708.8    0.5514    0.0615      709.36       22.230      -85.484        2.308     1.68614     0.00000
  19    -60.920       20.555         -12.208        0.835       342902.8          708.3    0.5529    0.0620      708.85       20.573      -85.815        3.146     1.68686     0.00000
  20    -62.559       19.057         -13.005        0.819       342928.8          708.6    0.5543    0.0631      709.20       19.710      -85.991        4.330     1.68622     0.00000
  21    -62.094       17.634         -14.047        0.753       342782.4          710.1    0.5556    0.0649      710.75       19.955      -85.954        1.131     1.68190     0.00000
  22    -61.961       16.998         -15.155        0.548       342809.5          710.2    0.5577    0.0671      710.84       20.025      -85.952       -2.210     1.68193     0.00000
  23    -62.317       16.986         -15.624        0.286       342679.9          704.1    0.5612    0.0682      704.76       19.837      -85.998       -4.143     1.69620     0.00000
  24    -62.726       17.600         -15.159        0.279       342716.0          692.0    0.5658    0.0675      692.71       19.622      -86.053       -5.498     1.72850     0.00000
  25    -63.382       17.731         -12.229        0.409       342576.5          679.7    0.5656    0.0618      680.34       19.276      -86.120       -5.244     1.76417     0.00000
  26    -64.722       16.948          -5.279        1.536       342649.9          672.2    0.5545    0.0536      672.69       18.571      -86.231       -0.798     1.78724     0.00000
  27    -60.156       20.103          -1.027        3.363       342756.7          670.8    0.5467    0.0626      671.35       20.975      -85.703        7.177     1.79111     0.00000
  28    -55.077       23.153          -1.153        4.211       342642.6          672.3    0.5466    0.0692      673.06       23.648      -85.147       10.393     1.78562     0.00000
  29    -50.737       25.522          -2.417        4.535       342450.6          672.7    0.5495    0.0748      673.49       25.933      -84.685        9.491     1.78411     0.00000
  30    -47.443       27.197          -3.013        5.035       342314.9          672.1    0.5514    0.0787      672.92       27.667      -84.343        9.868     1.78609     0.00000
  31    -43.842       29.023          -3.395        5.584       342246.2          671.6    0.5529    0.0829      672.54       29.563      -83.965       10.445     1.78778     0.00000
  32    -39.752       31.130          -3.820        6.041       342002.0          670.8    0.5547    0.0873      671.80       31.716      -83.549       10.520     1.78970     0.00000
  33    -36.127       32.987          -4.075        6.488       341869.6          669.6    0.5563    0.0919      670.74       33.624      -83.192       10.759     1.79372     0.00000
  34    -31.118       35.557          -3.964        7.082       341663.4          668.2    0.5574    0.0981      669.49       36.261      -82.690       10.930     1.79874     0.00000
  35    -26.064       38.161          -2.824        7.629       341402.2          666.4    0.5567    0.1030      667.73       38.922      -82.171       10.993     1.80519     0.00000
  36    -22.669       39.870          -1.426        8.190       341247.9          664.1    0.5556    0.1065      665.59       40.709      -81.791       11.299     1.81333     0.00000
  37    -18.652       41.924          -0.580        8.699       341109.5          661.8    0.5557    0.1115      663.39       42.823      -81.362       11.413     1.82210     0.00000
  38    -14.189       44.201           0.179        9.287       340785.1          659.1    0.5563    0.1173      660.87       45.173      -80.894       11.575     1.83170     0.00000
  39     -8.188       47.239           1.731       10.189       340620.6          656.1    0.5559    0.1238      657.97       48.332      -80.263       11.901     1.84454     0.00000
  40     -3.637       49.546           3.733       10.854       340216.9          652.7    0.5546    0.1287      654.72       50.728      -79.739       12.074     1.85733     0.00000
  41      0.032       51.408           5.243       11.380       340174.0          649.8    0.5539    0.1334      651.96       52.660      -79.317       12.195     1.87014     0.00000
  42      5.286       54.068           6.551       12.157       339660.3          646.7    0.5541    0.1399      649.09       55.425      -78.755       12.366     1.88095     0.00000
  43     11.030       56.968           8.973       13.043       339450.9          643.3    0.5525    0.1462      645.83       58.449      -78.105       12.575     1.89570     0.00000
  44     15.507       59.210          11.673       13.805       338960.7          639.1    0.5505    0.1518      641.86       60.806      -77.531       12.767     1.91201     0.00000
  45     20.239       61.576          13.309       14.624       338924.7          635.5    0.5506    0.1584      638.42       63.297      -76.995       12.991     1.93007     0.00000
  46     26.584       64.772          15.924       15.622       338163.2          631.9    0.5493    0.1660      635.14       66.637      -76.269       13.192     1.94374     0.00000
  47     31.578       67.240          18.914       16.595       337845.9          628.7    0.5468    0.1722      632.19       69.266      -75.624       13.441     1.95798     0.00000
  48     37.500       70.257          21.889       17.385       337237.1          625.2    0.5450    0.1796      628.97       72.384      -74.894       13.472     1.97195     0.00000
  49     41.770       72.336          25.553       18.331       336743.5          621.5    0.5415    0.1856      625.41       74.631      -74.251       13.749     1.98822     0.00000
  50     47.258       75.059          28.641       19.342       336282.8          617.5    0.5398    0.1933      621.80       77.521      -73.517       13.940     2.00591     0.00000
  51     52.835       77.830          32.551       20.351       335409.4          613.4    0.5369    0.2014      618.00       80.456      -72.718       14.134     2.02264     0.00000
  52     58.091       80.412          36.651       21.404       334795.9          609.5    0.5335    0.2093      614.43       83.223      -71.892       14.331     2.03996     0.00000
  53     63.720       83.223          40.741       22.364       333836.3          605.4    0.5308    0.2180      610.75       86.187      -71.030       14.457     2.05667     0.00000
  54     69.286       85.923          45.666       23.597       332981.8          601.3    0.5267    0.2271      607.05       89.117      -70.065       14.721     2.07484     0.00000
  55     75.300       88.896          50.672       24.723       331777.1          596.9    0.5231    0.2371      603.12       92.283      -69.010       14.876     2.09263     0.00000
  56     80.989       91.728          56.193       25.713       330608.5          592.3    0.5189    0.2476      599.05       95.277      -67.903       14.968     2.11249     0.00000
  57     87.197       94.771          62.409       26.949       329108.1          587.4    0.5142    0.2596      594.82       98.545      -66.630       15.138     2.13218     0.00000
  58     93.478       97.867          69.104       28.175       327344.2          582.5    0.5093    0.2722      590.66      101.852      -65.232       15.325     2.15024     0.00000
  59     98.980      100.516          76.317       29.459       325295.2          577.9    0.5038    0.2845      586.88      104.748      -63.778       15.605     2.16360     0.00000
  60    104.660      103.294          84.180       30.609       323019.3          574.1    0.4976    0.2978      584.02      107.738      -62.121       15.733     2.16913     0.00000
  61    109.549      105.712          92.761       31.510       320014.8          570.7    0.4902    0.3115      581.72      110.312      -60.312       15.813     2.16484     0.00000
  62    113.840      107.806         102.029       32.395       317009.7          568.1    0.4819    0.3259      580.31      112.571      -58.307       15.939     2.15523     0.00000
  63    117.247      109.536         112.056       32.873       313113.5          565.7    0.4725    0.3414      579.28      114.365      -56.075       15.914     2.13799     0.00000
  64    118.942      110.353         122.685       33.256       309190.5          563.8    0.4615    0.3572      578.81      115.257      -53.676       15.981     2.11805     0.00000
  65    120.430      111.125         133.609       33.410       304775.3          562.1    0.4504    0.3743      578.70      116.040      -51.020       15.946     2.09399     0.00000
  66    119.960      110.943         144.903       33.154       299900.3          560.6    0.4378    0.3916      578.81      115.793      -48.213       15.862     2.06639     0.00000
  67    119.036      110.498         156.029       32.943       295035.9          559.6    0.4251    0.4092      579.45      115.306      -45.250       15.833     2.03687     0.00000
  68    117.689      109.931         167.034       32.360       289645.5          558.7    0.4126    0.4272      580.24      114.597      -42.148       15.660     2.00331     0.00000
  69    115.368      108.886         178.066       31.580       284173.9          558.1    0.3995    0.4453      581.41      113.375      -38.900       15.456     1.96794     0.00000
  70    113.128      107.821         189.178       31.019       278185.2          557.5    0.3871    0.4645      582.62      112.196      -35.443       15.360     1.92977     0.00000
  71    111.202      107.014         200.240       30.150       271909.4          557.0    0.3754    0.4844      584.03      111.182      -31.818       15.071     1.88913     0.00000
  72    108.425      105.795         211.286       29.076       265114.9          556.6    0.3637    0.5043      585.56      109.720      -28.096       14.757     1.84370     0.00000
  73    105.728      104.521         222.304       28.355       258317.9          556.3    0.3530    0.5246      587.31      108.300      -24.284       14.615     1.79785     0.00000
  74    104.039      103.937         233.290       27.069       250976.2          555.6    0.3436    0.5461      588.75      107.412      -20.450       13.996     1.75032     0.00000
  75    101.653      102.977         243.526       25.696       243460.0          554.7    0.3343    0.5664      589.76      106.155      -16.875       13.400     1.70301     0.00000
  76     99.055      101.799         251.020       24.781       236195.8          553.6    0.3264    0.5818      590.07      104.788      -14.278       13.141     1.65904     0.00000
  77     94.280       99.590         254.192       23.212       229980.4          553.0    0.3175    0.5881      589.73      102.274      -13.241       12.638     1.62172     0.00000
  78     86.970       96.055         253.748       21.402       225694.6          553.4    0.3064    0.5864      589.37       98.426      -13.521       12.126     1.59432     0.00000
  79     79.516       92.402         252.229       19.749       222459.7          554.0    0.2945    0.5827      589.06       94.502      -14.312       11.686     1.57149     0.00000
  80     73.300       89.401         251.684       18.112       219297.5          554.2    0.2834    0.5815      588.62       91.229      -14.741       11.131     1.54887     0.00000
  81     68.484       87.087         252.050       16.753       215679.4          553.7    0.2747    0.5829      587.79       88.695      -14.652       10.615     1.52472     0.00000
  82     64.374       85.118         251.895       15.517       212035.3          553.1    0.2690    0.5836      586.85       86.531      -14.662       10.092     1.50011     0.00000
  83     60.066       83.048         250.215       14.201       208838.7          552.8    0.2655    0.5814      586.01       84.263      -15.296        9.496     1.47629     0.00000
  84     55.433       80.772         247.377       13.021       206333.3          552.9    0.2631    0.5766      585.41       81.824      -16.443        8.970     1.45467     0.00000
  85     51.449       78.849         244.198       11.743       204169.2          553.2    0.2617    0.5713      584.90       79.727      -17.706        8.307     1.43414     0.00000
  86     47.245       76.777         241.301       10.606       202143.8          553.4    0.2594    0.5662      584.34       77.513      -18.858        7.724     1.41426     0.00000
  87     44.467       75.432         238.987        9.630       200360.7          553.7    0.2578    0.5626      584.01       76.051      -19.781        7.155     1.39570     0.00000
  88     41.630       74.057         237.146        8.566       198281.7          553.6    0.2553    0.5599      583.37       74.557      -20.547        6.497     1.37570     0.00000
  89     39.411       72.975         235.630        7.726       196705.0          553.6    0.2526    0.5576      582.90       73.389      -21.249        5.969     1.35900     0.00000
  90     37.320       71.956         234.143        6.870       194894.6          553.0    0.2497    0.5554      581.89       72.289      -22.074        5.387     1.34232     0.00000
  91     35.325       70.986         232.724        5.942       193916.9          552.7    0.2459    0.5525      581.03       71.239      -22.989        4.738     1.33179     0.00000
  92     32.812       69.716         231.349        5.212       192809.4          552.1    0.2411    0.5492      579.96       69.915      -24.082        4.251     1.32147     0.00000
  93     30.638       68.627         229.603        4.332       192673.7          552.6    0.2356    0.5443      579.78       68.771      -25.462        3.590     1.31691     0.00000
  94     24.953       65.668         226.485        3.797       192609.3          553.3    0.2294    0.5342      579.42       65.778      -28.060        3.280     1.31769     0.00000
  95     19.346       62.701         222.706        3.812       194673.6          555.2    0.2262    0.5209      580.27       62.827      -30.848        3.401     1.33442     0.00000
  96     10.141       57.965         215.301        1.043       196152.1          557.0    0.2309    0.4975      580.61       57.981      -34.911        1.045     1.33937     0.00000
  97    -13.398       45.565         198.833       -1.296       197904.4          562.1    0.2455    0.4509      583.13       45.590      -41.766       -1.326     1.32930     0.00000
  98    -29.097       37.307         180.009       -0.551       200484.2          573.6    0.2687    0.4043      592.34       37.325      -47.256       -0.496     1.30818     0.00000
  99    -37.059       33.090         171.942       -1.121       201513.6          586.6    0.2712    0.3832      604.03       33.134      -50.975       -2.880     1.27180     0.00000
 100    -34.656       34.348         176.621       -1.581       202158.0          598.5    0.2515    0.3901      615.69       34.399      -52.447       -2.994     1.23907     0.00000
 101    -29.345       37.159         184.957       -1.469       201156.8          607.8    0.2289    0.4044      625.49       37.194      -53.042       -2.376     1.20480     0.00000
 102    -25.903       38.957         192.861       -1.855       201070.0          615.6    0.2095    0.4172      634.00       39.006      -53.586       -2.816     1.18192     0.00000
 103    -22.382       40.817         199.487       -1.797       200062.2          620.4    0.1950    0.4284      639.52       40.860      -53.807       -2.548     1.16189     0.00000
 104    -19.648       42.240         204.634       -2.179       199839.1          624.1    0.1851    0.4367      643.92       42.299      -53.903       -3.034     1.15003     0.00000
 105    -18.879       42.655         208.316       -1.994       198776.4          626.1    0.1785    0.4425      646.44       42.704      -54.289       -2.670     1.13772     0.00000
 106    -16.921       43.670         210.959       -2.335       198999.2          628.8    0.1755    0.4463      649.55       43.735      -54.104       -3.136     1.13159     0.00000
 107    -18.948       42.604         212.926       -2.231       197854.0          630.3    0.1721    0.4487      651.39       42.668      -54.685       -1.949     1.11975     0.00000
 108    -16.818       43.077         214.202       -1.822       198897.7          634.0    0.1713    0.4495      655.34       43.789      -54.164       -0.273     1.11511     0.00000
 109    -16.700       41.484         212.476       -4.080       197794.9          637.1    0.1736    0.4439      658.04       43.851      -55.405       -6.806     1.09845     0.00000
 110    -26.501       32.029         212.353        2.921       198714.9          641.0    0.1668    0.4393      661.73       38.692      -57.934        7.305     1.09460     0.00000
 111    -74.965       11.196         249.376       -6.953       201157.0          634.8    0.0701    0.5067      661.97       13.179      -67.572      -27.814     1.10407     0.00000
 112    -69.364       15.434         244.436       -4.678       200971.3          618.8    0.0827    0.5035      644.93       16.128      -66.374      -16.176     1.13161     0.00000
 113    -45.348       -5.064         232.905        2.682       201501.2          606.8    0.1199    0.4883      631.18       28.770      -56.564        7.569     1.15714     0.00000
 114     13.600      -35.243         213.956        1.546       199322.8          587.5    0.2008    0.4698      609.56       59.802      -45.649        0.483     1.18317     0.00000
 115     40.093      -49.061         221.940        3.375       199957.0          588.6    0.2196    0.4946      613.40       73.748      -35.670        2.661     1.18457     0.00000
 116     37.173      -47.250         224.609        2.679       199888.9          592.8    0.2170    0.4967      618.29       72.211      -31.361        2.004     1.17543     0.00000
 117     32.057      -45.559         224.769        2.647       201120.7          595.3    0.2159    0.4945      620.85       69.518      -29.170        2.452     1.17765     0.00000
 118     29.651      -44.369         228.115        3.048       201303.7          596.8    0.2149    0.4999      623.24       68.252      -25.218        3.271     1.17556     0.00000
 119     28.639      -44.330         232.840        2.782       201929.9          598.5    0.2150    0.5085      626.14       67.719      -21.464        2.038     1.17585     0.00000
 120     26.453      -43.168         237.933        2.953       202122.7          599.9    0.2156    0.5176      628.78       66.568      -17.666        2.702     1.17429     0.00000
 121     25.493      -42.483         243.031        2.723       202448.8          601.2    0.2180    0.5269      631.47       66.063      -14.029        1.758     1.17355     0.00000
 122     24.085      -41.144         248.114        2.687       202544.9          602.3    0.2211    0.5362      633.93       65.321      -10.710        1.844     1.17198     0.00000
 123     22.072      -39.636         253.055        2.369       202651.3          603.4    0.2246    0.5451      636.37       64.262       -7.754        1.450     1.17051     0.00000
 124     18.421      -36.916         257.798        2.058       202695.3          604.4    0.2273    0.5531      638.66       62.340       -4.992        1.595     1.16881     0.00000
 125     13.383      -33.681         262.404        1.691       202738.7          605.2    0.2298    0.5607      640.77       59.688       -2.252        1.160     1.16741     0.00000
 126      8.017      -29.652         266.981        1.299       202764.4          605.9    0.2325    0.5683      642.69       56.863        0.491        1.177     1.16627     0.00000
 127      2.118      -25.480         271.871        0.764       202684.4          606.3    0.2362    0.5767      644.48       53.757        3.346        0.265     1.16503     0.00000
 128     -4.713      -20.350         276.722        0.080       202600.3          606.4    0.2404    0.5852      646.05       50.162        6.262       -1.171     1.16420     0.00000
 129    -12.435      -14.344         281.491       -0.893       202385.9          606.5    0.2440    0.5935      647.44       46.097        9.172       -2.554     1.16292     0.00000
 130    -20.385       -6.971         284.706       -2.018       202175.5          606.4    0.2461    0.5989      648.26       41.911       11.613       -5.080     1.16189     0.00000
 131    -27.335        0.693         286.436       -2.780       201831.3          606.2    0.2458    0.6015      648.51       38.253       13.548       -8.030     1.16030     0.00000
 132    -30.739        7.712         286.477       -2.825       201545.9          605.3    0.2451    0.6015      647.73       36.461       13.639       -5.707     1.16032     0.00000
 133    -17.507       13.848         276.441       -2.462       200843.2          603.7    0.2507    0.5830      644.17       43.426        1.954       -2.724     1.15923     0.00000
 134    -10.942       19.601         265.106       -2.242       200077.6          602.9    0.2564    0.5611      640.97       46.882       -9.206       -2.368     1.15637     0.00000
 135    -11.760       24.231         259.705       -2.654       199813.6          603.4    0.2517    0.5498      640.03       46.452      -15.258       -4.041     1.15396     0.00000
 136    -13.958       27.770         254.159       -2.730       199678.9          603.8    0.2510    0.5382      639.03       45.295      -21.976       -5.626     1.15248     0.00000
 137    -15.700       31.581         249.711       -2.940       199371.0          603.9    0.2552    0.5291      638.24       44.378      -28.026       -7.544     1.15047     0.00000
 138    -14.421       35.876         246.517       -3.203       198867.7          603.8    0.2609    0.5232      637.60       45.051      -30.079       -8.745     1.14775     0.00000
 139    -10.869       40.397         243.910       -3.405       198344.0          603.7    0.2675    0.5188      637.15       46.921      -30.869       -9.277     1.14500     0.00000
 140     -4.338       45.490         241.335       -3.643       197826.8          603.6    0.2742    0.5150      636.74       50.359      -31.690       -8.077     1.14225     0.00000
 141      2.910       50.462         237.459       -3.752       197430.9          603.6    0.2773    0.5086      635.98       54.174      -32.257       -7.222     1.13991     0.00000
 142      5.745       52.876         233.179       -3.832       197388.9          604.0    0.2757    0.5003      635.16       55.667      -32.468       -6.587     1.13907     0.00000
 143      9.787       55.780         230.396       -3.922       197407.0          604.3    0.2770    0.4955      634.91       57.795      -32.171       -5.960     1.13856     0.00000
 144     14.894       59.093         227.929       -4.190       196941.3          604.3    0.2802    0.4920      634.45       60.483      -32.395       -5.787     1.13599     0.00000
 145     20.139       62.406         224.280       -4.041       196911.5          604.6    0.2815    0.4861      633.92       63.244      -32.960       -6.041     1.13536     0.00000
 146     23.087       64.360         219.625       -3.848       196759.7          605.0    0.2798    0.4777      633.12       64.796      -33.509       -7.014     1.13380     0.00000
 147     24.848       65.396         215.579       -4.000       197041.0          605.5    0.2788    0.4700      632.70       65.723      -33.770       -5.612     1.13441     0.00000
 148     28.446       67.291         211.532       -4.055       196814.6          605.6    0.2804    0.4633      631.85       67.617      -34.490       -4.689     1.13313     0.00000
 149     30.810       68.534         206.376       -3.895       196904.5          605.7    0.2806    0.4540      630.80       68.862      -35.643       -4.182     1.13343     0.00000
 150     31.871       69.059         201.195       -3.728       196816.5          605.5    0.2804    0.4448      629.40       69.420      -36.609       -3.733     1.13327     0.00000
 151     32.911       69.589         196.441       -3.606       196940.9          604.9    0.2820    0.4368      627.78       69.968      -37.571       -3.412     1.13495     0.00000
 152     35.244       70.823         191.136       -3.545       196703.9          603.6    0.2850    0.4287      625.42       71.196      -39.007       -3.281     1.13576     0.00000
 153     34.122       70.191         186.098       -3.592       196678.2          602.4    0.2854    0.4203      623.22       70.605      -40.176       -3.039     1.13753     0.00000
 154     34.853       70.554         181.585       -3.460       196590.5          600.5    0.2892    0.4144      620.63       70.990      -40.969       -2.599     1.14017     0.00000
 155     37.261       71.665         176.232       -3.468       196229.8          597.4    0.2956    0.4081      616.76       72.258      -42.554       -2.110     1.14341     0.00000
 156     39.216       72.161         170.845       -3.321       196166.3          594.1    0.3024    0.4016      612.61       73.287      -45.070       -1.644     1.14894     0.00000
 157     40.215       72.583         166.648       -3.145       196206.4          591.4    0.3085    0.3967      609.36       73.813      -46.355       -1.574     1.15412     0.00000
 158     39.369       72.510         163.649       -3.250       196238.8          590.2    0.3121    0.3932      607.83       73.368      -46.770       -1.655     1.15660     0.00000
 159     39.201       72.651         160.963       -3.491       196131.0          590.2    0.3162    0.3907      607.56       73.279      -46.984       -1.795     1.15604     0.00000
 160     39.988       73.078         157.811       -3.730       195857.2          590.6    0.3214    0.3876      607.71       73.693      -47.587       -1.845     1.15346     0.00000
 161     41.407       73.791         154.539       -3.372       195660.1          591.2    0.3275    0.3844      608.05       74.440      -48.273       -1.507     1.15094     0.00000
 162     44.565       75.525         151.565       -3.035       195402.5          591.7    0.3348    0.3827      608.41       76.103      -48.463       -1.394     1.14825     0.00000
 163     48.072       77.481         148.831       -3.164       195000.4          592.2    0.3424    0.3816      608.74       77.949      -48.505       -1.700     1.14491     0.00000
 164     53.279       80.299         146.094       -3.522       194662.0          592.7    0.3511    0.3812      609.21       80.690      -48.464       -2.121     1.14177     0.00000
 165     59.570       83.633         143.110       -4.171       193987.2          593.0    0.3608    0.3808      609.43       84.002      -48.494       -2.674     1.13713     0.00000
 166     66.997       87.580         140.172       -4.472       193453.5          593.3    0.3713    0.3808      609.67       87.912      -48.462       -2.955     1.13337     0.00000
 167     76.113       92.422         136.483       -4.424       192462.0          593.3    0.3838    0.3808      609.59       92.711      -48.541       -2.936     1.12753     0.00000
 168     85.643       97.464         131.674       -4.312       191493.8          593.4    0.3981    0.3797      609.55       97.727      -48.873       -2.829     1.12158     0.00000
 169     95.720      102.776         126.420       -4.367       190200.8          593.2    0.4133    0.3790      609.21      103.032      -49.219       -2.791     1.11434     0.00000
 170    105.217      107.779         120.557       -4.567       188733.6          592.8    0.4289    0.3777      608.59      108.031      -49.733       -2.835     1.10649     0.00000
 171    114.874      112.877         114.055       -4.741       187047.4          592.2    0.4456    0.3769      607.72      113.115      -50.267       -2.859     1.09780     0.00000
 172    124.639      118.014         106.664       -5.248       184986.8          591.2    0.4639    0.3765      606.56      118.255      -50.852       -3.060     1.08738     0.00000
 173    133.112      122.460          98.370       -5.836       182663.5          589.9    0.4828    0.3759      605.12      122.716      -51.581       -3.295     1.07575     0.00000
 174    140.757      126.480          89.298       -6.357       180149.6          588.3    0.5029    0.3757      603.35      126.741      -52.396       -3.453     1.06342     0.00000
 175    147.238      129.872          79.601       -7.073       177399.8          586.4    0.5237    0.3756      601.26      130.152      -53.285       -3.678     1.05015     0.00000
 176    151.460      132.083          69.282       -7.431       174528.7          584.3    0.5445    0.3746      598.91      132.375      -54.305       -3.754     1.03626     0.00000
 177    154.739      133.810          59.042       -7.526       171670.2          582.2    0.5649    0.3742      596.58      134.101      -55.278       -3.715     1.02238     0.00000
 178    157.566      135.272          48.803       -8.059       168754.5          580.0    0.5856    0.3743      594.21      135.590      -56.269       -3.868     1.00825     0.00000
 179    159.373      136.211          37.721       -8.360       165682.5          577.6    0.6076    0.3742      591.67      136.541      -57.406       -3.923     0.99329     0.00000
 180    160.783      136.976          26.306       -8.128       162240.5          574.9    0.6306    0.3750      588.85      137.283      -58.480       -3.744     0.97647     0.00000
 181    161.006      137.108          15.776       -7.994       158996.1          572.4    0.6514    0.3753      586.21      137.400      -59.519       -3.621     0.96054     0.00000
 182    158.834      135.963           6.691       -8.040       156380.3          570.5    0.6679    0.3716      583.91      136.257      -60.647       -3.604     0.94772     0.00000
 183    154.292      133.591          -0.141       -7.663       154471.0          569.3    0.6785    0.3638      582.04      133.866      -61.744       -3.430     0.93856     0.00000
 184    149.501      131.093          -5.206       -7.095       153322.6          568.8    0.6853    0.3542      580.78      131.344      -62.732       -3.170     0.93321     0.00000
 185    144.672      128.552          -9.846       -6.905       152237.6          568.2    0.6914    0.3438      579.52      128.801      -63.739       -3.061     0.92832     0.00000
 186    141.191      126.717         -14.844       -6.882       151167.8          567.7    0.6992    0.3348      578.35      126.969      -64.673       -3.005     0.92354     0.00000
 187    139.158      125.639         -19.786       -7.040       149651.2          566.7    0.7080    0.3287      576.99      125.899      -65.424       -3.025     0.91658     0.00000
 188    136.852      124.424         -24.607       -7.111       148149.2          565.7    0.7166    0.3236      575.69      124.685      -66.166       -3.042     0.90960     0.00000
 189    135.976      123.952         -29.638       -7.401       146571.8          564.7    0.7263    0.3197      574.41      124.224      -66.837       -3.174     0.90217     0.00000
 190    135.728      123.801         -34.064       -7.819       144944.6          563.5    0.7354    0.3167      573.13      124.093      -67.357       -3.375     0.89459     0.00000
 191    135.916      123.898         -37.174       -8.004       143717.4          562.8    0.7420    0.3150      572.29      124.192      -67.711       -3.495     0.88879     0.00000
 192    135.754      123.789         -39.815       -8.348       142599.0          562.2    0.7474    0.3130      571.67      124.107      -68.076       -3.680     0.88318     0.00000
