
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1527
Total-Total PR            4.9704
Total-Static PR           5.6019
Energy Extraction           402.6880
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.39      78.08     -77.04     -77.26     -38.20    0.3297    0.8282      0.3583
    1      Mean      -3.88      72.47      44.21     -66.36     -16.31    0.6261    1.6465      0.4253
    1       Tip      -5.43      79.36     -83.12     -51.26      24.16    0.4688    0.3283      0.4669
    2       Hub     -53.89      73.33      -1.64     -69.73     -22.59    0.4447    1.3810      0.3991
    2      Mean     -20.04      64.32     -10.53     -59.85      -0.63    0.6939    1.1643      0.4588
    2       Tip      26.36      70.09     -50.76     -55.34      12.40    0.6493    0.8302      0.5255


Span station K = 19

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
  11     -5.881       49.543          -8.361        0.330       342231.3          707.8    0.5983    0.0997      709.09       49.546      -80.810        0.285     1.68461     0.00000
  12     -6.896       49.009          -9.558        0.350       342225.0          707.8    0.6006    0.1000      709.12       49.013      -80.936        0.298     1.68457     0.00000
  13     -8.062       48.394         -10.844        0.367       342156.1          707.8    0.6030    0.1005      709.12       48.399      -81.076        0.306     1.68429     0.00000
  14     -9.243       47.772         -12.119        0.381       342126.0          707.8    0.6054    0.1011      709.14       47.777      -81.216        0.310     1.68417     0.00000
  15    -10.549       47.084         -13.297        0.393       342024.6          707.8    0.6076    0.1017      709.13       47.089      -81.364        0.308     1.68377     0.00000
  16    -11.682       46.486         -14.470        0.404       341975.1          707.7    0.6099    0.1027      709.15       46.493      -81.494        0.306     1.68359     0.00000
  17    -12.850       45.871         -15.697        0.415       341857.4          707.7    0.6123    0.1039      709.13       45.878      -81.627        0.304     1.68315     0.00000
  18    -13.944       45.294         -17.058        0.430       341798.8          707.7    0.6150    0.1055      709.17       45.302      -81.753        0.310     1.68293     0.00000
  19    -15.310       44.575         -18.352        0.442       341658.5          707.6    0.6175    0.1072      709.16       44.583      -81.900        0.314     1.68239     0.00000
  20    -16.650       43.869         -19.551        0.454       341571.4          707.4    0.6199    0.1089      709.05       43.877      -82.042        0.327     1.68239     0.00000
  21    -18.088       43.111         -20.571        0.464       341391.1          707.1    0.6221    0.1105      708.83       43.121      -82.188        0.349     1.68218     0.00000
  22    -19.294       42.475         -21.844        0.477       341275.2          707.7    0.6243    0.1128      709.49       42.486      -82.316        0.410     1.68023     0.00000
  23    -20.552       41.811         -23.563        0.514       341066.8          708.6    0.6273    0.1162      710.49       41.824      -82.445        1.051     1.67711     0.00000
  24    -20.996       41.169         -24.380        0.530       340910.0          705.1    0.6307    0.1185      707.09       41.589      -82.499        2.321     1.68470     0.00000
  25    -19.220       40.200         -22.184        0.418       340628.9          695.7    0.6313    0.1154      697.67       42.525      -82.347       -0.130     1.70762     0.00000
  26    -18.196       39.222         -11.757        0.472       340491.0          683.5    0.6166    0.1005      685.18       43.064      -82.188        0.095     1.74075     0.00000
  27    -16.987       42.698          -3.323        0.563       340670.6          676.5    0.6028    0.1072      678.32       43.700      -81.975        1.200     1.76257     0.00000
  28    -11.254       46.379          -2.760        0.569       340597.6          676.4    0.6023    0.1158      678.42       46.718      -81.391        1.317     1.76605     0.00000
  29     -6.031       49.429          -4.920        0.582       340458.7          677.1    0.6071    0.1226      679.28       49.468      -80.898        1.106     1.76634     0.00000
  30     -0.367       52.430          -6.182        0.605       340153.4          677.6    0.6103    0.1291      679.88       52.449      -80.368        0.217     1.76539     0.00000
  31      3.560       54.496          -6.724        0.630       339925.2          677.7    0.6122    0.1330      680.14       54.516      -80.006        0.174     1.76491     0.00000
  32      7.543       56.592          -7.357        0.660       339722.1          677.4    0.6145    0.1371      680.00       56.613      -79.657        0.143     1.76569     0.00000
  33     11.712       58.786          -7.619        0.692       339371.8          676.5    0.6163    0.1418      679.32       58.808      -79.306        0.108     1.76769     0.00000
  34     16.623       61.371          -7.758        0.731       339054.0          675.6    0.6181    0.1481      678.61       61.393      -78.881        0.088     1.77064     0.00000
  35     23.612       65.051          -7.264        0.764       338546.8          674.7    0.6190    0.1549      678.00       65.072      -78.287       -0.004     1.77267     0.00000
  36     28.661       67.710          -5.860        0.777       338181.6          674.1    0.6178    0.1591      677.59       67.731      -77.822       -0.041     1.77396     0.00000
  37     32.291       69.620          -4.786        0.789       337978.9          673.8    0.6169    0.1624      677.45       69.642      -77.482       -0.062     1.77457     0.00000
  38     37.003       72.100          -4.276        0.808       337557.9          673.1    0.6176    0.1675      676.94       72.122      -77.069       -0.087     1.77555     0.00000
  39     43.492       75.516          -3.144        0.821       337046.3          671.5    0.6180    0.1739      675.70       75.538      -76.506       -0.134     1.77935     0.00000
  40     49.283       78.565          -0.934        0.821       336542.3          669.4    0.6166    0.1791      673.84       78.586      -75.953       -0.158     1.78558     0.00000
  41     53.062       80.555           1.178        0.821       336288.7          668.0    0.6146    0.1829      672.55       80.576      -75.554       -0.163     1.79083     0.00000
  42     58.345       83.336           2.379        0.828       335783.7          667.3    0.6145    0.1888      672.19       83.357      -75.072       -0.177     1.79157     0.00000
  43     65.229       86.961           4.759        0.804       335089.5          666.7    0.6129    0.1948      671.98       86.981      -74.430       -0.227     1.79101     0.00000
  44     69.233       89.069           7.698        0.756       334671.2          665.5    0.6096    0.1984      670.86       89.089      -73.942       -0.263     1.79448     0.00000
  45     74.328       91.751           9.526        0.747       334429.3          663.3    0.6093    0.2045      669.03       91.771      -73.440       -0.280     1.80244     0.00000
  46     81.236       95.389          12.616        0.715       333390.7          660.9    0.6077    0.2120      667.06       95.407      -72.739       -0.302     1.80682     0.00000
  47     86.070       97.935          16.277        0.653       332926.3          659.2    0.6039    0.2172      665.69       97.952      -72.131       -0.324     1.81157     0.00000
  48     91.937      101.024          19.670        0.598       332309.1          657.8    0.6012    0.2239      664.70      101.040      -71.457       -0.346     1.81488     0.00000
  49     96.710      103.538          23.772        0.518       331547.5          656.4    0.5969    0.2296      663.54      103.553      -70.789       -0.373     1.81789     0.00000
  50    101.648      106.138          27.533        0.447       331061.0          654.5    0.5936    0.2360      662.01      106.152      -70.116       -0.392     1.82407     0.00000
  51    107.290      109.109          32.027        0.357       330072.0          652.0    0.5899    0.2436      659.97      109.123      -69.332       -0.417     1.82967     0.00000
  52    111.799      111.484          36.834        0.248       329392.1          649.6    0.5850    0.2503      658.03      111.497      -68.566       -0.444     1.83631     0.00000
  53    117.259      114.358          41.606        0.137       328473.2          647.3    0.5809    0.2585      656.25      114.371      -67.721       -0.474     1.84200     0.00000
  54    122.337      117.032          47.215        0.002       327409.3          645.1    0.5754    0.2668      654.55      117.044      -66.792       -0.505     1.84676     0.00000
  55    127.167      119.575          52.997       -0.138       326431.8          642.8    0.5697    0.2753      652.78      119.587      -65.822       -0.534     1.85250     0.00000
  56    132.229      122.239          59.304       -0.293       325193.3          640.0    0.5637    0.2849      650.60      122.251      -64.743       -0.566     1.85907     0.00000
  57    137.326      124.922          66.363       -0.465       323892.1          637.1    0.5568    0.2958      648.44      124.935      -63.540       -0.605     1.86629     0.00000
  58    142.552      127.672          73.616       -0.659       322248.2          634.8    0.5499    0.3065      646.95      127.685      -62.217       -0.653     1.86665     0.00000
  59    146.670      129.838          81.346       -0.870       320526.7          633.1    0.5421    0.3168      646.12      129.853      -60.881       -0.702     1.86179     0.00000
  60    150.301      131.748          90.053       -1.089       318624.0          631.4    0.5326    0.3284      645.47      131.765      -59.395       -0.744     1.85536     0.00000
  61    153.683      133.526          99.487       -1.323       316229.0          629.6    0.5226    0.3413      644.77      133.545      -57.706       -0.795     1.84634     0.00000
  62    156.639      135.079         109.606       -1.562       313784.2          627.8    0.5117    0.3555      644.29      135.101      -55.837       -0.847     1.83699     0.00000
  63    158.856      136.242         120.510       -1.797       310843.7          626.0    0.4998    0.3709      643.95      136.268      -53.748       -0.900     1.82427     0.00000
  64    160.337      137.017         131.876       -2.015       307766.3          624.3    0.4874    0.3872      643.78      137.048      -51.465       -0.949     1.81030     0.00000
  65    161.113      137.422         143.735       -2.205       304444.8          622.6    0.4743    0.4046      643.82      137.457      -48.971       -0.995     1.79449     0.00000
  66    160.656      137.177         156.053       -2.363       300697.3          621.0    0.4603    0.4228      643.99      137.216      -46.252       -1.040     1.77583     0.00000
  67    159.756      136.700         168.263       -2.479       296988.3          619.6    0.4466    0.4414      644.46      136.742      -43.390       -1.083     1.75655     0.00000
  68    158.509      136.040         180.608       -2.554       292971.6          618.3    0.4331    0.4607      645.13      136.086      -40.322       -1.122     1.73513     0.00000
  69    157.029      135.258         193.245       -2.589       288668.9          617.1    0.4200    0.4812      646.05      135.307      -37.011       -1.156     1.71142     0.00000
  70    155.521      134.461         206.101       -2.583       284022.3          615.8    0.4076    0.5027      647.07      134.513      -33.469       -1.177     1.68579     0.00000
  71    154.002      133.658         219.179       -2.545       279079.9          614.5    0.3961    0.5253      648.32      133.713      -29.730       -1.186     1.65779     0.00000
  72    152.873      133.059         232.431       -2.497       273915.5          613.4    0.3858    0.5489      649.90      133.119      -25.802       -1.193     1.62742     0.00000
  73    152.075      132.636         245.735       -2.447       268316.6          611.6    0.3777    0.5733      650.90      132.699      -21.740       -1.197     1.59758     0.00000
  74    151.166      132.155         259.561       -2.378       262770.2          608.0    0.3708    0.5997      650.36      132.220      -17.677       -1.174     1.57806     0.00000
  75    150.974      132.052         272.782       -2.353       256772.8          603.2    0.3659    0.6265      648.58      132.119      -13.676       -1.152     1.56231     0.00000
  76    150.530      131.816         283.604       -2.484       250908.0          598.7    0.3627    0.6488      646.60      131.885      -10.197       -1.209     1.54556     0.00000
  77    148.098      130.529         292.042       -2.745       246302.6          595.3    0.3578    0.6654      645.00      130.605       -7.460       -1.345     1.53218     0.00000
  78    144.647      128.704         298.888       -2.993       242391.1          592.6    0.3516    0.6785      643.71      128.788       -5.023       -1.489     1.51877     0.00000
  79    141.007      126.786         305.280       -3.093       238978.7          590.4    0.3455    0.6907      642.75      126.872       -2.546       -1.560     1.50582     0.00000
  80    137.962      125.185         311.704       -3.036       235364.1          588.1    0.3410    0.7033      641.80      125.270       -0.011       -1.551     1.49071     0.00000
  81    135.566      123.923         317.711       -2.934       231635.8          585.7    0.3382    0.7157      640.82      124.008        2.300       -1.531     1.47417     0.00000
  82    133.321      122.735         322.801       -2.872       228149.0          583.6    0.3361    0.7264      639.90      122.826        4.175       -1.552     1.45777     0.00000
  83    131.077      121.543         326.857       -2.850       225093.6          581.8    0.3344    0.7351      639.05      121.645        5.642       -1.608     1.44260     0.00000
  84    128.758      120.310         330.088       -2.817       222387.0          580.2    0.3327    0.7422      638.17      120.424        6.789       -1.661     1.42865     0.00000
  85    126.545      119.137         332.781       -2.733       219963.7          578.8    0.3313    0.7483      637.36      119.259        7.740       -1.683     1.41551     0.00000
  86    124.432      118.018         334.996       -2.593       217702.5          577.4    0.3300    0.7535      636.49      118.147        8.527       -1.668     1.40287     0.00000
  87    122.545      117.019         336.853       -2.424       215657.2          576.2    0.3290    0.7581      635.72      117.154        9.182       -1.634     1.39094     0.00000
  88    120.725      116.049         338.424       -2.268       213628.5          575.2    0.3276    0.7622      635.04      116.195        9.710       -1.622     1.37795     0.00000
  89    119.642      115.463         339.639       -2.138       211878.3          574.5    0.3269    0.7658      634.64      115.625       10.238       -1.614     1.36540     0.00000
  90    118.588      114.895         340.426       -2.029       210412.5          573.7    0.3263    0.7683      633.95      115.070       10.649       -1.582     1.35515     0.00000
  91    117.875      114.505         341.275       -1.944       209309.7          573.2    0.3254    0.7707      633.58      114.695       11.190       -1.555     1.34682     0.00000
  92    116.915      113.985         341.924       -1.882       208021.8          572.6    0.3241    0.7727      633.04      114.190       11.749       -1.540     1.33685     0.00000
  93    116.813      113.921         343.047       -1.817       207321.2          573.5    0.3222    0.7752      634.07      114.136       12.705       -1.484     1.32692     0.00000
  94    116.255      113.610         343.936       -1.836       206515.8          575.6    0.3188    0.7764      636.13      113.842       13.731       -1.510     1.31645     0.00000
  95    116.505      113.738         346.708       -1.877       207653.1          579.8    0.3133    0.7796      640.71      113.974       15.747       -1.407     1.31594     0.00000
  96    113.050      111.901         347.081       -1.978       208818.8          579.4    0.3078    0.7770      640.18      112.155       16.370       -1.496     1.32014     0.00000
  97    102.606      106.326         340.350       -2.339       210468.6          575.8    0.3044    0.7586      634.73      106.657       12.593       -2.080     1.33271     0.00000
  98     91.107      100.125         328.799       -2.966       213382.1          576.9    0.3064    0.7291      632.93      100.603        6.441       -3.028     1.34681     0.00000
  99     83.741       96.158         323.862       -3.260       216743.8          580.8    0.3027    0.7150      635.41       96.726        3.382       -3.507     1.35435     0.00000
 100     90.750       99.954         329.828       -2.761       217093.8          582.8    0.2965    0.7295      638.68      100.416        6.356       -2.516     1.34505     0.00000
 101     98.294      104.004         337.160       -2.135       214784.0          582.6    0.2918    0.7473      640.07      104.387       10.356       -1.707     1.32711     0.00000
 102    101.812      105.878         343.467       -1.683       213986.3          583.5    0.2880    0.7607      642.45      106.239       13.768       -1.358     1.31736     0.00000
 103    106.276      108.254         348.605       -1.251       212623.5          583.9    0.2882    0.7723      644.28      108.589       16.629       -1.031     1.30501     0.00000
 104    109.201      109.811         353.039       -0.863       211645.5          584.8    0.2884    0.7817      646.36      110.129       18.968       -0.799     1.29445     0.00000
 105    112.524      111.573         357.012       -0.467       210498.1          585.6    0.2906    0.7903      648.32      111.878       20.960       -0.565     1.28341     0.00000
 106    114.713      112.729         360.170       -0.122       209764.2          586.6    0.2922    0.7967      650.24      113.031       22.472       -0.393     1.27482     0.00000
 107    116.722      113.783         362.799        0.214       209160.9          587.7    0.2943    0.8018      652.12      114.088       23.614       -0.238     1.26708     0.00000
 108    117.937      114.417         364.783        0.501       208885.7          589.0    0.2953    0.8052      654.10      114.728       24.494       -0.124     1.26081     0.00000
 109    118.890      114.913         366.822        0.881       208741.0          590.4    0.2965    0.8085      656.13      115.229       25.363        0.036     1.25537     0.00000
 110    119.643      115.300         367.875        1.110       208594.4          592.1    0.2968    0.8096      658.17      115.626       25.864        0.121     1.24931     0.00000
 111    126.731      119.221         398.978        5.704       210213.7          606.8    0.3228    0.8644      682.25      119.357       39.867        2.736     1.20714     0.00000
 112    127.539      119.427         398.625       -9.227       210303.0          606.8    0.3230    0.8639      682.18      119.783       39.666       -4.405     1.20763     0.00000
 113    101.449      105.813         393.515       -7.009       212155.6          608.2    0.2948    0.8457      680.71      106.048       41.996       -3.749     1.21530     0.00000
 114     98.802      104.458         393.295       -6.340       212534.1          608.5    0.2926    0.8445      680.82      104.655       42.354       -3.407     1.21691     0.00000
 115     96.028      103.029         393.247       -5.714       212406.3          608.5    0.2907    0.8438      680.67      103.194       42.794       -3.080     1.21628     0.00000
 116     92.811      101.360         393.477       -5.143       212672.6          608.6    0.2889    0.8435      680.83      101.501       43.407       -2.777     1.21745     0.00000
 117     89.086       99.419         393.868       -4.633       212503.4          608.5    0.2872    0.8437      680.77       99.539       44.179       -2.501     1.21667     0.00000
 118     85.317       97.450         394.378       -4.172       212696.3          608.6    0.2857    0.8439      680.98       97.556       45.017       -2.240     1.21752     0.00000
 119     81.044       95.212         395.042       -3.772       212544.7          608.5    0.2843    0.8447      681.04       95.306       46.030       -2.005     1.21681     0.00000
 120     77.109       93.148         395.896       -3.428       212721.3          608.6    0.2837    0.8458      681.38       93.235       47.060       -1.790     1.21760     0.00000
 121     72.662       90.812         396.990       -3.154       212495.9          608.5    0.2834    0.8475      681.57       90.894       48.296       -1.618     1.21657     0.00000
 122     68.646       88.701         398.308       -2.942       212518.3          608.5    0.2840    0.8498      681.99       88.780       49.519       -1.485     1.21670     0.00000
 123     63.998       86.253         399.857       -2.795       212128.0          608.2    0.2851    0.8527      682.28       86.333       50.961       -1.416     1.21493     0.00000
 124     60.004       84.146         401.608       -2.706       212048.9          608.2    0.2872    0.8561      682.82       84.230       52.293       -1.406     1.21463     0.00000
 125     55.541       81.786         403.606       -2.670       211599.3          607.9    0.2899    0.8602      683.27       81.881       53.769       -1.493     1.21260     0.00000
 126     52.007       79.907         405.852       -2.689       211469.9          607.7    0.2939    0.8649      684.00       80.020       55.022       -1.687     1.21211     0.00000
 127     47.893       77.706         408.301       -2.748       210881.7          607.3    0.2984    0.8702      684.57       77.854       56.397       -2.127     1.20949     0.00000
 128     44.869       76.065         410.602       -2.797       210567.6          607.1    0.3033    0.8753      685.31       76.263       57.446       -2.714     1.20807     0.00000
 129     41.215       73.991         413.574       -2.854       209753.2          606.5    0.3097    0.8821      685.94       74.339       58.642       -4.548     1.20456     0.00000
 130     42.476       72.710         417.883       -3.186       209334.0          605.9    0.3196    0.8918      687.11       75.003       58.584       -5.507     1.20337     0.00000
 131     45.301       71.540         419.497       -3.155       208389.4          605.9    0.3239    0.8956      687.83       76.490       58.061       -5.333     1.19802     0.00000
 132     50.260       70.474         416.657       -2.896       207792.0          603.3    0.3204    0.8924      684.37       79.101       56.741       -3.284     1.19979     0.00000
 133     74.416       84.504         408.645       -1.583       207836.4          599.6    0.3169    0.8831      678.70       91.817       50.946        2.679     1.20769     0.00000
 134     83.717       90.595         400.812       -0.172       207470.1          596.4    0.3085    0.8718      673.29       96.714       46.823        4.912     1.21352     0.00000
 135     85.758       93.650         396.970        0.333       207946.0          594.8    0.3043    0.8662      670.64       97.788       44.353        5.648     1.22167     0.00000
 136     92.139       98.254         395.391        0.553       207214.5          592.6    0.3077    0.8669      668.32      101.147       41.109        5.609     1.22343     0.00000
 137     98.201      102.731         394.399        0.745       206887.3          590.6    0.3128    0.8686      666.51      104.338       37.299        5.266     1.22722     0.00000
 138    107.967      108.378         393.837        0.964       205660.2          588.2    0.3225    0.8727      664.53      109.479       33.366        4.521     1.22589     0.00000
 139    118.998      114.438         393.569        1.056       204943.5          588.3    0.3331    0.8752      665.15      115.286       31.071        3.622     1.22079     0.00000
 140    133.222      122.059         391.612        1.391       203727.7          588.3    0.3419    0.8750      665.20      122.774       28.820        3.292     1.21150     0.00000
 141    138.966      125.189         388.607        1.863       203623.9          587.6    0.3426    0.8708      663.64      125.798       27.909        3.064     1.21256     0.00000
 142    144.869      128.356         387.157        2.111       203620.4          587.1    0.3461    0.8701      662.94      128.905       27.249        2.908     1.21441     0.00000
 143    152.417      132.383         386.660        2.233       202773.2          585.9    0.3531    0.8732      662.07      132.879       26.628        2.713     1.21168     0.00000
 144    161.477      137.189         386.145        2.359       202112.8          585.7    0.3606    0.8760      662.30      137.648       25.826        2.623     1.20765     0.00000
 145    169.860      141.625         383.836        2.687       201396.4          585.5    0.3647    0.8747      661.74      142.061       24.625        2.686     1.20276     0.00000
 146    173.177      143.378         380.274        3.145       201361.9          584.6    0.3632    0.8694      659.87      143.808       23.571        2.820     1.20489     0.00000
 147    177.563      145.702         378.559        3.374       201222.9          584.0    0.3658    0.8686      659.04      146.116       22.908        2.819     1.20575     0.00000
 148    185.120      149.691         376.999        3.593       200364.8          583.5    0.3716    0.8697      658.59      150.095       21.973        2.859     1.20065     0.00000
 149    190.440      152.494         373.613        3.997       200021.9          583.1    0.3728    0.8658      657.39      152.895       20.803        2.983     1.19910     0.00000
 150    193.554      154.129         370.124        4.391       199857.0          582.4    0.3722    0.8612      655.73      154.535       19.761        3.121     1.20010     0.00000
 151    198.960      156.968         367.615        4.690       199502.3          582.2    0.3758    0.8596      655.20      157.380       18.720        3.216     1.19790     0.00000
 152    205.374      160.329         362.813        5.221       198969.8          582.1    0.3777    0.8534      654.04      160.757       16.984        3.397     1.19350     0.00000
 153    201.225      158.131         356.068        5.816       199551.5          580.8    0.3667    0.8384      650.08      158.572       15.468        3.605     1.20147     0.00000
 154    198.394      156.640         354.455        5.878       200094.9          579.8    0.3631    0.8358      648.56      157.082       15.429        3.657     1.20889     0.00000
 155    210.091      162.781         354.165        5.938       198699.5          580.0    0.3775    0.8426      649.78      163.240       14.278        3.695     1.19768     0.00000
 156    222.405      169.239         349.294        6.453       196825.3          579.0    0.3881    0.8417      648.50      169.722       12.063        3.881     1.18574     0.00000
 157    226.412      171.321         342.479        7.051       196773.6          578.7    0.3877    0.8314      646.48      171.832        9.997        4.087     1.18623     0.00000
 158    229.709      173.034         336.074        7.549       196467.9          578.1    0.3879    0.8222      644.16      173.567        8.030        4.232     1.18577     0.00000
 159    233.842      175.193         329.951        7.976       196175.2          577.6    0.3899    0.8141      642.30      175.743        6.166        4.345     1.18478     0.00000
 160    237.836      177.274         322.974        8.420       195579.5          576.8    0.3921    0.8049      639.90      177.846        4.042        4.484     1.18216     0.00000
 161    240.652      178.734         315.429        8.848       195276.5          576.2    0.3934    0.7938      637.43      179.328        1.760        4.604     1.18146     0.00000
 162    243.685      180.317         307.363        9.226       194860.4          575.5    0.3955    0.7820      634.75      180.925       -0.622        4.673     1.18025     0.00000
 163    244.964      180.981         298.883        9.541       194358.1          574.4    0.3965    0.7689      631.51      181.598       -3.093        4.729     1.17932     0.00000
 164    248.650      182.920         290.533        9.790       193910.9          573.8    0.4014    0.7576      629.06      183.538       -5.519        4.736     1.17792     0.00000
 165    252.985      185.205         280.600       10.009       192656.3          572.3    0.4085    0.7452      625.57      185.821       -8.301        4.728     1.17211     0.00000
 166    255.050      186.296         269.928       10.152       191724.1          570.9    0.4140    0.7301      621.84      186.907      -11.179        4.710     1.16897     0.00000
 167    256.448      187.040         258.839       10.218       190703.8          569.5    0.4203    0.7141      617.98      187.644      -14.130        4.664     1.16521     0.00000
 168    256.741      187.215         247.072       10.191       189491.1          567.9    0.4271    0.6964      613.76      187.797      -17.227        4.563     1.16060     0.00000
 169    256.563      187.155         235.449       10.020       188349.9          566.3    0.4347    0.6790      609.73      187.704      -20.180        4.410     1.15651     0.00000
 170    255.707      186.741         223.577        9.743       186866.5          564.3    0.4435    0.6612      605.33      187.253      -23.151        4.237     1.15066     0.00000
 171    254.224      185.997         211.740        9.392       185402.6          562.3    0.4529    0.6434      600.98      186.473      -26.043        4.049     1.14521     0.00000
 172    252.778      185.276         199.966        8.962       183660.0          560.1    0.4638    0.6261      596.58      185.712      -28.794        3.834     1.13814     0.00000
 173    252.695      185.272         187.802        8.472       181710.0          557.9    0.4781    0.6102      592.33      185.668      -31.435        3.607     1.12965     0.00000
 174    253.089      185.519         173.955        7.883       179076.3          555.3    0.4967    0.5929      587.69      185.875      -34.236        3.340     1.11640     0.00000
 175    250.586      184.241         159.731        7.226       176485.9          553.0    0.5141    0.5731      583.18      184.557      -37.121        3.054     1.10319     0.00000
 176    247.143      182.465         147.316        6.578       174683.3          551.4    0.5283    0.5549      579.75      182.745      -39.586        2.777     1.09480     0.00000
 177    244.341      181.022         135.011        5.824       172681.6          549.9    0.5439    0.5373      576.39      181.270      -41.905        2.466     1.08509     0.00000
 178    242.623      180.148         122.137        5.067       170311.5          548.1    0.5627    0.5208      572.93      180.365      -44.107        2.163     1.07305     0.00000
 179    241.259      179.457         109.028        4.359       167605.2          546.0    0.5832    0.5055      569.42      179.647      -46.188        1.884     1.05908     0.00000
 180    239.460      178.532          96.163        3.563       164759.5          543.9    0.6036    0.4911      565.97      178.701      -48.182        1.574     1.04448     0.00000
 181    237.566      177.552          84.259        2.790       161875.0          541.8    0.6227    0.4782      562.72      177.703      -49.952        1.264     1.02986     0.00000
 182    235.186      176.314          73.692        2.135       159215.0          540.0    0.6391    0.4665      559.86      176.451      -51.538        0.989     1.01668     0.00000
 183    232.202      174.753          64.647        1.543       156863.7          538.3    0.6523    0.4556      557.31      174.880      -52.971        0.725     1.00552     0.00000
 184    228.940      173.023          56.936        0.739       154765.5          536.8    0.6631    0.4457      555.01      173.162      -54.238        0.312     0.99622     0.00000
 185    225.612      171.237          50.025       -0.126       152887.3          535.4    0.6726    0.4369      552.86      171.410      -55.393       -0.173     0.98838     0.00000
 186    222.496      169.594          43.636       -0.522       151097.7          533.8    0.6818    0.4293      550.72      169.770      -56.432       -0.422     0.98125     0.00000
 187    219.262      167.903          37.921       -0.678       149487.9          532.3    0.6899    0.4229      548.68      168.068      -57.386       -0.542     0.97528     0.00000
 188    216.204      166.305          32.927       -0.730       147932.5          530.7    0.6971    0.4183      546.68      166.458      -58.238       -0.614     0.96971     0.00000
 189    214.012      165.169          28.416       -0.622       146453.1          529.2    0.7040    0.4157      544.94      165.304      -58.948       -0.605     0.96438     0.00000
 190    212.310      164.284          24.412       -0.582       144898.7          527.8    0.7104    0.4151      543.45      164.408      -59.583       -0.663     0.95806     0.00000
 191    211.386      163.798          21.494       -0.731       143677.5          526.8    0.7151    0.4166      542.57      163.922      -59.972       -0.822     0.95303     0.00000
 192    208.700      162.383          19.458       -0.928       142665.0          525.6    0.7174    0.4176      541.40      162.508      -60.544       -1.010     0.94974     0.00000
 193    206.935      161.475          17.802       -0.902       142136.7          523.6    0.7196    0.4195      539.40      161.578      -60.788       -0.827     0.95188     0.00000
 194    207.533      161.812          16.064       -0.634       141452.0          520.8    0.7239    0.4223      536.71      161.893      -60.709       -0.490     0.95481     0.00000
