
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1527
Total-Total PR            4.9704
Total-Static PR           5.6019
Energy Extraction           402.6880
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.39      78.08     -77.04     -77.26     -38.20    0.3297    0.8282      0.3583
    1      Mean      -3.88      72.47      44.21     -66.36     -16.31    0.6261    1.6465      0.4253
    1       Tip      -5.43      79.36     -83.12     -51.26      24.16    0.4688    0.3283      0.4669
    2       Hub     -53.89      73.33      -1.64     -69.73     -22.59    0.4447    1.3810      0.3991
    2      Mean     -20.04      64.32     -10.53     -59.85      -0.63    0.6939    1.1643      0.4588
    2       Tip      26.36      70.09     -50.76     -55.34      12.40    0.6493    0.8302      0.5255


Span station K = 37

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 165    141.517      125.721         294.058        2.824       202453.1          626.2    0.3529    0.6558      677.25      127.141      -10.045        0.563     1.12697     0.00000
 166    161.558      136.335         297.791        3.967       199762.4          624.5    0.3782    0.6732      678.54      137.691       -9.160        0.804     1.11493     0.00000
 167    184.898      148.657         301.678        5.716       196500.6          622.2    0.4090    0.6940      679.95      149.978       -8.365        1.161     1.10059     0.00000
 168    211.119      162.543         306.720        7.626       192419.5          619.3    0.4437    0.7195      681.52      163.781       -7.577        1.501     1.08266     0.00000
 169    237.634      176.472         314.928       10.316       187937.0          616.0    0.4783    0.7511      683.82      177.739       -6.388        1.966     1.06288     0.00000
 170    264.745      190.621         325.879       13.260       183008.6          611.9    0.5153    0.7887      686.79      192.011       -4.859        2.422     1.04131     0.00000
 171    288.979      203.372         335.074       13.924       177766.5          606.3    0.5574    0.8249      688.51      204.769       -3.875        2.344     1.01992     0.00000
 172    311.325      215.033         339.837       14.361       172754.2          601.2    0.6000    0.8559      689.88      216.532       -3.605        2.130     0.99846     0.00000
 173    342.272      231.212         349.385       16.552       166788.4          595.3    0.6397    0.8977      692.18      232.823       -2.711        2.275     0.97140     0.00000
 174    379.009      250.601         366.641       17.631       161936.6          585.4    0.6913    0.9624      694.61      252.163       -1.018        2.434     0.95320     0.00000
 175    408.269      266.005         383.392       18.644       158855.2          576.2    0.7461    1.0294      698.02      267.566        0.302        2.543     0.94435     0.00000
 176    423.387      273.617         383.158       19.818       157182.0          575.3    0.7607    1.0386      699.70      275.524       -0.012        2.552     0.93662     0.00000
 177    428.553      276.616         368.121       16.981       156048.1          570.2    0.7682    1.0305      689.19      278.244       -1.815        2.227     0.93618     0.00000
 178    435.352      280.564         351.729       12.764       153036.2          560.9    0.7839    1.0292      675.36      281.823       -3.831        1.708     0.93029     0.00000
 179    443.334      284.839         340.333       11.457       149060.9          552.5    0.8013    1.0329      665.33      286.025       -5.308        1.540     0.91635     0.00000
 180    453.071      289.713         333.028       12.670       145786.3          548.2    0.8094    1.0320      659.87      291.151       -6.149        1.681     0.90133     0.00000
 181    456.021      291.436         322.113       10.672       144657.8          551.1    0.7956    1.0056      658.30      292.704       -7.035        1.423     0.89268     0.00000
 182    462.729      295.178         312.675        7.991       143617.6          553.5    0.7911    0.9868      659.44      296.235       -8.036        1.066     0.88442     0.00000
 183    477.671      303.069         304.684        8.408       141602.6          557.9    0.7953    0.9748      664.51      304.101       -8.989        1.013     0.86998     0.00000
 184    497.118      313.188         297.968       12.850       138046.0          558.9    0.8161    0.9810      666.96      314.338       -9.790        1.505     0.84884     0.00000
 185    518.146      324.042         289.470       18.511       135203.9          554.3    0.8426    0.9954      662.67      325.408      -10.755        2.266     0.83498     0.00000
 186    522.571      326.327         286.752       20.278       135303.0          550.4    0.8552    1.0027      658.14      327.737      -11.287        2.593     0.83853     0.00000
 187    517.608      323.929         278.943       19.010       137252.3          553.1    0.8411    0.9783      655.61      325.125      -11.905        2.715     0.85138     0.00000
 188    517.819      324.233         263.684       19.250       138818.8          556.8    0.8222    0.9423      651.47      325.236      -13.261        2.856     0.86122     0.00000
 189    518.520      324.689         247.712       19.438       140047.6          559.9    0.8139    0.9129      648.61      325.605      -15.233        2.976     0.86720     0.00000
 190    519.780      325.396         232.706       18.514       141198.5          563.0    0.8107    0.8893      647.14      326.268      -17.127        2.904     0.87115     0.00000
 191    523.368      327.205         218.902       19.009       140878.6          563.6    0.8143    0.8740      644.23      328.157      -18.771        2.995     0.86924     0.00000
 192    525.707      328.323         205.524       21.246       140471.2          563.5    0.8203    0.8600      641.15      329.388      -20.495        3.348     0.86746     0.00000
 193    525.326      328.093         192.056       22.774       140175.8          563.7    0.8256    0.8441      638.24      329.188      -22.327        3.632     0.86590     0.00000
 194    523.182      327.038         178.830       22.560       139710.5          563.4    0.8310    0.8279      634.97      328.059      -24.187        3.664     0.86370     0.00000
 195    523.244      327.116         166.307       22.222       138793.8          562.3    0.8400    0.8161      631.57      328.092      -25.862        3.648     0.85987     0.00000
 196    522.532      326.665         154.447       23.560       137484.0          560.8    0.8491    0.8051      627.98      327.717      -27.449        3.925     0.85411     0.00000
 197    513.824      322.030         143.085       24.306       137572.5          560.7    0.8495    0.7858      624.63      323.133      -29.190        4.141     0.85500     0.00000
 198    507.210      318.611         132.524       23.466       137777.8          560.6    0.8519    0.7698      621.85      319.651      -30.733        4.074     0.85660     0.00000
 199    502.539      316.128         122.856       23.916       136735.6          559.3    0.8575    0.7580      618.56      317.192      -32.145        4.234     0.85208     0.00000
 200    491.228      310.169         113.664       24.060       137048.0          559.4    0.8554    0.7387      615.74      311.238      -33.693        4.352     0.85394     0.00000
 201    485.363      307.170         104.421       23.123       136707.9          558.7    0.8600    0.7263      613.13      308.150      -35.043        4.240     0.85289     0.00000
 202    478.277      303.464          94.656       23.190       135639.1          557.6    0.8660    0.7132      610.06      304.420      -36.565        4.323     0.84799     0.00000
 203    459.979      293.901          85.279       22.325       136192.0          558.4    0.8599    0.6868      607.36      294.787      -38.497        4.282     0.85027     0.00000
 204    436.281      281.510          76.960       20.905       137079.4          559.6    0.8482    0.6546      604.57      282.312      -40.627        4.190     0.85390     0.00000
 205    411.150      268.178          71.040       21.844       138330.0          561.0    0.8325    0.6217      601.92      269.082      -42.652        4.607     0.85957     0.00000
 206    391.038      257.451          67.432       23.099       139652.0          562.4    0.8172    0.5953      600.08      258.495      -44.133        5.093     0.86555     0.00000
 207    373.467      248.155          63.556       23.217       140272.4          563.3    0.8060    0.5725      598.29      249.245      -45.494        5.326     0.86787     0.00000
 208    354.755      238.280          60.551       23.040       141038.7          564.4    0.7934    0.5494      596.67      239.395      -46.845        5.519     0.87092     0.00000
 209    335.536      228.096          58.174       23.222       141727.0          565.5    0.7794    0.5268      595.16      229.277      -48.106        5.809     0.87339     0.00000
 210    315.451      217.408          55.411       23.758       142902.3          567.0    0.7656    0.5042      594.05      218.704      -49.391        6.213     0.87835     0.00000
 211    299.615      208.937          51.725       24.476       143842.1          567.9    0.7609    0.4899      593.48      210.367      -50.346        6.627     0.88285     0.00000
 212    295.730      206.684          45.819       26.059       143405.5          567.2    0.7721    0.4889      592.79      208.322      -50.805        7.111     0.88145     0.00000
 213    299.297      208.062          39.251       29.901       141978.9          566.3    0.7854    0.4904      591.83      210.200      -51.223        8.089     0.87430     0.00000
 214    293.070      204.277          34.133       32.972       140073.3          564.4    0.7852    0.4798      588.23      206.922      -52.267        9.050     0.86565     0.00000
 215    280.447      197.569          32.659       32.819       141704.8          566.1    0.7708    0.4628      587.76      200.277      -53.314        9.309     0.87305     0.00000
 216    266.507      189.796          31.623       34.672       141392.5          568.0    0.7573    0.4479      587.91      192.938      -54.309       10.185     0.86811     0.00000
 217    263.002      187.994          84.347       34.278       140292.7          580.3    0.6416    0.4433      599.34      191.093      -50.798       10.170     0.84230     0.00000
 218    259.714      186.417          83.193       33.272       139229.0          580.0    0.6414    0.4391      598.61      189.363      -51.191        9.965     0.83643     0.00000
 219    226.296      168.322          79.989       34.244       141372.8          583.0    0.6232    0.4014      598.66      171.770      -54.280       11.275     0.84492     0.00000
 220    210.105      159.930          76.818       32.744       142444.1          585.0    0.6178    0.3816      599.25      163.247      -56.024       11.342     0.84834     0.00000
 221    198.353      153.414          73.917       33.647       141923.3          585.2    0.6161    0.3672      598.33      157.061      -57.374       12.092     0.84506     0.00000
 222    186.471      147.002          71.697       33.656       142864.4          586.3    0.6129    0.3530      598.52      150.806      -58.669       12.581     0.84899     0.00000
 223    179.407      143.141          70.153       33.839       142729.0          586.4    0.6121    0.3447      598.01      147.087      -59.474       12.956     0.84810     0.00000
 224    173.094      139.614          68.978       34.292       143247.9          587.0    0.6108    0.3372      598.18      143.764      -60.173       13.417     0.85024     0.00000
 225    168.342      137.025          67.851       34.341       143292.6          587.1    0.6106    0.3316      597.87      141.262      -60.725       13.666     0.85044     0.00000
 226    164.696      134.961          66.661       34.668       143661.7          587.5    0.6110    0.3270      598.03      139.343      -61.177       13.973     0.85198     0.00000
 227    160.311      132.598          65.763       34.586       143774.2          587.8    0.6105    0.3219      598.07      137.034      -61.669       14.167     0.85215     0.00000
 228    156.612      130.616          65.318       34.469       144066.9          588.3    0.6095    0.3180      598.34      135.087      -62.054       14.313     0.85315     0.00000
 229    150.710      127.489          64.854       34.137       144173.2          588.6    0.6077    0.3119      598.29      131.980      -62.651       14.502     0.85337     0.00000
 230    144.680      124.367          64.378       33.522       144673.5          589.2    0.6059    0.3056      598.55      128.806      -63.260       14.582     0.85545     0.00000
 231    134.788      119.264          64.012       32.444       144975.8          589.6    0.6025    0.2959      598.50      123.598      -64.244       14.697     0.85660     0.00000
 232    123.345      113.490          63.113       30.713       145764.9          590.4    0.6000    0.2845      598.76      117.575      -65.430       14.561     0.86012     0.00000
 233    107.485      105.474          62.168       28.342       146098.0          590.8    0.5971    0.2700      598.66      109.226      -67.086       14.272     0.86142     0.00000
 234     91.203       97.292          60.786       25.536       146793.2          591.5    0.5960    0.2562      598.92      100.654      -68.832       13.047     0.86449     0.00000
 235     73.623       87.345          60.342       22.488       146727.8          591.4    0.5943    0.2464      598.64       91.400      -70.697        6.277     0.86422     0.00000
 236     71.774       78.415          60.746       20.266       147089.5          591.0    0.5928    0.2471      598.41       90.426      -70.811        2.423     0.86696     0.00000
 237     75.112       71.702          64.828       20.697       146701.7          590.2    0.5846    0.2649      598.46       92.184      -70.148        7.825     0.86577     0.00000
 238     76.214       70.967          66.878       23.689       147086.0          590.8    0.5805    0.2810      599.57       92.764      -69.888       12.735     0.86720     0.00000
 239     94.763       91.845          62.416       27.280       145139.1          589.8    0.5986    0.2867      599.14      102.528      -66.847       13.423     0.85710     0.00000
 240    106.209      100.776          59.995       29.286       143710.0          588.5    0.6108    0.2951      598.30      108.554      -65.491       14.319     0.85046     0.00000
 241    108.125      104.373          55.576       29.277       144338.0          589.4    0.6205    0.2989      599.14      109.562      -65.602       15.915     0.85307     0.00000
 242    116.418      109.624          50.952       29.859       143642.8          588.8    0.6333    0.3044      598.76      113.928      -65.251       16.164     0.84972     0.00000
 243    119.743      111.378          47.898       30.536       143922.0          589.3    0.6393    0.3055      599.09      115.678      -65.275       15.611     0.85082     0.00000
 244    125.721      114.630          44.945       30.890       143324.7          588.8    0.6474    0.3089      598.77      118.825      -65.039       15.037     0.84792     0.00000
 245    127.108      115.322          42.424       31.181       143465.9          589.1    0.6518    0.3084      598.91      119.555      -65.186       14.989     0.84842     0.00000
 246    129.526      116.612          39.769       31.356       143191.7          589.0    0.6574    0.3097      598.79      120.828      -65.214       14.849     0.84696     0.00000
 247    130.769      117.235          37.276       31.583       143296.8          589.3    0.6617    0.3100      599.02      121.483      -65.333       14.817     0.84720     0.00000
 248    132.519      118.137          35.209       31.843       143047.2          589.2    0.6656    0.3107      598.97      122.404      -65.379       14.740     0.84578     0.00000
 249    133.552      118.736          33.995       31.755       143091.5          589.4    0.6675    0.3103      599.13      122.948      -65.439       14.594     0.84575     0.00000
 250    134.547      119.204          32.713       32.054       142770.1          589.3    0.6702    0.3105      598.99      123.472      -65.482       14.678     0.84406     0.00000
 251    133.859      118.804          31.278       32.146       142804.2          589.5    0.6721    0.3095      599.10      123.110      -65.684       14.751     0.84401     0.00000
 252    136.031      120.018          30.802       32.075       142489.4          589.3    0.6735    0.3107      599.04      124.253      -65.596       14.553     0.84235     0.00000
 253    135.793      119.838          30.716       32.274       142374.6          589.4    0.6734    0.3094      599.01      124.127      -65.694       14.662     0.84165     0.00000
 254    136.677      120.252          30.094       32.517       142182.5          589.3    0.6750    0.3104      599.01      124.593      -65.704       14.713     0.84063     0.00000
 255    138.852      121.371          30.323       32.804       141840.8          589.0    0.6753    0.3116      598.82      125.738      -65.607       14.675     0.83903     0.00000
 256    139.104      121.489          31.069       32.872       141634.1          588.8    0.6740    0.3106      598.63      125.870      -65.617       14.691     0.83804     0.00000
 257    140.567      122.235          31.083       33.061       141407.8          588.7    0.6746    0.3120      598.60      126.641      -65.566       14.679     0.83691     0.00000
 258    142.477      123.269          32.417       33.117       141011.6          588.4    0.6729    0.3124      598.35      127.646      -65.430       14.576     0.83500     0.00000
 259    140.029      122.022          34.031       32.790       140996.4          588.4    0.6690    0.3085      598.21      126.357      -65.572       14.593     0.83481     0.00000
 260    139.214      121.542          33.282       32.901       140805.4          588.3    0.6706    0.3092      598.14      125.929      -65.701       14.697     0.83388     0.00000
 261    143.936      123.991          33.389       33.383       140191.0          587.8    0.6727    0.3147      598.03      128.414      -65.418       14.608     0.83096     0.00000
 262    147.698      125.988          35.944       33.591       139591.8          587.4    0.6698    0.3175      597.84      130.394      -65.068       14.475     0.82798     0.00000
 263    149.446      126.910          38.551       33.704       139352.5          587.2    0.6660    0.3184      597.79      131.315      -64.839       14.438     0.82675     0.00000
 264    150.444      127.395          40.818       33.925       138944.9          586.9    0.6626    0.3191      597.50      131.840      -64.670       14.479     0.82481     0.00000
 265    151.452      128.012          43.460       33.666       138758.6          586.9    0.6584    0.3204      597.61      132.371      -64.457       14.322     0.82368     0.00000
 266    154.275      129.520          46.602       33.775       138229.2          586.6    0.6543    0.3239      597.57      133.857      -64.052       14.222     0.82090     0.00000
 267    154.920      129.846          50.458       33.870       137827.2          586.5    0.6479    0.3254      597.59      134.196      -63.766       14.232     0.81861     0.00000
 268    155.866      130.458          54.846       33.495       137480.6          586.5    0.6406    0.3277      597.74      134.695      -63.396       14.035     0.81655     0.00000
 269    156.746      130.944          59.756       33.464       136931.2          586.3    0.6326    0.3307      597.81      135.158      -62.979       13.984     0.81346     0.00000
 270    156.975      131.139          65.174       33.189       136443.6          586.3    0.6235    0.3339      597.99      135.278      -62.564       13.863     0.81061     0.00000
 271    156.905      131.198          70.886       32.808       135765.3          585.8    0.6142    0.3377      597.80      135.241      -62.143       13.716     0.80724     0.00000
 272    155.563      130.584          77.114       32.353       135147.2          585.1    0.6036    0.3413      597.43      134.535      -61.762       13.609     0.80446     0.00000
 273    154.533      130.159          83.592       31.812       134362.3          584.2    0.5930    0.3463      596.96      133.993      -61.295       13.441     0.80095     0.00000
 274    153.085      129.512          90.802       31.251       133435.8          583.3    0.5810    0.3524      596.52      133.231      -60.765       13.292     0.79664     0.00000
 275    151.672      128.885          98.880       30.671       132489.8          582.4    0.5676    0.3604      596.21      132.487      -60.092       13.126     0.79217     0.00000
 276    149.541      127.881         107.281       30.038       131406.1          581.4    0.5532    0.3690      595.90      131.365      -59.379       12.973     0.78693     0.00000
 277    145.764      126.065         115.930       29.067       130393.4          580.5    0.5373    0.3774      595.71      129.376      -58.704       12.760     0.78191     0.00000
 278    141.176      123.813         124.377       28.078       129274.4          579.6    0.5210    0.3860      595.41      126.961      -58.082       12.572     0.77637     0.00000
 279    135.841      121.202         132.789       26.878       128197.1          578.6    0.5040    0.3948      595.08      124.153      -57.482       12.321     0.77113     0.00000
 280    129.539      118.090         141.098       25.577       126989.3          577.3    0.4867    0.4037      594.43      120.835      -56.915       12.057     0.76555     0.00000
 281    121.696      114.165         149.270       24.176       125848.3          576.0    0.4681    0.4120      593.70      116.706      -56.459       11.818     0.76038     0.00000
 282    113.596      110.133         157.464       22.616       124654.4          574.5    0.4488    0.4210      592.83      112.442      -55.964       11.489     0.75513     0.00000
 283    105.840      106.244         165.465       21.241       123366.3          572.8    0.4299    0.4308      591.84      108.360      -55.402       11.200     0.74954     0.00000
 284     98.302      102.442         173.359       20.002       122028.3          571.0    0.4110    0.4413      590.83      104.391      -54.763       10.964     0.74370     0.00000
 285     91.709       99.146         181.095       18.760       120548.3          569.0    0.3929    0.4527      589.67      100.921      -53.978       10.652     0.73724     0.00000
 286     87.030       96.832         188.421       17.731       118965.6          567.0    0.3766    0.4650      588.62       98.457      -52.986       10.332     0.73009     0.00000
 287     83.204       94.928         195.449       16.943       117222.8          564.8    0.3615    0.4775      587.40       96.443      -51.888       10.084     0.72211     0.00000
 288     80.493       93.621         201.810       16.139       115505.1          562.6    0.3482    0.4895      586.11       95.016      -50.725        9.739     0.71429     0.00000
 289     78.323       92.576         207.180       15.474       113753.0          560.4    0.3369    0.5001      584.65       93.874      -49.664        9.430     0.70622     0.00000
 290     75.546       91.205         211.495       14.810       112154.6          558.4    0.3269    0.5083      583.17       92.412      -48.895        9.149     0.69882     0.00000
 291     72.242       89.571         214.896       14.020       110736.1          556.4    0.3184    0.5144      581.62       90.673      -48.431        8.807     0.69238     0.00000
 292     68.363       87.613         217.444       13.320       109462.4          554.6    0.3114    0.5188      580.04       88.630      -48.377        8.532     0.68670     0.00000
 293     64.079       85.449         219.156       12.552       108327.0          552.9    0.3062    0.5213      578.53       86.375      -48.812        8.226     0.68164     0.00000
 294     59.790       83.286         220.005       11.736       107402.0          551.6    0.3032    0.5220      577.26       84.118      -49.660        7.867     0.67749     0.00000
 295     55.262       80.978         220.145       11.027       106618.8          550.6    0.3019    0.5211      576.22       81.734      -50.854        7.576     0.67385     0.00000
 296     51.060       78.848         219.892       10.262       106043.2          549.8    0.3019    0.5194      575.31       79.522      -52.146        7.210     0.67131     0.00000
 297     47.598       77.093         219.320        9.614       105558.4          549.0    0.3032    0.5173      574.44       77.700      -53.335        6.869     0.66930     0.00000
 298     44.052       75.288         218.871        8.987       105192.8          548.7    0.3042    0.5150      574.06       75.833      -54.408        6.549     0.66744     0.00000
 299     41.998       74.265         218.707        8.425       104891.7          549.1    0.3051    0.5137      574.48       74.751      -55.088        6.247     0.66514     0.00000
 300     42.758       74.630         219.183        8.722       104566.9          549.0    0.3068    0.5150      574.54       75.151      -55.085        6.377     0.66336     0.00000
 301     45.575       76.084         220.246        8.945       103954.1          547.0    0.3096    0.5191      572.92       76.635      -54.644        6.360     0.66208     0.00000
 302     48.093       77.484         220.786        8.468       103316.5          544.3    0.3130    0.5222      570.51       77.960      -54.314        5.987     0.66162     0.00000
 303     49.645       78.346         220.416        8.129       102893.1          542.1    0.3165    0.5230      568.26       78.777      -54.261        5.741     0.66206     0.00000
 304     50.285       78.708         219.351        7.875       102583.2          540.1    0.3198    0.5218      566.06       79.114      -54.436        5.562     0.66293     0.00000
 305     51.150       79.209         217.821        7.409       102449.4          538.6    0.3231    0.5197      564.23       79.569      -54.697        5.240     0.66431     0.00000
 306     48.994       78.169         215.241        6.406       102490.9          538.0    0.3245    0.5133      562.94       78.434      -55.509        4.746     0.66535     0.00000
 307     45.246       76.233         212.913        5.628       103152.9          539.3    0.3230    0.5055      563.45       76.461      -56.445        4.302     0.66806     0.00000
 308     40.055       73.554         210.599        4.949       103630.7          540.4    0.3215    0.4972      563.70       73.728      -57.533        3.853     0.66965     0.00000
 309     35.701       71.315         207.943        4.069       104358.3          541.5    0.3232    0.4884      564.24       71.437      -58.203        3.203     0.67250     0.00000
 310     31.786       69.262         203.010        3.811       104763.7          542.1    0.3317    0.4759      564.02       69.376      -59.005        2.979     0.67448     0.00000
 311     29.230       67.913         200.007        3.926       105268.8          542.0    0.3373    0.4680      563.52       68.030      -59.365        3.277     0.67787     0.00000
 312     37.029       72.022         202.917        4.006       105271.8          541.3    0.3347    0.4775      563.34       72.136      -57.842        3.196     0.67875     0.00000
 313     45.013       76.228         207.093        4.068       104676.2          539.5    0.3305    0.4900      562.33       76.339      -56.154        3.076     0.67711     0.00000
 314     50.303       79.019         210.825        4.020       104404.3          538.5    0.3263    0.5000      562.01       79.123      -54.813        2.931     0.67668     0.00000
 315     56.233       82.148         214.267        3.970       103904.0          537.6    0.3233    0.5098      561.75       82.245      -53.365        2.795     0.67460     0.00000
 316     60.681       84.497         217.534        3.877       103505.2          537.0    0.3199    0.5183      561.83       84.587      -52.108        2.652     0.67268     0.00000
 317     65.896       87.251         220.474        3.724       103061.4          536.5    0.3177    0.5266      561.93       87.332      -50.737        2.477     0.67039     0.00000
 318     70.393       89.618         222.860        3.768       102570.8          536.0    0.3164    0.5334      561.93       89.699      -49.567        2.440     0.66779     0.00000
 319     75.035       92.091         224.835        3.061       102184.6          535.6    0.3159    0.5394      562.06       92.143      -48.437        1.905     0.66561     0.00000
 320     80.694       95.023         226.677        4.287       101702.1          535.5    0.3165    0.5456      562.41       95.122      -47.151        2.659     0.66256     0.00000
 321     84.250       96.984         227.360        1.252       101360.1          535.2    0.3177    0.5485      562.38       96.994      -46.420        0.703     0.66056     0.00000
 322     90.938      100.356         227.137        5.578       101169.4          536.3    0.3229    0.5505      563.70      100.515      -45.389        3.257     0.65787     0.00000
 323     98.487      104.435         247.749        3.335       100973.0          537.4    0.2941    0.5930      568.90      104.489      -38.409        1.828     0.65463     0.00000
 324     97.100      103.613         251.510       -5.488       100669.7          537.0    0.2878    0.6003      569.22      103.758      -37.314       -3.027     0.65319     0.00000
 325     55.177       81.587         251.203        4.075       102185.0          540.3    0.2510    0.5815      570.71       81.689      -44.217        2.883     0.65900     0.00000
 326     57.290       82.799         245.666        0.473       102174.4          541.8    0.2612    0.5699      571.17       82.801      -45.743        0.321     0.65703     0.00000
 327     57.513       82.904         242.380        1.549       102021.2          542.7    0.2667    0.5628      571.33       82.919      -46.765        1.081     0.65504     0.00000
 328     58.338       83.345         240.636        1.145       102123.4          543.4    0.2702    0.5592      571.72       83.353      -47.145        0.793     0.65485     0.00000
 329     59.927       84.185         239.889        0.803       101971.2          543.5    0.2730    0.5582      571.83       84.190      -47.061        0.554     0.65365     0.00000
 330     60.937       84.715         239.730        1.004       101992.7          543.8    0.2743    0.5582      572.17       84.722      -46.891        0.692     0.65342     0.00000
 331     62.830       85.714         239.951        0.745       101909.1          544.0    0.2759    0.5594      572.46       85.718      -46.440        0.510     0.65273     0.00000
 332     64.539       86.613         240.437        0.814       101867.7          544.1    0.2769    0.5611      572.81       86.617      -45.935        0.557     0.65229     0.00000
 333     66.814       87.811         241.156        0.733       101795.4          544.2    0.2782    0.5636      573.17       87.815      -45.252        0.498     0.65173     0.00000
 334     69.083       89.006         242.074        0.690       101711.6          544.2    0.2792    0.5665      573.54       89.010      -44.504        0.469     0.65115     0.00000
 335     71.688       90.377         243.148        0.671       101610.5          544.2    0.2804    0.5699      573.92       90.381      -43.647        0.455     0.65051     0.00000
 336     74.804       92.017         244.303        0.778       101501.6          544.2    0.2821    0.5737      574.32       92.022      -42.687        0.520     0.64985     0.00000
 337     78.168       93.785         245.568        0.962       101363.7          544.1    0.2841    0.5778      574.71       93.792      -41.658        0.628     0.64907     0.00000
 338     82.209       95.909         247.026        1.140       101235.8          544.0    0.2866    0.5827      575.16       95.919      -40.487        0.724     0.64838     0.00000
 339     86.630       98.233         248.602        1.259       101045.4          543.8    0.2895    0.5880      575.54       98.247      -39.254        0.782     0.64744     0.00000
 340     91.608      100.851         250.392        1.357       100876.1          543.5    0.2930    0.5940      576.02      100.867      -37.916        0.824     0.64661     0.00000
 341     96.933      103.648         252.116        1.547       100614.7          543.2    0.2971    0.6001      576.37      103.671      -36.624        0.904     0.64538     0.00000
 342    103.045      106.853         254.154        1.872       100399.0          542.8    0.3022    0.6073      576.89      106.888      -35.197        1.039     0.64439     0.00000
 343    108.517      109.707         256.002        2.499       100051.5          542.3    0.3068    0.6140      577.13      109.769      -33.965        1.298     0.64281     0.00000
 344    113.678      112.388         257.330        1.640        99932.0          542.0    0.3116    0.6193      577.53      112.486      -33.022        0.894     0.64233     0.00000
 345    120.604      115.970         259.261        0.867        99637.9          541.5    0.3184    0.6269      577.96      116.132      -31.802        0.546     0.64106     0.00000
 346    126.209      119.022         261.371        1.493        99187.2          540.7    0.3244    0.6344      578.13      119.082      -30.668        0.742     0.63907     0.00000
 347    131.261      121.673         263.206        1.831        98965.7          540.2    0.3299    0.6410      578.47      121.742      -29.652        0.817     0.63825     0.00000
 348    137.031      124.671         265.294        0.966        98653.9          539.5    0.3365    0.6486      578.76      124.779      -28.587        0.468     0.63707     0.00000
 349    142.639      127.517         267.621       -0.092        98322.0          538.7    0.3433    0.6568      579.06      127.732      -27.529        0.088     0.63586     0.00000
 350    148.418      130.454         270.144       -1.075        97957.6          538.0    0.3506    0.6654      579.53      130.773      -26.447       -0.239     0.63435     0.00000
 351    154.255      133.469         272.503       -1.888        97543.4          537.2    0.3582    0.6738      579.93      133.846      -25.473       -0.483     0.63256     0.00000
 352    160.530      136.670         274.826       -2.967        97137.5          536.3    0.3664    0.6825      580.23      137.150      -24.532       -0.780     0.63099     0.00000
 353    167.333      140.125         276.899       -4.028        96641.6          535.3    0.3754    0.6912      580.47      140.731      -23.697       -1.042     0.62887     0.00000
 354    174.310      143.685         279.215       -4.946        96113.3          534.2    0.3849    0.7005      580.75      144.404      -22.831       -1.253     0.62663     0.00000
 355    181.357      147.204         281.539       -6.205        95524.1          533.2    0.3947    0.7101      581.08      148.114      -22.010       -1.535     0.62396     0.00000
 356    188.342      150.788         284.222       -6.936        94910.7          532.0    0.4049    0.7204      581.50      151.791      -21.121       -1.680     0.62120     0.00000
 357    195.783      154.650         286.827       -7.574        94246.8          530.9    0.4159    0.7309      582.02      155.708      -20.298       -1.794     0.61804     0.00000
 358    203.498      158.577         289.572       -8.667        93520.3          529.7    0.4276    0.7421      582.48      159.769      -19.498       -2.002     0.61463     0.00000
 359    210.938      162.375         292.330       -9.968        92843.3          528.5    0.4391    0.7531      583.07      163.686      -18.727       -2.288     0.61142     0.00000
 360    221.621      167.876         295.369      -11.474        91927.5          526.9    0.4545    0.7672      583.65      169.310      -17.876       -2.570     0.60707     0.00000
 361    230.738      172.443         298.500      -13.168        90939.2          525.2    0.4686    0.7809      584.05      174.109      -17.114       -2.817     0.60232     0.00000
 362    239.563      176.946         301.617      -14.799        90136.6          523.8    0.4823    0.7941      584.83      178.755      -16.372       -3.120     0.59839     0.00000
 363    251.948      183.255         306.071      -16.889        88861.4          521.3    0.5019    0.8136      585.46      185.275      -15.410       -3.447     0.59238     0.00000
 364    262.342      188.412         309.473      -19.187        87666.5          519.3    0.5187    0.8294      586.20      190.746      -14.749       -3.774     0.58617     0.00000
 365    272.691      193.530         315.460      -21.505        86411.4          516.1    0.5391    0.8523      586.73      196.194      -13.572       -4.139     0.58078     0.00000
 366    286.474      200.502         320.725      -23.880        84856.6          513.7    0.5627    0.8754      588.50      203.450      -12.791       -4.373     0.57226     0.00000
 367    302.397      209.302         330.797      -23.244        83198.5          508.9    0.5970    0.9139      590.81      211.832      -11.526       -4.143     0.56480     0.00000
 368    303.518      210.012         341.607      -22.949        81999.2          504.0    0.6194    0.9462      591.04      212.423       -9.605       -4.184     0.56113     0.00000
 369    305.743      211.247         338.316      -23.098        80789.7          505.3    0.6164    0.9381      590.74      213.594       -9.182       -4.239     0.55179     0.00000
