
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1518
Total-Total PR            4.9700
Total-Static PR           5.6018
Energy Extraction           402.9360
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.40      78.08     -77.04     -77.27     -38.18    0.3297    0.8278      0.3582
    1      Mean      -3.88      72.47      44.21     -66.37     -16.29    0.6261    1.6469      0.4251
    1       Tip      -5.37      79.36     -83.19     -51.18      24.51    0.4686    0.3194      0.4672
    2       Hub     -53.87      73.33      -1.63     -69.74     -22.60    0.4450    1.3817      0.3989
    2      Mean     -20.02      64.32     -10.53     -59.84      -0.63    0.6937    1.1643      0.4587
    2       Tip      26.59      70.12     -50.75     -55.43      12.31    0.6834    0.8364      0.5251


Span station K = 1

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 197    138.686      125.497         -48.441       -8.451       138576.0          561.4    0.7664    0.3127      571.11      125.982      -68.724       -3.638     0.86053              0.000
 198    138.176      125.211         -48.944       -8.571       138203.5          561.5    0.7668    0.3118      571.13      125.713      -68.801       -3.711     0.85821              0.000
 199    136.436      124.283         -48.968       -8.843       138070.8          561.5    0.7661    0.3100      571.02      124.794      -68.894       -3.882     0.85735              0.000
 200    133.019      122.556         -48.054       -8.688       137873.8          561.4    0.7627    0.3071      570.65      122.990      -69.060       -3.871     0.85641              0.000
 201    132.165      122.141         -48.452       -9.062       138110.5          561.2    0.7633    0.3058      570.32      122.540      -69.116       -4.153     0.85803              0.000
 202    125.049      118.444         -47.876       -8.310       138519.4          560.8    0.7595    0.2993      569.54      118.784      -69.475       -3.957     0.86090              0.000
 203    108.960      110.067         -41.549       -6.175       140781.0          562.3    0.7395    0.2864      570.19      110.292      -69.980       -3.168     0.87234              0.000
 204     88.543       99.301         -30.957       -5.609       144382.8          564.8    0.7081    0.2682      571.80       99.515      -70.767       -3.211     0.89025              0.000
 205     74.532       91.896         -28.560       -6.249       148528.4          567.4    0.6938    0.2424      573.09       92.120      -72.660       -3.815     0.91137              0.000
 206     78.600       94.007         -35.262       -6.937       148916.5          566.2    0.7081    0.2342      571.52       94.268      -73.020       -4.149     0.91584              0.000
 207     84.354       97.026         -43.276       -7.296       145977.5          562.4    0.7278    0.2386      567.87       97.304      -73.072       -4.268     0.90419              0.000
 208     83.694       96.658         -49.934       -7.556       144486.7          560.4    0.7418    0.2398      565.86       96.956      -73.536       -4.440     0.89829              0.000
 209     82.306       95.894         -55.074       -7.923       143129.7          558.8    0.7526    0.2418      564.29       96.223      -73.922       -4.689     0.89246              0.000
 210     80.625       94.967         -59.341       -8.363       142241.8          557.8    0.7612    0.2440      563.36       95.336      -74.261       -5.003     0.88854              0.000
 211     77.683       93.373         -62.323       -8.745       141443.0          557.0    0.7668    0.2445      562.56       93.784      -74.630       -5.325     0.88479              0.000
 212     75.061       91.885         -64.117       -9.723       141187.8          556.8    0.7696    0.2442      562.34       92.399      -74.913       -6.010     0.88350              0.000
 213     71.452       89.841         -65.093      -10.850       140664.7          556.3    0.7707    0.2422      561.75       90.495      -75.240       -6.838     0.88100              0.000
 214     69.892       88.959         -64.910      -11.265       141314.2          557.0    0.7691    0.2405      562.38       89.671      -75.353       -7.161     0.88395              0.000
 215     68.558       87.952         -63.617      -13.397       140970.5          557.0    0.7656    0.2375      562.24       88.967      -75.407       -8.564     0.88183              0.000
 216     62.335       84.941         -62.575      -11.245       141504.2          557.9    0.7606    0.2303      562.81       85.682      -75.877       -7.471     0.88379              0.000
 217     47.176       76.360         -60.042      -14.268       143948.0          560.0    0.7490    0.2121      564.21       77.681      -77.053      -10.408     0.89563              0.000
 218     53.196       79.567         -59.323      -14.398       143614.9          559.7    0.7493    0.2167      564.10       80.859      -76.514      -10.096     0.89401              0.000
 219     52.429       79.425         -55.802      -12.823       143594.4          559.8    0.7414    0.2121      564.04       80.454      -76.450       -9.050     0.89376              0.000
 220     44.896       75.236         -53.795      -13.725       143288.8          559.6    0.7348    0.2029      563.52       76.478      -77.009      -10.184     0.89213              0.000
 221     38.807       72.165         -53.019      -12.644       143740.9          560.1    0.7310    0.1966      563.76       73.264      -77.501       -9.790     0.89421              0.000
 222     34.669       69.956         -52.916      -12.593       143521.0          559.9    0.7297    0.1932      563.45       71.080      -77.854      -10.055     0.89317              0.000
 223     29.378       67.218         -53.303      -12.040       143833.5          560.1    0.7289    0.1896      563.63       68.287      -78.330      -10.005     0.89468              0.000
 224     24.891       64.910         -54.061      -11.492       143719.6          560.0    0.7297    0.1878      563.47       65.919      -78.750       -9.891     0.89418              0.000
 225     18.280       61.451         -55.240      -11.010       143847.2          560.1    0.7309    0.1854      563.54       62.430      -79.370      -10.012     0.89481              0.000
 226     11.383       57.901         -56.818      -10.182       143815.7          560.0    0.7333    0.1847      563.52       58.789      -80.021       -9.791     0.89469              0.000
 227      2.400       53.220         -58.794       -9.423       143773.9          560.0    0.7367    0.1848      563.52       54.048      -80.858       -9.825     0.89456              0.000
 228     -8.349       47.662         -61.125       -8.256       143680.6          559.8    0.7413    0.1874      563.51       48.374      -81.836       -8.947     0.89425              0.000
 229    -10.418       39.173         -63.502       -6.392       143430.4          559.4    0.7466    0.1930      563.43       47.283      -82.035        0.376     0.89325              0.000
 230      9.238       26.593         -65.684       -3.559       143043.9          558.7    0.7536    0.2063      563.30       57.657      -80.373        1.227     0.89196              0.000
 231     31.805       13.375         -68.110       -1.709       142437.2          557.6    0.7635    0.2285      563.16       69.568      -78.501        1.126     0.89000              0.000
 232     43.674        6.261         -71.184       -1.783       142009.1          556.7    0.7736    0.2497      563.22       75.833      -77.504       -0.005     0.88876              0.000
 233     43.701        5.865         -74.084       -2.476       141671.0          556.0    0.7807    0.2626      563.15       75.848      -77.443       -0.595     0.88770              0.000
 234     37.447        9.711         -76.992       -3.625       141478.8          555.5    0.7864    0.2699      563.02       72.547      -77.874       -2.807     0.88725              0.000
 235     27.792       16.271         -80.079       -5.212       141209.9          555.0    0.7919    0.2748      562.83       67.451      -78.601       -4.869     0.88634              0.000
 236     19.892       24.381         -85.616       -7.005       140829.0          554.4    0.8031    0.2844      562.88       63.281      -79.275       -7.771     0.88497              0.000
 237     22.318       32.577         -92.045       -8.888       140256.2          553.3    0.8177    0.2988      563.06       64.561      -79.286       -7.944     0.88293              0.000
 238     26.254       41.289         -76.494       -9.450       138997.9          552.6    0.7846    0.2661      560.26       66.638      -78.983       -6.791     0.87600              0.000
 239     20.985       45.155         -54.614      -10.763       141200.8          554.4    0.7354    0.2293      560.83       63.857      -79.281       -6.830     0.88712              0.000
 240     22.419       53.203         -48.496      -11.771       141115.4          554.1    0.7232    0.2344      560.84       64.615      -79.275      -10.418     0.88696              0.000
 241     26.677       63.451         -49.331      -13.083       140322.7          553.9    0.7266    0.2388      560.92       66.862      -79.147      -13.704     0.88225              0.000
 242     35.590       69.743         -46.814      -14.386       140057.8          554.2    0.7226    0.2515      561.53       71.566      -78.318      -15.885     0.88010              0.000
 243     47.381       76.228         -44.029      -15.085       139535.0          554.0    0.7189    0.2630      561.72       77.790      -77.066      -12.300     0.87710              0.000
 244     56.896       81.156         -41.717      -16.157       139282.4          554.0    0.7160    0.2707      562.02       82.812      -76.003      -11.760     0.87546              0.000
 245     65.477       85.646         -39.742      -16.931       138944.0          553.9    0.7139    0.2772      562.12       87.341      -75.000      -11.329     0.87357              0.000
 246     74.553       90.397         -38.332      -17.632       138639.1          553.8    0.7134    0.2832      562.30       92.131      -74.013      -11.060     0.87180              0.000
 247     81.284       93.865         -36.881      -18.455       138279.7          553.5    0.7124    0.2868      562.24       95.684      -73.241      -11.039     0.86986              0.000
 248     88.314       97.586         -35.887      -18.782       138079.4          553.5    0.7126    0.2909      562.40       99.394      -72.497      -10.761     0.86867              0.000
 249     97.045      102.127         -35.433      -19.597       137532.6          553.1    0.7149    0.2975      562.38      104.003      -71.662      -10.712     0.86579              0.000
 250    104.566      106.012         -34.498      -20.416       137251.0          553.0    0.7155    0.3017      562.49      107.973      -70.950      -10.733     0.86418              0.000
 251    110.533      109.095         -32.641      -21.076       136919.0          552.8    0.7140    0.3042      562.44      111.122      -70.318      -10.759     0.86234              0.000
 252    115.530      111.660         -32.176      -21.719       136718.4          552.8    0.7149    0.3070      562.55      113.760      -69.864      -10.814     0.86116              0.000
 253    122.132      115.184         -31.357      -21.834       136324.8          552.5    0.7159    0.3103      562.56      117.244      -69.330      -10.572     0.85897              0.000
 254    126.889      117.625         -29.477      -22.452       136052.3          552.4    0.7141    0.3121      562.54      119.755      -68.853      -10.634     0.85744              0.000
 255    132.473      120.508         -28.132      -23.077       135757.8          552.2    0.7138    0.3155      562.63      122.703      -68.361      -10.670     0.85579              0.000
 256    137.518      123.170         -25.590      -23.322       135405.1          552.0    0.7110    0.3175      562.55      125.365      -67.839      -10.565     0.85383              0.000
 257    141.455      125.181         -23.102      -23.885       135209.0          552.0    0.7078    0.3191      562.61      127.443      -67.393      -10.634     0.85267              0.000
 258    146.695      127.903         -20.917      -24.376       134813.0          551.7    0.7060    0.3226      562.61      130.209      -66.881      -10.628     0.85050              0.000
 259    152.374      130.879         -18.143      -24.775       134420.8          551.4    0.7035    0.3264      562.64      133.206      -66.304      -10.565     0.84834              0.000
 260    157.963      133.795         -14.621      -25.224       134040.4          551.2    0.6996    0.3296      562.67      136.156      -65.678      -10.534     0.84620              0.000
 261    160.760      135.223         -10.265      -25.623       133821.1          551.2    0.6926    0.3296      562.62      137.633      -65.181      -10.584     0.84486              0.000
 262    162.864      136.296          -6.484      -25.928       133714.3          551.2    0.6864    0.3298      562.70      138.743      -64.768      -10.616     0.84411              0.000
 263    166.786      138.383          -2.256      -26.031       133367.2          551.0    0.6807    0.3325      562.70      140.813      -64.189      -10.516     0.84215              0.000
 264    170.183      140.132           2.436      -26.437       133020.8          550.8    0.6739    0.3348      562.69      142.606      -63.588      -10.549     0.84021              0.000
 265    173.223      141.714           7.366      -26.702       132732.5          550.7    0.6667    0.3372      562.74      144.211      -62.995      -10.540     0.83855              0.000
 266    176.675      143.535          13.220      -26.877       132344.9          550.5    0.6582    0.3403      562.77      146.033      -62.262      -10.489     0.83634              0.000
 267    177.407      143.916          19.604      -26.943       132066.7          550.4    0.6471    0.3409      562.70      146.419      -61.655      -10.489     0.83473              0.000
 268    178.837      144.703          26.136      -26.839       131892.7          550.4    0.6363    0.3432      562.87      147.174      -60.941      -10.399     0.83359              0.000
 269    180.151      145.349          33.221      -27.153       131335.8          550.0    0.6251    0.3466      562.74      147.867      -60.175      -10.486     0.83058              0.000
 270    180.651      145.671          41.534      -26.865       131062.2          549.9    0.6113    0.3502      562.93      148.132      -59.308      -10.370     0.82893              0.000
 271    181.546      146.171          50.648      -26.758       130404.6          549.5    0.5967    0.3557      562.88      148.604      -58.233      -10.316     0.82534              0.000
 272    180.378      145.563          60.284      -26.652       129946.4          549.2    0.5800    0.3605      562.93      147.987      -57.174      -10.325     0.82281              0.000
 273    179.130      144.995          70.612      -26.089       129313.9          548.7    0.5625    0.3671      562.95      147.329      -55.934      -10.172     0.81941              0.000
 274    176.701      143.753          81.191      -25.749       128593.9          548.3    0.5443    0.3743      563.00      146.047      -54.633      -10.145     0.81545              0.000
 275    173.037      141.916          92.880      -25.021       127844.4          547.8    0.5237    0.3828      563.17      144.112      -53.176      -10.036     0.81129              0.000
 276    169.359      140.063         104.518      -24.340       126872.1          547.1    0.5035    0.3929      563.21      142.171      -51.464       -9.910     0.80601              0.000
 277    162.904      136.735         116.290      -23.568       125814.5          546.3    0.4814    0.4023      563.13      138.764      -49.807       -9.882     0.80041              0.000
 278    156.900      133.711         127.399      -22.442       125012.6          545.8    0.4607    0.4129      563.43      135.595      -47.929       -9.620     0.79586              0.000
 279    145.083      127.633         135.165      -20.949       123531.0          544.8    0.4449    0.4158      563.02      129.358      -46.731       -9.416     0.78780              0.000
 280    130.907      120.219         148.429      -19.811       122895.5          544.7    0.4165    0.4253      563.73      121.876      -45.139       -9.857     0.78362              0.000
 281    131.507      120.635         162.622      -19.263       120909.3          543.3    0.3920    0.4504      563.86      122.192      -41.326       -9.339     0.77294              0.000
 282    128.439      119.122         171.430      -18.464       118491.1          541.4    0.3793    0.4655      563.22      120.573      -38.208       -8.989     0.76018              0.000
 283    119.007      114.228         182.398      -17.496       117534.5          540.8    0.3600    0.4798      563.98      115.595      -35.317       -8.940     0.75431              0.000
 284    114.537      111.956         194.297      -16.740       115250.1          539.0    0.3422    0.5006      563.85      113.236      -31.347       -8.706     0.74205              0.000
 285    108.651      108.914         205.502      -16.059       113162.7          537.5    0.3256    0.5198      563.92      110.129      -27.284       -8.584     0.73052              0.000
 286    104.204      106.652         216.379      -15.315       110866.6          535.8    0.3114    0.5400      563.98      107.782      -22.828       -8.340     0.71782              0.000
 287    100.696      104.856         226.491      -14.807       108362.5          534.0    0.3004    0.5598      563.92      105.930      -18.232       -8.178     0.70391              0.000
 288     97.651      103.303         236.642      -14.330       105828.6          532.2    0.2918    0.5801      564.01      104.323      -13.508       -8.011     0.68964              0.000
 289     96.435      102.712         246.851      -13.938       103026.0          530.1    0.2866    0.6017      564.04      103.681       -8.704       -7.815     0.67381              0.000
 290     95.207      102.100         255.591      -13.654       100155.7          528.2    0.2830    0.6204      563.89      103.033       -4.516       -7.668     0.65741              0.000
 291     92.088      100.501         260.967      -13.207        97863.5          527.2    0.2776    0.6307      563.79      101.386       -1.634       -7.484     0.64386              0.000
 292     86.230       97.463         262.840      -12.599        96345.0          527.2    0.2683    0.6319      563.78       98.295       -0.034       -7.296     0.63445              0.000
 293     79.360       93.906         263.201      -11.845        95400.5          527.7    0.2575    0.6296      563.95       94.669        0.816       -7.054     0.62821              0.000
 294     73.589       90.915         264.255      -11.231        94355.2          527.9    0.2484    0.6296      564.00       91.623        1.771       -6.862     0.62161              0.000
 295     69.242       88.665         266.291      -10.749        93096.4          527.6    0.2421    0.6327      563.95       89.328        3.317       -6.717     0.61402              0.000
 296     65.421       86.695         267.968      -10.245        91837.5          527.0    0.2382    0.6355      563.71       87.312        4.782       -6.550     0.60659              0.000
 297     60.696       84.239         268.218       -9.774        90902.3          526.8    0.2348    0.6348      563.45       84.817        5.436       -6.437     0.60094              0.000
 298     54.815       81.194         267.240       -9.084        90264.0          527.0    0.2311    0.6307      563.40       81.714        5.120       -6.224     0.59659              0.000
 299     49.324       78.330         266.135       -8.604        89827.5          527.8    0.2278    0.6263      563.92       78.815        4.399       -6.098     0.59281              0.000
 300     47.933       77.519         265.953       -9.088        89221.7          527.6    0.2285    0.6262      563.73       78.081        4.125       -6.354     0.58923              0.000
 301     50.469       78.795         266.852       -9.464        88252.4          525.2    0.2330    0.6313      561.91       79.420        4.539       -6.381     0.58578              0.000
 302     52.620       79.994         267.667       -9.162        87221.6          522.2    0.2367    0.6362      559.34       80.555        4.936       -6.164     0.58276              0.000
 303     53.565       80.545         267.815       -8.788        86432.6          519.5    0.2386    0.6392      556.83       81.054        5.208       -5.931     0.58090              0.000
 304     54.131       80.840         267.166       -8.765        85819.2          517.1    0.2394    0.6401      554.39       81.352        5.270       -5.957     0.57969              0.000
 305     53.048       80.297         265.764       -8.446        85535.9          515.6    0.2371    0.6384      552.42       80.781        5.409       -5.836     0.57956              0.000
 306     47.368       77.449         262.111       -7.009        85828.2          515.3    0.2284    0.6281      550.73       77.783        4.536       -5.289     0.58184              0.000
 307     38.094       72.593         257.638       -6.007        87018.7          516.8    0.2148    0.6123      550.44       72.888        3.264       -4.975     0.58858              0.000
 308     26.376       66.521         251.827       -4.635        88181.2          517.7    0.2054    0.5930      549.48       66.703        0.858       -4.011     0.59565              0.000
 309     17.890       62.120         243.078       -3.151        89296.0          517.4    0.2131    0.5700      547.56       62.224       -3.105       -2.819     0.60357              0.000
 310      9.956       57.908         231.389       -3.206        90284.8          516.5    0.2299    0.5421      544.98       58.036       -7.628       -3.051     0.61168              0.000
 311      3.109       54.289         226.066       -3.229        91257.5          516.6    0.2350    0.5272      544.08       54.422      -10.757       -3.476     0.61816              0.000
 312      8.467       57.137         230.873       -3.342        91387.3          517.4    0.2254    0.5399      545.28       57.251       -9.927       -3.328     0.61772              0.000
 313     14.368       60.255         237.163       -3.467        90754.2          517.6    0.2140    0.5556      546.30       60.365       -8.283       -3.257     0.61287              0.000
 314     17.628       61.973         242.800       -3.595        90550.3          518.7    0.2034    0.5679      548.14       62.086       -7.036       -3.344     0.60999              0.000
 315     20.862       63.684         247.924       -3.596        90025.5          519.3    0.1945    0.5795      549.50       63.793       -5.284       -3.256     0.60557              0.000
 316     22.758       64.673         252.691       -3.819        89777.6          520.0    0.1864    0.5893      551.01       64.793       -3.666       -3.519     0.60284              0.000
 317     23.716       65.186         257.041       -3.697        89323.7          520.3    0.1792    0.5983      552.00       65.299       -1.638       -3.350     0.59933              0.000
 318     24.590       65.641         260.922       -3.860        89225.7          520.9    0.1738    0.6060      553.32       65.760        0.202       -3.511     0.59781              0.000
 319     23.684       65.135         263.915       -4.182        88789.5          521.0    0.1683    0.6116      553.89       65.282        1.730       -3.923     0.59470              0.000
 320     22.193       64.433         266.978       -2.656        88975.9          521.7    0.1640    0.6168      555.23       64.495        3.491       -2.302     0.59497              0.000
 321     22.273       64.073         267.755       -7.568        88619.6          521.8    0.1625    0.6180      555.37       64.537        3.426       -7.025     0.59246              0.000
 322     10.817       58.314         270.938        4.064        88652.3          522.9    0.1505    0.6208      556.91       58.491        6.191        4.184     0.59140              0.000
 323    -39.334       31.479         279.400       -5.861        89955.7          518.3    0.0756    0.6316      552.70       32.020       17.945      -10.373     0.60476              0.000
 324    -28.899       33.090         285.300      -17.703        90417.7          519.7    0.0917    0.6454      555.69       37.528       23.440      -25.254     0.60626              0.000
 325     -4.494       50.341         259.438       -0.258        89659.2          519.8    0.1223    0.5946      550.58       50.409      -16.960        0.839     0.60099              0.000
 326    -15.403       44.319         254.063       -5.125        89412.1          521.9    0.1149    0.5796      551.22       44.652      -25.748       -7.326     0.59698              0.000
 327    -21.558       41.260         250.457       -3.118        89744.4          524.0    0.1131    0.5695      552.53       41.403      -31.678       -3.976     0.59670              0.000
 328    -26.752       38.477         247.569       -3.137        89498.4          525.0    0.1135    0.5621      552.84       38.661      -36.875       -3.946     0.59397              0.000
 329    -33.506       34.860         245.648       -3.386        89700.3          526.4    0.1131    0.5565      553.84       35.097      -41.865       -5.529     0.59368              0.000
 330    -37.874       31.805         242.968       -2.639        89611.5          527.8    0.1176    0.5498      554.65       32.791      -45.196       -2.180     0.59161              0.000
 331    -39.605       26.816         239.092       -2.332        89678.9          528.9    0.1260    0.5406      555.05       31.877      -46.621       -1.263     0.59078              0.000
 332    -29.824       20.232         238.402       -0.889        89624.8          527.7    0.1330    0.5405      553.82       37.040      -38.293        1.541     0.59180              0.000
 333    -15.907       11.449         243.948        0.023        89562.5          524.6    0.1391    0.5564      552.15       44.385      -26.355        2.775     0.59492              0.000
 334     -1.010        2.830         249.978        0.277        89443.2          521.8    0.1550    0.5742      551.05       52.249      -17.956        1.977     0.59743              0.000
 335     10.258       -4.053         252.509        0.091        89359.5          519.8    0.1727    0.5837      550.15       58.196      -14.881        1.611     0.59915              0.000
 336     17.556       -8.367         254.149       -0.192        89317.3          518.3    0.1865    0.5904      549.39       62.048      -13.019        1.175     0.60069              0.000
 337     20.498      -10.520         256.542       -0.595        89353.9          517.1    0.1959    0.5975      549.08       63.600      -11.065        0.310     0.60233              0.000
 338     20.949      -10.826         259.623       -1.086        89420.3          516.2    0.2023    0.6052      549.06       63.838       -8.658        0.070     0.60394              0.000
 339     18.448       -9.581         263.466       -1.723        89531.7          515.4    0.2067    0.6138      549.35       62.518       -5.916       -1.019     0.60562              0.000
 340     13.534       -6.758         267.926       -2.724        89630.3          514.8    0.2098    0.6232      549.90       59.925       -2.580       -2.748     0.60704              0.000
 341      5.146       -1.884         272.956       -4.374        89757.2          514.4    0.2112    0.6330      550.77       55.497        1.504       -5.974     0.60836              0.000
 342     -5.699        5.142         277.440       -6.002        89813.3          514.2    0.2109    0.6413      551.62       49.773        6.148      -11.350     0.60901              0.000
 343    -16.175       13.910         280.413       -7.013        89828.2          513.8    0.2083    0.6465      551.95       44.244       10.278      -15.135     0.60950              0.000
 344    -18.964       22.085         282.956       -7.935        89784.4          513.7    0.2095    0.6515      552.52       42.772       11.090      -15.552     0.60941              0.000
 345     -9.789       30.516         277.201       -7.704        89260.2          513.3    0.2184    0.6400      551.21       47.614       -0.498      -11.263     0.60628              0.000
 346     -8.301       36.381         269.484       -6.663        88979.2          512.9    0.2319    0.6232      549.46       48.400      -10.003       -9.919     0.60485              0.000
 347     -6.008       42.023         267.957       -6.756        88728.9          512.6    0.2405    0.6207      549.20       49.610      -12.992      -11.218     0.60345              0.000
 348     -1.008       48.124         267.843       -6.759        88322.6          512.2    0.2498    0.6220      549.19       52.250      -14.960      -12.556     0.60112              0.000
 349      6.531       54.297         268.211       -6.751        87929.6          511.9    0.2591    0.6249      549.38       56.229      -15.560      -13.338     0.59884              0.000
 350     17.191       60.834         269.145       -6.793        87398.1          511.4    0.2703    0.6299      549.66       61.855      -15.811      -11.858     0.59576              0.000
 351     31.242       68.545         269.405       -6.897        86946.5          511.2    0.2817    0.6340      550.13       69.271      -16.209       -8.892     0.59288              0.000
 352     42.448       74.587         266.924       -6.600        86567.3          511.0    0.2855    0.6318      549.54       75.186      -16.783       -7.218     0.59051              0.000
 353     48.342       77.790         264.074       -6.228        86625.4          511.3    0.2848    0.6269      549.16       78.297      -16.566       -6.125     0.59056              0.000
 354     55.168       81.447         262.732       -6.367        86419.0          511.2    0.2886    0.6263      548.98       81.900      -16.511       -5.672     0.58924              0.000
 355     62.657       85.451         261.636       -6.416        86168.6          511.1    0.2944    0.6266      548.92       85.853      -16.653       -5.294     0.58767              0.000
 356     72.244       90.562         259.855       -6.231        85849.1          510.9    0.3015    0.6266      548.71       90.913      -17.260       -4.871     0.58572              0.000
 357     79.926       94.657         256.492       -5.914        85642.9          510.8    0.3048    0.6224      548.04       94.967      -17.995       -4.461     0.58436              0.000
 358     84.151       96.906         252.980       -5.776        85574.7          510.9    0.3053    0.6167      547.32       97.197      -18.455       -4.185     0.58381              0.000
 359     89.250       99.620         250.666       -5.781        85450.2          510.9    0.3091    0.6141      547.01       99.889      -18.859       -4.011     0.58296              0.000
 360     96.908      103.680         247.840       -5.741        85137.9          510.6    0.3153    0.6120      546.48      103.931      -19.639       -3.873     0.58109              0.000
 361    101.359      106.048         243.541       -5.456        85018.9          510.7    0.3171    0.6052      545.57      106.280      -20.638       -3.640     0.58027              0.000
 362    104.306      107.624         239.503       -5.100        84967.7          510.7    0.3182    0.5985      544.75      107.836      -21.341       -3.348     0.57987              0.000
 363    108.558      109.879         236.382       -5.052        84815.4          510.6    0.3226    0.5946      544.19      110.080      -22.027       -3.263     0.57895              0.000
 364    113.879      112.702         231.906       -4.785        84577.9          510.4    0.3277    0.5887      543.25      112.888      -23.310       -3.106     0.57757              0.000
 365    117.238      114.489         226.787       -4.381        84458.9          510.3    0.3309    0.5806      542.17      114.661      -24.521       -2.865     0.57685              0.000
 366    120.186      116.055         221.745       -4.114        84362.9          510.3    0.3344    0.5726      541.18      116.217      -25.670       -2.725     0.57625              0.000
 367    121.533      116.775         216.102       -3.707        84250.5          510.2    0.3365    0.5628      539.89      116.928      -26.992       -2.527     0.57561              0.000
 368    122.893      117.491         210.995       -3.559        84213.8          510.2    0.3401    0.5541      538.94      117.646      -28.176       -2.466     0.57539              0.000
 369    125.050      118.633         204.974       -3.255        84006.0          509.9    0.3454    0.5444      537.63      118.785      -29.797       -2.359     0.57425              0.000
 370    125.588      118.918         198.223       -2.676        83901.0          509.8    0.3493    0.5324      536.19      119.068      -31.407       -2.097     0.57368              0.000
 371    125.544      118.894         191.964       -2.189        83810.5          509.7    0.3538    0.5213      534.92      119.045      -32.870       -1.884     0.57323              0.000
 372    126.534      119.410         185.311       -1.837        83606.6          509.4    0.3604    0.5105      533.49      119.568      -34.399       -1.748     0.57220              0.000
 373    126.460      119.363         178.068       -1.571        83397.8          508.9    0.3673    0.4984      531.85      119.529      -36.122       -1.643     0.57126              0.000
 374    126.811      119.544         170.475       -0.948        83195.6          508.3    0.3759    0.4864      530.09      119.714      -37.788       -1.346     0.57051              0.000
 375    127.700      120.001         162.661       -0.486        82878.0          507.3    0.3864    0.4753      528.00      120.183      -39.348       -1.129     0.56943              0.000
 376    128.153      120.224         154.635       -0.152        82601.4          505.9    0.3980    0.4642      525.65      120.422      -40.979       -0.984     0.56889              0.000
 377    129.162      120.746         146.439        0.363        82251.9          504.1    0.4114    0.4539      522.95      120.955      -42.549       -0.764     0.56830              0.000
 378    130.023      121.202         138.456        0.762        81868.0          502.1    0.4255    0.4445      520.09      121.409      -44.008       -0.594     0.56772              0.000
 379    131.211      121.839         130.525        1.094        81412.6          499.8    0.4406    0.4361      517.17      122.036      -45.353       -0.430     0.56680              0.000
 380    132.622      122.595         122.449        1.375        80856.0          497.4    0.4566    0.4284      514.13      122.781      -46.648       -0.278     0.56534              0.000
 381    133.955      123.307         114.574        1.483        80231.5          495.1    0.4726    0.4217      511.18      123.485      -47.846       -0.203     0.56339              0.000
 382    135.057      123.894         106.865        1.792        79551.8          492.8    0.4886    0.4157      508.38      124.066      -48.982       -0.041     0.56095              0.000
 383    137.206      125.030          99.108        2.237        78788.8          490.6    0.5056    0.4114      505.78      125.201      -49.991        0.179     0.55780              0.000
 384    139.348      126.166          91.357        2.339        77908.9          488.5    0.5228    0.4079      503.26      126.331      -50.943        0.251     0.55375              0.000
 385    141.137      127.115          83.612        2.530        77039.2          486.5    0.5399    0.4047      500.95      127.275      -51.893        0.373     0.54956              0.000
 386    143.961      128.604          75.685        2.926        76059.4          484.5    0.5583    0.4032      498.71      128.766      -52.738        0.580     0.54459              0.000
 387    147.272      130.350          67.387        3.194        74948.4          482.4    0.5778    0.4027      496.41      130.514      -53.563        0.717     0.53873              0.000
 388    150.386      131.992          58.950        3.414        73787.4          480.4    0.5977    0.4028      494.16      132.157      -54.356        0.835     0.53246              0.000
 389    153.198      133.472          50.549        3.650        72583.3          478.2    0.6174    0.4032      491.90      133.642      -55.134        0.962     0.52587              0.000
 390    156.229      135.068          42.084        3.842        71365.3          476.1    0.6377    0.4040      489.67      135.241      -55.896        1.074     0.51913              0.000
 391    159.200      136.630          34.137        4.161        70092.4          474.0    0.6572    0.4063      487.50      136.809      -56.472        1.242     0.51203              0.000
 392    162.042      138.124          25.706        4.426        68799.9          471.8    0.6773    0.4083      485.28      138.309      -57.223        1.376     0.50472              0.000
 393    165.635      140.025          17.069        4.366        67430.0          469.5    0.6986    0.4103      483.02      140.206      -57.908        1.390     0.49690              0.000
 394    167.668      141.098           9.989        4.456        66134.3          467.5    0.7158    0.4118      480.97      141.279      -58.440        1.481     0.48948              0.000
 395    168.163      141.352           4.278        4.735        65234.8          466.2    0.7284    0.4107      479.47      141.540      -59.029        1.656     0.48427              0.000
 396    167.701      141.109           0.078        4.652        64458.8          465.2    0.7371    0.4072      478.16      141.296      -59.555        1.704     0.47985              0.000
 397    164.991      139.681          -2.814        4.560        64022.8          464.7    0.7414    0.4006      477.28      139.866      -60.180        1.766     0.47745              0.000
 398    162.921      138.589          -5.245        4.588        63670.9          464.4    0.7451    0.3941      476.58      138.773      -60.759        1.865     0.47555              0.000
 399    161.451      137.822          -7.715        4.429        63232.9          463.9    0.7495    0.3884      475.78      137.998      -61.305        1.863     0.47316              0.000
