
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1518
Total-Total PR            4.9700
Total-Static PR           5.6018
Energy Extraction           402.9360
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.40      78.08     -77.04     -77.27     -38.18    0.3297    0.8278      0.3582
    1      Mean      -3.88      72.47      44.21     -66.37     -16.29    0.6261    1.6469      0.4251
    1       Tip      -5.37      79.36     -83.19     -51.18      24.51    0.4686    0.3194      0.4672
    2       Hub     -53.87      73.33      -1.63     -69.74     -22.60    0.4450    1.3817      0.3989
    2      Mean     -20.02      64.32     -10.53     -59.84      -0.63    0.6937    1.1643      0.4587
    2       Tip      26.59      70.12     -50.75     -55.43      12.31    0.6834    0.8364      0.5251


Span station K = 19

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 171    253.346      186.024         211.729        9.399       185383.8          562.3    0.4530    0.6434      600.97      186.501      -26.042        4.053     1.14512             12.764
 172    251.906      185.304         199.952        8.972       183639.2          560.1    0.4639    0.6262      596.57      185.741      -28.793        3.839     1.13804             12.785
 173    251.825      185.300         187.788        8.486       181687.1          557.9    0.4782    0.6102      592.31      185.698      -31.433        3.613     1.12954             12.808
 174    252.227      185.553         173.938        7.900       179052.8          555.3    0.4968    0.5930      587.67      185.910      -34.235        3.348     1.11629             12.832
 175    249.744      184.281         159.704        7.250       176461.9          552.9    0.5143    0.5732      583.16      184.600      -37.119        3.065     1.10308             12.847
 176    246.309      182.504         147.276        6.611       174656.4          551.4    0.5284    0.5549      579.72      182.787      -39.587        2.791     1.09468             12.860
 177    243.506      181.057         134.966        5.864       172651.0          549.8    0.5441    0.5373      576.35      181.307      -41.907        2.482     1.08495             12.874
 178    241.801      180.188         122.092        5.113       170279.3          548.0    0.5629    0.5208      572.89      180.407      -44.107        2.182     1.07291             12.887
 179    240.458      179.507         108.981        4.414       167574.9          546.0    0.5834    0.5056      569.39      179.699      -46.187        1.905     1.05895             12.896
 180    238.675      178.588          96.108        3.624       164730.5          543.9    0.6038    0.4912      565.93      178.757      -48.181        1.598     1.04437             12.907
 181    236.781      177.606          84.193        2.858       161842.6          541.8    0.6229    0.4783      562.68      177.758      -49.952        1.291     1.02972             12.920
 182    234.399      176.364          73.619        2.211       159175.8          539.9    0.6393    0.4665      559.81      176.500      -51.538        1.019     1.01650             12.937
 183    231.422      174.803          64.574        1.627       156819.8          538.3    0.6526    0.4557      557.26      174.929      -52.970        0.759     1.00533             12.953
 184    228.159      173.070          56.880        0.835       154721.9          536.8    0.6633    0.4458      554.95      173.207      -54.236        0.353     0.99604             12.972
 185    224.822      171.277          49.989       -0.015       152848.2          535.3    0.6727    0.4370      552.80      171.446      -55.390       -0.124     0.98823             12.995
 186    221.694      169.623          43.603       -0.405       151065.3          533.8    0.6819    0.4294      550.67      169.794      -56.431       -0.369     0.98115             13.016
 187    218.442      167.918          37.884       -0.560       149464.2          532.2    0.6900    0.4230      548.64      168.078      -57.388       -0.489     0.97522             13.032
 188    215.363      166.304          32.892       -0.616       147918.7          530.6    0.6972    0.4184      546.64      166.453      -58.243       -0.562     0.96972             13.044
 189    213.153      165.155          28.390       -0.513       146447.7          529.1    0.7040    0.4158      544.90      165.286      -58.954       -0.556     0.96443             13.055
 190    211.456      164.270          24.400       -0.474       144895.2          527.7    0.7104    0.4151      543.41      164.391      -59.588       -0.614     0.95812             13.060
 191    210.548      163.791          21.489       -0.622       143674.5          526.8    0.7151    0.4166      542.54      163.911      -59.974       -0.770     0.95308             13.065
 192    207.861      162.372          19.460       -0.820       142659.6          525.6    0.7174    0.4176      541.37      162.493      -60.547       -0.955     0.94977             13.064
 193    206.099      161.461          17.792       -0.803       142125.9          523.6    0.7197    0.4194      539.37      161.563      -60.792       -0.781     0.95187             13.073
 194    206.708      161.804          16.032       -0.545       141437.1          520.8    0.7240    0.4223      536.68      161.884      -60.714       -0.452     0.95477             13.106
 195    206.224      161.563          14.424       -0.227       140226.5          518.0    0.7279    0.4243      533.87      161.629      -60.962       -0.154     0.95355             13.145
 196    203.848      160.314          13.833        0.051       139295.8          515.8    0.7284    0.4253      531.71      160.375      -61.232        0.095     0.95250             13.180
 197    201.993      159.334          13.556        0.293       138803.9          514.5    0.7282    0.4264      530.45      159.396      -61.384        0.310     0.95234             13.210
 198    198.951      157.723          13.798        0.505       137989.7          513.0    0.7265    0.4259      528.79      157.790      -61.621        0.478     0.95013             13.226
 199    198.217      157.329          13.888        0.674       138302.5          512.8    0.7259    0.4251      528.53      157.403      -61.484        0.592     0.95323             13.258
 200    193.530      154.838          13.810        1.027       137907.2          512.4    0.7235    0.4201      527.79      154.929      -62.060        0.896     0.95130             13.270
 201    189.499      152.671          13.340        1.494       138216.6          513.2    0.7212    0.4173      528.38      152.801      -62.588        1.471     0.95175             13.275
 202    180.210      147.638          19.981        2.716       138649.8          509.9    0.7046    0.4147      524.71      147.899      -62.595        2.541     0.96035             13.266
 203    155.742      134.368          33.348        4.496       139718.0          505.2    0.6659    0.4159      519.84      134.984      -64.006        5.036     0.97633             13.303
 204    132.204      121.248          49.382        4.832       141249.4          502.4    0.6214    0.4290      517.90      122.561      -66.140        9.189     0.99344             13.295
 205    116.345      113.143          57.215        3.625       142544.3          504.0    0.5961    0.4300      519.75      114.190      -67.662        9.271     0.99867             13.338
 206    124.194      118.076          50.403        2.280       143596.9          510.1    0.6114    0.4162      525.03      118.333      -65.528        3.519     0.99221             13.310
 207    132.821      122.786          42.315        1.712       143180.6          511.8    0.6323    0.4011      525.71      122.886      -64.367        1.500     0.98480             13.322
 208    134.009      123.446          36.368        1.453       143546.4          512.4    0.6454    0.3863      525.21      123.513      -64.601        0.909     0.98563             13.291
 209    136.218      124.623          31.402        1.077       143112.2          511.0    0.6582    0.3748      523.03      124.679      -64.687        0.507     0.98478             13.278
 210    136.864      124.960          24.772        0.575       142709.0          509.9    0.6737    0.3595      520.99      125.020      -65.320        0.180     0.98334             13.265
 211    140.621      126.937          16.928        0.087       142121.3          509.6    0.6931    0.3459      519.96      127.003      -65.656       -0.039     0.97872             13.275
 212    145.883      129.721           7.605       -0.244       141876.1          511.3    0.7151    0.3342      521.10      129.780      -65.936       -0.151     0.97251             13.310
 213    152.917      133.437          -3.805        0.338       141628.0          514.5    0.7410    0.3273      523.99      133.493      -66.207        0.108     0.96347             13.344
 214    160.608      137.452         -15.976        2.176       141340.9          519.5    0.7671    0.3277      529.08      137.553      -66.430        0.874     0.95109             13.362
 215    170.405      142.452         -26.312        4.883       141332.8          525.8    0.7890    0.3348      535.89      142.723      -66.333        1.847     0.93849             13.333
 216    181.406      148.025         -37.748        8.459       141257.5          530.6    0.8137    0.3526      541.87      148.530      -66.266        2.999     0.92967             13.298
 217    183.516      149.596         -43.730        3.767       142512.2          542.3    0.8196    0.3423      552.83      149.643      -66.366        1.442     0.91573             12.941
 218    183.705      149.730         -43.424       -1.963       142567.9          542.1    0.8191    0.3424      552.71      149.743      -66.333       -0.751     0.91629             20.542
 219    171.061      143.045         -42.037       -2.255       143421.9          542.8    0.8102    0.3273      552.47      143.070      -67.205       -0.921     0.92070             20.528
 220    167.065      140.937         -41.784       -2.196       143787.7          542.8    0.8079    0.3228      552.29      140.960      -67.494       -0.915     0.92292             20.544
 221    162.132      138.331         -41.652       -2.220       143981.4          542.9    0.8055    0.3173      552.00      138.357      -67.865       -0.949     0.92414             20.539
 222    156.814      135.523         -41.579       -2.239       144412.6          543.1    0.8030    0.3115      551.93      135.550      -68.272       -0.989     0.92648             20.552
 223    151.245      132.579         -41.491       -2.307       144624.9          543.2    0.8005    0.3054      551.73      132.610      -68.702       -1.060     0.92766             12.975
 224    145.831      129.717         -41.420       -2.356       145020.6          543.5    0.7981    0.2996      551.71      129.753      -69.124       -1.129     0.92972             12.986
 225    140.032      126.649         -41.434       -2.439       145252.2          543.6    0.7959    0.2936      551.57      126.692      -69.585       -1.229     0.93095             12.985
 226    134.536      123.740         -41.667       -2.507       145630.3          543.9    0.7943    0.2881      551.59      123.791      -70.037       -1.333     0.93291             12.999
 227    128.537      120.561         -42.059       -2.611       145820.0          544.0    0.7931    0.2825      551.45      120.625      -70.541       -1.483     0.93394             12.999
 228    122.848      117.546         -42.565       -2.671       146113.0          544.2    0.7923    0.2774      551.42      117.622      -71.028       -1.631     0.93550             13.011
 229    116.708      114.287         -43.020       -2.751       146200.9          544.2    0.7915    0.2721      551.27      114.381      -71.554       -1.837     0.93599             13.010
 230    111.096      111.306         -43.487       -2.784       146421.6          544.3    0.7910    0.2676      551.27      111.419      -72.039       -2.040     0.93715             13.026
 231    105.217      108.176         -44.072       -2.852       146445.5          544.3    0.7909    0.2633      551.15      108.316      -72.554       -2.338     0.93730             13.035
 232     99.987      105.385         -45.068       -2.894       146604.0          544.4    0.7919    0.2606      551.21      105.556      -73.028       -2.665     0.93812             13.066
 233     94.353      102.358         -46.443       -3.031       146509.8          544.3    0.7940    0.2589      551.12      102.582      -73.543       -3.238     0.93767             13.082
 234     89.307       99.630         -47.918       -3.080       146523.2          544.3    0.7966    0.2586      551.16       99.919      -74.010       -3.932     0.93777             13.105
 235     84.170       96.768         -49.976       -3.206       146217.5          544.0    0.8009    0.2609      551.04       97.207      -74.488       -5.395     0.93633             13.121
 236     80.580       94.593         -51.190       -3.076       146069.9          543.5    0.8038    0.2632      550.71       95.312      -74.824       -7.340     0.93621             13.170
 237     78.980       92.002         -52.746       -2.916       145536.7          542.6    0.8082    0.2683      550.11       94.468      -74.985       -9.083     0.93440             13.228
 238     80.703       89.744         -40.335       -2.656       145199.5          542.9    0.7811    0.2485      549.83       95.377      -74.713       -7.044     0.93173             13.272
 239     94.283      100.555         -27.413       -1.684       145080.8          543.1    0.7568    0.2602      550.34      102.545      -73.081       -4.149     0.93062             13.139
 240    108.022      108.802         -27.123       -1.342       144615.7          542.6    0.7600    0.2791      550.53      109.797      -71.692       -2.873     0.92846             13.122
 241    118.634      115.264         -30.779       -1.118       144266.6          542.3    0.7711    0.2941      550.74      115.398      -70.701       -1.885     0.92681             13.071
 242    129.689      121.145         -33.300       -0.908       143578.0          541.6    0.7806    0.3092      550.64      121.233      -69.709       -1.155     0.92364             13.058
 243    138.976      126.065         -34.812       -0.732       143185.1          541.2    0.7872    0.3200      550.76      126.135      -68.936       -0.812     0.92178             13.042
 244    148.137      130.913         -35.900       -0.497       142539.5          540.5    0.7934    0.3297      550.63      130.970      -68.185       -0.559     0.91872             13.048
 245    154.138      134.084         -36.724       -0.349       142232.2          540.2    0.7978    0.3357      550.68      134.137      -67.748       -0.449     0.91724             13.039
 246    160.664      137.530         -38.025       -0.186       141736.7          539.8    0.8037    0.3431      550.64      137.582      -67.291       -0.346     0.91485             13.041
 247    167.017      140.888         -39.719       -0.031       141348.6          539.4    0.8100    0.3502      550.71      140.935      -66.924       -0.226     0.91295             13.030
 248    174.460      144.825         -40.765        0.183       140839.3          538.9    0.8153    0.3575      550.71      144.864      -66.453       -0.068     0.91043             13.030
 249    180.057      147.783         -40.858        0.374       140507.3          538.6    0.8180    0.3620      550.72      147.818      -66.097        0.038     0.90877             13.023
 250    184.504      150.131         -41.209        0.547       140161.6          538.3    0.8209    0.3660      550.71      150.165      -65.825        0.112     0.90705             13.026
 251    189.540      152.791         -41.959        0.739       139797.2          538.0    0.8249    0.3714      550.77      152.823      -65.554        0.201     0.90521             13.020
 252    196.117      156.266         -41.627        0.998       139296.7          537.6    0.8274    0.3771      550.79      156.294      -65.122        0.323     0.90263             13.020
 253    199.380      157.989         -40.305        1.180       139061.4          537.3    0.8265    0.3786      550.74      158.017      -64.887        0.386     0.90141             13.014
 254    203.428      160.125         -39.985        1.372       138795.4          537.1    0.8282    0.3827      550.86      160.154      -64.624        0.448     0.90005             13.015
 255    210.204      163.703         -38.700        1.667       138240.2          536.6    0.8293    0.3886      550.88      163.730      -64.153        0.558     0.89714             13.010
 256    213.771      165.584         -36.324        1.900       137932.5          536.4    0.8267    0.3903      550.79      165.612      -63.808        0.630     0.89555             13.014
 257    217.781      167.699         -35.168        2.128       137731.5          536.2    0.8269    0.3942      550.99      167.729      -63.515        0.695     0.89447             13.010
 258    224.878      171.443         -33.191        2.443       137019.8          535.6    0.8275    0.4007      550.92      171.475      -62.969        0.791     0.89081             13.011
 259    230.505      174.410         -30.780        2.705       136639.0          535.2    0.8266    0.4054      551.00      174.445      -62.512        0.860     0.88885             13.007
 260    237.005      177.838         -26.856        2.974       136178.1          534.9    0.8232    0.4099      551.11      177.876      -61.893        0.933     0.88629             13.009
 261    236.052      177.332         -22.004        3.087       136139.8          534.9    0.8134    0.4059      550.86      177.373      -61.647        0.963     0.88592             13.008
 262    237.406      178.043         -21.484        3.252       136339.1          535.0    0.8137    0.4081      551.17      178.087      -61.538        1.000     0.88715             13.012
 263    249.517      184.430         -19.372        3.687       135005.5          533.7    0.8186    0.4220      551.18      184.480      -60.708        1.109     0.88026             13.007
 264    256.805      188.271         -12.956        4.074       134017.2          532.8    0.8126    0.4278      550.83      188.326      -59.858        1.193     0.87502             13.013
 265    258.750      189.293          -7.912        4.317       134194.3          533.0    0.8049    0.4284      551.21      189.353      -59.393        1.245     0.87583             13.008
 266    263.396      191.739          -2.695        4.582       133613.4          532.5    0.7996    0.4330      551.14      191.805      -58.747        1.297     0.87277             13.011
 267    267.031      193.652           3.395        4.839       133222.1          532.1    0.7921    0.4367      551.19      193.724      -58.080        1.344     0.87067             13.011
 268    271.064      195.774           9.735        5.108       132701.1          531.6    0.7848    0.4416      551.17      195.853      -57.335        1.395     0.86795             13.014
 269    275.231      197.967          17.232        5.378       132124.7          531.1    0.7760    0.4473      551.21      198.052      -56.464        1.444     0.86488             13.015
 270    277.490      199.153          25.428        5.621       131553.1          530.5    0.7649    0.4515      551.10      199.244      -55.599        1.486     0.86184             13.020
 271    279.298      200.101          33.534        5.839       131159.1          530.1    0.7538    0.4561      551.16      200.199      -54.741        1.520     0.85981             13.023
 272    283.152      202.128          42.919        6.095       130344.9          529.3    0.7430    0.4646      551.17      202.233      -53.601        1.554     0.85558             13.027
 273    285.628      203.427          53.954        6.334       129355.1          528.3    0.7293    0.4734      551.01      203.540      -52.293        1.580     0.85037             13.032
 274    285.845      203.534          64.781        6.483       128636.3          527.6    0.7140    0.4805      551.00      203.654      -51.044        1.578     0.84658             13.039
 275    285.172      203.171          76.034        6.613       127859.7          526.8    0.6978    0.4883      550.97      203.299      -49.727        1.569     0.84248             13.043
 276    284.590      202.854          87.779        6.745       126921.0          525.9    0.6814    0.4980      550.92      202.992      -48.231        1.561     0.83756             13.051
 277    282.789      201.893          99.621        6.865       125904.7          524.9    0.6643    0.5078      550.81      202.041      -46.685        1.553     0.83221             13.057
 278    279.643      200.221         111.491        6.940       124940.1          524.0    0.6460    0.5175      550.72      200.381      -45.097        1.538     0.82712             13.067
 279    276.226      198.407         123.005        7.002       123949.8          523.0    0.6281    0.5277      550.64      198.577      -43.452        1.534     0.82194             13.075
 280    272.372      196.363         134.560        7.097       122839.4          521.9    0.6101    0.5388      550.50      196.543      -41.720        1.562     0.81613             13.095
 281    268.363      194.238         146.141        7.089       121637.9          520.8    0.5922    0.5509      550.40      194.427      -39.873        1.556     0.80979             13.094
 282    264.058      191.958         157.639        6.969       120312.4          519.5    0.5745    0.5637      550.27      192.155      -37.932        1.510     0.80274             13.111
 283    259.716      189.660         169.219        6.868       118916.1          518.2    0.5571    0.5776      550.20      189.863      -35.863        1.486     0.79531             13.119
 284    255.558      187.460         180.936        6.764       117330.8          516.7    0.5403    0.5929      550.10      187.668      -33.628        1.473     0.78683             13.131
 285    251.713      185.426         192.670        6.599       115627.3          515.2    0.5243    0.6095      550.07      185.639      -31.235        1.443     0.77764             13.143
 286    248.235      183.587         204.379        6.386       113776.1          513.5    0.5094    0.6271      550.08      183.803      -28.694        1.398     0.76760             13.154
 287    245.009      181.882         216.212        6.148       111750.7          511.7    0.4956    0.6460      550.06      182.101      -25.986        1.345     0.75656             13.165
 288    242.922      180.780         228.077        5.847       109636.1          509.8    0.4839    0.6665      550.22      180.999      -23.086        1.269     0.74496             13.175
 289    240.735      179.632         239.575        5.388       107343.5          507.8    0.4735    0.6870      550.31      179.845      -20.189        1.141     0.73222             13.183
 290    237.139      177.743         249.488        4.662       105146.5          506.1    0.4631    0.7038      550.32      177.947      -17.715        0.913     0.71978             13.195
 291    231.691      174.869         256.794        3.737       103426.1          505.1    0.4516    0.7142      550.40      175.071      -15.979        0.588     0.70977             13.209
 292    224.528      171.079         262.013        2.825       102205.1          504.9    0.4388    0.7193      550.60      171.290      -14.823        0.230     0.70243             13.227
 293    217.328      167.258         266.375        2.049       101310.1          505.0    0.4263    0.7226      550.97      167.490      -13.823       -0.105     0.69689             13.247
 294    210.949      163.858         270.345        1.377       100406.5          505.0    0.4156    0.7261      551.32      164.123      -12.835       -0.432     0.69129             13.267
 295    204.913      160.620         273.896        0.709        99544.4          505.1    0.4067    0.7291      551.69      160.937      -12.008       -0.820     0.68584             13.288
 296    199.138      157.488         276.555       -0.038        98764.0          505.1    0.3997    0.7308      551.93      157.889      -11.467       -1.321     0.68095             13.309
 297    193.528      154.413         278.275       -0.828        98146.2          505.2    0.3943    0.7308      552.18      154.928      -11.222       -1.902     0.67692             13.333
 298    187.752      151.237         279.538       -1.586        97709.9          505.9    0.3892    0.7296      552.90      151.879      -11.183       -2.520     0.67323             13.356
 299    182.702      148.456         280.020       -2.262        97389.4          506.6    0.3860    0.7274      553.51      149.214      -11.232       -3.049     0.67029             13.382
 300    175.408      144.554         280.403       -2.541        97148.1          503.7    0.3828    0.7252      550.39      145.364      -11.561       -3.278     0.67325             13.407
 301    171.612      142.515         281.215       -2.673        96281.1          498.5    0.3841    0.7274      545.34      143.361      -11.607       -3.364     0.67672             13.462
 302    169.616      141.420         281.334       -2.921        95095.2          494.1    0.3862    0.7292      540.94      142.307      -11.702       -3.484     0.67622             13.519
 303    167.508      140.258         281.239       -3.207        94528.3          491.4    0.3864    0.7295      538.23      141.194      -11.885       -3.621     0.67679             13.574
 304    165.384      139.078         280.737       -3.513        93715.1          489.0    0.3860    0.7289      535.61      140.073      -12.155       -3.784     0.67454             13.619
 305    164.679      138.666         280.758       -3.764        93404.8          488.0    0.3837    0.7296      534.39      139.701      -12.021       -3.819     0.67365             13.674
 306    163.273      137.862         279.230       -4.200        93084.6          487.8    0.3798    0.7259      533.43      138.959      -12.122       -4.064     0.67077             13.715
 307    160.558      136.359         278.704       -4.800        94133.4          490.4    0.3705    0.7211      535.40      137.526      -11.949       -4.190     0.67413             13.745
 308    153.152      132.125         276.873       -6.041        95114.7          493.7    0.3595    0.7102      537.60      133.617      -13.033       -4.982     0.67624             13.738
 309    138.544      123.571         271.533       -7.942        96083.2          497.4    0.3522    0.6890      539.60      125.907      -16.109       -6.989     0.67747             13.782
 310    129.839      117.871         264.425       -9.949        97007.0          501.8    0.3553    0.6679      542.42      121.312      -18.864       -8.810     0.67782             13.786
 311    123.842      113.897         260.702      -11.538        97649.4          505.6    0.3539    0.6557      545.30      118.147      -20.596      -10.170     0.67640             13.822
 312    127.899      116.436         264.402      -12.193        97821.2          507.7    0.3470    0.6642      547.93      120.288      -19.172       -9.626     0.67400             20.119
 313    133.044      119.484         269.131      -12.703        97232.9          508.4    0.3404    0.6756      549.43      123.004      -17.216       -9.042     0.66874             20.114
 314    135.496      120.849         273.417      -13.181        97204.7          509.4    0.3334    0.6847      551.17      124.298      -15.630       -8.895     0.66685             20.080
 315    139.614      123.129         277.672      -13.721        96762.5          509.6    0.3289    0.6949      552.26      126.471      -13.635       -8.640     0.66335             20.062
 316    142.229      124.512         281.751      -14.262        96610.8          510.1    0.3243    0.7039      553.56      127.852      -11.799       -8.595     0.66152             20.028
 317    146.112      126.570         285.727      -14.857        96226.4          510.0    0.3220    0.7136      554.46      129.901       -9.736       -8.484     0.65880             20.010
 318    149.354      128.243         289.501      -15.495        96004.6          510.1    0.3203    0.7226      555.44      131.612       -7.782       -8.479     0.65707             19.984
 319    153.197      130.259         293.036      -16.058        95620.0          509.8    0.3205    0.7317      556.03      133.641       -5.860       -8.404     0.65480             19.974
 320    156.742      132.112         296.399      -16.652        95401.6          509.6    0.3212    0.7402      556.77      135.512       -4.053       -8.383     0.65345             19.958
 321    160.589      134.189         298.945      -17.021        95071.0          509.2    0.3238    0.7474      557.19      137.542       -2.652       -8.247     0.65164             19.955
 322    165.439      136.628         301.481      -18.060        94760.7          508.7    0.3283    0.7552      557.50      140.102       -1.293       -8.347     0.65017             19.942
 323    191.542      153.864         328.359        2.224        95501.3          496.2    0.3592    0.8323      553.47      153.880       10.510        0.828     0.67055             19.254
 324    190.733      153.307         328.369       -6.675        95587.3          496.2    0.3582    0.8319      553.41      153.453       10.542       -2.491     0.67116             13.138
 325    172.782      143.865         332.225       -5.637        96179.5          497.0    0.3390    0.8310      554.15      143.978       12.833       -2.233     0.67428             13.138
 326    169.612      142.205         332.997       -5.209        96432.8          497.2    0.3359    0.8311      554.43      142.305       13.314       -2.080     0.67573             13.137
 327    166.747      140.702         333.891       -4.878        96321.0          497.0    0.3334    0.8319      554.35      140.792       13.839       -1.961     0.67520             13.137
 328    163.277      138.877         334.906       -4.585        96514.2          497.2    0.3302    0.8326      554.65      138.961       14.467       -1.859     0.67631             13.139
 329    159.539      136.908         336.048       -4.374        96435.7          497.1    0.3270    0.8337      554.67      136.988       15.190       -1.791     0.67594             13.136
 330    155.994      135.038         337.274       -4.231        96601.3          497.2    0.3242    0.8349      555.02      135.117       15.959       -1.750     0.67689             13.141
 331    151.961      132.909         338.593       -4.125        96560.4          497.1    0.3212    0.8364      555.15      132.988       16.841       -1.728     0.67672             13.139
 332    148.386      131.019         339.954       -4.081        96738.7          497.3    0.3188    0.8380      555.59      131.102       17.727       -1.733     0.67773             13.147
 333    144.013      128.706         341.404       -4.057        96683.2          497.2    0.3160    0.8399      555.78      128.793       18.773       -1.753     0.67746             13.146
 334    140.147      126.659         342.896       -4.074        96803.2          497.3    0.3139    0.8420      556.21      126.753       19.821       -1.797     0.67816             13.153
 335    135.451      124.171         344.547       -4.123        96684.3          497.1    0.3116    0.8445      556.43      124.274       21.099       -1.870     0.67753             13.150
 336    131.585      122.117         346.242       -4.218        96768.6          497.2    0.3105    0.8474      556.93      122.234       22.333       -1.978     0.67804             13.159
 337    126.930      119.640         348.114       -4.323        96635.7          497.0    0.3094    0.8507      557.26      119.777       23.818       -2.117     0.67734             13.158
 338    123.124      117.606         349.913       -4.461        96706.9          497.0    0.3095    0.8541      557.82      117.768       25.168       -2.296     0.67780             13.170
 339    118.262      115.004         351.940       -4.608        96513.2          496.7    0.3097    0.8581      558.21      115.202       26.861       -2.538     0.67676             13.170
 340    114.184      112.801         353.978       -4.778        96487.9          496.6    0.3114    0.8625      558.81      113.049       28.421       -2.869     0.67669             13.182
 341    109.001      109.982         356.349       -4.995        96167.4          496.3    0.3137    0.8678      559.27      110.313       30.402       -3.450     0.67494             13.182
 342    104.905      107.667         358.867       -5.259        96048.3          496.0    0.3185    0.8739      560.00      108.152       32.035       -4.558     0.67444             13.202
 343    100.921      104.901         362.405       -5.764        95606.9          495.3    0.3261    0.8828      560.73      106.049       33.895       -8.024     0.67224             13.230
 344    103.941      102.390         362.639       -5.792        95244.2          494.9    0.3291    0.8846      560.74      107.643       32.886       -4.861     0.67021             13.297
 345    129.559      119.367         355.419       -5.344        94770.2          494.7    0.3357    0.8752      559.47      121.164       25.563       -0.867     0.66695             13.218
 346    144.981      128.708         350.235       -4.816        93962.1          493.4    0.3439    0.8695      557.48      129.304       14.028        0.592     0.66298             13.207
 347    155.052      134.104         347.537       -4.571        93822.0          493.2    0.3525    0.8667      557.04      134.620       11.548        0.107     0.66221             13.183
 348    165.195      139.528         344.454       -4.301        93359.0          492.6    0.3601    0.8643      555.96      139.973        9.920        0.055     0.65975             13.182
 349    168.400      141.258         342.203       -4.004        93396.3          492.6    0.3619    0.8605      555.44      141.665        9.339       -0.034     0.65998             13.170
 350    174.758      144.630         341.086       -3.932        92986.2          492.0    0.3687    0.8615      554.99      145.021        8.584       -0.043     0.65781             13.175
 351    180.024      147.414         340.177       -3.858        92670.1          491.6    0.3750    0.8625      554.73      147.801        7.845       -0.010     0.65611             13.167
 352    188.557      151.924         339.232       -3.846        92123.7          490.8    0.3849    0.8655      554.45      152.304        6.873        0.055     0.65313             13.170
 353    198.034      156.952         336.946       -3.705        91671.1          490.2    0.3935    0.8659      553.93      157.306        5.640        0.181     0.65057             13.164
 354    202.847      159.532         333.361       -3.324        91427.0          489.9    0.3958    0.8611      552.78      159.846        4.680        0.257     0.64921             13.173
 355    204.665      160.512         331.127       -3.046        91498.4          490.0    0.3964    0.8573      552.31      160.807        4.111        0.295     0.64963             13.175
 356    210.897      163.810         329.810       -2.960        91002.3          489.3    0.4037    0.8589      551.81      164.096        3.408        0.340     0.64692             13.186
 357    217.813      167.475         327.599       -2.787        90614.2          488.8    0.4107    0.8590      551.28      167.746        2.495        0.420     0.64475             13.191
 358    222.990      170.229         324.310       -2.482        90255.7          488.3    0.4150    0.8559      550.27      170.479        1.472        0.510     0.64271             13.201
 359    225.241      171.433         321.558       -2.173        90223.0          488.3    0.4165    0.8517      549.60      171.666        0.701        0.575     0.64256             13.206
 360    231.496      174.745         319.656       -2.033        89777.9          487.6    0.4238    0.8526      549.06      174.968       -0.033        0.622     0.64011             13.215
 361    238.526      178.471         316.330       -1.774        89308.5          487.0    0.4311    0.8514      548.18      178.679       -1.133        0.713     0.63743             13.222
 362    241.513      180.065         312.426       -1.386        89083.3          486.7    0.4333    0.8459      546.98      180.255       -2.117        0.788     0.63618             13.233
 363    245.588      182.226         309.837       -1.134        88906.6          486.4    0.4379    0.8440      546.41      182.406       -2.878        0.845     0.63526             13.241
 364    253.260      186.286         306.266       -0.885        88265.8          485.5    0.4469    0.8435      545.36      186.455       -3.974        0.920     0.63161             13.251
 365    257.230      188.395         301.886       -0.507        87995.0          485.1    0.4510    0.8384      544.16      188.551       -5.076        0.998     0.63009             13.261
 366    262.188      191.023         297.981       -0.197        87676.6          484.7    0.4568    0.8351      543.19      191.168       -6.066        1.056     0.62830             13.271
 367    267.163      193.659         293.364        0.146        87233.5          484.1    0.4629    0.8309      541.87      193.793       -7.212        1.125     0.62576             13.283
 368    271.578      195.999         288.727        0.495        86922.4          483.7    0.4684    0.8262      540.69      196.124       -8.304        1.181     0.62402             13.292
 369    276.666      198.693         283.681        0.862        86476.3          483.0    0.4753    0.8216      539.34      198.809       -9.486        1.246     0.62145             13.292
 370    280.744      200.854         278.200        1.275        86086.5          482.5    0.4811    0.8156      537.84      200.962      -10.701        1.311     0.61925             13.295
 371    284.941      203.076         272.725        1.659        85699.7          482.0    0.4876    0.8098      536.42      203.177      -11.924        1.368     0.61705             13.296
 372    289.641      205.563         266.631        2.023        85200.9          481.3    0.4952    0.8037      534.77      205.658      -13.210        1.411     0.61419             13.296
 373    293.755      207.739         260.120        2.384        84741.5          480.7    0.5026    0.7967      533.09      207.829      -14.566        1.453     0.61153             13.294
 374    297.724      209.839         253.064        2.762        84232.9          480.0    0.5105    0.7888      531.24      209.924      -15.997        1.491     0.60859             13.293
 375    301.359      211.761         245.501        3.139        83697.5          479.3    0.5189    0.7801      529.24      211.843      -17.501        1.525     0.60550             13.289
 376    305.033      213.704         237.445        3.513        83098.6          478.5    0.5282    0.7710      527.11      213.782      -19.070        1.555     0.60205             13.287
