
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1518
Total-Total PR            4.9700
Total-Static PR           5.6018
Energy Extraction           402.9360
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.40      78.08     -77.04     -77.27     -38.18    0.3297    0.8278      0.3582
    1      Mean      -3.88      72.47      44.21     -66.37     -16.29    0.6261    1.6469      0.4251
    1       Tip      -5.37      79.36     -83.19     -51.18      24.51    0.4686    0.3194      0.4672
    2       Hub     -53.87      73.33      -1.63     -69.74     -22.60    0.4450    1.3817      0.3989
    2      Mean     -20.02      64.32     -10.53     -59.84      -0.63    0.6937    1.1643      0.4587
    2       Tip      26.59      70.12     -50.75     -55.43      12.31    0.6834    0.8364      0.5251


Span station K = 37

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
 195    522.466      327.566         166.234       22.349       138692.0          562.7    0.8418    0.8165      632.16      328.546      -25.880        3.665     0.85880              0.000
 196    520.980      326.714         154.256       23.504       137589.1          561.6    0.8497    0.8043      628.73      327.762      -27.490        3.920     0.85386              0.000
 197    511.999      321.931         142.807       24.158       137685.4          561.6    0.8497    0.7846      625.46      323.021      -29.242        4.123     0.85460              0.000
 198    505.093      318.346         132.257       23.347       137928.9          561.5    0.8517    0.7683      622.69      319.376      -30.777        4.058     0.85633              0.000
 199    500.262      315.769         122.569       23.836       136915.0          560.2    0.8570    0.7564      619.37      316.827      -32.191        4.227     0.85198              0.000
 200    489.137      309.889         113.334       24.011       137196.0          560.2    0.8551    0.7373      616.48      310.955      -33.746        4.352     0.85374              0.000
 201    483.302      306.899         104.089       23.063       136859.3          559.5    0.8596    0.7249      613.81      307.875      -35.102        4.237     0.85278              0.000
 202    476.309      303.231          94.269       23.140       135797.4          558.3    0.8655    0.7118      610.69      304.184      -36.627        4.321     0.84797              0.000
 203    458.334      293.809          84.817       22.328       136323.2          559.1    0.8597    0.6856      607.90      294.696      -38.560        4.288     0.85023              0.000
 204    434.986      281.568          76.490       20.932       137175.3          560.2    0.8481    0.6537      605.00      282.373      -40.687        4.198     0.85382              0.000
 205    409.985      268.273          70.593       21.842       138383.8          561.4    0.8326    0.6208      602.28      269.177      -42.716        4.609     0.85933              0.000
 206    389.804      257.483          67.198       23.085       139672.3          562.7    0.8170    0.5944      600.37      258.525      -44.190        5.093     0.86517              0.000
 207    372.343      248.219          63.694       23.222       140281.1          563.7    0.8053    0.5720      598.57      249.309      -45.511        5.329     0.86747              0.000
 208    353.976      238.498          60.900       23.073       141037.6          564.7    0.7926    0.5493      597.01      239.615      -46.826        5.523     0.87042              0.000
 209    334.979      228.404          58.603       23.265       141747.0          565.8    0.7786    0.5270      595.49      229.588      -48.066        5.810     0.87303              0.000
 210    315.008      217.748          55.887       23.799       142893.5          567.2    0.7647    0.5044      594.28      219.047      -49.347        6.210     0.87796              0.000
 211    299.333      209.341          52.408       24.513       143737.0          568.0    0.7596    0.4898      593.64      210.773      -50.303        6.622     0.88195              0.000
 212    295.092      206.902          46.730       26.033       143192.4          567.2    0.7700    0.4883      592.74      208.535      -50.776        7.098     0.88014              0.000
 213    297.974      207.926          40.164       29.837       141861.0          566.2    0.7833    0.4897      591.72      210.056      -51.206        8.081     0.87366              0.000
 214    290.866      203.670          34.815       32.853       140120.1          564.5    0.7834    0.4785      588.31      206.304      -52.293        9.047     0.86570              0.000
 215    277.176      196.401          32.991       32.534       141706.6          566.3    0.7690    0.4603      587.81      199.079      -53.429        9.284     0.87274              0.000
 216    262.481      188.219          31.743       34.307       141394.7          568.2    0.7555    0.4447      587.87      191.322      -54.489       10.162     0.86784              0.000
 217    261.235      187.566          85.516       34.233       140187.1          580.8    0.6389    0.4433      599.83      190.665      -50.721       10.179     0.84098              0.000
 218    257.485      185.743          84.370       33.195       139305.7          580.6    0.6382    0.4385      599.21      188.686      -51.151        9.978     0.83599              0.000
 219    224.573      167.878          80.970       34.138       141411.9          583.6    0.6207    0.4012      599.22      171.314      -54.240       11.270     0.84434              0.000
 220    208.589      159.566          77.751       32.679       142438.3          585.5    0.6155    0.3816      599.76      162.878      -55.982       11.345     0.84758              0.000
 221    196.926      153.078          74.885       33.597       141972.9          585.7    0.6137    0.3673      598.90      156.722      -57.327       12.100     0.84456              0.000
 222    185.399      146.837          72.708       33.622       142885.5          586.9    0.6106    0.3535      599.10      150.637      -58.594       12.582     0.84833              0.000
 223    178.453      143.024          71.106       33.832       142759.8          586.9    0.6099    0.3451      598.61      146.971      -59.397       12.964     0.84748              0.000
 224    172.280      139.563          69.869       34.288       143281.6          587.6    0.6088    0.3378      598.79      143.713      -60.093       13.420     0.84963              0.000
 225    167.680      137.046          68.706       34.347       143317.0          587.6    0.6087    0.3323      598.49      141.285      -60.638       13.666     0.84976              0.000
 226    164.075      134.998          67.428       34.681       143692.8          588.1    0.6093    0.3276      598.64      139.382      -61.096       13.975     0.85135              0.000
 227    159.780      132.676          66.459       34.607       143797.6          588.4    0.6090    0.3226      598.66      137.115      -61.589       14.167     0.85151              0.000
 228    156.107      130.700          66.023       34.501       144095.5          588.9    0.6080    0.3186      598.94      135.177      -61.973       14.317     0.85253              0.000
 229    150.250      127.589          65.589       34.169       144205.0          589.2    0.6062    0.3126      598.89      132.085      -62.565       14.504     0.85276              0.000
 230    144.272      124.487          65.138       33.554       144701.7          589.7    0.6043    0.3064      599.15      128.930      -63.170       14.581     0.85483              0.000
 231    134.424      119.394          64.807       32.473       145006.5          590.2    0.6008    0.2968      599.10      123.732      -64.151       14.693     0.85599              0.000
 232    123.039      113.636          63.929       30.740       145794.0          590.9    0.5983    0.2854      599.36      117.723      -65.336       14.552     0.85951              0.000
 233    107.232      105.626          63.014       28.368       146128.4          591.3    0.5953    0.2710      599.24      109.380      -66.994       14.259     0.86084              0.000
 234     91.009       97.452          61.676       25.566       146826.5          592.0    0.5941    0.2574      599.49      100.817      -68.742       13.038     0.86394              0.000
 235     73.316       87.519          61.213       22.535       146761.5          591.9    0.5924    0.2476      599.19       91.479      -70.633        6.327     0.86369              0.000
 236     71.340       78.622          61.675       20.320       147129.8          591.5    0.5908    0.2482      598.98       90.436      -70.765        2.300     0.86645              0.000
 237     74.775       71.898          65.771       20.716       146737.8          590.7    0.5826    0.2655      599.00       92.248      -70.080        7.870     0.86528              0.000
 238     76.032       71.129          67.673       23.708       147126.5          591.2    0.5788    0.2815      600.06       92.912      -69.803       12.715     0.86680              0.000
 239     94.627       92.030          63.184       27.304       145157.5          590.2    0.5972    0.2871      599.58      102.727      -66.743       13.365     0.85665              0.000
 240    106.121      100.968          60.748       29.309       143702.4          588.9    0.6095    0.2954      598.68      108.794      -65.385       14.252     0.84993              0.000
 241    107.881      104.486          56.278       29.304       144348.0          589.7    0.6192    0.2991      599.53      109.722      -65.519       15.821     0.85260              0.000
 242    115.998      109.692          51.580       29.882       143667.2          589.2    0.6320    0.3045      599.16      114.007      -65.190       16.184     0.84931              0.000
 243    119.247      111.416          48.452       30.557       143954.8          589.6    0.6382    0.3055      599.49      115.722      -65.227       15.635     0.85046              0.000
 244    125.157      114.642          45.453       30.908       143366.7          589.2    0.6463    0.3089      599.17      118.841      -64.998       15.055     0.84760              0.000
 245    126.501      115.315          42.919       31.192       143513.6          589.5    0.6507    0.3083      599.31      119.551      -65.150       15.002     0.84813              0.000
 246    128.868      116.583          40.255       31.359       143245.2          589.3    0.6563    0.3095      599.19      120.800      -65.182       14.858     0.84671              0.000
 247    130.079      117.191          37.754       31.579       143353.3          589.6    0.6605    0.3098      599.41      121.439      -65.304       14.823     0.84697              0.000
 248    131.797      118.079          35.680       31.834       143110.4          589.6    0.6644    0.3105      599.36      122.346      -65.352       14.742     0.84557              0.000
 249    132.824      118.679          34.452       31.740       143156.4          589.8    0.6664    0.3101      599.53      122.888      -65.412       14.593     0.84556              0.000
 250    133.835      119.156          33.160       32.039       142838.2          589.7    0.6691    0.3103      599.40      123.421      -65.453       14.675     0.84387              0.000
 251    133.180      118.774          31.723       32.130       142876.8          589.9    0.6710    0.3094      599.52      123.076      -65.652       14.746     0.84384              0.000
 252    135.390      120.012          31.242       32.060       142564.0          589.8    0.6725    0.3107      599.47      124.242      -65.561       14.546     0.84218              0.000
 253    135.212      119.862          31.153       32.266       142451.5          589.8    0.6724    0.3094      599.45      124.148      -65.653       14.655     0.84150              0.000
 254    136.160      120.311          30.537       32.515       142261.9          589.7    0.6739    0.3105      599.46      124.649      -65.657       14.705     0.84048              0.000
 255    138.394      121.463          30.776       32.807       141920.0          589.4    0.6743    0.3118      599.28      125.828      -65.553       14.666     0.83887              0.000
 256    138.705      121.613          31.507       32.883       141712.4          589.3    0.6730    0.3109      599.09      125.992      -65.560       14.681     0.83788              0.000
 257    140.213      122.383          31.503       33.078       141483.8          589.1    0.6737    0.3123      599.06      126.788      -65.508       14.669     0.83675              0.000
 258    142.150      123.433          32.819       33.139       141086.4          588.8    0.6721    0.3127      598.79      127.810      -65.371       14.567     0.83485              0.000
 259    139.697      122.180          34.383       32.813       141072.6          588.8    0.6683    0.3089      598.64      126.515      -65.519       14.584     0.83469              0.000
 260    138.860      121.687          33.605       32.924       140877.8          588.7    0.6699    0.3095      598.55      126.074      -65.654       14.689     0.83378              0.000
 261    143.568      124.133          33.671       33.411       140255.6          588.1    0.6721    0.3150      598.40      128.559      -65.378       14.602     0.83086              0.000
 262    147.305      126.122          36.191       33.620       139649.6          587.7    0.6693    0.3178      598.18      130.531      -65.035       14.472     0.82789              0.000
 263    148.995      127.016          38.777       33.727       139403.5          587.5    0.6655    0.3186      598.10      131.423      -64.816       14.435     0.82666              0.000
 264    149.945      127.476          40.961       33.949       138991.8          587.1    0.6623    0.3193      597.77      131.924      -64.661       14.478     0.82475              0.000
 265    150.934      128.085          43.534       33.690       138798.3          587.1    0.6582    0.3205      597.84      132.447      -64.458       14.324     0.82364              0.000
 266    153.771      129.603          46.599       33.805       138256.2          586.8    0.6544    0.3240      597.76      133.944      -64.060       14.224     0.82085              0.000
 267    154.398      129.920          50.365       33.900       137853.3          586.6    0.6481    0.3255      597.74      134.275      -63.784       14.236     0.81862              0.000
 268    155.268      130.494          54.730       33.514       137502.8          586.6    0.6409    0.3277      597.85      134.734      -63.421       14.038     0.81657              0.000
 269    156.081      130.948          59.620       33.474       136936.4          586.4    0.6329    0.3307      597.87      135.163      -63.010       13.988     0.81343              0.000
 270    156.168      131.072          65.067       33.177       136437.8          586.3    0.6237    0.3338      598.01      135.209      -62.604       13.865     0.81057              0.000
 271    155.878      131.019          70.847       32.763       135763.7          585.8    0.6142    0.3373      597.81      135.056      -62.193       13.717     0.80721              0.000
 272    154.350      130.308          77.099       32.278       135149.7          585.1    0.6034    0.3408      597.42      134.249      -61.823       13.608     0.80446              0.000
 273    153.155      129.799          83.591       31.712       134356.8          584.2    0.5927    0.3456      596.90      133.619      -61.367       13.439     0.80095              0.000
 274    151.598      129.092          90.817       31.140       133430.9          583.2    0.5806    0.3516      596.43      132.797      -60.843       13.289     0.79667              0.000
 275    150.116      128.429          98.924       30.549       132496.9          582.3    0.5670    0.3596      596.14      132.015      -60.170       13.123     0.79225              0.000
 276    148.009      127.434         107.345       29.921       131414.2          581.4    0.5526    0.3684      595.83      130.902      -59.451       12.970     0.78701              0.000
 277    144.360      125.677         115.996       28.971       130398.2          580.5    0.5367    0.3769      595.66      128.976      -58.766       12.758     0.78195              0.000
 278    139.915      123.491         124.456       27.999       129280.1          579.6    0.5204    0.3856      595.38      126.630      -58.129       12.571     0.77640              0.000
 279    134.757      120.964         132.859       26.823       128202.7          578.6    0.5036    0.3946      595.08      123.908      -57.515       12.321     0.77113              0.000
 280    128.641      117.938         141.143       25.545       126994.9          577.3    0.4864    0.4036      594.46      120.680      -56.937       12.058     0.76553              0.000
 281    120.941      114.076         149.273       24.162       125854.1          576.0    0.4680    0.4119      593.74      116.616      -56.478       11.820     0.76035              0.000
 282    112.964      110.095         157.418       22.613       124658.2          574.5    0.4489    0.4209      592.86      112.405      -55.984       11.491     0.75508              0.000
 283    105.296      106.242         165.406       21.244       123366.2          572.8    0.4300    0.4307      591.88      108.358      -55.420       11.201     0.74946              0.000
 284     97.792      102.447         173.294       20.006       122028.8          571.0    0.4111    0.4412      590.88      104.397      -54.783       10.964     0.74362              0.000
 285     91.198       99.142         181.036       18.760       120553.9          569.0    0.3930    0.4526      589.72      100.917      -54.001       10.650     0.73719              0.000
 286     86.498       96.811         188.382       17.727       118975.6          567.1    0.3766    0.4649      588.68       98.436      -53.010       10.329     0.73005              0.000
 287     82.648       94.890         195.437       16.935       117236.5          564.9    0.3614    0.4774      587.47       96.404      -51.911       10.080     0.72208              0.000
 288     79.912       93.566         201.830       16.126       115522.5          562.7    0.3481    0.4895      586.20       94.960      -50.745        9.735     0.71427              0.000
 289     77.713       92.503         207.217       15.455       113773.8          560.5    0.3367    0.5000      584.77       93.799      -49.684        9.425     0.70620              0.000
 290     74.938       91.130         211.522       14.790       112177.2          558.5    0.3267    0.5082      583.30       92.334      -48.925        9.143     0.69880              0.000
 291     71.674       89.512         214.907       14.004       110760.1          556.6    0.3182    0.5143      581.76       90.612      -48.467        8.802     0.69235              0.000
 292     67.832       87.569         217.452       13.307       109488.6          554.7    0.3113    0.5187      580.19       88.584      -48.409        8.526     0.68667              0.000
 293     63.585       85.417         219.176       12.542       108353.3          553.1    0.3061    0.5212      578.69       86.342      -48.835        8.221     0.68161              0.000
 294     59.338       83.269         220.035       11.729       107426.9          551.8    0.3031    0.5220      577.43       84.101      -49.671        7.863     0.67744              0.000
 295     54.834       80.968         220.171       11.022       106643.6          550.8    0.3018    0.5211      576.38       81.724      -50.856        7.573     0.67380              0.000
 296     50.639       78.835         219.902       10.258       106067.7          550.0    0.3018    0.5193      575.47       79.509      -52.142        7.209     0.67126              0.000
 297     47.180       77.077         219.307        9.611       105582.2          549.2    0.3032    0.5171      574.59       77.684      -53.326        6.868     0.66925              0.000
 298     43.647       75.275         218.838        8.984       105214.9          548.9    0.3043    0.5148      574.21       75.819      -54.396        6.548     0.66739              0.000
 299     41.606       74.256         218.653        8.423       104909.9          549.3    0.3053    0.5135      574.62       74.742      -55.075        6.245     0.66508              0.000
 300     42.336       74.607         219.118        8.715       104584.0          549.1    0.3069    0.5148      574.68       75.127      -55.080        6.370     0.66329              0.000
 301     45.100       76.036         220.185        8.931       103971.2          547.1    0.3097    0.5189      573.05       76.586      -54.652        6.348     0.66202              0.000
 302     47.571       77.415         220.731        8.452       103332.5          544.5    0.3131    0.5220      570.64       77.890      -54.336        5.974     0.66156              0.000
 303     49.073       78.253         220.369        8.110       102910.0          542.2    0.3165    0.5228      568.39       78.683      -54.300        5.728     0.66201              0.000
 304     49.673       78.595         219.310        7.854       102600.6          540.2    0.3198    0.5216      566.19       78.999      -54.487        5.549     0.66289              0.000
 305     50.498       79.077         217.790        7.386       102465.8          538.7    0.3231    0.5195      564.34       79.435      -54.758        5.228     0.66427              0.000
 306     48.324       78.023         215.212        6.384       102507.6          538.1    0.3244    0.5132      563.04       78.287      -55.579        4.736     0.66532              0.000
 307     44.565       76.076         212.885        5.606       103168.3          539.4    0.3229    0.5053      563.55       76.303      -56.520        4.295     0.66804              0.000
 308     39.392       73.400         210.589        4.930       103644.4          540.5    0.3214    0.4970      563.79       73.573      -57.604        3.846     0.66963              0.000
 309     35.059       71.165         207.954        4.054       104372.4          541.6    0.3231    0.4883      564.34       71.286      -58.264        3.198     0.67248              0.000
 310     31.156       69.112         203.027        3.799       104779.2          542.2    0.3315    0.4759      564.12       69.226      -59.061        2.976     0.67446              0.000
 311     28.609       67.765         200.032        3.914       105286.5          542.1    0.3371    0.4679      563.62       67.882      -59.415        3.273     0.67786              0.000
 312     36.391       71.875         202.963        3.996       105291.2          541.3    0.3344    0.4775      563.44       71.989      -57.885        3.195     0.67876              0.000
 313     44.373       76.092         207.161        4.060       104694.9          539.6    0.3302    0.4901      562.41       76.202      -56.189        3.076     0.67715              0.000
 314     49.672       78.895         210.916        4.013       104424.3          538.6    0.3260    0.5001      562.07       78.999      -54.840        2.932     0.67675              0.000
 315     55.619       82.040         214.385        3.967       103924.3          537.6    0.3229    0.5100      561.79       82.138      -53.382        2.797     0.67471              0.000
 316     60.087       84.406         217.654        3.873       103525.6          537.0    0.3195    0.5186      561.85       84.496      -52.117        2.653     0.67281              0.000
 317     65.304       87.169         220.636        3.721       103083.3          536.5    0.3173    0.5269      561.95       87.249      -50.729        2.478     0.67054              0.000
 318     69.814       89.550         223.090        3.767       102595.7          536.0    0.3159    0.5338      561.98       89.630      -49.534        2.442     0.66795              0.000
 319     74.456       92.029         225.077        3.061       102210.0          535.6    0.3154    0.5399      562.11       92.080      -48.395        1.906     0.66578              0.000
 320     80.109       94.965         226.960        4.287       101727.2          535.5    0.3159    0.5461      562.46       95.064      -47.094        2.662     0.66273              0.000
 321     83.656       96.926         227.648        1.251       101384.5          535.2    0.3171    0.5491      562.43       96.936      -46.361        0.703     0.66073              0.000
 322     90.258      100.262         227.306        5.570       101188.1          536.2    0.3225    0.5508      563.70      100.421      -45.362        3.257     0.65802              0.000
 323     97.668      104.279         247.946        3.328       100992.8          537.4    0.2935    0.5933      568.90      104.332      -38.385        1.827     0.65480              0.000
 324     96.283      103.455         251.610       -5.489       100690.8          537.0    0.2874    0.6004      569.18      103.601      -37.321       -3.033     0.65338              0.000
 325     54.373       81.377         251.241        4.071       102199.8          540.2    0.2506    0.5814      570.65       81.480      -44.277        2.888     0.65916              0.000
 326     56.494       82.598         245.699        0.466       102198.9          541.8    0.2609    0.5698      571.12       82.600      -45.802        0.316     0.65724              0.000
 327     56.694       82.690         242.417        1.540       102035.1          542.6    0.2663    0.5627      571.27       82.705      -46.827        1.077     0.65519              0.000
 328     57.494       83.119         240.658        1.137       102147.5          543.3    0.2699    0.5591      571.67       83.128      -47.215        0.789     0.65505              0.000
 329     59.028       83.933         239.894        0.795       101982.7          543.5    0.2726    0.5581      571.76       83.937      -47.146        0.549     0.65379              0.000
 330     60.051       84.471         239.724        0.997       102013.9          543.8    0.2740    0.5580      572.11       84.477      -46.976        0.689     0.65361              0.000
 331     61.919       85.459         239.929        0.740       101922.3          543.9    0.2755    0.5592      572.38       85.463      -46.533        0.507     0.65287              0.000
 332     63.672       86.384         240.412        0.809       101889.4          544.1    0.2766    0.5609      572.75       86.389      -46.020        0.555     0.65247              0.000
 333     65.949       87.587         241.117        0.729       101812.9          544.2    0.2779    0.5634      573.10       87.590      -45.339        0.497     0.65190              0.000
 334     68.234       88.792         242.019        0.688       101732.4          544.2    0.2789    0.5663      573.47       88.796      -44.591        0.468     0.65133              0.000
 335     70.833       90.164         243.083        0.670       101630.4          544.2    0.2802    0.5696      573.85       90.168      -43.736        0.456     0.65069              0.000
 336     73.930       91.798         244.242        0.777       101521.4          544.2    0.2819    0.5734      574.25       91.803      -42.773        0.521     0.65002              0.000
 337     77.291       93.569         245.505        0.959       101385.4          544.1    0.2838    0.5775      574.64       93.576      -41.740        0.628     0.64925              0.000
 338     81.298       95.681         246.960        1.135       101255.7          544.0    0.2863    0.5824      575.09       95.692      -40.569        0.724     0.64855              0.000
 339     85.723       98.014         248.532        1.255       101069.0          543.7    0.2892    0.5877      575.47       98.027      -39.331        0.782     0.64763              0.000
 340     90.671      100.622         250.307        1.357       100898.0          543.5    0.2927    0.5936      575.95      100.639      -37.996        0.827     0.64679              0.000
 341     95.999      103.429         252.029        1.550       100641.4          543.1    0.2968    0.5998      576.29      103.451      -36.700        0.908     0.64559              0.000
 342    102.072      106.622         254.038        1.872       100424.4          542.8    0.3018    0.6069      576.81      106.656      -35.280        1.042     0.64459              0.000
 343    107.535      109.478         255.880        2.492       100082.1          542.2    0.3065    0.6135      577.04      109.540      -34.046        1.298     0.64305              0.000
 344    112.641      112.137         257.198        1.620        99960.3          542.0    0.3112    0.6188      577.44      112.235      -33.104        0.887     0.64255              0.000
 345    119.553      115.721         259.151        0.851        99669.4          541.5    0.3180    0.6264      577.87      115.883      -31.872        0.540     0.64129              0.000
 346    125.096      118.749         261.250        1.490        99217.8          540.7    0.3239    0.6339      578.04      118.809      -30.738        0.743     0.63931              0.000
 347    130.141      121.403         263.105        1.835        99004.1          540.2    0.3294    0.6405      578.39      121.472      -29.713        0.821     0.63853              0.000
 348    135.842      124.372         265.169        0.973        98690.1          539.5    0.3360    0.6481      578.66      124.481      -28.652        0.472     0.63735              0.000
 349    141.459      127.231         267.523       -0.078        98366.1          538.7    0.3428    0.6563      578.97      127.445      -27.585        0.093     0.63618              0.000
 350    147.160      130.135         269.997       -1.056        97994.7          537.9    0.3500    0.6648      579.40      130.455      -26.515       -0.234     0.63464              0.000
 351    153.010      133.166         272.402       -1.871        97592.5          537.2    0.3576    0.6733      579.83      133.542      -25.527       -0.478     0.63291              0.000
 352    159.195      136.328         274.655       -2.945        97180.6          536.2    0.3657    0.6818      580.09      136.806      -24.606       -0.775     0.63132              0.000
 353    166.000      139.794         276.804       -4.009        96702.1          535.3    0.3748    0.6906      580.37      140.398      -23.750       -1.038     0.62929              0.000
 354    172.835      143.288         279.026       -4.904        96168.1          534.2    0.3840    0.6997      580.61      144.006      -22.906       -1.245     0.62702              0.000
 355    179.851      146.802         281.408       -6.167        95594.7          533.1    0.3939    0.7093      580.96      147.709      -22.068       -1.531     0.62445              0.000
 356    186.706      150.331         284.016       -6.867        94979.2          532.0    0.4039    0.7194      581.37      151.327      -21.193       -1.668     0.62164              0.000
 357    194.058      154.155         286.670       -7.521        94326.2          530.9    0.4149    0.7300      581.87      155.208      -20.351       -1.790     0.61858              0.000
 358    201.672      158.037         289.356       -8.609        93618.4          529.8    0.4263    0.7409      582.40      159.226      -19.563       -1.996     0.61519              0.000
 359    208.966      161.765         292.042       -9.905        92950.5          528.5    0.4377    0.7518      582.86      163.077      -18.796       -2.285     0.61213              0.000
 360    219.369      167.132         295.158      -11.375        92053.6          527.0    0.4527    0.7658      583.48      168.567      -17.923       -2.561     0.60786              0.000
 361    228.579      171.797         298.050      -12.884        91085.5          525.4    0.4666    0.7789      583.93      173.428      -17.202       -2.769     0.60310              0.000
 362    236.781      175.975         301.841      -14.491        90269.8          523.6    0.4805    0.7934      584.51      177.757      -16.315       -3.079     0.59950              0.000
 363    248.286      181.856         304.960      -16.435        89118.8          521.8    0.4973    0.8089      585.17      183.830      -15.544       -3.402     0.59364              0.000
 364    257.918      186.623         309.983      -18.785        87961.8          519.4    0.5150    0.8280      585.92      188.914      -14.566       -3.768     0.58825              0.000
 365    270.639      193.235         314.637      -20.519        86668.1          516.7    0.5360    0.8489      586.66      195.628      -13.663       -3.986     0.58212              0.000
 366    281.911      199.350         320.156      -20.377        85196.8          514.3    0.5567    0.8705      588.17      201.578      -12.778       -3.851     0.57419              0.000
 367    287.614      202.386         329.774      -20.916        83999.3          509.4    0.5795    0.9011      588.30      204.588      -11.075       -3.989     0.57068              0.000
 368    297.580      207.254         332.074      -23.730        82428.8          507.0    0.5967    0.9166      588.30      209.848      -10.439       -4.464     0.56186              0.000
 369    315.534      216.314         341.874      -26.065        80990.7          503.3    0.6357    0.9584      592.98      219.324       -9.456       -4.514     0.55376              0.000
 370    313.316      215.807         351.712      -23.344        80328.0          501.0    0.6506    0.9826      595.22      218.154       -7.782       -4.168     0.55425              0.000
 371    312.882      215.842         353.272      -21.354        79104.9          493.7    0.6606    0.9979      588.63      217.925       -6.873       -3.912     0.55053              0.000
 372    321.012      219.744         345.972      -21.822        77856.3          493.6    0.6603    0.9879      585.39      222.216       -7.457       -3.874     0.54126              0.000
 373    333.312      225.937         339.300      -22.653        76997.7          495.5    0.6655    0.9784      586.02      228.708       -8.379       -3.857     0.53412              0.000
 374    354.544      236.856         346.231      -23.199        75683.3          490.6    0.7113    1.0228      588.84      239.915       -8.084       -3.772     0.52727              0.000
 375    364.280      242.109         360.525      -21.359        74139.3          483.8    0.7521    1.0722      591.16      245.053       -6.676       -3.595     0.51930              0.000
 376    357.384      238.330         362.662      -21.942        73649.7          483.3    0.7388    1.0633      589.20      241.413       -5.576       -3.621     0.51809              0.000
 377    347.586      232.723         360.087      -23.719        73249.1          478.6    0.7479    1.0852      581.54      236.242       -5.090       -3.726     0.51911              0.000
 378    355.740      236.867         357.247      -23.601        72303.8          476.8    0.7510    1.0788      580.50      240.546       -5.433       -3.655     0.51381              0.000
 379    371.151      244.720         355.747      -20.788        70849.7          472.4    0.7735    1.0922      577.35      248.680       -5.921       -3.523     0.50583              0.000
 380    388.329      253.136         355.204      -17.165        69928.1          470.6    0.7981    1.1040      579.01      257.746       -6.390       -3.296     0.49928              0.000
 381    399.452      258.456         354.364      -14.665        69291.1          467.4    0.8232    1.1223      578.48      263.617       -6.789       -3.163     0.49604              0.000
 382    401.218      259.538         347.716      -12.629        68848.2          465.9    0.8263    1.1167      573.85      264.549       -7.416       -2.953     0.49404              0.000
 383    409.168      264.394         341.851      -11.709        68113.7          464.1    0.8388    1.1191      570.88      268.746       -8.184       -2.748     0.48972              0.000
 384    422.935      271.915         338.088      -11.530        67208.6          463.0    0.8542    1.1200      571.36      276.012       -8.884       -2.699     0.48401              0.000
 385    430.957      275.718         333.567      -10.484        66561.4          462.1    0.8673    1.1224      570.43      280.246       -9.473       -2.585     0.48035              0.000
 386    437.857      278.285         327.294       -6.677        66104.9          459.3    0.8847    1.1320      566.38      283.888      -10.146       -2.232     0.47914              0.000
 387    441.769      280.257         320.409       -4.725        65542.7          457.8    0.8818    1.1157      562.63      285.953      -10.946       -1.969     0.47730              0.000
 388    447.418      284.003         314.574       -5.757        64935.4          457.3    0.8864    1.1064      561.60      288.934      -11.834       -2.042     0.47382              0.000
 389    453.550      288.004         305.096       -6.861        64175.0          456.4    0.8954    1.0988      558.49      292.171      -13.128       -2.082     0.46947              0.000
 390    460.845      291.920         293.440       -7.159        63277.9          454.5    0.9059    1.0903      553.82      296.022      -14.715       -2.076     0.46481              0.000
 391    467.068      294.618         288.405       -7.590        62350.9          451.9    0.9262    1.1007      551.13      299.306      -15.490       -2.129     0.45980              0.000
 392    466.807      294.822         282.988       -8.818        61739.1          452.1    0.9236    1.0850      550.05      299.168      -16.276       -2.131     0.45582              0.000
 393    457.155      290.868         273.386      -12.938        61800.3          455.3    0.8969    1.0415      548.14      294.074      -17.413       -2.456     0.45562              0.000
 394    448.283      286.940         261.410      -18.385        61532.2          456.7    0.8748    1.0012      543.86      289.391      -18.771       -2.959     0.45442              0.000
 395    443.471      284.702         248.223      -23.623        61289.1          459.3    0.8571    0.9606      541.57      286.851      -20.524       -3.388     0.45309              0.000
 396    452.389      289.017         239.273      -28.100        61242.5          461.0    0.8653    0.9496      542.56      291.558      -21.752       -3.744     0.45317              0.000
 397    466.965      297.199         234.025      -26.095        61041.0          461.4    0.8827    0.9513      544.44      299.252      -22.409       -3.416     0.45347              0.000
 398    468.697      298.936         227.625      -20.423        61442.5          460.9    0.8868    0.9416      541.87      300.166      -23.125       -2.843     0.45920              0.000
 399    467.428      298.556         219.747      -17.341        62096.6          461.8    0.8848    0.9247      539.78      299.496      -23.874       -2.537     0.46522              0.000
 400    468.173      298.986         211.598      -15.932        62180.4          461.6    0.8885    0.9132      537.31      299.890      -24.713       -2.325     0.46696              0.000
 401    469.811      299.896         203.517      -15.255        62117.2          461.1    0.8937    0.9038      534.95      300.754      -25.552       -2.202     0.46729              0.000
