
OVERALL TURBINE PERFORMANCE
============================================================
Blade-jet speed ratio     0.3962
Pitchline loading         3.1518
Total-Total PR            4.9700
Total-Static PR           5.6018
Energy Extraction           402.9360
Corrected Speed           32.5748
Flow function           0.9511

STAGE PERFORMANCE
====================================================================================================
Stage  Location     Alpha1    Alpha2     Beta2     Beta3    Alpha3      Phi       Psi    Reaction
    1       Hub      -2.40      78.08     -77.04     -77.27     -38.18    0.3297    0.8278      0.3582
    1      Mean      -3.88      72.47      44.21     -66.37     -16.29    0.6261    1.6469      0.4251
    1       Tip      -5.37      79.36     -83.19     -51.18      24.51    0.4686    0.3194      0.4672
    2       Hub     -53.87      73.33      -1.63     -69.74     -22.60    0.4450    1.3817      0.3989
    2      Mean     -20.02      64.32     -10.53     -59.84      -0.63    0.6937    1.1643      0.4587
    2       Tip      26.59      70.12     -50.75     -55.43      12.31    0.6834    0.8364      0.5251


Span station K = 37

  J       %dVm        Vx(m/s)      Vtheta(m/s)    Vr(m/s)       Pstat(Pa)       Tstat(K)    Mrel      Mabs        T0(K)       Vm(m/s)     Swirl(deg)   Pitch(deg)  Density(kg/m3)     mdot(kg/s)
  33    -35.730       33.540          -4.654       -5.024       341383.9          662.0    0.6574    0.0925      663.21       33.923      -84.246       -7.766     1.81363              0.000
  34    -31.818       35.591          -4.074       -5.273       341239.8          660.5    0.6574    0.0975      661.84       35.987      -83.904       -7.824     1.81878              0.000
  35    -27.247       37.956          -3.531       -5.774       340968.8          658.9    0.6578    0.1034      660.38       38.400      -83.508       -8.096     1.82421              0.000
  36    -22.009       40.668          -2.449       -6.332       340749.2          657.1    0.6573    0.1091      658.77       41.165      -83.050       -8.355     1.83088              0.000
  37    -17.643       42.912          -0.938       -6.898       340471.8          655.1    0.6560    0.1138      656.81       43.469      -82.648       -8.708     1.83832              0.000
  38    -13.576       45.012           0.294       -7.361       340321.2          653.1    0.6553    0.1187      654.95       45.616      -82.274       -8.927     1.84615              0.000
  39     -8.694       47.541           1.383       -7.860       339949.3          651.0    0.6551    0.1247      653.04       48.192      -81.839       -9.085     1.85335              0.000
  40     -3.215       50.362           3.145       -8.530       339697.7          648.7    0.6539    0.1306      650.90       51.084      -81.341       -9.345     1.86253              0.000
  41      1.137       52.598           5.264       -9.084       339329.3          645.8    0.6522    0.1354      648.14       53.382      -80.910       -9.523     1.87337              0.000
  42      5.326       54.748           6.671       -9.619       339178.2          643.1    0.6518    0.1410      645.61       55.593      -80.515       -9.694     1.88533              0.000
  43     11.625       58.009           8.762      -10.277       338652.1          640.4    0.6506    0.1480      643.19       58.917      -79.932       -9.796     1.89509              0.000
  44     15.361       59.912          11.367      -10.832       338353.9          637.5    0.6479    0.1524      640.42       60.889      -79.519       -9.967     1.90690              0.000
  45     20.168       62.346          13.247      -11.629       338118.9          634.5    0.6472    0.1587      637.62       63.426      -79.049      -10.308     1.92038              0.000
  46     26.349       65.521          15.813      -12.398       337459.6          631.1    0.6458    0.1662      634.56       66.689      -78.439      -10.459     1.93344              0.000
  47     30.730       67.767          18.697      -12.967       337052.7          627.9    0.6433    0.1718      631.57       69.001      -77.949      -10.554     1.94739              0.000
  48     35.809       70.343          21.513      -13.763       336626.2          625.0    0.6411    0.1783      628.87       71.682      -77.403      -10.793     1.96010              0.000
  49     40.778       72.841          24.904      -14.652       336010.7          621.8    0.6379    0.1848      625.95       74.305      -76.819      -11.062     1.97233              0.000
  50     45.812       75.393          28.107      -15.433       335537.3          618.4    0.6354    0.1919      622.87       76.962      -76.228      -11.241     1.98688              0.000
  51     51.394       78.244          31.819      -16.195       334739.3          614.7    0.6325    0.1998      619.44       79.908      -75.557      -11.368     2.00217              0.000
  52     55.776       80.465          35.797      -16.873       334102.2          610.8    0.6288    0.2068      615.91       82.221      -74.945      -11.489     2.01919              0.000
  53     60.605       82.901          39.751      -17.671       333358.2          607.0    0.6256    0.2146      612.42       84.769      -74.293      -11.676     2.03619              0.000
  54     65.703       85.442          44.423      -18.653       332447.7          603.1    0.6212    0.2232      608.98       87.460      -73.546      -11.925     2.05212              0.000
  55     70.705       87.938          49.429      -19.593       331437.5          599.1    0.6164    0.2321      605.46       90.100      -72.751      -12.148     2.06793              0.000
  56     75.703       90.473          54.805      -20.344       330337.1          594.9    0.6112    0.2418      601.75       92.738      -71.902      -12.241     2.08503              0.000
  57     80.541       92.891          60.939      -21.213       329007.5          590.4    0.6050    0.2525      597.74       95.292      -70.969      -12.402     2.10344              0.000
  58     85.464       95.340          67.449      -22.181       327524.2          585.7    0.5986    0.2637      593.69       97.890      -69.940      -12.641     2.12165              0.000
  59     89.444       97.308          74.299      -22.999       325758.1          581.1    0.5916    0.2745      589.75       99.991      -68.906      -12.863     2.13706              0.000
  60     93.260       99.187          81.694      -23.804       323948.3          576.9    0.5836    0.2859      586.42      102.005      -67.755      -13.021     2.14848              0.000
  61     96.612      100.858          89.591      -24.420       321481.5          573.1    0.5748    0.2978      583.42      103.774      -66.490      -13.125     2.15270              0.000
  62     98.845      101.972          97.851      -24.831       319081.2          569.8    0.5647    0.3095      581.09      104.953      -65.172      -13.201     2.15289              0.000
  63    100.350      102.685         106.732      -25.258       316105.1          566.8    0.5534    0.3220      579.14      105.747      -63.707      -13.318     2.14665              0.000
  64    100.922      102.932         116.037      -25.516       312970.0          564.3    0.5407    0.3351      577.76      106.049      -62.112      -13.418     2.13633              0.000
  65    100.370      102.675         125.580      -25.342       309469.9          562.1    0.5270    0.3485      576.82      105.758      -60.418      -13.361     2.12125              0.000
  66     97.849      101.354         135.464      -25.141       305790.9          560.5    0.5111    0.3618      576.39      104.427      -58.665      -13.426     2.10207              0.000
  67     94.845       99.828         145.143      -24.708       301919.5          559.2    0.4949    0.3754      576.41      102.842      -56.818      -13.397     2.07955              0.000
  68     90.336       97.565         154.631      -23.945       297828.0          558.3    0.4775    0.3886      576.71      100.462      -54.985      -13.300     2.05449              0.000
  69     85.302       95.007         164.056      -23.216       293725.1          557.9    0.4594    0.4022      577.52       97.805      -53.059      -13.242     2.02721              0.000
  70     79.777       92.229         173.291      -22.299       289098.7          557.6    0.4408    0.4160      578.43       94.889      -51.080      -13.128     1.99630              0.000
  71     73.946       89.302         182.232      -21.307       284605.8          557.8    0.4218    0.4297      579.77       91.811      -49.080      -12.959     1.96454              0.000
  72     68.584       86.619         190.831      -20.356       279687.7          558.1    0.4033    0.4436      581.31       88.981      -47.018      -12.797     1.92880              0.000
  73     63.500       84.053         199.252      -19.541       274763.9          558.8    0.3850    0.4577      583.22       86.298      -44.899      -12.717     1.89123              0.000
  74     59.604       82.203         207.650      -18.388       269605.4          559.4    0.3673    0.4729      585.01       84.241      -42.690      -12.145     1.85352              0.000
  75     55.959       80.444         215.665      -17.370       264167.8          559.1    0.3503    0.4883      585.88       82.317      -40.606      -11.683     1.81935              0.000
  76     52.865       78.916         222.183      -16.735       258921.0          558.3    0.3357    0.5017      586.02       80.684      -38.970      -11.553     1.79018              0.000
  77     48.626       76.853         226.744      -15.668       253969.2          557.3    0.3224    0.5113      585.48       78.447      -38.201      -11.161     1.76483              0.000
  78     43.417       74.250         229.772      -14.661       249947.4          556.5    0.3098    0.5178      584.80       75.698      -38.263      -10.856     1.74481              0.000
  79     38.363       71.723         231.926      -13.691       246033.6          555.6    0.2984    0.5230      583.87       73.030      -38.862      -10.549     1.72434              0.000
  80     33.506       69.305         233.689      -12.677       242412.7          554.6    0.2878    0.5277      582.89       70.466      -39.700      -10.156     1.70418              0.000
  81     29.538       67.330         235.178      -11.826       238760.5          553.5    0.2789    0.5323      581.77       68.372      -40.526       -9.792     1.68272              0.000
  82     26.033       65.591         236.145      -11.030       235330.1          552.6    0.2712    0.5360      580.74       66.522      -41.442       -9.410     1.66061              0.000
  83     23.076       64.131         236.534      -10.295       232155.3          551.7    0.2652    0.5387      579.78       64.961      -42.460       -9.014     1.63848              0.000
  84     20.239       62.728         236.570       -9.577       229251.6          551.1    0.2601    0.5406      578.90       63.464      -43.551       -8.601     1.61725              0.000
  85     17.661       61.463         236.336       -8.836       226594.0          550.5    0.2560    0.5418      578.10       62.103      -44.655       -8.127     1.59663              0.000
  86     15.005       60.141         235.877       -8.175       224173.9          550.0    0.2526    0.5423      577.35       60.701      -45.840       -7.708     1.57683              0.000
  87     12.838       59.064         235.264       -7.593       222039.9          549.6    0.2503    0.5424      576.75       59.557      -46.998       -7.312     1.55812              0.000
  88     10.758       58.028         234.459       -7.035       219981.3          549.2    0.2488    0.5420      576.09       58.460      -48.237       -6.917     1.53947              0.000
  89      9.289       57.319         233.409       -6.425       218400.0          548.8    0.2483    0.5410      575.41       57.684      -49.481       -6.417     1.52388              0.000
  90      7.760       56.567         232.345       -5.876       216996.7          548.2    0.2479    0.5395      574.44       56.877      -50.788       -5.951     1.51057              0.000
  91      6.881       56.137         231.510       -5.522       216079.7          547.6    0.2477    0.5383      573.62       56.413      -51.925       -5.643     1.50116              0.000
  92      6.107       55.773         230.835       -5.038       214933.0          547.0    0.2472    0.5372      572.82       56.005      -52.975       -5.189     1.49042              0.000
  93      5.416       55.448         230.100       -4.528       214460.3          547.4    0.2463    0.5355      572.96       55.640      -54.020       -4.696     1.48316              0.000
  94      3.519       54.465         228.978       -4.333       213940.4          548.6    0.2458    0.5318      573.74       54.639      -55.293       -4.548     1.47804              0.000
  95      1.641       53.472         228.345       -4.219       215006.8          550.2    0.2441    0.5282      575.05       53.647      -56.385       -4.443     1.48519              0.000
  96     -1.894       51.684         226.016       -3.107       215840.2          548.5    0.2465    0.5201      572.82       51.782      -57.781       -3.431     1.49134              0.000
  97    -12.593       46.083         218.189       -1.825       217113.8          546.7    0.2570    0.4981      569.53       46.135      -61.235       -2.486     1.49727              0.000
  98    -22.906       40.647         207.665       -1.260       219535.9          552.1    0.2720    0.4701      573.33       40.691      -64.657       -2.107     1.49356              0.000
  99    -30.235       36.814         203.670       -0.438       221491.7          564.1    0.2707    0.4565      584.42       36.823      -67.102       -0.787     1.46251              0.000
 100    -27.624       38.201         208.971        0.074       221812.6          576.7    0.2536    0.4638      597.43       38.201      -67.193        0.091     1.42129              0.000
 101    -22.885       40.701         216.880        0.177       220532.6          585.6    0.2356    0.4765      607.50       40.702      -65.939        0.261     1.38274              0.000
 102    -20.560       41.928         223.900        0.321       220292.2          592.8    0.2204    0.4873      615.77       41.930      -64.614        0.461     1.35664              0.000
 103    -17.867       43.349         229.633        0.381       219423.9          597.5    0.2093    0.4964      621.53       43.351      -62.955        0.529     1.33388              0.000
 104    -16.459       44.092         234.229        0.436       219008.1          601.4    0.2005    0.5033      626.30       44.094      -61.481        0.597     1.31704              0.000
 105    -15.415       44.642         238.141        0.488       218231.8          604.4    0.1934    0.5093      630.11       44.645      -60.051        0.652     1.30134              0.000
 106    -14.265       45.249         241.499        0.521       217969.0          607.0    0.1876    0.5144      633.45       45.252      -58.564        0.687     1.28978              0.000
 107    -13.480       45.664         244.318        0.457       217444.4          608.9    0.1827    0.5189      635.93       45.666      -57.253        0.592     1.27911              0.000
 108    -11.629       46.638         246.487        0.686       217544.1          610.8    0.1798    0.5223      638.35       46.643      -55.809        0.860     1.27284              0.000
 109    -11.851       46.524         247.718        0.394       217045.0          611.6    0.1772    0.5240      639.41       46.526      -55.370        0.493     1.26488              0.000
 110    -10.223       47.377         248.271        0.861       217437.5          616.0    0.1768    0.5234      643.99       47.386      -54.525        1.045     1.25683              0.000
 111     -5.444       49.878         248.877        1.724       217169.4          561.6    0.1827    0.5476      589.69       49.908      -53.890        1.979     1.34727              0.000
 112     -4.158       50.564         251.738       -1.520       217387.4          569.2    0.1774    0.5502      597.91       50.587      -52.344       -1.722     1.33068              0.000
 113    -52.814       24.894         257.278        0.371       219286.5          575.0    0.1403    0.5522      604.34       24.906      -68.830        0.596     1.32882              0.000
 114    -55.153       23.651         241.215       -0.172       218722.4          586.3    0.1712    0.5129      612.15       23.671      -72.993       -1.305     1.29994              0.000
 115    -53.003       23.627         232.882        0.828       219115.1          595.2    0.1882    0.4922      619.44       24.806      -72.715        1.749     1.28311              0.000
 116    -43.334       20.939         231.431       -0.132       218690.4          599.5    0.1941    0.4888      623.69       29.909      -69.389       -2.534     1.27155              0.000
 117    -31.718        8.313         235.468       -1.303       218676.7          602.5    0.1915    0.4979      627.78       36.040      -65.317       -6.446     1.26503              0.000
 118    -10.497       -7.143         242.815       -1.700       218398.1          605.7    0.1913    0.5153      633.07       47.241      -55.223       -4.193     1.25681              0.000
 119      5.167      -18.128         250.602       -1.179       218181.0          607.7    0.1941    0.5333      637.33       55.508      -45.089       -1.992     1.25155              0.000
 120      9.961      -22.581         256.748       -0.736       218078.1          608.8    0.1936    0.5461      640.23       58.039      -38.938       -1.215     1.24847              0.000
 121      7.850      -22.912         261.576       -0.519       218289.0          610.6    0.1887    0.5545      643.18       56.925      -34.666       -1.390     1.24613              0.000
 122      2.456      -20.940         265.822       -0.343       218486.9          612.0    0.1824    0.5614      645.66       54.078      -30.187       -1.098     1.24431              0.000
 123     -3.848      -18.116         269.408       -0.213       218719.3          613.1    0.1765    0.5670      647.67       50.750      -25.672       -1.233     1.24329              0.000
 124    -10.908      -14.674         272.599       -0.040       218837.1          614.1    0.1716    0.5719      649.43       47.024      -20.848       -1.285     1.24200              0.000
 125    -18.464      -10.831         275.555        0.133       218945.6          614.9    0.1680    0.5766      650.97       43.036      -15.595       -1.248     1.24101              0.000
 126    -26.323       -6.538         278.206        0.277       218961.9          615.5    0.1656    0.5809      652.26       38.888      -10.358       -1.114     1.23990              0.000
 127    -33.262       -2.197         280.496        0.272       218944.0          616.0    0.1648    0.5848      653.44       35.225       -6.143       -0.603     1.23870              0.000
 128    -38.471        2.039         282.658        0.155       218857.5          616.4    0.1653    0.5886      654.45       32.476       -2.904       -1.528     1.23744              0.000
 129    -41.593        5.944         284.949        0.143       218744.5          616.6    0.1672    0.5930      655.34       30.828       -0.713       -0.290     1.23639              0.000
 130    -42.666        9.742         287.354        0.009       218572.5          616.7    0.1701    0.5978      656.19       30.262        0.467        2.531     1.23522              0.000
 131    -41.017       13.270         289.331       -0.476       218445.5          616.8    0.1734    0.6019      656.97       31.132        0.280       -1.543     1.23421              0.000
 132    -38.605       16.252         290.778       -0.219       218199.0          616.9    0.1764    0.6050      657.48       32.405       -0.418       -0.060     1.23279              0.000
 133    -36.684       18.624         291.760        0.317       218093.2          617.0    0.1790    0.6070      658.02       33.419       -1.487        3.347     1.23182              0.000
 134    -34.578       21.185         292.469        0.628       217946.8          617.3    0.1818    0.6085      658.60       34.531       -2.665        4.307     1.23043              0.000
 135    -32.839       23.351         292.996        0.990       217764.9          617.7    0.1843    0.6095      659.16       35.449       -4.125        4.816     1.22876              0.000
 136    -30.064       25.794         293.251        1.249       217588.0          618.1    0.1874    0.6102      659.78       36.913       -6.090        5.079     1.22689              0.000
 137    -27.746       27.987         293.183        1.404       217368.0          618.6    0.1899    0.6100      660.36       38.136       -7.129        4.995     1.22465              0.000
 138    -26.348       29.659         292.965        1.588       217203.5          619.3    0.1916    0.6093      660.99       38.875       -7.563        4.279     1.22251              0.000
 139    -24.133       31.708         292.704        1.543       217019.9          619.9    0.1938    0.6088      661.66       40.044       -7.780        3.897     1.22022              0.000
 140    -21.223       34.035         292.275        1.923       216746.7          620.5    0.1961    0.6082      662.23       41.580       -8.017        3.245     1.21754              0.000
 141    -19.736       35.520         291.765        2.668       216539.9          621.2    0.1968    0.6070      662.83       42.364       -8.116        3.876     1.21505              0.000
 142    -18.811       36.795         291.234        2.805       216426.9          622.0    0.1973    0.6057      663.48       42.852       -8.126        3.623     1.21296              0.000
 143    -17.293       38.228         290.680        2.600       216235.3          622.7    0.1982    0.6046      664.08       43.654       -8.109        3.664     1.21057              0.000
 144    -15.978       39.495         289.946        2.624       216052.5          623.4    0.1991    0.6030      664.65       44.348       -8.200        3.818     1.20819              0.000
 145    -14.844       40.585         289.151        2.618       215873.3          624.1    0.1997    0.6013      665.20       44.946       -8.367        3.991     1.20582              0.000
 146    -13.245       41.896         288.444        2.493       215726.0          624.8    0.2004    0.5998      665.79       45.790       -8.569        3.892     1.20363              0.000
 147    -11.907       43.029         287.724        2.394       215520.1          625.5    0.2011    0.5983      666.32       46.497       -8.821        3.296     1.20121              0.000
 148    -10.316       44.148         286.918        2.185       215397.2          626.2    0.2019    0.5965      666.86       47.336       -9.183        3.125     1.19920              0.000
 149     -7.917       45.611         286.127        1.970       215182.0          626.7    0.2035    0.5951      667.29       48.603       -9.644        2.583     1.19691              0.000
 150     -5.425       47.111         285.457        1.760       215022.2          627.3    0.2050    0.5937      667.77       49.918      -10.074        2.513     1.19491              0.000
 151     -2.111       48.892         284.756        1.550       214808.3          627.8    0.2072    0.5925      668.19       51.667      -10.587        3.233     1.19276              0.000
 152      1.974       50.971         284.016        1.524       214607.7          628.3    0.2099    0.5913      668.61       53.823      -11.140        2.011     1.19067              0.000
 153      5.930       53.082         283.535        1.315       214360.1          628.8    0.2127    0.5906      669.05       55.911      -11.594        1.648     1.18843              0.000
 154     11.369       55.995         283.027        0.813       214142.2          629.2    0.2169    0.5902      669.51       58.782      -12.158        1.118     1.18641              0.000
 155     17.635       59.352         282.372        0.529       213719.5          629.4    0.2223    0.5899      669.78       62.090      -12.794        0.798     1.18362              0.000
 156     24.374       63.021         281.936        0.273       213380.5          629.7    0.2283    0.5903      670.19       65.646      -13.243        0.458     1.18122              0.000
 157     32.948       67.713         281.732        0.278       212818.5          629.8    0.2362    0.5918      670.58       70.172      -13.541        0.349     1.17792              0.000
 158     41.602       72.422         281.750        0.335       212234.5          629.9    0.2446    0.5940      671.03       74.740      -13.703        0.281     1.17457              0.000
 159     52.088       78.102         282.072        0.154       211531.0          629.9    0.2550    0.5975      671.63       80.274      -13.676        0.065     1.17066              0.000
 160     63.159       84.087         282.716        0.191       210550.8          629.6    0.2666    0.6022      672.18       86.117      -13.458       -0.013     1.16561              0.000
 161     75.799       90.901         283.810        0.210       209588.8          629.4    0.2798    0.6086      673.00       92.789      -13.069       -0.107     1.16064              0.000
 162     90.103       98.595         285.442        0.542       208140.8          628.9    0.2952    0.6171      673.79      100.339      -12.496       -0.024     1.15363              0.000
 163    105.042      106.612         287.571        1.241       206668.0          628.3    0.3118    0.6272      674.83      108.224      -11.790        0.179     1.14648              0.000
 164    122.251      115.798         290.288        2.033       204722.4          627.4    0.3312    0.6399      675.89      117.307      -11.002        0.391     1.13742              0.000
 165    140.666      125.609         293.792        2.759       202487.5          626.2    0.3525    0.6552      677.19      127.027      -10.117        0.544     1.12709              0.000
 166    160.771      136.285         297.533        3.881       199820.6          624.6    0.3778    0.6726      678.54      137.638       -9.230        0.774     1.11508              0.000
 167    184.017      148.592         301.464        5.662       196556.2          622.4    0.4087    0.6935      679.98      149.908       -8.410        1.142     1.10069              0.000
 168    210.103      162.442         306.491        7.581       192452.5          619.4    0.4434    0.7190      681.51      163.676       -7.613        1.490     1.08271              0.000
 169    236.610      176.403         314.587       10.244       187968.8          616.0    0.4781    0.7504      683.78      177.667       -6.443        1.949     1.06293              0.000
 170    263.598      190.524         325.543       13.235       183031.9          612.0    0.5150    0.7879      686.73      191.912       -4.906        2.417     1.04131              0.000
 171    287.673      203.223         334.826       13.891       177811.6          606.4    0.5565    0.8242      688.42      204.619       -3.895        2.341     1.02004              0.000
 172    309.760      214.790         339.244       14.160       172916.5          601.4    0.5991    0.8544      689.80      216.277       -3.678        2.099     0.99909              0.000
 173    339.974      230.648         348.111       16.140       166975.3          595.7    0.6383    0.8947      692.05      232.224       -2.867        2.214     0.97188              0.000
 174    376.797      250.116         365.442       17.415       162010.4          585.7    0.6900    0.9595      694.36      251.660       -1.163        2.393     0.95311              0.000
 175    406.684      265.866         383.117       18.624       158845.0          575.6    0.7478    1.0309      697.46      267.434        0.229        2.531     0.94462              0.000
 176    422.525      273.874         383.739       19.781       157104.0          574.6    0.7633    1.0421      699.39      275.796        0.027        2.537     0.93669              0.000
 177    427.996      277.034         369.098       16.986       155992.7          570.2    0.7699    1.0332      689.82      278.684       -1.715        2.218     0.93538              0.000
 178    435.239      281.224         352.077       12.886       153131.0          561.9    0.7829    1.0282      676.62      282.506       -3.783        1.717     0.92955              0.000
 179    444.008      285.932         340.426       11.727       149080.3          553.1    0.8011    1.0320      666.26      287.135       -5.326        1.567     0.91586              0.000
 180    452.181      289.989         332.833       12.839       145765.7          549.2    0.8060    1.0274      660.68      291.449       -6.169        1.704     0.90042              0.000
 181    455.957      292.223         323.553       10.560       144549.4          552.3    0.7958    1.0051      660.67      293.441       -6.946        1.429     0.89037              0.000
 182    465.606      297.581         315.915        8.082       143378.1          553.6    0.7997    0.9959      662.39      298.534       -7.884        1.123     0.88206              0.000
 183    477.144      303.684         307.391        8.680       141292.8          557.6    0.7999    0.9811      665.76      304.625       -8.857        1.121     0.86847              0.000
 184    493.107      312.131         297.842       11.477       137814.1          556.2    0.8142    0.9796      663.09      313.050      -10.198        1.528     0.84938              0.000
 185    507.035      319.518         284.830       14.659       135811.8          553.4    0.8246    0.9729      656.66      320.401      -11.943        2.144     0.84076              0.000
 186    515.247      323.652         276.017       17.752       136625.3          553.9    0.8295    0.9650      654.66      324.736      -12.875        2.564     0.84671              0.000
 187    515.724      323.840         265.012       19.117       138878.6          558.0    0.8175    0.9391      653.17      324.987      -13.652        2.767     0.85997              0.000
 188    516.185      324.384         253.446       18.505       140495.5          560.7    0.8106    0.9175      651.08      325.231      -14.709        2.772     0.86862              0.000
 189    520.708      326.651         241.435       18.868       140472.5          561.5    0.8146    0.9041      648.84      327.618      -16.209        2.874     0.86792              0.000
 190    522.287      327.371         229.175       19.795       140655.1          562.6    0.8150    0.8878      646.32      328.451      -17.692        3.050     0.86836              0.000
 191    522.859      327.705         217.631       20.988       140889.0          563.5    0.8158    0.8730      644.00      328.754      -19.021        3.245     0.86935              0.000
 192    524.662      328.664         205.180       21.850       140598.8          563.7    0.8215    0.8597      641.44      329.705      -20.604        3.427     0.86791              0.000
 193    525.896      329.336         191.918       22.368       139711.5          563.3    0.8295    0.8464      638.38      330.356      -22.379        3.577     0.86345              0.000
 194    523.735      328.219         178.769       22.476       139210.9          563.2    0.8349    0.8303      635.27      329.216      -24.205        3.649     0.86089              0.000
