Span station K = 33

J    %dVm      Vx(m/s)     Vtheta(m/s)   Vr(m/s)      Pstat(Pa)    Mrel      T0(K)      Vm(m/s)     Swirl(deg)  Pitch(deg)  Density
  60     89.217      114.881          73.354      -23.979       322770.9    0.5599      717.64      119.130      -65.686       -5.585     1.59463
  61     93.617      117.796          83.660      -25.123       320211.6    0.5473      716.67      121.900      -64.066       -6.441     1.58595
  62     98.267      120.796          95.216      -26.644       317519.1    0.5334      715.40      124.828      -62.167       -7.795     1.57775
  63    102.586      123.605         107.443      -27.750       314271.2    0.5191      714.37      127.547      -60.042       -8.769     1.56634
  64    105.994      125.751         120.646      -28.358       310591.8    0.5028      713.35      129.693      -57.735       -9.112     1.55293
  65    108.301      127.164         134.341      -28.879       306785.7    0.4857      713.00      131.145      -55.248       -9.497     1.53764
  66    109.131      127.720         147.785      -29.280       302600.9    0.4687      713.20      131.668      -52.634      -10.163     1.51931
  67    109.175      127.833         160.958      -29.395       298509.6    0.4518      713.94      131.695      -49.925      -10.641     1.50065
  68    108.659      127.615         174.090      -29.221       294007.8    0.4355      714.46      131.370      -47.092      -10.889     1.48059
  69    107.676      127.089         187.652      -28.859       289274.2    0.4193      713.87      130.752      -44.018      -10.970     1.46182
  70    106.573      126.526         201.412      -28.156       284224.8    0.4039      712.67      130.057      -40.661      -10.872     1.44290
  71    105.596      126.074         215.330      -27.131       279010.1    0.3894      711.44      129.442      -37.047      -10.591     1.42347
  72    104.758      125.599         229.491      -26.478       273532.5    0.3755      709.80      128.915      -33.216      -10.460     1.40374
  73    104.343      125.323         243.804      -26.165       267900.9    0.3625      709.28      128.653      -29.089      -10.554     1.38130
  74    104.521      125.499         258.030      -25.622       262233.3    0.3513      710.40      128.765      -24.710      -10.576     1.35591
  75    104.952      125.860         271.705      -24.959       256631.3    0.3415      711.05      129.037      -20.380      -10.474     1.33178
  76    105.236      126.115         284.133      -24.302       251286.0    0.3326      711.54      129.216      -16.314      -10.349     1.30893
  77    104.610      125.809         294.290      -23.452       246560.5    0.3237      712.00      128.821      -12.851      -10.174     1.28852
  78    102.474      124.589         302.255      -22.441       242670.3    0.3138      711.58      127.476      -10.075       -9.973     1.27319
  79     99.924      123.088         309.185      -21.522       239365.7    0.3047      711.09      125.871       -7.431       -9.833     1.26064
  80     97.675      121.771         315.732      -20.488       235870.9    0.2973      710.11      124.455       -4.791       -9.589     1.24778
  81     96.055      120.931         322.446      -19.399       232241.5    0.2920      708.94      123.435       -2.010       -9.252     1.23445
  82     94.819      120.338         328.621      -18.442       228602.8    0.2888      707.92      122.657        0.576       -8.973     1.22064
  83     94.209      120.173         334.147      -17.387       225093.0    0.2874      706.79      122.273        2.909       -8.611     1.20731
  84     93.833      120.191         339.237      -16.332       221758.9    0.2873      705.74      122.036        5.013       -8.212     1.19440
  85     93.627      120.299         343.542      -15.330       218779.2    0.2887      704.87      121.907        6.694       -7.848     1.18269
  86     93.263      120.244         346.784      -14.498       216020.3    0.2911      703.95      121.677        7.811       -7.565     1.17171
  87     93.172      120.309         348.741      -13.950       213727.9    0.2946      703.09      121.620        8.221       -7.416     1.16250
  88     92.528      120.000         349.402      -13.444       211626.6    0.2981      702.05      121.214        8.023       -7.317     1.15389
  89     92.315      119.956         349.296      -12.966       210202.9    0.3018      701.25      121.080        7.563       -7.183     1.14803
  90     91.566      119.568         348.801      -12.566       209073.8    0.3029      700.45      120.609        7.109       -7.002     1.14318
  91     91.345      119.489         348.243      -12.211       208502.9    0.3028      699.66      120.470        6.732       -6.814     1.14110
  92     89.950      118.655         347.624      -11.784       207779.0    0.3005      698.19      119.592        6.444       -6.651     1.13913
  93     89.648      118.528         346.609      -11.265       207839.3    0.2981      697.82      119.401        6.259       -6.339     1.13934
  94     87.149      116.988         345.251      -10.732       207311.0    0.2926      697.03      117.828        5.882       -6.223     1.13664
  95     86.562      116.656         345.518      -10.270       208113.0    0.2861      697.08      117.458        6.418       -5.904     1.14036
  96     83.229      114.517         343.771       -9.893       208376.8    0.2765      696.37      115.360        5.850       -5.960     1.14120
  97     72.324      107.537         334.989       -9.302       210350.1    0.2661      695.49      108.494        1.572       -6.521     1.14816
  98     60.301       99.964         320.553       -8.082       213021.2    0.2675      694.87      100.924       -4.768       -6.792     1.15661
  99     51.367       94.678         311.766       -5.643       215986.6    0.2678      695.47       95.300       -8.517       -4.833     1.16700
 100     52.676       95.708         313.207       -3.741       216336.6    0.2607      695.68       96.124       -7.212       -2.429     1.16841
 101     54.330       96.800         315.962       -3.180       215376.1    0.2505      695.17       97.165       -5.982       -1.815     1.16468
 102     51.747       95.174         318.925       -3.060       215057.8    0.2380      695.18       95.539       -4.957       -1.795     1.16325
 103     52.072       95.394         321.597       -2.968       214637.8    0.2294      694.90       95.744       -3.286       -1.710     1.16201
 104     49.958       94.080         323.961       -3.012       214053.0    0.2201      694.51       94.413       -1.828       -1.749     1.15983
 105     50.281       94.340         327.270       -2.406       214016.2    0.2139      695.29       94.616        0.602       -1.309     1.15927
 106     47.111       92.389         330.681       -1.732       213287.7    0.2056      695.68       92.620        3.015       -0.774     1.15561
 107     46.245       91.869         333.996       -0.614       213350.6    0.2008      696.72       92.075        5.894        0.087     1.15533
 108     42.664       89.622         338.298       -0.678       212246.6    0.1944      697.50       89.820        9.369        0.195     1.14960
 109     43.324       90.061         341.698       -0.595       212555.3    0.1933      699.23       90.236       12.647        0.160     1.14962
 110     41.028       88.600         347.217       -2.211       211279.1    0.1919      700.44       88.790       17.064       -1.018     1.14311
 111     56.566       98.012         359.161      -10.501       212115.6    0.2154      709.63       98.573       23.318       -6.081     1.13834
 112     55.924       97.571         357.011      -10.813       211986.6    0.2130      708.58       98.169       22.338       -6.286     1.13826
 113     -1.900       61.463         377.988       -1.497       212073.4    0.1932      714.72       61.763       49.699        1.310     1.13695
 114    -10.893       55.883         369.290       -1.444       212624.5    0.1733      713.56       56.101       49.739        1.032     1.13651
 115    -15.285       53.176         362.377       -1.332       212087.5    0.1603      711.71       53.336       48.462        0.877     1.13289
 116    -21.063       49.566         358.945       -2.046       212316.3    0.1524      710.95       49.699       48.963       -1.032     1.13339
 117    -24.248       47.475         357.970       -2.755       211739.3    0.1512      710.53       47.693       49.227       -2.573     1.13052
 118    -27.112       45.537         358.097       -2.289       211669.0    0.1521      710.85       45.890       49.756       -0.057     1.12971
 119    -28.452       44.215         358.929       -0.763       211139.6    0.1553      711.09       45.046       50.066        7.023     1.12708
 120    -28.921       42.686         360.831        1.482       211177.8    0.1606      711.97       44.751       50.194       14.674     1.12698
 121    -27.924       41.766         362.877        3.386       210805.5    0.1667      711.65       45.379       49.739       18.495     1.12695
 122    -26.136       41.422         364.992        5.093       210875.5    0.1729      711.63       46.504       48.820       20.129     1.12881
 123    -23.022       41.719         367.784        7.086       210495.0    0.1811      712.60       48.465       47.615       21.159     1.12700
 124    -18.679       42.583         370.626        9.642       210562.9    0.1896      713.70       51.199       45.950       21.770     1.12746
 125    -13.663       43.593         373.449       12.496       210238.2    0.1987      714.54       54.357       44.241       22.377     1.12633
 126     -8.854       44.912         376.359       15.183       210382.6    0.2076      716.50       57.385       42.842       22.778     1.12584
 127     -3.656       46.041         379.417       18.132       209996.2    0.2170      718.51       60.658       41.520       23.220     1.12259
 128      1.642       47.608         382.649       20.938       210038.3    0.2267      720.86       63.993       40.297       23.410     1.12120
 129      7.071       49.316         385.817       23.692       209421.3    0.2364      722.44       67.412       39.330       23.570     1.11766
 130     13.846       51.648         388.553       26.826       209351.4    0.2460      724.94       71.677       37.964       23.402     1.11535
 131     22.290       52.660         393.979       30.589       208444.4    0.2616      728.49       76.993       36.936       23.271     1.10889
 132     32.130       56.051         390.961       33.299       207330.6    0.2641      726.78       83.188       34.429       22.439     1.10462
 133     36.701       68.489         383.115       29.833       208163.0    0.2572      724.63       86.066       31.596       20.460     1.10826
 134     37.011       72.130         380.070       24.730       208115.5    0.2540      723.78       86.261       30.363       18.125     1.10760
 135     35.401       72.685         378.072       21.165       208528.8    0.2503      723.00       85.247       29.805       16.240     1.10983
 136     34.206       73.544         377.764       18.757       208228.2    0.2501      722.51       84.495       29.811       15.119     1.10885
 137     32.859       74.188         378.173       16.365       208091.1    0.2515      722.62       83.647       30.080       14.153     1.10825
 138     32.812       75.415         378.598       14.127       207739.0    0.2539      722.59       83.617       29.985       13.019     1.10680
 139     33.147       76.812         379.324       11.683       207436.5    0.2573      722.83       83.828       29.972       11.555     1.10545
 140     34.765       78.501         379.694        8.490       207189.0    0.2609      723.09       84.847       29.614        9.668     1.10420
 141     35.410       79.146         379.590        5.903       207090.9    0.2629      723.02       85.253       29.287        7.986     1.10388
 142     36.022       80.080         379.434        4.425       207068.5    0.2649      722.94       85.638       28.927        6.816     1.10398
 143     37.338       81.518         379.579        3.090       206783.4    0.2682      722.87       86.467       28.552        5.833     1.10295
 144     39.172       83.103         379.987        2.164       206605.6    0.2727      722.97       87.622       28.165        5.266     1.10242
 145     41.766       84.878         380.228        0.987       206274.5    0.2775      722.93       89.255       27.589        4.545     1.10130
 146     43.539       85.978         380.256       -0.142       206052.4    0.2814      722.85       90.372       27.169        3.640     1.10059
 147     45.559       87.416         380.151       -0.625       205811.2    0.2855      722.83       91.643       26.697        3.160     1.09966
 148     47.952       89.037         379.895       -1.285       205503.8    0.2898      722.94       93.150       26.160        2.657     1.09814
 149     50.421       90.601         379.384       -2.090       205149.7    0.2940      722.81       94.704       25.631        2.102     1.09661
 150     52.832       92.086         378.743       -2.705       204825.8    0.2981      722.48       96.222       25.102        1.658     1.09550
 151     55.729       93.947         378.028       -3.186       204492.2    0.3029      722.16       98.046       24.524        1.295     1.09440
 152     59.395       96.183         377.000       -3.821       204166.0    0.3079      721.75      100.354       23.773        0.996     1.09336
 153     62.422       97.944         375.847       -4.475       203782.8    0.3123      721.44      102.260       23.124        0.529     1.09173
 154     64.856       99.644         374.233       -4.407       203460.2    0.3159      721.04      103.792       22.552        0.334     1.09026
 155     69.196      102.616         371.992       -4.227       203067.7    0.3205      720.53      106.525       21.591        0.420     1.08845
 156     74.360      105.834         369.912       -4.726       202476.6    0.3260      720.19      109.776       20.553        0.223     1.08549
 157     79.362      108.936         367.479       -5.079       202028.2    0.3312      719.47      112.926       19.537        0.077     1.08372
 158     84.647      112.319         364.634       -5.236       201574.9    0.3366      718.51      116.253       18.402        0.007     1.08216
 159     90.306      115.928         361.806       -5.496       200928.9    0.3425      717.72      119.816       17.261       -0.125     1.07937
 160     96.495      119.886         358.690       -5.741       200316.1    0.3489      716.87      123.712       16.014       -0.232     1.07681
 161    103.453      124.292         355.382       -6.182       199536.3    0.3562      716.03      128.093       14.695       -0.419     1.07338
 162    111.013      129.060         351.757       -6.457       198673.0    0.3641      715.18      132.853       13.265       -0.515     1.06948
 163    119.266      134.289         347.671       -6.932       197697.2    0.3729      714.19      138.048       11.715       -0.688     1.06514
 164    128.061      139.824         343.345       -7.821       196536.3    0.3828      713.24      143.586       10.129       -0.982     1.05980
 165    137.576      145.799         338.764       -8.310       195136.6    0.3937      711.99      149.577        8.481       -1.073     1.05371
 166    148.157      152.353         333.145       -9.448       193731.8    0.4053      710.61      156.238        6.631       -1.342     1.04748
 167    159.460      159.255         326.249      -11.291       192147.4    0.4174      709.03      163.354        4.567       -1.761     1.04015
 168    170.700      166.132         318.854      -12.865       189991.7    0.4300      707.10      170.431        2.477       -2.031     1.03017
 169    181.784      172.826         311.107      -14.547       187257.7    0.4428      705.22      177.410        0.406       -2.276     1.01694
 170    192.837      179.425         303.489      -15.964       184173.2    0.4560      703.54      184.368       -1.588       -2.397     1.00167
 171    204.164      186.255         296.530      -17.142       180793.7    0.4704      702.04      191.500       -3.451       -2.478     0.98499
 172    214.472      192.553         290.080      -17.668       176745.1    0.4843      700.42      197.990       -5.138       -2.459     0.96492
 173    223.223      197.936         283.732      -17.540       172480.8    0.4968      698.44      203.499       -6.725       -2.346     0.94378
 174    231.845      203.155         277.169      -17.966       168303.0    0.5098      695.91      208.928       -8.356       -2.381     0.92348
 175    240.644      208.529         273.023      -17.958       163818.5    0.5253      693.31      214.468       -9.527       -2.364     0.90205
 176    247.842      212.880         271.238      -17.472       159375.3    0.5408      690.74      218.999      -10.207       -2.309     0.88095
 177    251.223      214.520         267.801      -17.110       155364.4    0.5500      687.74      221.128      -10.993       -2.372     0.86154
 178    251.100      213.712         262.221      -16.130       151909.7    0.5527      685.14      221.050      -11.971       -2.345     0.84387
 179    248.855      211.466         255.048      -15.250       148865.0    0.5508      683.08      219.637      -13.095       -2.273     0.82770
 180    247.316      209.749         247.291      -14.971       146190.9    0.5492      681.18      218.668      -14.269       -2.296     0.81378
 181    247.627      209.537         239.895      -14.724       143806.6    0.5508      679.49      218.864      -15.430       -2.379     0.80179
 182    247.203      209.098         232.069      -13.801       141820.8    0.5527      677.77      218.597      -16.703       -2.393     0.79188
 183    244.063      206.928         222.754      -11.888       140091.5    0.5525      675.39      216.620      -18.290       -2.282     0.78345
 184    238.966      203.314         211.276       -9.676       138630.2    0.5508      672.33      213.411      -20.486       -2.209     0.77660
 185    234.614      199.734         198.429       -7.039       137216.6    0.5515      668.97      210.671      -23.169       -2.022     0.77015
 186    230.886      195.924         185.284       -3.682       135652.4    0.5547      665.63      208.324      -26.043       -1.549     0.76309
 187    225.804      190.760         172.090       -0.474       134270.2    0.5579      662.73      205.124      -29.374       -1.222     0.75673
 188    220.162      184.874         159.526        2.721       132974.9    0.5626      660.02      201.572      -33.085       -1.016     0.75080
 189    216.245      179.196         148.080        6.771       131770.4    0.5707      657.41      199.106      -36.541       -0.095     0.74552
 190    213.551      173.400         137.280       10.215       130616.7    0.5830      654.63      197.410      -39.964        0.358     0.74080
 191    212.043      168.927         127.199       11.916       129611.8    0.5964      651.34      196.460      -42.541        0.965     0.73737
 192    209.026      166.147         118.353       12.435       128602.1    0.6069      647.34      194.561      -44.709       -0.126     0.73449
 193    205.502      166.548         110.920       13.191       127777.2    0.6146      643.18      192.342      -46.329        0.213     0.73293
 194    199.907      169.679         104.778       14.839       127230.0    0.6192      639.60      188.820      -47.961        2.680     0.73253
 195    196.005      171.965          99.407       15.634       126798.3    0.6248      636.88      186.363      -49.334        4.970     0.73213
 196    195.256      172.313          95.046       16.590       126154.1    0.6310      634.83      185.892      -49.894        5.681     0.73028
 197    194.914      172.899          92.437       18.201       125409.4    0.6351      633.52      185.676      -50.030        6.788     0.72750
 198    193.319      172.215          91.021       19.428       124736.0    0.6362      632.38      184.672      -49.938        7.553     0.72493
 199    194.027      170.644          90.932       20.605       124424.4    0.6364      632.36      185.118      -49.195        8.117     0.72361
 200    195.664      170.060          92.155       22.351       123691.7    0.6358      632.33      186.148      -47.814        9.364     0.72039
 201    202.407      170.356          89.643       24.090       122479.7    0.6466      631.49      190.393      -46.558        9.870     0.71518
 202    210.087      182.570          83.801       26.387       120149.3    0.6659      628.71      195.229      -46.991       12.197     0.70592
 203    226.363      197.846          76.678       27.103       120937.2    0.6925      626.10      205.476      -44.424       10.650     0.71378
 204    231.186      202.810          72.383       25.618       123184.2    0.7044      624.63      208.513      -43.542        9.014     0.72781
 205    239.491      208.569          74.060       25.664       124995.0    0.7128      625.24      213.742      -41.346        8.181     0.73889
 206    256.090      218.942          76.244       28.327       126006.4    0.7334      626.46      224.192      -38.745        7.969     0.74687
 207    275.936      231.489          73.491       30.700       125897.3    0.7629      624.87      236.687      -38.229        7.641     0.75072
 208    289.882      240.113          71.487       34.453       127918.1    0.7816      624.08      245.468      -38.436        7.696     0.76488
 209    301.411      246.943          67.015       40.422       129751.2    0.7984      622.15      252.726      -39.246        8.280     0.77851
 210    310.112      251.754          57.622       45.769       130827.4    0.8198      618.56      258.204      -40.784        8.879     0.78925
 211    319.208      257.052          45.502       49.863       131154.0    0.8441      614.15      263.931      -42.849        9.354     0.79646
 212    326.240      261.150          35.541       53.203       130828.2    0.8633      609.92      268.358      -44.665        9.903     0.79915
 213    329.683      262.725          28.575       57.662       130480.9    0.8738      608.15      270.526      -45.845       10.901     0.79808
 214    325.121      259.326          24.342       59.756       129440.8    0.8726      607.10      267.654      -46.929       11.784     0.79031
 215    314.173      252.081          25.479       61.146       128701.0    0.8537      608.62      260.761      -47.756       12.689     0.77991
 216    302.399      244.857          28.858       59.226       125736.9    0.8351      609.44      253.348      -48.068       13.173     0.75856
 217    262.121      223.549          22.616       44.778       130898.3    0.7887      607.70      227.989      -52.331       11.112     0.77983
 218    258.278      221.709          22.538       41.558       131152.8    0.7852      607.96      225.570      -52.634       10.439     0.78036
 219    245.710      213.915          17.906       40.132       131218.2    0.7834      607.10      217.657      -54.057       10.459     0.77985
 220    235.590      207.170          16.132       41.457       132308.7    0.7780      607.65      211.286      -55.041       11.116     0.78399
 221    231.149      204.171          14.238       42.184       131761.4    0.7785      607.03      208.490      -55.583       11.453     0.78091
 222    225.216      199.983          12.364       43.909       132341.4    0.7773      607.25      204.754      -56.243       12.122     0.78318
 223    221.728      197.500          10.342       44.950       132092.5    0.7787      606.92      202.558      -56.714       12.534     0.78167
 224    218.178      194.944           8.260       46.074       132379.7    0.7800      607.09      200.323      -57.192       12.980     0.78266
 225    214.859      192.608           6.174       46.846       132296.1    0.7818      606.91      198.233      -57.647       13.329     0.78199
 226    212.143      190.747           4.018       47.259       132514.6    0.7839      607.08      196.524      -58.052       13.560     0.78273
 227    209.156      188.794           1.560       47.313       132470.2    0.7867      606.96      194.643      -58.497       13.702     0.78231
 228    206.604      187.259          -0.695       46.825       132658.1    0.7894      607.02      193.036      -58.884       13.676     0.78308
 229    203.330      185.444          -3.019       45.519       132651.9    0.7919      606.86      190.975      -59.331       13.436     0.78294
 230    199.887      183.753          -4.683       43.087       132974.2    0.7930      606.93      188.807      -59.741       12.846     0.78439
 231    194.993      181.287          -6.805       39.475       133238.5    0.7942      606.78      185.726      -60.299       11.882     0.78567
 232    189.954      178.723          -7.979       34.657       133819.8    0.7935      606.83      182.553      -60.802       10.412     0.78849
 233    184.071      175.432         -10.809       29.389       134235.9    0.7960      606.65      178.849      -61.471        8.618     0.79071
 234    177.802      171.553         -12.270       24.780       134839.6    0.7956      606.58      174.902      -62.089        6.865     0.79381
 235    169.040      166.056         -16.633       21.934       135174.1    0.8006      606.31      169.386      -63.050        5.542     0.79575
 236    159.337      159.781         -17.759       19.944       135698.6    0.7993      606.08      163.277      -63.947        4.251     0.79851
 237    143.396      149.905         -25.030       23.314       135763.7    0.8110      605.83      153.241      -65.549        7.024     0.79954
 238    137.298      138.563         -17.170       24.999       135143.3    0.7931      605.09      149.402      -66.040        9.582     0.79595
 239    148.102      148.932           7.486       25.819       134567.6    0.7461      606.25      156.204      -63.917        7.087     0.79104
 240    161.395      158.845           9.101       29.852       133848.0    0.7491      606.52      164.573      -62.192       10.562     0.78810
 241    169.784      164.942           2.981       32.247       133516.1    0.7656      606.48      169.854      -61.464       10.913     0.78702
 242    176.807      169.478          -0.014       33.583       132881.9    0.7759      606.30      174.276      -60.912       11.021     0.78441
 243    181.806      172.741          -1.252       34.551       132542.0    0.7813      606.33      177.424      -60.530       11.063     0.78295
 244    187.063      176.102          -2.388       35.486       131937.5    0.7871      606.14      180.733      -60.138       11.183     0.78024
 245    189.181      177.375          -3.142       36.398       131783.8    0.7900      606.13      182.067      -60.046       11.416     0.77956
 246    192.001      179.015          -4.256       37.412       131393.0    0.7944      606.06      183.842      -59.883       11.716     0.77775
 247    194.152      180.279          -5.507       38.313       131161.8    0.7982      606.07      185.196      -59.833       11.917     0.77668
 248    197.845      182.593          -6.247       39.083       130723.3    0.8020      606.02      187.522      -59.617       11.994     0.77462
 249    200.113      184.031          -6.020       39.698       130503.4    0.8030      606.00      188.949      -59.493       12.060     0.77354
 250    201.474      184.774          -5.839       40.387       130256.0    0.8038      605.89      189.806      -59.399       12.267     0.77236
 251    202.706      185.462          -6.223       40.998       130071.9    0.8056      605.91      190.582      -59.366       12.419     0.77149
 252    206.215      187.704          -5.424       41.499       129590.4    0.8065      605.82      192.791      -59.086       12.400     0.76918
 253    206.416      187.759          -3.794       41.956       129514.7    0.8039      605.70      192.918      -59.028       12.557     0.76879
 254    207.581      188.412          -3.153       42.382       129316.0    0.8040      605.71      193.651      -58.911       12.674     0.76787
 255    211.009      190.633          -1.450       42.716       128857.4    0.8035      605.68      195.810      -58.608       12.603     0.76562
 256    211.794      191.094           1.368       42.966       128608.4    0.7993      605.41      196.304      -58.399       12.663     0.76446
 257    212.673      191.631           2.953       43.130       128540.9    0.7975      605.52      196.857      -58.261       12.694     0.76413
 258    216.381      194.087           6.170       43.162       127949.6    0.7948      605.30      199.191      -57.827       12.542     0.76131
 259    213.097      191.995          10.173       43.048       128190.0    0.7855      605.08      197.124      -57.826       12.662     0.76236
 260    210.958      190.536          10.811       43.256       128329.6    0.7836      605.07      195.777      -57.929       12.839     0.76315
 261    215.742      193.576          12.134       43.716       127562.4    0.7858      604.97      198.789      -57.530       12.751     0.75963
 262    220.087      196.345          16.362       44.009       126796.4    0.7826      604.63      201.525      -56.986       12.666     0.75611
 263    220.721      196.780          21.184       43.956       126638.6    0.7754      604.53      201.924      -56.649       12.651     0.75539
 264    220.732      196.845          25.904       43.751       126370.2    0.7680      604.29      201.931      -56.327       12.611     0.75413
