Span station K = 33

J    %dVm      Vx(m/s)     Vtheta(m/s)   Vr(m/s)      Pstat(Pa)    Mrel      T0(K)      Vm(m/s)     Swirl(deg)  Pitch(deg)  Density
 265    220.431      196.704          30.317       43.552       126224.3    0.7611      604.22      201.741      -56.050       12.581     0.75344
 266    220.926      197.078          35.205       43.354       125820.2    0.7542      603.96      202.053      -55.671       12.522     0.75159
 267    220.614      196.949          40.884       43.066       125549.2    0.7455      603.78      201.857      -55.276       12.473     0.75037
 268    219.999      196.645          46.951       42.678       125189.3    0.7360      603.51      201.470      -54.846       12.404     0.74873
 269    219.140      196.206          53.605       42.180       124852.6    0.7255      603.32      200.929      -54.366       12.313     0.74719
 270    218.413      195.858          60.715       41.633       124382.7    0.7146      603.08      200.471      -53.808       12.201     0.74500
 271    216.976      195.067          68.561       40.990       123904.3    0.7022      602.88      199.566      -53.216       12.101     0.74273
 272    215.238      194.102          76.907       40.219       123359.3    0.6890      602.73      198.472      -52.555       11.970     0.74003
 273    213.655      193.272          85.511       39.214       122670.7    0.6758      602.49      197.475      -51.799       11.760     0.73672
 274    211.354      191.984          95.174       38.092       121862.9    0.6606      602.10      196.027      -50.933       11.554     0.73294
 275    208.421      190.276         105.316       36.942       121103.0    0.6442      601.86      194.180      -49.999       11.364     0.72935
 276    205.818      188.769         115.630       35.760       120162.6    0.6283      601.66      192.541      -48.934       11.138     0.72481
 277    202.081      186.538         126.267       34.481       119134.6    0.6112      601.37      190.188      -47.833       10.896     0.71981
 278    198.129      184.168         136.729       33.185       118153.8    0.5942      601.15      187.700      -46.687       10.633     0.71510
 279    194.758      182.145         147.325       31.950       117076.6    0.5777      600.93      185.578      -45.386       10.365     0.71003
 280    191.572      180.232         157.993       30.742       115849.9    0.5620      600.57      183.572      -43.941       10.073     0.70435
 281    188.030      178.074         168.746       29.610       114535.4    0.5463      600.13      181.342      -42.421        9.823     0.69832
 282    184.752      176.080         179.870       28.508       113182.1    0.5304      599.73      179.278      -40.714        9.568     0.69215
 283    181.863      174.350         190.956       27.388       111756.5    0.5152      599.43      177.460      -38.832        9.277     0.68561
 284    178.438      172.292         202.284       26.278       110243.0    0.4995      599.14      175.303      -36.818        8.987     0.67853
 285    174.486      169.912         213.468       25.047       108566.0    0.4836      598.66      172.814      -34.711        8.662     0.67063
 286    170.651      167.626         224.005       23.640       106979.2    0.4683      598.35      170.400      -32.564        8.282     0.66305
 287    166.208      164.967         234.278       22.038       105448.1    0.4527      598.17      167.603      -30.345        7.843     0.65563
 288    160.680      161.623         244.053       20.242       103996.6    0.4361      598.01      164.122      -28.075        7.325     0.64855
 289    153.838      157.423         252.642       18.227       102583.3    0.4189      597.57      159.815      -25.940        6.714     0.64161
 290    146.324      152.767         260.017       15.749       101312.6    0.4017      597.12      155.084      -23.948        5.879     0.63528
 291    138.273      147.675         266.628       12.982       100237.6    0.3847      596.79      150.015      -22.018        4.877     0.62988
 292    130.655      142.738         272.706       10.257        99382.0    0.3687      596.70      145.219      -20.098        3.784     0.62555
 293    123.145      137.757         278.413        7.684        98622.4    0.3535      596.64      140.491      -18.146        2.660     0.62173
 294    115.719      132.741         283.406        5.215        97952.1    0.3394      596.58      135.815      -16.283        1.476     0.61836
 295    107.736      127.312         287.192        2.946        97207.8    0.3254      596.14      130.789      -14.841        0.321     0.61460
 296     99.887      121.955         289.816        0.987        96743.6    0.3117      595.97      125.848      -13.813       -0.817     0.61205
 297     92.475      116.974         291.167       -0.421        96422.1    0.2993      595.88      121.181      -13.364       -1.780     0.61004
 298     85.886      112.712         291.507       -1.204        96350.3    0.2890      596.01      117.033      -13.554       -2.549     0.60917
 299     79.422      108.748         290.078       -1.444        96159.1    0.2813      595.50      112.963      -14.714       -3.167     0.60790
 300     73.862      105.557         287.743       -1.283        96046.8    0.2770      594.80      109.463      -16.294       -3.478     0.60720
 301     67.954      102.104         286.241       -0.964        95984.2    0.2726      594.05      105.743      -17.507       -3.575     0.60708
 302     64.128      100.010         285.035       -0.810        95968.3    0.2701      593.14      103.334      -18.016       -3.486     0.60761
 303     60.298       97.839         284.316       -0.838        95941.6    0.2668      592.00      100.922      -18.291       -3.486     0.60837
 304     57.017       95.960         284.338       -1.023        96136.2    0.2632      591.23       98.857      -17.807       -3.532     0.61034
 305     53.616       94.085         284.657       -1.046        96238.2    0.2585      590.24       96.716      -17.444       -3.514     0.61198
 306     49.649       91.876         284.689       -1.157        96291.0    0.2536      589.11       94.218      -17.030       -3.635     0.61336
 307     47.311       90.673         285.215       -1.270        96713.1    0.2475      588.56       92.746      -16.669       -3.307     0.61638
 308     44.165       88.750         285.082       -2.270        97226.7    0.2408      587.92       90.766      -16.447       -3.485     0.61978
 309     35.655       83.234         284.362       -3.504        97938.9    0.2325      587.46       85.408      -17.452       -4.417     0.62390
 310     29.795       79.483         280.182       -3.717        98709.1    0.2349      587.32       81.718      -18.966       -5.152     0.62763
 311     23.386       75.944         278.215       -2.161        99325.5    0.2341      586.90       77.683      -20.476       -4.454     0.63118
 312     27.932       79.384         282.517        0.005        99485.9    0.2308      587.07       80.545      -18.105       -2.136     0.63314
 313     32.429       82.468         286.486        1.484        98685.0    0.2277      586.26       83.377      -16.559       -0.526     0.63016
 314     34.809       84.090         288.495        2.269        98774.5    0.2269      586.64       84.875      -15.175        0.469     0.63084
 315     37.083       85.584         289.879        2.817        98320.1    0.2269      586.18       86.307      -14.557        1.243     0.62894
 316     39.222       86.910         290.679        2.739        98446.0    0.2278      586.65       87.653      -13.628        1.509     0.62943
 317     40.237       87.557         291.748        3.114        98061.8    0.2276      586.14       88.292      -13.733        1.889     0.62787
 318     42.058       88.657         291.632        3.480        98153.5    0.2299      585.96       89.439      -13.592        2.438     0.62867
 319     41.961       88.679         292.484        3.860        97663.6    0.2278      585.16       89.378      -14.514        2.649     0.62658
 320     44.824       90.398         291.555        3.397        97885.4    0.2324      585.57       91.181      -14.385        2.791     0.62742
 321     44.286       90.152         292.665        3.570        97416.6    0.2294      585.09       90.841      -15.323        2.841     0.62508
 322     48.851       92.616         290.073        2.946        98391.1    0.2419      586.82       93.716      -15.031        3.071     0.62897
 323     27.292       79.794         315.759        7.463        96756.6    0.1794      583.15       80.143       -9.749        5.320     0.62785
 324     27.192       79.799         314.352        6.694        97015.9    0.1796      583.83       80.079      -10.733        4.778     0.62828
 325     12.155       70.265         322.020        0.273        97400.4    0.1586      586.04       70.612       -5.837       -0.659     0.63022
 326     10.156       68.618         323.357       -1.978        97355.8    0.1570      587.77       69.354       -4.653       -3.268     0.62837
 327      7.344       66.220         324.216       -4.167        97354.3    0.1544      590.62       67.583       -4.294       -6.081     0.62538
 328      6.374       63.847         325.686       -6.816        97368.5    0.1552      593.03       66.972       -2.688       -8.317     0.62337
 329      8.483       64.299         327.617       -8.746        97270.2    0.1603      593.93       68.300        0.794       -9.877     0.62270
 330     14.125       66.271         329.940      -12.744        97525.5    0.1719      597.66       71.852        4.174      -13.574     0.62112
 331     20.160       68.962         332.798      -15.555        97264.9    0.1843      602.97       75.652        5.956      -14.823     0.61498
 332     21.564       69.959         330.442      -15.502        97579.0    0.1869      606.29       76.536        2.719      -15.272     0.61294
 333     21.131       67.057         336.650       -5.723        97542.5    0.1953      613.24       76.263       12.863        2.620     0.60750
 334     37.271       65.444         351.945       12.245        97925.0    0.2325      617.70       86.425       15.980       12.341     0.61088
 335     50.474       64.406         363.901       25.021        97758.5    0.2668      615.56       94.737       17.656       17.004     0.61753
 336     70.113       65.748         381.555       35.123        98271.6    0.3177      619.11      107.102       19.282       17.744     0.62580
 337     89.452       70.672         389.450       41.317        98491.1    0.3512      621.91      119.278       18.775       16.714     0.63021
 338    105.400       74.182         382.691       46.158        98358.5    0.3559      627.84      129.318       16.357       16.175     0.62150
 339    136.242       80.948         376.515       60.320        97704.9    0.3762      641.46      148.736       13.019       15.081     0.60544
 340    172.614       90.171         368.729       78.249        96263.7    0.4129      641.06      171.636        9.457       14.367     0.60431
 341    178.747      101.029         368.624       77.740        95702.9    0.4144      640.42      175.497        9.133       14.386     0.60278
 342    205.558      112.896         377.952       79.688        93652.5    0.4408      678.87      192.378       10.043       13.314     0.56758
 343    278.258      120.205         400.732      128.063        91137.0    0.5324      739.89      238.149       10.215       17.222     0.53097
 344    326.942      129.917         393.869      159.006        88315.3    0.6077      746.13      268.800       11.295       18.952     0.50532
 345    386.361      181.157         349.678      143.972        84556.2    0.7579      705.97      306.210        3.371       13.660     0.49610
 346    419.543      196.428         360.735       99.041        83748.6    0.7749      682.94      327.101        1.826        7.327     0.52967
 347    374.558      184.486         389.577       74.132        85174.8    0.7264      679.15      298.779        5.889        7.148     0.55350
 348    291.730      153.973         400.883       20.904        84280.4    0.6378      645.32      246.631       10.195        3.969     0.56588
 349    246.946      109.772         408.526      -53.345        81896.9    0.5998      624.52      218.435       13.597       -1.723     0.57131
 350    255.974       95.829         401.263      -72.833        82175.2    0.5827      642.61      224.119       12.473       -6.391     0.56835
 351    221.288      110.931         398.861      -14.755        83572.5    0.5170      641.04      202.281       13.531        3.259     0.57805
 352    179.176      126.497         371.246       46.031        85984.3    0.4355      618.48      175.768       10.149       10.888     0.60301
 353    168.971      137.837         355.369       66.708        86626.9    0.4179      604.54      169.343        6.905       19.036     0.61819
 354    188.736      142.654         344.549       77.066        86695.5    0.4346      600.64      181.786        2.185       19.503     0.62282
 355    189.489      143.632         335.316       75.964        87229.2    0.4338      591.53      182.260       -0.527       19.406     0.62111
 356    172.604      142.356         331.516       61.059        87638.7    0.4074      584.70      171.630       -1.422       18.322     0.61692
 357    159.629      144.443         322.246       44.808        88050.1    0.3820      581.55      163.461       -3.977       16.157     0.61288
 358    145.942      143.825         311.952       28.595        89111.9    0.3552      584.91      154.843       -7.282       12.922     0.60695
 359    134.938      139.240         309.834       20.540        89736.0    0.3354      592.73      147.916       -7.860       10.523     0.59745
 360    124.883      134.024         309.106       14.283        89791.7    0.3186      597.59      141.585       -8.057        7.874     0.58942
 361    114.880      128.704         307.094       -0.698        89447.6    0.3032      596.32      135.287       -9.314       -0.860     0.58851
 362    113.541      125.982         303.640      -11.862        89638.2    0.3034      592.69      134.444      -10.371       -7.546     0.59485
 363    120.214      129.183         293.678      -15.869        90196.1    0.3171      590.20      138.646      -15.956       -9.051     0.59908
 364    128.804      136.230         280.152      -11.340        90081.3    0.3405      588.05      144.053      -22.792       -5.995     0.59734
 365    136.189      142.066         270.192       -1.554        89342.4    0.3634      585.57      148.703      -26.277       -1.265     0.59255
 366    142.448      145.359         265.160        6.592        88586.7    0.3789      585.37      152.644      -27.503        2.532     0.58692
 367    148.593      146.416         265.265       13.382        88305.9    0.3845      587.77      156.513      -26.891        5.726     0.58296
 368    154.024      147.973         266.898       17.307        88159.3    0.3886      586.80      159.932      -25.885        7.968     0.58345
 369    163.967      152.351         268.952       19.989        88125.9    0.3969      586.45      166.192      -24.185        9.312     0.58501
 370    172.917      155.204         270.044       22.372        88010.0    0.4061      586.57      171.827      -21.679       10.008     0.58482
 371    174.968      155.438         268.794       24.424        87869.7    0.4117      583.96      173.118      -20.998       10.446     0.58481
 372    179.264      157.952         266.258       26.288        87687.7    0.4213      580.82      175.823      -21.040       10.778     0.58486
 373    183.027      160.409         260.994       26.706        87357.8    0.4326      576.75      178.192      -21.834       10.786     0.58439
 374    182.609      161.265         255.718       25.434        87232.4    0.4385      572.60      177.929      -23.161       10.759     0.58517
 375    181.952      162.175         249.723       22.963        86773.3    0.4441      568.84      177.515      -24.664       10.422     0.58351
 376    181.051      162.700         243.461       19.116        86102.9    0.4493      565.79      176.948      -26.247        9.713     0.57995
 377    181.027      163.944         239.436       14.737        85310.3    0.4542      563.44      176.933      -27.381        8.823     0.57563
 378    183.242      166.271         235.050       10.583        84180.6    0.4618      562.03      178.328      -28.432        7.818     0.56876
 379    184.429      167.242         230.162        7.496        82972.4    0.4693      560.92      179.075      -29.531        6.962     0.56085
 380    184.503      167.406         226.310        5.874        81563.1    0.4753      559.50      179.121      -30.332        6.406     0.55166
 381    184.509      167.430         221.547        5.231        80017.0    0.4819      557.87      179.125      -31.341        6.196     0.54162
 382    183.523      166.537         215.118        4.615        78611.9    0.4893      556.07      178.505      -32.738        5.926     0.53230
 383    182.895      165.940         209.635        3.261        77311.6    0.4960      554.87      178.109      -33.801        5.371     0.52383
 384    183.628      166.197         206.652        1.547        75952.5    0.5028      554.73      178.571      -34.137        4.790     0.51464
 385    186.259      167.704         206.639       -0.882        74649.9    0.5120      554.61      180.227      -33.624        4.032     0.50664
 386    190.162      169.946         207.691       -3.350        73317.5    0.5223      553.59      182.684      -32.821        3.386     0.50006
 387    196.575      173.913         209.838       -7.156        72147.6    0.5374      553.22      186.722      -31.655        2.304     0.49388
 388    202.665      177.631         211.614      -11.116        70821.6    0.5529      551.47      190.556      -30.428        1.001     0.48758
 389    207.383      179.727         207.772      -12.193        69842.9    0.5687      548.65      193.526      -30.907        0.633     0.48367
 390    215.089      184.371         201.791      -14.975        68603.1    0.5892      544.92      198.378      -31.329       -0.650     0.47848
 391    218.378      186.507         197.304      -19.258        67603.8    0.6012      540.41      200.449      -31.530       -1.833     0.47542
 392    218.993      185.523         190.445      -20.324        67486.1    0.6131      536.97      200.836      -32.715       -1.614     0.47658
 393    223.022      186.633         181.975      -21.267        66591.7    0.6323      532.65      203.373      -33.730       -1.782     0.47328
 394    226.045      187.640         173.906      -23.113        65919.3    0.6474      528.93      205.276      -34.481       -2.349     0.47085
 395    227.096      186.984         164.108      -24.672        65660.2    0.6600      525.95      205.938      -35.707       -2.852     0.46991
 396    223.960      185.599         151.452      -23.029        65481.3    0.6682      522.99      203.964      -38.009       -2.992     0.46886
 397    220.890      185.063         136.636      -20.302        65225.1    0.6808      520.01      202.030      -41.519       -2.226     0.46735
 398    221.444      185.093         121.612      -20.401        64636.8    0.7020      516.92      202.379      -44.132       -1.648     0.46409
 399    221.434      183.772         106.699      -20.121        64079.7    0.7220      514.65      202.373      -46.159       -1.529     0.46021
 400    217.926      180.423          92.728      -18.314        63910.8    0.7373      513.20      200.164      -48.283       -1.339     0.45815
 401    212.224      176.562          81.463      -15.128        63754.1    0.7483      511.46      196.574      -50.183       -0.941     0.45676
 402    208.416      174.169          72.772      -10.328        63219.1    0.7592      509.56      194.177      -51.505       -0.020     0.45348
 403    205.571      172.231          66.920       -5.069        62517.7    0.7675      507.35      192.386      -52.353        1.024     0.44971
 404    201.624      169.903          64.363        0.961        61819.7    0.7691      505.44      189.900      -52.991        2.153     0.44572
 405    199.919      168.355          63.351        5.503        61102.2    0.7700      503.76      188.827      -53.303        3.035     0.44173
 406    198.857      167.365          62.000        9.213        60589.3    0.7719      502.54      188.159      -53.598        3.727     0.43894
 407    198.623      167.015          60.231       12.606        60162.2    0.7750      502.00      188.011      -53.846        4.293     0.43618
 408    198.542      166.771          58.422       16.197        59558.6    0.7790      501.20      187.960      -54.140        4.917     0.43247
 409    200.522      167.684          56.757       19.133        59093.8    0.7842      501.08      189.207      -54.201        5.417     0.42933
 410    202.612      168.921          57.250       21.033        58795.3    0.7855      501.51      190.523      -53.981        5.569     0.42705
 411    202.146      168.805          57.166       22.206        58854.3    0.7842      502.62      190.229      -54.148        5.835     0.42642
 412    203.322      169.266          57.452       23.485        58387.8    0.7852      503.00      190.970      -54.025        6.163     0.42316
 413    210.555      175.199          56.338       24.994        58353.8    0.7938      504.98      195.523      -53.740        6.485     0.42176
 414    216.788      178.407          52.093       24.286        57347.3    0.8085      504.36      199.448      -54.003        6.518     0.41542
 415    201.249      169.359          54.468       20.279        57966.5    0.7911      503.10      189.664      -55.471        7.241     0.41977
 416    187.688      162.539          71.380       18.171        59290.9    0.7474      505.48      181.127      -54.825        7.746     0.42729
 417    185.933      165.290          91.065       24.592        61242.9    0.7098      511.53      180.022      -51.316        8.536     0.43784
 418    206.940      180.159          96.509       31.223        62561.4    0.7272      515.98      193.248      -47.595        7.914     0.44630
 419    225.018      193.473          92.647       30.366        60966.4    0.7565      514.61      204.629      -46.052        6.536     0.43812
 420    226.485      195.893          88.794       24.763        61459.3    0.7608      515.82      205.553      -46.283        5.205     0.43990
 421    226.061      198.082          81.876       17.943        60986.3    0.7664      515.85      205.286      -47.961        3.258     0.43523
 422    235.626      204.358          77.760       14.900        61203.4    0.7817      517.42      211.308      -47.199        2.366     0.43599
 423    237.665      207.672          67.559        9.162        60870.1    0.7954      514.95      212.592      -49.808        0.784     0.43399
 424    247.498      212.184          65.826        9.886        62189.1    0.8124      518.51      218.783      -47.760        1.637     0.44200
 425    224.106      201.311          54.081        6.234        62782.2    0.8000      514.01      204.055      -52.896        0.668     0.44456
 426    220.211      199.855          46.935        5.276        61759.8    0.8081      510.92      201.603      -54.352        0.617     0.43867
 427    213.306      196.166          42.620        6.158        61780.2    0.8079      510.33      197.256      -55.462        1.161     0.43807
 428    209.590      194.149          40.359        6.051        61894.1    0.8076      510.25      194.916      -56.013        1.330     0.43827
 429    207.412      193.008          38.889        5.215        61900.4    0.8072      510.70      193.545      -56.338        1.258     0.43751
 430    205.438      191.921          37.841        3.566        61913.8    0.8052      512.58      192.302      -56.605        0.871     0.43561
 431    203.338      190.685          36.211        1.699        61945.2    0.8047      513.60      190.980      -56.922        0.370     0.43459
 432    200.690      189.067          34.513        0.032        62070.0    0.8052      513.27      189.312      -57.294       -0.089     0.43536
 433    198.089      187.470          32.607       -1.458        62079.4    0.8069      512.22      187.675      -57.693       -0.521     0.43598
 434    197.217      186.959          31.517       -1.482        62002.6    0.8089      511.21      187.126      -57.872       -0.532     0.43616
